participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 887.086, 0.13936, 0, 5.2092e-05, 1.0471, 0, 0, -0.095228, 0.089276, 0
1, Thresh, 883.061, 3.8604, 0, 0, 4.9971, 0.93556, 0.031194, -0.1224, 0.29859, 0
1, Hybrid, 891.8099, 3.6177, 0, 0.28341, 4.995, 1.0148, 0.030445, -0.055662, 0.0077036, 0
2, Cont, 2212.0076, 1.1486, 0, 0.26154, 1.968, 0, 0, 0.088165, 0.093193, 0
2, Thresh, 1975.8704, 3.0898, 0, 0, 4.1416, 1.9791, 0.65238, -0.13504, 2.2266e-05, 0
2, Hybrid, 1965.7448, 3.6288, 0, 0.70516, 4.8517, 1.903, 0.68352, -0.11573, 4.5974e-05, 0
3, Cont, 1869.2559, 1.0422, 0, 0.67657, 1.3416, 0, 0, -0.056035, 0.14404, 0
3, Thresh, 1743.9115, 2.8046, 0, 0, 2.0938, 1.236, 0.5217, -0.044125, 0.00027571, 0
3, Hybrid, 1749.4717, 2.9931, 0, 0.41926, 2.2083, 1.2341, 0.52137, -0.046149, 0.032727, 0
4, Cont, 3721.6176, 1.7093, 0, 1.292, 1.6333, 0, 0, 0.076987, 0.26251, 0
4, Thresh, 3159.9702, 5.7617, 0, 0, 4.3308, 1.4999, 0.48699, -0.061391, 0.10535, 0
4, Hybrid, 3163.4363, 5.6239, 0, 0.063315, 4.0452, 1.4644, 0.48929, -0.0275, 0.10209, 0
5, Cont, 2173.7584, 1.0754, 0, 0.46349, 1.5728, 0, 0, 0.10908, 0.033821, 0
5, Thresh, 1985.5689, 2.9147, 0, 0, 3.0574, 1.68, 0.60573, -0.11269, 0.022107, 0
5, Hybrid, 1991.6855, 2.9806, 0, 0.25065, 3.1217, 1.6742, 0.60858, -0.1124, 0.025991, 0
6, Cont, 1544.3518, 0.92493, 0, 2.4636, 1.2213, 0, 0, 0.17839, 0.22954, 0
6, Thresh, 1508.6429, 4.8714, 0, 0, 1.6227, 0.8929, 0.234, 0.1784, 0.22715, 0
6, Hybrid, 1514.8103, 4.8732, 0, 0.077946, 1.6229, 0.89296, 0.23419, 0.17836, 0.22858, 0
7, Cont, 1403.078, 2.0421, 0, 1.0965, 1.3784, 0, 0, -0.062477, 0.16421, 0
7, Thresh, 1258.7282, 4.3438, 0, 0, 1.9383, 1.1991, 0.63629, -0.14988, 0.32973, 0
7, Hybrid, 1266.8952, 4.2251, 0, 0.5083, 2.2639, 1.2595, 0.65239, -0.19232, 0.26453, 0
8, Cont, 1244.028, 2.1241, 0, 0.20973, 2.1618, 0, 0, -0.060251, 0.042362, 0
8, Thresh, 606.2408, 4.5198, 0, 0, 4.9999, 1.7539, 0.84913, -0.29888, 0.02676, 0
8, Hybrid, 613.4176, 4.6276, 0, 0.11895, 4.9996, 1.7282, 0.84629, -0.31841, 0.099572, 0
9, Cont, 2061.7951, 0.12871, 0, 0.42076, 1.0343, 0, 0, -0.075065, 0.048714, 0
9, Thresh, 2065.3412, 3.5661, 0, 0, 4.9917, 1.0074, 0.017902, -0.08583, 0.076242, 0
9, Hybrid, 2066.3481, 2.6423, 0, 0.054923, 3.7979, 0.98809, 0.022928, -0.052152, 0.0025285, 0
10, Cont, 1978.7594, 1.5051, 0, 0.28703, 3.6256, 0, 0, -0.34993, 0.21058, 0
10, Thresh, 1865.0583, 1.7597, 0, 0, 3.9463, 2.2952, 0.92405, -0.21225, 8.1028e-06, 0
10, Hybrid, 1884.2299, 1.7554, 0, 2.2735e-05, 3.8184, 2.2176, 0.91059, -0.17827, 0.0082647, 0
11, Cont, 1783.682, 0.87147, 0, 0.70501, 1.157, 0, 0, -0.058197, 0.054096, 0
11, Thresh, 1627.7126, 4.3368, 0, 0, 2.2156, 0.98984, 0.35646, -0.11756, 0.24576, 0
11, Hybrid, 1641.7647, 4.3668, 0, 0.058573, 2.3505, 0.99318, 0.35095, -0.080124, 0.12726, 0
12, Cont, 1514.1257, 1.546, 0, 0.0079867, 1.3563, 0, 0, 0.16149, 0.11898, 0
12, Thresh, 1019.8173, 4.935, 0, 0, 4.0102, 1.3688, 0.6873, -0.031234, 0.08249, 0
12, Hybrid, 1024.5973, 5.8717, 0, 0.69957, 4.9988, 1.4056, 0.69069, -0.062252, 0.053052, 0
13, Cont, 1537.3482, 0.23264, 0, 2.6297, 1.2693, 0, 0, -0.085806, 0.031335, 0
13, Thresh, 1553.2732, 2.6128, 0, 0, 4.993, 0.82538, 0.014849, -0.049103, 0.010581, 0
13, Hybrid, 1554.3853, 3.0308, 0, 0.017235, 4.9352, 0.83044, 0.016354, -0.051643, 0.0046907, 0
15, Cont, 1889.9576, 0.16548, 0, 1.1051, 1.1405, 0, 0, -0.030105, 0.013591, 0
15, Thresh, 1867.4375, 5.813, 0, 0, 2.6476, 0.89083, 0.040343, -0.060213, 0.26266, 0
15, Hybrid, 1875.5132, 1.7158, 0, 0.074051, 1.5157, 0.88262, 0.099203, -0.050806, 0.21219, 0
16, Cont, 1965.8454, 0.99512, 0, 0.010498, 1.5072, 0, 0, 0.11126, 0.023411, 0
16, Thresh, 1824.3286, 2.5567, 0, 0, 2.7037, 1.4953, 0.61878, -0.036817, 0.056454, 0
16, Hybrid, 1825.7486, 2.7733, 0, 0.40706, 2.9543, 1.5032, 0.62223, -0.038695, 0.018252, 0
17, Cont, 1996.6795, 0.13125, 0, 0.35791, 1.3361, 0, 0, 0.036992, 0.16123, 0
