participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
17, Thresh, 2017.8004, 3.4355, 0, 0, 3.0008, 1.3903, 0.047143, -0.041515, 0.16099, 0
17, Hybrid, 2026.8355, 4.8624, 0, 0.053162, 4.5189, 1.3929, 0.034014, -0.042111, 0.15016, 0
18, Cont, 2082.2272, 1.1479, 0, 0.26759, 1.5529, 0, 0, 0.20248, 0.11023, 0
18, Thresh, 1832.031, 2.8668, 0, 0, 2.9688, 1.4493, 0.64687, 0.12044, 0.011133, 0
18, Hybrid, 1831.8622, 3.1419, 0, 0.42162, 3.2048, 1.436, 0.64581, 0.12158, 0.033562, 0
19, Cont, 1625.4672, 0.56285, 0, 0.40978, 0.96203, 0, 0, -0.072357, 0.076217, 0
19, Thresh, 1535.8058, 4.1755, 0, 0, 2.6159, 0.86282, 0.20164, -0.034716, 0.01087, 0
19, Hybrid, 1543.4143, 4.8952, 0, 0.31634, 3.0425, 0.86764, 0.18565, -0.034812, 0.033886, 0
20, Cont, 1602.4047, 0.50679, 0, 0.054342, 0.87637, 0, 0, -0.085266, 0.024574, 0
20, Thresh, 1545.1388, 2.1834, 0, 0, 1.7397, 0.75597, 0.20594, -0.068019, 0.032562, 0
20, Hybrid, 1551.1918, 2.2997, 0, 0.35142, 1.8012, 0.75513, 0.20643, -0.068023, 0.025723, 0
