participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 885.6015, 0.1387, 0, 0.42342, 1.0764, 0, 0, -0.069048, 0.005321, 0
1, Thresh, 886.7197, 3.5896, 0, 0, 4.9994, 1.0368, 0.028074, -0.066099, 0.0018676, 0
1, Hybrid, 892.0379, 3.6633, 0, 0.0043296, 4.9993, 1.0344, 0.027677, -0.066723, 0.0022355, 0
2, Cont, 2211.6168, 1.1118, 0, 0.13182, 1.9028, 0, 0, 0.073121, 0.16769, 0
2, Thresh, 1974.0388, 3.1053, 0, 0, 4.4173, 2.0364, 0.65379, -0.21801, 0.038562, 0
2, Hybrid, 1973.4347, 3.2826, 0, 0.51937, 4.3189, 1.8953, 0.67472, -0.094986, 2.8078e-06, 0
3, Cont, 1875.3495, 0.94921, 0, 0.47267, 1.3169, 0, 0, -0.037913, 0.077236, 0
3, Thresh, 1743.9205, 2.8316, 0, 0, 2.1298, 1.2508, 0.52368, -0.061655, 0.042323, 0
3, Hybrid, 1749.9269, 2.8333, 0, 0.15535, 2.1093, 1.2348, 0.52019, -0.043957, 0.0044615, 0
4, Cont, 3724.848, 1.532, 0, 1.059, 1.569, 0, 0, 0.093895, 0.17894, 0
4, Thresh, 3158.4796, 5.5489, 0, 0, 4.0342, 1.4712, 0.48923, -0.026564, 0.076385, 0
4, Hybrid, 3162.3633, 5.6866, 0, 0.055572, 4.0899, 1.4656, 0.48818, -0.036802, 0.11666, 0
5, Cont, 2180.8197, 0.96998, 0, 0.0071979, 1.4906, 0, 0, 0.10457, 0.058626, 0
5, Thresh, 1985.6633, 2.9308, 0, 0, 3.0755, 1.674, 0.60426, -0.14638, 0.092909, 0
5, Hybrid, 1991.7153, 3.0224, 0, 0.31114, 3.1642, 1.6711, 0.61116, -0.11318, 0.015255, 0
6, Cont, 1581.4714, 0.49884, 0, 0.27356, 0.94843, 0, 0, 0.17795, 0.15653, 0
6, Thresh, 1529.5824, 6.0075, 0, 0, 2.0479, 0.91704, 0.22313, 0.13909, 0.27956, 0
6, Hybrid, 1530.7571, 4.4164, 0, 0.038706, 1.7318, 0.95505, 0.24553, 0.17609, 0.12893, 0
7, Cont, 1448.655, 1.5, 0, 0.15192, 1.259, 0, 0, -0.057703, 0.062189, 0
7, Thresh, 1275.2962, 3.7153, 0, 0, 2.1161, 1.266, 0.65859, -0.14175, 0.11323, 0
7, Hybrid, 1278.2804, 3.7537, 0, 0.012957, 2.0618, 1.2566, 0.65904, -0.14244, 0.14427, 0
8, Cont, 1222.8462, 2.2012, 0, 0.26931, 2.0758, 0, 0, -0.14233, 0.33089, 0
8, Thresh, 606.6986, 4.5587, 0, 0, 4.9998, 1.7455, 0.84692, -0.29065, 0.031016, 0
