participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
8, Hybrid, 620.7857, 4.8044, 0, 7.0973e-05, 4.9607, 1.6871, 0.83926, -0.23525, 0.00017748, 0
9, Cont, 2060.2208, 0.12695, 0, 0.40224, 1.0486, 0, 0, -0.068196, 0.01939, 0
9, Thresh, 2065.5177, 1.3647, 0, 0, 1.3847, 0.99322, 0.10617, -0.075664, 0.058667, 0
9, Hybrid, 2068.8678, 3.0164, 0, 0.12726, 4.4113, 0.99839, 0.019509, -0.056718, 0.031874, 0
10, Cont, 1974.4856, 1.579, 0, 0.34544, 3.8843, 0, 0, -0.34997, 0.044304, 0
10, Thresh, 1857.1296, 1.7488, 0, 0, 3.9613, 2.5122, 0.92678, -0.2433, 8.0429e-07, 0
10, Hybrid, 1832.2838, 1.8443, 0, 0.12135, 4.2602, 2.4127, 0.9179, -0.29985, 3.2393e-06, 0
11, Cont, 1821.1959, 0.77056, 0, 0.17841, 1.0875, 0, 0, -0.053642, 0.043398, 0
11, Thresh, 1638.6452, 4.3937, 0, 0, 2.3675, 1.0044, 0.35092, -0.092117, 0.14913, 0
11, Hybrid, 1648.3369, 4.1907, 0, 0.023031, 2.3742, 1.0314, 0.36379, -0.074167, 0.059306, 0
12, Cont, 1479.8536, 1.9672, 0, 0.70764, 1.2361, 0, 0, 0.10648, 0.51677, 0
12, Thresh, 1020.2892, 4.8954, 0, 0, 3.947, 1.357, 0.68746, -0.024077, 0.084281, 0
12, Hybrid, 1024.0304, 5.1151, 0, 0.3079, 4.0852, 1.3507, 0.68598, -0.028228, 0.10071, 0
13, Cont, 1566.1454, 0.74267, 0, 2.1093, 1.1091, 0, 0, -0.069122, 3.5293e-07, 0
13, Thresh, 1573.2078, 5.773, 0, 0, 3.3534, 0.87743, 2.0482e-05, -0.068277, 0.023995, 0
13, Hybrid, 1579.117, 5.1843, 0, 0.33347, 2.0864, 0.87657, 0.004253, -0.068265, 0.0015794, 0
15, Cont, 1880.6149, 0.14014, 0, 1.5913, 1.2386, 0, 0, -0.084275, 0.14409, 0
15, Thresh, 1884.4652, 5.2171, 0, 0, 2.4584, 0.94128, 0.051074, -0.068866, 0.22279, 0
15, Hybrid, 1889.5537, 1.79, 0, 0.19624, 1.3604, 0.91686, 0.12145, -0.064174, 0.21193, 0
16, Cont, 1965.8796, 0.99872, 0, 0.027974, 1.4993, 0, 0, 0.10928, 0.034068, 0
16, Thresh, 1824.084, 2.5424, 0, 0, 2.6744, 1.4849, 0.6192, -0.012205, 0.008179, 0
16, Hybrid, 1823.1161, 3.044, 0, 0.65784, 3.0803, 1.436, 0.61678, -0.013216, 0.042364, 0
17, Cont, 1978.3419, 0.17152, 0, 1.3142, 1.6484, 0, 0, -0.12866, 0.51709, 0
17, Thresh, 2001.0448, 1.3898, 0, 0, 1.5081, 1.3622, 0.097298, -0.06388, 0.29652, 0
17, Hybrid, 2035.8768, 4.3283, 0, 0.026007, 4.106, 1.438, 0.041508, -0.058205, 0.093301, 0
18, Cont, 2062.3918, 1.1369, 0, 0.036822, 1.4762, 0, 0, 0.18784, 0.23238, 0
18, Thresh, 1832.5273, 2.8784, 0, 0, 3.0189, 1.4691, 0.64869, 0.055366, 0.12369, 0
18, Hybrid, 1834.545, 3.0489, 0, 0.32745, 3.1095, 1.4305, 0.64806, 0.072802, 0.12699, 0
19, Cont, 1620.8651, 0.52189, 0, 0.29495, 0.96224, 0, 0, -0.051633, 0.025113, 0
19, Thresh, 1545.1956, 4.2422, 0, 0, 2.7042, 0.89605, 0.19991, -0.051653, 0.014481, 0
19, Hybrid, 1551.372, 4.2813, 0, 0.16224, 2.7273, 0.89613, 0.1986, -0.051657, 0.0015893, 0
20, Cont, 1602.3606, 0.47038, 0, 0.00040313, 0.87631, 0, 0, -0.085339, 0.005182, 0
20, Thresh, 1570.4241, 2.3406, 0, 0, 1.8394, 0.81554, 0.19095, -0.10188, 0.038302, 0
20, Hybrid, 1566.274, 2.3222, 0, 0.082008, 1.8326, 0.79693, 0.19385, -0.084963, 0.020059, 0
