participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Generating, NA, 0.14439, 0, 0.73144, 1.133, 0, 0, -0.077332, 0.033856, 0
1, Continuous, 960.9252, 0.43742, 0, 1.3219, 1.467, 0, 0, -0.1089, 0.042217, 0
1, Threshold, 966.3401, 5.9051, 0, 0, 2.1279, 1.1801, 0.08126, -0.070074, 0.014758, 0
2, Generating, NA, 1.2088, 0, 0.35903, 1.9727, 0, 0, 0.06804, 0.17793, 0
2, Continuous, 2312.5914, 1.3075, 0, 0.54343, 2.4274, 0, 0, -0.19099, 0.2966, 0
2, Threshold, 2331.0544, 1.2991, 0, 0, 2.3861, 1.9669, 0.87989, -0.10981, 0.029815, 0
3, Generating, NA, 0.95889, 0, 0.45727, 1.2949, 0, 0, -0.025596, 0.077819, 0
3, Continuous, 2079.8051, 0.91989, 0, 0.44353, 1.4724, 0, 0, -0.10103, 0.15738, 0
3, Threshold, 2090.4909, 1.0153, 0, 0, 1.4536, 1.3942, 0.85454, -0.075523, 0.078424, 0
4, Generating, NA, 1.4908, 0, 1.0142, 1.5816, 0, 0, 0.12633, 0.080572, 0
4, Continuous, 3913.9321, 1.6723, 0, 0.90555, 1.9419, 0, 0, -0.039144, 0.27953, 0
4, Threshold, 3922.4062, 1.5931, 0, 0, 1.686, 1.7798, 0.84543, 0.017171, 0.15379, 0
5, Generating, NA, 1.057, 0, 0.39123, 1.5662, 0, 0, 0.10587, 0.00047512, 0
5, Continuous, 2241.3159, 1.0745, 0, 0.36504, 1.6892, 0, 0, 0.088783, 0.064273, 0
5, Threshold, 2247.7577, 1.1149, 0, 0, 1.6672, 1.5855, 0.92112, 0.072108, 0.10774, 0
6, Generating, NA, 1.105, 0, 2.9777, 1.4317, 0, 0, 0.16053, 0.24567, 0
6, Continuous, 2525.0663, 0.7583, 0, 0.43852, 1.6358, 0, 0, -0.10404, 0.038866, 0
6, Threshold, 2488.4571, 1.4189, 0, 0, 1.6093, 1.7894, 0.60523, -0.10403, 0.010958, 0
