word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
CLUMSY, STIM, LOW, 6, 2.2389, 0.8251, 0.6519, 0.1732, 1.5512
LAMP, FOIL, HIGH, 1, 1.2535, NA, NA, NA, NA
INFANT, STIM, HIGH, 6, 0.7790, -1.9431, -2.3140, 0.3709, 1.0675
NORMAL, FOIL, LOW, 1, 0.7073, NA, NA, NA, NA
INSECT, FOIL, HIGH, 1, 0.7492, NA, NA, NA, NA
LOSS, FOIL, LOW, 1, 1.4023, NA, NA, NA, NA
CLAW, STIM, HIGH, 6, 0.7927, -1.1839, -1.4131, 0.2292, 0.8506
LENGTH, FOIL, LOW, 1, 2.8721, NA, NA, NA, NA
SCOWL, FOIL, LOW, 1, 0.6685, NA, NA, NA, NA
SHOW, STIM, LOW, 6, 0.6737, -0.8487, 2.3207, 3.1138, 1.2176
KNOB, STIM, HIGH, 6, 0.7572, 1.6721, 1.5556, 0.1165, 2.5686
GEESE, FOIL, HIGH, 1, 0.6680, NA, NA, NA, NA
RATTLE, FOIL, HIGH, 1, 0.6483, NA, NA, NA, NA
NURSE, STIM, HIGH, 1, 0.5905, 1.5572, 0.2687, 1.2885, 0.9674
THROW, STIM, LOW, 6, 0.8043, 0.9968, -0.3805, 1.3773, 1.4177
UNITE, STIM, LOW, 1, 2.4010, -0.3720, -0.2322, -0.1398, 1.0341
WIG, STIM, HIGH, 6, 0.6392, 1.7268, 1.8109, -0.0840, 1.0341
WRUNG, STIM, LOW, 6, 0.6116, -3.0320, -2.8640, -0.1681, 4.4867
GENTRY, FOIL, LOW, 1, 0.8254, NA, NA, NA, NA
LISTEN, FOIL, LOW, 1, 0.7747, NA, NA, NA, NA
AWEIGH, STIM, LOW, 6, 2.2494, 1.3369, -2.6629, -2.2834, 0.7339
PEPPER, FOIL, HIGH, 1, 0.9516, NA, NA, NA, NA
BRIEF, STIM, LOW, 6, 1.0768, -0.7831, 1.1772, -1.9603, 2.3018
PUMP, STIM, HIGH, 6, 0.8424, 2.1513, -2.5001, -1.6318, 0.6005
BALLOT, STIM, LOW, 6, 0.6199, 0.0255, -0.1316, 0.1571, 0.5838
PILLOW, STIM, HIGH, 6, 0.5991, 1.4709, 2.1174, -0.6465, 0.8340
PENNY, STIM, HIGH, 6, 0.6473, 2.3198, 2.1502, 0.1696, 1.1175
HALL, STIM, HIGH, 3, 1.8590, 0.6521, 1.8811, -1.2290, 0.7172
PLAICE, STIM, LOW, 6, 0.8660, -1.9090, -2.4715, 0.5625, 1.2676
ACCORD, STIM, LOW, 1, 1.0536, 1.4181, -0.1885, 1.6065, 0.4503
FORK, STIM, HIGH, 6, 0.7884, 2.5668, 1.7760, 0.7908, 0.8173
SHIP, FOIL, HIGH, 3, 1.5984, NA, NA, NA, NA
FIORD, FOIL, HIGH, 3, 1.5142, NA, NA, NA, NA
MORTAL, FOIL, LOW, 3, 0.7740, NA, NA, NA, NA
CASKET, FOIL, HIGH, 3, 0.8503, NA, NA, NA, NA
TO, FOIL, LOW, 3, 0.7122, NA, NA, NA, NA
GOOD, FOIL, LOW, 3, 0.7966, NA, NA, NA, NA
FRANK, FOIL, LOW, 3, 0.5967, NA, NA, NA, NA
BOTANY, FOIL, LOW, 3, 0.5488, NA, NA, NA, NA
SOUL, FOIL, LOW, 3, 0.6071, NA, NA, NA, NA
PALACE, FOIL, HIGH, 1, 1.6539, NA, NA, NA, NA
COPPER, FOIL, HIGH, 1, 0.5938, NA, NA, NA, NA
TOMATO, STIM, HIGH, 6, 0.5956, -0.7147, 0.4498, -1.1644, 1.1676
VIOLIN, FOIL, HIGH, 1, 0.6281, NA, NA, NA, NA
ENGINE, STIM, HIGH, 6, 0.8478, -0.7051, -0.8026, 0.0974, 1.1509
GRAVEL, STIM, HIGH, 6, 0.7047, 0.6180, 1.2458, -0.6278, 1.2343
HOUR, STIM, LOW, 1, 0.9169, -0.1408, 0.9643, -1.1051, 3.9864
GLOOM, STIM, LOW, 6, 0.9348, -2.4372, -2.5168, 0.0796, 0.8506
OWL, FOIL, HIGH, 1, 1.0945, NA, NA, NA, NA
FIDDLE, STIM, HIGH, 6, 0.5764, 0.4799, 0.6691, -0.1892, 1.5845
GILT, FOIL, LOW, 1, 0.7456, NA, NA, NA, NA
LESS, STIM, LOW, 6, 0.6297, -1.8371, -1.6958, -0.1413, 0.9174
LOCKER, STIM, HIGH, 1, 1.3949, 2.5308, -0.2516, 2.7824, 1.6179
FOREST, STIM, HIGH, 6, 0.6115, 1.4404, 1.1429, 0.2975, 2.1183
GLAD, FOIL, LOW, 1, 2.2088, NA, NA, NA, NA
FAWN, FOIL, HIGH, 1, 0.6230, NA, NA, NA, NA
BEE, FOIL, HIGH, 1, 0.5722, NA, NA, NA, NA
CIDER, STIM, HIGH, 6, 0.6227, 2.1220, 2.1130, 0.0090, 1.0842
PIE, FOIL, HIGH, 1, 1.0277, NA, NA, NA, NA
DUMMY, FOIL, HIGH, 1, 0.5983, NA, NA, NA, NA
