word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
SPAN, FOIL, LOW, 1, 2.7631, NA, NA, NA, NA
CAFE, FOIL, HIGH, 1, 3.8052, NA, NA, NA, NA
FISH, STIM, HIGH, 6, 1.8796, 0.7759, -0.9364, 1.7123, 0.6505
ORCHID, STIM, HIGH, 6, 1.5307, -1.4195, -1.2363, -0.1832, 0.6005
SALAD, FOIL, HIGH, 1, 1.0331, NA, NA, NA, NA
HOOD, FOIL, HIGH, 1, 0.9020, NA, NA, NA, NA
SKULL, STIM, HIGH, 6, 1.2901, -0.3436, 0.7782, -1.1218, 3.5860
PALL, STIM, LOW, 6, 1.2124, 1.5916, 0.0051, 1.5865, 2.8188
JACKET, FOIL, HIGH, 1, 0.8287, NA, NA, NA, NA
MOOSE, FOIL, HIGH, 1, 0.8362, NA, NA, NA, NA
PACT, STIM, LOW, 5, 4.0055, 1.7754, 2.0548, -0.2795, 0.7839
LEVITY, STIM, LOW, 6, 1.2929, 0.6912, 1.8847, -1.1934, 1.3343
WORK, FOIL, LOW, 1, 0.7914, NA, NA, NA, NA
SUDS, STIM, HIGH, 4, 2.1742, -1.0376, -0.6257, -0.4119, 0.4837
CRAB, STIM, HIGH, 6, 1.2573, -0.0155, -0.5207, 0.5051, 1.0675
SCHOOL, FOIL, HIGH, 1, 0.6862, NA, NA, NA, NA
HOLD, FOIL, LOW, 3, 1.9863, NA, NA, NA, NA
WOMAN, FOIL, HIGH, 1, 0.8354, NA, NA, NA, NA
SEARCH, STIM, LOW, 6, 1.4724, -0.9868, -0.6191, -0.3678, 0.4337
REVIEW, STIM, LOW, 6, 0.7630, -2.8698, -0.7598, -2.1101, 0.5337
CHOP, STIM, HIGH, 1, 2.3077, -0.6945, -2.3740, 1.6795, 0.6338
HASTE, STIM, LOW, 5, 2.0056, -1.2126, 3.1416, 1.9290, 0.4337
SOAR, STIM, LOW, 4, 1.9197, -1.4883, 2.1067, 2.6881, 1.5345
CANDLE, FOIL, HIGH, 1, 0.9677, NA, NA, NA, NA
RATING, STIM, LOW, 4, 3.0578, -3.0661, -0.0453, -3.0208, 0.4170
OMEN, STIM, LOW, 6, 1.0807, 1.5400, -3.1321, -1.6111, 0.6338
NUN, STIM, HIGH, 6, 0.8729, 0.3428, -1.1482, 1.4910, 0.8840
RANGE, STIM, LOW, 6, 0.8141, -2.8753, 0.9554, 2.4525, 0.5838
TAPE, FOIL, HIGH, 1, 0.7140, NA, NA, NA, NA
PUPPY, FOIL, HIGH, 1, 0.7624, NA, NA, NA, NA
ISLAND, FOIL, HIGH, 5, 3.5597, NA, NA, NA, NA
TRUTH, FOIL, LOW, 1, 0.7882, NA, NA, NA, NA
LIE, FOIL, LOW, 1, 0.6965, NA, NA, NA, NA
SHEEP, FOIL, HIGH, 1, 0.8277, NA, NA, NA, NA
CORD, STIM, HIGH, 6, 1.1142, -2.4277, -2.9889, 0.5612, 0.4837
SIZE, STIM, LOW, 6, 0.8675, -2.9907, -1.5316, -1.4591, 0.9841
MOTHER, STIM, HIGH, 6, 0.6748, 0.5823, -0.9312, 1.5135, 0.3669
ELM, FOIL, HIGH, 1, 0.8557, NA, NA, NA, NA
ROPE, FOIL, HIGH, 1, 2.6226, NA, NA, NA, NA
GREAT, FOIL, LOW, 1, 0.8686, NA, NA, NA, NA
BEING, STIM, LOW, 6, 6.8285, 0.9397, -2.4145, -2.9290, 0.7172
ROGUE, FOIL, LOW, 1, 0.7489, NA, NA, NA, NA
ACHE, STIM, LOW, 1, 2.0635, 1.6549, 0.9252, 0.7297, 0.7005
PAUSE, FOIL, LOW, 1, 0.8816, NA, NA, NA, NA
BAWL, STIM, LOW, 6, 0.7301, 3.1165, 1.9314, 1.1851, 0.8006
BILLED, STIM, LOW, 6, 0.6933, 1.3620, 0.5779, 0.7841, 0.6672
SHAPE, FOIL, LOW, 6, 0.6952, NA, NA, NA, NA
