"","X","word","type","condition","recog_rating","recog_RT","target_angle","response_angle","response_error","response_RT","participant"
"18827",18827,"AMPERE"," STIM"," LOW","6",0.8135,-2.0688,-2.9028,0.834,0.884,18
"18829",18829,"THWART"," STIM"," LOW","6",0.7816,-0.2232,-0.7562,0.533,1.301,18
"18831",18831,"OH"," STIM"," LOW","6",0.9044,-2.0093,-2.5113,0.502,0.7506,18
"18834",18834,"PIN"," STIM"," HIGH","1",1.1035,3.0889,-2.4919,-0.7024,1.351,18
"18835",18835,"DOLLAR"," STIM"," HIGH","6",0.8281,1.5536,1.5501,0.0035,0.9841,18
"18836",18836,"KEG"," STIM"," HIGH","6",1.2583,-0.8697,-0.1441,-0.7256,1.1175,18
"18840",18840,"SOIL"," STIM"," HIGH","6",0.6687,2.9197,-3.0481,-0.3153,1.7013,18
"18841",18841,"LEAL"," STIM"," LOW","6",1.3408,-1.165,2.6168,2.5014,1.9848,18
"18843",18843,"FACE"," STIM"," HIGH","6",1.2056,2.8826,3.1364,-0.2538,0.6005,18
"18844",18844,"ADAGE"," STIM"," LOW","6",2.1747,2.3213,2.7192,-0.3979,1.4177,18
"18845",18845,"LIKEN"," STIM"," LOW","6",0.7288,-2.288,-3.0703,0.7823,0.9007,18
"18847",18847,"SAND"," STIM"," HIGH","6",1.3924,0.6506,-0.8554,1.506,1.4678,18
"18853",18853,"LIZARD"," STIM"," HIGH","6",1.3349,-2.8027,-2.7678,-0.0349,2.5353,18
"18854",18854,"RADIO"," STIM"," HIGH","6",0.8091,-2.7473,2.9696,0.5663,0.6338,18
"18856",18856,"CUT"," STIM"," LOW","6",1.0138,2.3162,2.3815,-0.0652,0.8006,18
"18857",18857,"PLAN"," STIM"," LOW","6",2.2704,-0.4011,-0.6974,0.2963,0.884,18
"18858",18858,"OR"," STIM"," LOW","6",0.7955,1.0263,0.9383,0.088,0.6672,18
"18862",18862,"FENCE"," STIM"," HIGH","6",1.9561,2.0049,-2.8966,-1.3816,2.6687,18
"18867",18867,"WINDOW"," STIM"," HIGH","6",1.342,2.6214,2.7573,-0.1359,1.0675,18
"18868",18868,"DOLL"," STIM"," HIGH","6",1.1343,-2.6082,-2.6414,0.0332,0.934,18
"18869",18869,"LISP"," STIM"," LOW","6",1.0683,-0.2351,-0.8961,0.661,1.251,18
"18870",18870,"SNORT"," STIM"," LOW","6",1.4886,-0.77,0.5288,-1.2988,1.9181,18
"18872",18872,"DOCK"," STIM"," HIGH","6",1.2129,2.2009,2.2828,-0.0819,0.834,18
"18873",18873,"FLUTE"," STIM"," HIGH","6",1.4859,2.3124,2.6315,-0.319,0.7506,18
"18875",18875,"POPE"," STIM"," HIGH","6",0.7955,1.107,1.1282,-0.0211,0.934,18
"18876",18876,"MARKET"," STIM"," HIGH","6",0.7363,-1.3423,-1.3593,0.0171,1.2009,18
"18877",18877,"CASKET"," STIM"," HIGH","6",0.681,-0.2376,-0.7419,0.5044,1.0008,18
"18882",18882,"EGO"," STIM"," LOW","6",1.1033,1.2239,1.2688,-0.0449,1.2343,18
"18883",18883,"DRINK"," STIM"," HIGH","6",1.5789,1.1545,1.1855,-0.031,1.3677,18
"18884",18884,"GIVE"," STIM"," LOW","6",0.8367,-1.0662,-1.3018,0.2356,1.2009,18
"18886",18886,"SEND"," STIM"," LOW","6",0.7847,-0.8048,-0.8638,0.059,0.9174,18
"18888",18888,"HEIGHT"," STIM"," LOW","1",3.3448,2.836,-0.2337,3.0697,3.3859,18
"18889",18889,"CHAIR"," STIM"," HIGH","6",0.8808,0.9674,0.4729,0.4945,3.2024,18
"18892",18892,"NICKEL"," STIM"," HIGH","6",0.8469,1.0217,-0.501,1.5228,1.0675,18
"18894",18894,"PERSON"," STIM"," HIGH","6",3.3332,1.1272,1.0913,0.0359,1.5178,18
"18897",18897,"CRYPT"," STIM"," HIGH","1",1.3371,0.1267,-2.4449,2.5716,2.3518,18
"18900",18900,"IMPACT"," STIM"," LOW","1",1.885,0.9857,2.7962,-1.8105,1.1175,18
"18902",18902,"ACCORD"," STIM"," LOW","6",0.9038,1.5444,1.3816,0.1628,1.5345,18
"18904",18904,"SEVERE"," STIM"," LOW","6",1.0378,2.0227,2.0693,-0.0466,1.1676,18
"18905",18905,"HAM"," STIM"," HIGH","6",1.0347,-0.2646,-0.7709,0.5063,0.9674,18
"18907",18907,"UNDER"," STIM"," LOW","6",0.8045,-0.2186,-0.3105,0.0919,1.2009,18
"18908",18908,"THROW"," STIM"," LOW","6",1.0194,-1.7726,-1.8991,0.1266,1.3677,18
"18914",18914,"TOAST"," STIM"," HIGH","6",0.8205,2.8386,2.8446,-0.0061,0.8173,18
"18916",18916,"NORMAL"," STIM"," LOW","6",0.7727,2.2275,1.7764,0.4511,1.0675,18
"18917",18917,"PYTHON"," STIM"," HIGH","6",0.7221,1.0004,1.2818,-0.2814,0.934,18
"18919",18919,"CABIN"," STIM"," HIGH","6",3.5573,0.996,0.9138,0.0821,0.9174,18
"18920",18920,"BRAIN"," STIM"," HIGH","6",2.9531,2.7159,-0.5141,-3.0533,1.0508,18
"18925",18925,"OIL"," STIM"," HIGH","6",0.6648,0.9638,-1.0657,2.0294,1.7513,18
"18926",18926,"WEB"," STIM"," HIGH","6",1.4209,-2.7071,-2.8329,0.1257,0.3336,18
"18928",18928,"CAKE"," STIM"," HIGH","6",0.7615,1.2629,1.2918,-0.0289,0.934,18
"18929",18929,"VOTE"," STIM"," LOW","6",0.795,-0.7052,-1.0242,0.319,1.0842,18
"18932",18932,"ROOT"," STIM"," HIGH","1",2.4418,0.9125,1.3724,-0.4599,1.5512,18
"18933",18933,"SHOULD"," STIM"," LOW","6",4.7254,2.6809,1.9218,0.7592,1.7013,18
"18934",18934,"SOLEMN"," STIM"," LOW","6",0.6939,-2.1279,-2.4961,0.3681,0.8006,18
"18935",18935,"SIEGE"," STIM"," LOW","6",0.6011,0.4983,-0.2377,0.736,0.6505,18
"18938",18938,"MUCH"," STIM"," LOW","6",0.9515,1.3903,1.2138,0.1765,0.834,18
"18939",18939,"BELLE"," STIM"," LOW","6",0.6359,-0.8209,-1.0079,0.1871,1.1342,18
"18942",18942,"JERSEY"," STIM"," HIGH","6",0.8645,-0.1503,-0.0823,-0.068,1.2009,18
"18947",18947,"LUNE"," STIM"," LOW","6",0.6029,-1.1367,-0.6107,-0.526,1.1842,18
"18948",18948,"DERAY"," STIM"," LOW","6",0.7425,0.769,0.5781,0.1909,0.9507,18
"18951",18951,"CURSE"," STIM"," LOW","6",0.7823,-1.2864,-1.4348,0.1484,0.9841,18
"18952",18952,"HOOD"," STIM"," HIGH","6",1.0572,-1.9463,-2.0899,0.1437,1.0008,18
"18954",18954,"VETO"," STIM"," LOW","6",0.7384,0.4328,0.6875,-0.2547,0.8673,18
"18955",18955,"WIDE"," STIM"," LOW","6",1.3828,-1.0919,-1.0748,-0.0171,1.2176,18
"18956",18956,"MILK"," STIM"," HIGH","6",0.7635,2.9941,3.0108,-0.0166,1.4344,18
"18958",18958,"SOCK"," STIM"," HIGH","6",0.9883,2.9459,3.0218,-0.0759,0.884,18
"18960",18960,"SLEEVE"," STIM"," HIGH","6",0.977,-0.2984,-0.3008,0.0023,1.0008,18
"18963",18963,"FISH"," STIM"," HIGH","6",1.1908,-2.4356,-2.3742,-0.0614,1.5011,18
"18964",18964,"POOR"," STIM"," LOW","6",1.4644,1.8426,1.8294,0.0132,1.0675,18
"18965",18965,"REPAIR"," STIM"," LOW","6",1.6454,0.4647,-0.7817,1.2464,5.3874,18
"18967",18967,"CAUL"," STIM"," LOW","6",0.7886,-1.848,-2.1094,0.2614,1.2676,18
"18969",18969,"TWO"," STIM"," LOW","6",0.9915,-2.2052,-2.5493,0.3442,0.7506,18
"18972",18972,"GRATE"," STIM"," LOW","6",0.7754,-0.3354,-0.7818,0.4464,1.1342,18
"18974",18974,"CASTE"," STIM"," LOW","6",0.7509,-1.7668,-1.7895,0.0226,1.2009,18
"18976",18976,"HAT"," STIM"," HIGH","6",0.9401,2.9752,2.985,-0.0098,1.4678,18
"18977",18977,"REPEAT"," STIM"," LOW","1",2.2526,2.956,0.8554,2.1006,1.8681,18
"18978",18978,"COKE"," STIM"," HIGH","6",0.7699,2.2993,2.009,0.2903,1.8014,18
"18982",18982,"ZOO"," STIM"," HIGH","6",2.7883,-2.2295,-2.7785,0.5491,0.7339,18
"18986",18986,"SEAT"," STIM"," HIGH","6",0.8229,-1.1934,-1.2018,0.0083,1.2009,18
"18987",18987,"LUNG"," STIM"," HIGH","6",0.7426,0.2938,0.4388,-0.145,0.884,18
"18989",18989,"ELM"," STIM"," HIGH","6",0.6048,-0.8421,-0.8937,0.0516,1.0008,18
"18990",18990,"PAUSE"," STIM"," LOW","6",1.8732,2.4236,2.7124,-0.2888,0.7506,18
"18991",18991,"MOVE"," STIM"," LOW","6",0.6414,0.481,0.7744,-0.2934,0.884,18
"18992",18992,"HOUSE"," STIM"," HIGH","6",1.7114,2.3433,1.9974,0.3459,0.7339,18
"18993",18993,"SEVER"," STIM"," LOW","6",1.7268,1.4507,1.4166,0.0341,1.0341,18
"18998",18998,"QUEAN"," STIM"," LOW","6",1.1773,-2.9029,-3.0844,0.1815,0.7005,18
"18999",18999,"COACH"," STIM"," HIGH","6",0.8016,-1.2386,-1.2392,6e-04,0.8673,18
"19003",19003,"KNOB"," STIM"," HIGH","6",1.2051,3.071,-3.1102,-0.102,0.7172,18
"19004",19004,"GLOOM"," STIM"," LOW","6",1.2416,-2.8346,-3.0389,0.2042,0.8673,18
"19006",19006,"AREA"," STIM"," LOW","6",0.8072,-1.189,-1.2803,0.0913,1.3677,18
"19008",19008,"FLASK"," STIM"," HIGH","6",0.8212,-2.202,-2.1874,-0.0146,0.9841,18
"19010",19010,"FRUIT"," STIM"," HIGH","6",0.9036,-1.5238,-1.4635,-0.0603,1.1175,18
"19011",19011,"DISC"," STIM"," HIGH","6",1.2981,0.7232,0.8627,-0.1395,1.1842,18
"19013",19013,"GRISLY"," STIM"," LOW","6",0.9353,-2.101,-2.3304,0.2294,0.8673,18
"19015",19015,"DAMSEL"," STIM"," HIGH","6",0.7383,-0.8559,-0.8463,-0.0097,0.8506,18
"19017",19017,"FUR"," STIM"," HIGH","6",0.6849,-1.5236,-1.5813,0.0576,1.0508,18
"19018",19018,"QUEST"," STIM"," LOW","6",0.9807,-2.7333,-2.7394,0.0061,0.9841,18
"19021",19021,"SURAL"," STIM"," LOW","6",1.7319,2.8979,2.9054,-0.0076,1.0508,18
"19023",19023,"PUP"," STIM"," HIGH","6",0.8944,1.2655,1.3334,-0.0679,1.4011,18
"19025",19025,"IDEA"," STIM"," LOW","1",1.494,-0.3474,-1.0225,0.6751,1.9181,18
"19027",19027,"NUMB"," STIM"," LOW","6",0.9479,2.7588,2.6501,0.1087,2.6353,18
"19028",19028,"CLAIM"," STIM"," LOW","6",1.0513,2.3363,2.2488,0.0875,0.7839,18
"19031",19031,"DID"," STIM"," LOW","6",0.6977,-0.2509,-0.2374,-0.0135,0.9841,18
"19032",19032,"YOUR"," STIM"," LOW","1",2.4308,-1.7832,-1.69,-0.0932,1.3343,18
"19036",19036,"SKI"," STIM"," HIGH","6",0.6684,-0.8573,-0.848,-0.0092,1.0174,18
"19039",19039,"IS"," STIM"," LOW","6",0.7463,1.741,1.7385,0.0025,1.9181,18
"19040",19040,"LODE"," STIM"," LOW","6",1.1376,1.5964,1.4134,0.183,1.301,18
"19041",19041,"KINDLE"," STIM"," LOW","6",5.5027,1.2794,2.9636,-1.6842,1.0508,19
"19042",19042,"IN"," STIM"," LOW","6",2.1761,-1.2939,0.6854,-1.9793,1.301,19
"19043",19043,"AIM"," STIM"," LOW","6",1.141,-0.2254,2.2629,-2.4883,0.9841,19
"19045",19045,"MAGIC"," STIM"," LOW","6",1.3949,1.4842,0.6788,0.8054,2.6687,19
"19046",19046,"PEEP"," STIM"," LOW","6",0.8709,-2.0802,0.6414,-2.7217,1.9515,19
"19047",19047,"SCENE"," STIM"," LOW","6",0.7965,0.2326,-2.9663,-3.0843,1.0842,19
"19052",19052,"THROE"," STIM"," LOW","6",1.2086,2.2342,-1.2278,-2.8212,1.0675,19
"19054",19054,"SISTER"," STIM"," HIGH","6",1.0193,0.2966,2.1316,-1.835,1.1842,19
"19058",19058,"RAP"," STIM"," LOW","6",1.0284,2.5555,-0.5781,3.1336,1.0008,19
"19060",19060,"WALRUS"," STIM"," HIGH","6",1.097,2.9264,0.4543,2.4721,0.9174,19
"19063",19063,"NEST"," STIM"," HIGH","6",1.2149,0.6783,-2.2815,2.9598,2.1516,19
"19065",19065,"ALIAS"," STIM"," LOW","6",1.2688,0.6252,0.1353,0.4899,0.5838,19
"19067",19067,"REPEAT"," STIM"," LOW","6",1.2463,2.9677,-2.8294,-0.4861,0.3836,19
"19072",19072,"QUICK"," STIM"," LOW","6",0.706,1.083,1.0089,0.0741,1.0508,19
"19073",19073,"CURB"," STIM"," HIGH","6",0.7412,-1.9143,1.2784,3.0905,1.2009,19
"19074",19074,"RABBI"," STIM"," HIGH","6",0.5298,-0.4449,-1.8158,1.3708,2.1016,19
"19076",19076,"STORK"," STIM"," HIGH","6",0.6043,1.1819,2.0714,-0.8895,2.5686,19
"19078",19078,"BURY"," STIM"," LOW","6",0.7206,1.493,2.9309,-1.4378,0.6005,19
"19079",19079,"BREAST"," STIM"," HIGH","6",0.6204,1.8962,0.9965,0.8997,0.6672,19
"19080",19080,"CAUCUS"," STIM"," LOW","6",0.7378,-2.1507,1.2408,2.8917,1.5512,19
"19082",19082,"ACCORD"," STIM"," LOW","6",0.591,-0.7967,3.101,2.3855,0.6005,19
"19083",19083,"NOUN"," STIM"," LOW","6",0.6402,2.2681,1.3601,0.9081,0.7839,19
"19085",19085,"BAD"," STIM"," LOW","1",0.6299,1.3954,-2.6483,-2.2395,1.1842,19
"19086",19086,"JIBE"," STIM"," LOW","6",0.514,2.5107,2.3307,0.1799,0.6171,19
"19088",19088,"MIND"," STIM"," LOW","6",0.5833,0.955,-0.0673,1.0223,0.5671,19
"19090",19090,"INN"," STIM"," HIGH","6",0.5998,3.1379,3.126,0.0119,0.5171,19
"19094",19094,"CAGE"," STIM"," HIGH","6",0.6244,0.1392,1.0887,-0.9495,0.417,19
"19095",19095,"TEEM"," STIM"," LOW","6",0.631,-0.9331,-1.2018,0.2687,0.8006,19
"19096",19096,"SHELL"," STIM"," HIGH","1",0.7886,-3.0323,1.8505,1.4004,0.8673,19
"19098",19098,"RETAIN"," STIM"," LOW","6",0.5584,-0.5634,-0.6352,0.0719,0.5171,19
"19102",19102,"GROCER"," STIM"," HIGH","6",1.1712,1.4985,-2.7154,-2.0693,4.9538,19
"19103",19103,"CREAM"," STIM"," HIGH","6",0.7328,2.1662,-2.7937,-1.3233,2.5853,19
"19104",19104,"MOHUR"," STIM"," LOW","6",0.6007,-1.5668,-1.1536,-0.4132,0.8006,19
"19108",19108,"BOAT"," STIM"," HIGH","6",0.6472,2.6696,2.2688,0.4008,1.8347,19
"19111",19111,"GRAVY"," STIM"," HIGH","6",0.5282,-1.9958,-1.7479,-0.2479,1.1509,19
"19112",19112,"DIVING"," STIM"," HIGH","6",1.1766,-2.808,-2.9705,0.1625,1.0174,19
"19113",19113,"JAR"," STIM"," HIGH","6",0.6258,-1.7974,-1.6797,-0.1176,3.7695,19
"19115",19115,"RESULT"," STIM"," LOW","1",0.8098,2.6541,2.4257,0.2285,0.5171,19
"19118",19118,"GENTRY"," STIM"," LOW","6",0.6344,2.5888,1.6388,0.9501,0.6505,19
"19120",19120,"SUEDE"," STIM"," HIGH","6",0.6731,3.0736,3.1004,-0.0268,0.6839,19
"19123",19123,"JANGLE"," STIM"," LOW","6",0.6045,1.0708,1.0587,0.0121,0.4337,19
"19124",19124,"SHIELD"," STIM"," HIGH","6",0.739,0.2791,-2.8134,3.0924,0.5504,19
"19126",19126,"PLANK"," STIM"," HIGH","6",0.5233,0.0919,-0.0051,0.097,0.7839,19
"19127",19127,"VACANT"," STIM"," LOW","6",0.5432,1.0168,-1.692,2.7088,5.2373,19
"19129",19129,"CORD"," STIM"," HIGH","6",0.6728,-0.9597,1.4619,-2.4215,5.1206,19
"19132",19132,"WISDOM"," STIM"," LOW","6",0.599,-0.1788,1.7815,-1.9603,1.251,19
"19133",19133,"ARROW"," STIM"," HIGH","6",1.0122,-2.2119,1.3246,2.7466,0.7673,19
"19134",19134,"POLITE"," STIM"," LOW","6",0.632,-1.9772,-2.2536,0.2764,0.6505,19
"19135",19135,"SOAR"," STIM"," LOW","6",0.5898,1.8965,2.32,-0.4235,0.5171,19
"19137",19137,"WHIP"," STIM"," HIGH","6",0.5634,3.0137,2.9167,0.0969,1.0174,19
"19145",19145,"RODE"," STIM"," LOW","6",0.6137,1.0854,2.0435,-0.9581,0.4837,19
"19148",19148,"BY"," STIM"," LOW","6",0.6,2.305,2.1874,0.1176,0.5004,19
"19150",19150,"HAWK"," STIM"," HIGH","6",0.5597,-2.4528,1.1299,2.7006,0.417,19
"19152",19152,"NAIL"," STIM"," HIGH","6",0.748,2.8514,-3.1317,-0.3001,0.5004,19
"19154",19154,"HEN"," STIM"," HIGH","6",0.589,0.4911,-0.1875,0.6786,0.5671,19
"19155",19155,"MEAL"," STIM"," HIGH","6",0.64,-2.4135,-2.4228,0.0092,0.417,19
"19156",19156,"BOSS"," STIM"," HIGH","6",0.6546,-1.7051,-1.7192,0.0141,0.7839,19
"19157",19157,"COCK"," STIM"," HIGH","6",0.594,0.0813,-0.1974,0.2787,0.3836,19
"19159",19159,"RETARD"," STIM"," LOW","6",0.5659,0.322,0.2698,0.0521,0.7339,19
"19160",19160,"INNATE"," STIM"," LOW","6",0.7148,-1.4702,1.3816,-2.8518,0.6839,19
"19161",19161,"WEED"," STIM"," HIGH","1",1.5508,1.5132,2.4223,-0.909,0.4337,19
"19163",19163,"BORE"," STIM"," LOW","6",0.5815,3.1046,0,3.1046,0.5004,19
"19165",19165,"DIME"," STIM"," HIGH","6",0.6618,0.9894,3.1416,-2.1522,0.2669,19
"19166",19166,"VOTE"," STIM"," LOW","6",0.6052,2.5037,-2.0829,-1.6966,0.5004,19
"19169",19169,"MORBID"," STIM"," LOW","6",0.475,0.1751,-1.6011,1.7762,0.4003,19
"19170",19170,"REGRET"," STIM"," LOW","6",0.5867,-0.5094,-1.404,0.8946,0.5671,19
"19171",19171,"HAUL"," STIM"," LOW","6",0.7195,-2.8462,2.0253,1.4117,0.5337,19
"19177",19177,"PURL"," STIM"," LOW","6",0.6266,2.5602,1.2853,1.2749,0.6005,19
"19179",19179,"THEME"," STIM"," LOW","6",0.5432,-0.7125,-1.6977,0.9852,0.3669,19
"19180",19180,"LION"," STIM"," HIGH","6",0.6022,0.5011,-0.2437,0.7448,0.6672,19
"19181",19181,"GOWN"," STIM"," HIGH","6",1.0766,1.1359,-0.2014,1.3373,0.5171,19
"19182",19182,"ORANGE"," STIM"," HIGH","1",0.7248,-2.8876,0.3936,3.002,0.4337,19
"19183",19183,"MULE"," STIM"," HIGH","6",0.5074,2.5958,-2.996,-0.6913,0.6505,19
"19185",19185,"SKUNK"," STIM"," HIGH","6",0.5599,-1.339,1.9644,2.9798,0.467,19
"19186",19186,"LIZARD"," STIM"," HIGH","6",0.5339,1.8588,-1.842,-2.5824,0.5337,19
"19187",19187,"RESCUE"," STIM"," LOW","6",0.573,1.5457,-2.6273,-2.1101,0.834,19
"19188",19188,"BOOT"," STIM"," HIGH","6",0.5815,-0.8541,1.7631,-2.6172,0.6338,19
"19195",19195,"LINKS"," STIM"," LOW","6",0.6466,0.6662,-1.6307,2.2969,0.3836,19
"19196",19196,"MUST"," STIM"," LOW","6",0.5431,-2.6812,2.828,0.774,0.4837,19
"19199",19199,"BOWL"," STIM"," HIGH","6",0.5021,2.9545,1.9948,0.9597,0.5504,19
"19203",19203,"FOOT"," STIM"," HIGH","6",0.5115,-1.229,-1.1275,-0.1015,0.467,19
"19204",19204,"TAPE"," STIM"," HIGH","6",0.4999,2.3024,2.0931,0.2093,0.5671,19
"19205",19205,"BELLY"," STIM"," HIGH","6",0.6529,-0.2381,1.1282,-1.3663,0.467,19
"19208",19208,"TABLE"," STIM"," HIGH","1",0.6197,-1.9221,-2.9258,1.0036,0.4003,19
"19210",19210,"BRED"," STIM"," LOW","6",0.7154,-2.8412,-1.9267,-0.9145,0.3169,19
"19211",19211,"BOOK"," STIM"," HIGH","6",0.6466,0.4448,0.8288,-0.384,0.3836,19
"19215",19215,"ELM"," STIM"," HIGH","6",0.5533,-0.8809,-0.9728,0.0919,0.5504,19
"19216",19216,"GRASS"," STIM"," HIGH","6",0.532,1.6899,-0.2035,1.8934,0.4503,19
"19218",19218,"PEP"," STIM"," LOW","6",0.5138,-0.5933,-1.1791,0.5858,0.4837,19
"19219",19219,"PIN"," STIM"," HIGH","6",0.5542,1.1166,1.5813,-0.4647,0.3336,19
"19221",19221,"SPOON"," STIM"," HIGH","6",1.5813,-1.5603,-1.0095,-0.5508,0.3836,19
"19224",19224,"SUDS"," STIM"," HIGH","6",0.5346,-2.555,-0.2544,-2.3006,0.3836,19
"19225",19225,"KILL"," STIM"," LOW","6",0.5873,0.9464,0.9409,0.0056,0.4837,19
"19228",19228,"VULGAR"," STIM"," LOW","6",0.5975,-2.7777,-2.9352,0.1575,0.5671,19
"19229",19229,"JEEP"," STIM"," HIGH","6",0.5808,-1.8768,0.9529,-2.8297,0.3836,19
"19231",19231,"CHALK"," STIM"," HIGH","6",0.5314,-2.1766,-3.0179,0.8412,0.6505,19
"19233",19233,"PIPE"," STIM"," HIGH","6",0.5073,0.7439,1.9958,-1.2519,0.4003,19
"19234",19234,"PRAISE"," STIM"," LOW","6",0.6586,-2.556,-2.884,0.328,0.5671,19
"19236",19236,"MOSS"," STIM"," HIGH","6",0.5494,2.606,0.2599,2.3461,0.3836,19
"19240",19240,"SHE"," STIM"," LOW","3",1.7753,-0.8235,0.04,-0.8635,0.2002,19
"19241",19241,"LUNGE"," STIM"," LOW","6",1.1377,0.3019,0.0713,0.2306,0.7839,19
"19246",19246,"SWARD"," STIM"," LOW","6",0.5233,3.1077,2.6687,0.4391,0.6005,19
"19248",19248,"COAST"," STIM"," HIGH","6",0.6261,1.5894,-2.6593,-2.0345,0.5337,19
"19249",19249,"FORE"," STIM"," LOW","6",0.6501,-2.6487,0.6262,3.0084,0.3336,19
"19250",19250,"UMPIRE"," STIM"," HIGH","6",0.5425,1.7122,1.2803,0.4319,0.8006,19
"19255",19255,"WHAT"," STIM"," LOW","6",0.535,0.8571,1.2556,-0.3985,0.6005,19
"19257",19257,"LAKE"," STIM"," HIGH","6",0.6427,-1.6608,-1.4624,-0.1983,0.5838,19
"19258",19258,"FAIR"," STIM"," LOW","1",0.5873,-2.5116,-0.5581,-1.9535,0.3503,19
"19259",19259,"TREAT"," STIM"," LOW","1",0.7975,-1.4014,-0.3709,-1.0305,0.5671,19
"19260",19260,"TOWER"," STIM"," HIGH","6",0.5396,-1.6315,-1.4675,-0.164,0.9507,19
"19261",19261,"JERID"," STIM"," LOW","1",1.2018,-2.3613,3.1416,0.7803,0.1668,19
"19263",19263,"VERB"," STIM"," LOW","6",0.5038,-2.9143,2.1398,1.2292,0.3503,19
"19264",19264,"QUILT"," STIM"," HIGH","6",0.5804,-1.8919,-1.6323,-0.2596,0.6005,19
"19266",19266,"WORK"," STIM"," LOW","6",0.8392,-3.1132,0.0205,-3.1337,2.1183,19
"19269",19269,"CAME"," STIM"," LOW","6",1.4732,-2.731,-0.0627,-2.6683,0.2835,19
"19270",19270,"LAWN"," STIM"," HIGH","6",1.0271,-0.8556,-1.4389,0.5834,0.4503,19
"19272",19272,"CITE"," STIM"," LOW","2",1.7878,-2.4339,2.7937,1.0556,0.5671,19
"19275",19275,"EASY"," STIM"," LOW","6",0.9823,-1.2281,-1.8662,0.6382,0.4337,19
"19278",19278,"TRAY"," STIM"," HIGH","6",1.0374,1.508,-0.4231,1.9311,0.1334,19
"19280",19280,"MUSSEL"," STIM"," HIGH","6",0.884,1.9363,1.8876,0.0487,0.4837,19
"19282",19282,"BID"," STIM"," LOW","6",0.5457,2.2005,1.4902,0.7104,0.2168,19
"19286",19286,"THUMB"," STIM"," HIGH","1",0.9023,2.0442,-2.3114,-1.9276,0.1168,19
"19287",19287,"BELL"," STIM"," HIGH","6",0.488,-1.0168,0.4802,-1.497,0.2168,19
"19289",19289,"MORAL"," STIM"," LOW","6",0.6575,1.8098,3.1416,-1.3318,0.1168,19
"19291",19291,"KILT"," STIM"," HIGH","6",0.6184,1.2182,2.1201,-0.9019,0.3503,19
"19292",19292,"OIL"," STIM"," HIGH","1",0.779,-1.3617,-0.6628,-0.6989,0.3503,19
"19293",19293,"EDICT"," STIM"," LOW","6",0.6255,-1.956,-0.5691,-1.3868,0.0834,19
"19297",19297,"HELMET"," STIM"," HIGH","6",0.5872,1.0067,2.0714,-1.0647,0.2002,19
"19298",19298,"CATTLE"," STIM"," HIGH","6",0.6438,-0.6948,-2.8182,2.1234,0.2168,19
"19299",19299,"LIMN"," STIM"," LOW","6",0.7974,-0.8957,2.8909,2.4965,0.1501,19
"19304",19304,"UPSET"," STIM"," LOW","6",1.0941,1.7693,3.0914,-1.3221,0.1334,19
"19308",19308,"FRANK"," STIM"," LOW","6",0.9386,-1.7671,0.0627,-1.8298,0.1501,19
"19309",19309,"BUSH"," STIM"," HIGH","6",0.944,0.6626,1.3086,-0.646,0.1668,19
"19310",19310,"FOIBLE"," STIM"," LOW","6",0.6193,1.1806,3.1416,-1.961,0.1168,19
"19311",19311,"CHAIR"," STIM"," HIGH","6",0.6351,2.7973,-2.7244,-0.7615,0.2002,19
"19312",19312,"CRANE"," STIM"," HIGH","6",0.538,2.7102,-0.4116,3.1218,0.4003,19
"19315",19315,"REAR"," STIM"," LOW","6",0.9887,2.3772,2.297,0.0802,0.2502,19
"19318",19318,"STONE"," STIM"," HIGH","6",0.9816,2.0982,2.2674,-0.1692,0.1668,19
"19319",19319,"SHOULD"," STIM"," LOW","6",0.9221,-0.8857,1.1846,-2.0703,0.3002,19
"19320",19320,"CLAMMY"," STIM"," LOW","6",1.0211,-1.3833,-0.9145,-0.4688,0.2669,19
"19321",19321,"PILLOW"," STIM"," HIGH","6",5.7295,1.5524,-0.4706,2.023,0.9841,19
"19322",19322,"GEM"," STIM"," HIGH","6",0.7367,-1.1954,-2.7945,1.5992,0.3669,19
"19323",19323,"THUD"," STIM"," LOW","6",0.7195,-2.7856,1.6329,1.8647,0.5838,19
"19325",19325,"AT"," STIM"," LOW","6",0.5935,-2.0534,2.3598,1.8701,0.2502,19
"19326",19326,"CHEESE"," STIM"," HIGH","6",0.4009,-0.1964,-0.6239,0.4274,0.8173,19
"19333",19333,"GRAFT"," STIM"," LOW","1",0.4674,-2.9395,0.564,2.7797,0.3169,19
"19334",19334,"HIS"," STIM"," LOW","6",0.6155,3.0559,-3.0585,-0.1688,1.1342,19
"19335",19335,"SIGH"," STIM"," LOW","1",0.6351,-0.838,1.6283,-2.4664,2.0015,19
"19339",19339,"FACE"," STIM"," HIGH","1",0.6479,2.8558,-2.0253,-1.4021,0.417,19
"19340",19340,"QUAICH"," STIM"," LOW","6",0.6419,2.5089,-1.5555,-2.2188,0.5671,19
"19342",19342,"FUTURE"," STIM"," LOW","1",1.3824,-1.2034,-0.8068,-0.3966,0.5838,19
"19343",19343,"STARE"," STIM"," LOW","1",0.92,0.235,-2.7025,2.9376,0.9674,19
"19345",19345,"CHAPEL"," STIM"," HIGH","6",0.6178,1.4459,0.527,0.9188,0.8006,19
"19348",19348,"JACKET"," STIM"," HIGH","6",0.56,-2.0409,-1.4433,-0.5977,0.6672,19
