word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
GRUDGE, STIM, LOW, 6, 1.6902, 0.0406, 0.0206, 0.0200, 2.2350
TILL, STIM, LOW, 6, 4.9526, -1.8072, 1.2409, -3.0481, 1.2843
CAGE, STIM, HIGH, 6, 0.6686, -1.3903, -1.3744, -0.0159, 0.9007
ROCKET, FOIL, HIGH, 1, 1.3806, NA, NA, NA, NA
ALWAYS, FOIL, LOW, 1, 0.8617, NA, NA, NA, NA
TIDY, STIM, LOW, 6, 0.7936, 0.0361, 1.2301, -1.1940, 1.1175
BRA, STIM, HIGH, 6, 0.5555, 1.9711, 1.8942, 0.0770, 0.6505
SALT, STIM, HIGH, 6, 3.2677, -1.1042, 2.6273, 2.5517, 2.3351
ERRAND, FOIL, LOW, 1, 0.8414, NA, NA, NA, NA
POLIO, FOIL, HIGH, 1, 0.6873, NA, NA, NA, NA
FAZE, FOIL, LOW, 1, 0.8411, NA, NA, NA, NA
CHARM, STIM, LOW, 6, 0.7968, -2.1567, 0.0052, -2.1619, 1.9515
CAPE, FOIL, HIGH, 1, 1.3925, NA, NA, NA, NA
RIB, FOIL, HIGH, 1, 0.8266, NA, NA, NA, NA
FOOL, FOIL, LOW, 1, 0.9527, NA, NA, NA, NA
KNEW, STIM, LOW, 6, 0.8264, 1.5733, 1.0861, 0.4872, 0.5337
THROE, STIM, LOW, 6, 0.6336, -0.6099, -0.4429, -0.1670, 0.7839
BRAIN, STIM, HIGH, 6, 0.7306, -0.4747, -0.4089, -0.0658, 0.8840
RULE, FOIL, LOW, 4, 2.4040, NA, NA, NA, NA
BURROW, FOIL, LOW, 1, 1.6140, NA, NA, NA, NA
PIER, FOIL, HIGH, 1, 3.3045, NA, NA, NA, NA
CUTTLE, STIM, LOW, 6, 0.6372, 2.7784, -2.8780, -0.6268, 4.8704
YACHT, STIM, HIGH, 6, 0.6694, -0.3407, -0.3244, -0.0163, 0.3503
MOVIE, FOIL, HIGH, 1, 0.9608, NA, NA, NA, NA
CHISEL, FOIL, HIGH, 1, 0.6837, NA, NA, NA, NA
VAULT, FOIL, HIGH, 1, 0.8728, NA, NA, NA, NA
MARVEL, FOIL, LOW, 1, 1.1277, NA, NA, NA, NA
CRADLE, FOIL, HIGH, 4, 1.8354, NA, NA, NA, NA
HORSE, STIM, HIGH, 6, 2.6303, 1.6749, 2.0087, -0.3337, 0.7339
ASPECT, STIM, LOW, 6, 0.5638, -2.7553, -0.4409, -2.3144, 0.5171
SALEP, FOIL, LOW, 1, 1.7631, NA, NA, NA, NA
TALUK, FOIL, LOW, 1, 0.6316, NA, NA, NA, NA
FIDDLE, STIM, HIGH, 6, 0.6919, 1.9006, 1.3826, 0.5180, 1.5345
LAMENT, STIM, LOW, 6, 0.8923, 2.6455, 2.6038, 0.0417, 0.4837
PEACH, STIM, HIGH, 6, 0.6382, 1.1368, 1.1737, -0.0370, 1.1842
SOUP, STIM, HIGH, 6, 1.0677, -2.4811, -2.3746, -0.1065, 1.0675
RARE, STIM, LOW, 6, 0.5124, 1.7508, 2.1443, -0.3936, 1.0842
ORNATE, FOIL, LOW, 1, 0.8150, NA, NA, NA, NA
SEEN, STIM, LOW, 6, 1.4938, 2.2333, 2.9409, -0.7075, 1.5178
PRAISE, FOIL, LOW, 1, 0.8675, NA, NA, NA, NA
PRISON, STIM, HIGH, 6, 2.4945, 0.4883, -0.2368, 0.7252, 0.4003
