word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
SPEAR, FOIL, HIGH, 1, 1.3965, NA, NA, NA, NA
END, STIM, LOW, 6, 1.3447, -2.6459, -2.7012, 0.0553, 0.9174
INSECT, FOIL, HIGH, 1, 1.0664, NA, NA, NA, NA
DAMAGE, FOIL, LOW, 1, 2.3296, NA, NA, NA, NA
TOW, STIM, LOW, 6, 1.2351, -1.5417, -1.5342, -0.0075, 1.6513
ASTUTE, STIM, LOW, 6, 1.9917, -0.5453, -0.5751, 0.0298, 0.8506
GRAZE, FOIL, LOW, 1, 1.4035, NA, NA, NA, NA
INFANT, STIM, HIGH, 6, 1.0260, -0.3024, -0.4522, 0.1498, 1.0174
ISSUE, FOIL, LOW, 6, 6.1851, NA, NA, NA, NA
CAGE, STIM, HIGH, 6, 1.6533, -0.4289, -0.3594, -0.0695, 1.9682
RETAIN, STIM, LOW, 6, 0.6991, -1.1248, -1.5916, 0.4668, 1.8014
THUMB, STIM, HIGH, 6, 0.6306, -1.8110, -1.9580, 0.1470, 1.1342
SERIAL, STIM, LOW, 6, 0.7813, 2.9018, 2.9258, -0.0240, 0.8673
MEMORY, STIM, LOW, 6, 1.5500, -1.0725, -1.3109, 0.2384, 1.2510
KITTEN, FOIL, HIGH, 1, 1.3786, NA, NA, NA, NA
METIS, STIM, LOW, 6, 0.9913, 0.9904, 0.9929, -0.0025, 1.1842
FOOL, FOIL, LOW, 1, 1.2234, NA, NA, NA, NA
BIN, FOIL, HIGH, 1, 1.0030, NA, NA, NA, NA
NEAR, FOIL, LOW, 1, 1.7334, NA, NA, NA, NA
MUCUS, FOIL, HIGH, 1, 0.9169, NA, NA, NA, NA
DIVING, STIM, HIGH, 1, 7.3919, -1.3310, -1.0357, -0.2953, 4.6202
FEAT, FOIL, LOW, 1, 1.1080, NA, NA, NA, NA
FAWN, STIM, HIGH, 6, 0.8063, -0.9461, -1.3572, 0.4111, 1.5512
OAK, STIM, HIGH, 6, 0.9714, -2.7982, -3.1008, 0.3026, 1.9848
ANCHOR, STIM, HIGH, 6, 0.7204, -2.8763, -2.5094, -0.3669, 1.2343
CAR, STIM, HIGH, 6, 0.8115, -2.6781, -2.5780, -0.1000, 1.5345
BOARD, FOIL, HIGH, 1, 0.9203, NA, NA, NA, NA
SHEET, FOIL, HIGH, 1, 1.3814, NA, NA, NA, NA
SCOTCH, STIM, HIGH, 6, 0.9902, 2.6564, 2.7271, -0.0707, 1.0675
SIGHT, FOIL, LOW, 1, 2.9329, NA, NA, NA, NA
EVER, FOIL, LOW, 6, 1.7739, NA, NA, NA, NA
WINE, FOIL, HIGH, 1, 1.9756, NA, NA, NA, NA
LED, STIM, LOW, 6, 1.0106, 1.0983, 1.0769, 0.0214, 1.0842
SHEER, STIM, LOW, 6, 1.0379, -0.1361, 0.0260, -0.1622, 0.9340
OUTSET, FOIL, LOW, 1, 1.1602, NA, NA, NA, NA
LAND, FOIL, HIGH, 1, 0.9502, NA, NA, NA, NA
TEEM, STIM, LOW, 6, 1.0333, 1.0782, 1.1188, -0.0406, 1.1008
SISTER, STIM, HIGH, 6, 2.6308, -1.7986, -1.9838, 0.1852, 1.9515
ARROW, FOIL, HIGH, 1, 1.0598, NA, NA, NA, NA
LAMP, FOIL, HIGH, 4, 4.0123, NA, NA, NA, NA
PIG, FOIL, HIGH, 5, 4.1547, NA, NA, NA, NA
KETTLE, STIM, HIGH, 6, 1.2670, 1.0964, 2.3778, -1.2814, 3.0690
PLACE, FOIL, LOW, 1, 1.9116, NA, NA, NA, NA
MEADOW, FOIL, HIGH, 1, 0.8524, NA, NA, NA, NA
HASTY, STIM, LOW, 6, 1.2631, -2.8087, -2.8714, 0.0627, 1.7180
SALVE, FOIL, LOW, 1, 1.4232, NA, NA, NA, NA
COAT, FOIL, HIGH, 1, 1.1709, NA, NA, NA, NA
STOVE, FOIL, HIGH, 1, 1.6616, NA, NA, NA, NA
CROCK, STIM, LOW, 6, 1.1847, 2.8652, 0.9273, 1.9379, 1.1342
RAT, FOIL, HIGH, 1, 1.8645, NA, NA, NA, NA
CHISEL, STIM, HIGH, 6, 1.3187, 2.3172, 2.2823, 0.0350, 1.0341
BABY, STIM, HIGH, 6, 2.3674, -1.6142, -1.5811, -0.0332, 1.5345
CARROT, FOIL, HIGH, 1, 1.1294, NA, NA, NA, NA
CORPSE, FOIL, HIGH, 6, 3.3580, NA, NA, NA, NA
BAND, STIM, HIGH, 6, 0.8598, -0.3363, -0.0157, -0.3206, 1.0341
FLOOD, STIM, HIGH, 3, 4.2837, 2.5280, 2.4301, 0.0979, 2.9356
LENGTH, FOIL, LOW, 1, 1.7939, NA, NA, NA, NA
MUSSEL, STIM, HIGH, 3, 2.9240, -0.6977, -3.0230, 2.3253, 0.9674
CREAM, STIM, HIGH, 6, 4.7899, 0.7859, 0.3679, 0.4179, 2.6020
USUAL, STIM, LOW, 6, 0.9225, 1.0068, -1.9532, 2.9600, 1.0508
SOUL, STIM, LOW, 6, 1.2303, -1.0837, -1.1329, 0.0492, 2.4018
PILLOW, FOIL, HIGH, 1, 2.1148, NA, NA, NA, NA
REASON, STIM, LOW, 6, 1.0967, 2.7800, -0.8748, -2.6284, 1.6846
PAID, FOIL, LOW, 6, 0.8667, NA, NA, NA, NA
RUG, FOIL, HIGH, 6, 1.1224, NA, NA, NA, NA
PLUM, STIM, HIGH, 6, 0.7719, -2.7147, -3.0287, 0.3140, 0.9174
AMPERE, STIM, LOW, 6, 0.8135, -2.0688, -2.9028, 0.8340, 0.8840
MOLE, FOIL, HIGH, 1, 1.6390, NA, NA, NA, NA
THWART, STIM, LOW, 6, 0.7816, -0.2232, -0.7562, 0.5330, 1.3010
YET, FOIL, LOW, 1, 4.0575, NA, NA, NA, NA
OH, STIM, LOW, 6, 0.9044, -2.0093, -2.5113, 0.5020, 0.7506
HAVE, FOIL, LOW, 6, 1.2593, NA, NA, NA, NA
ADVERB, FOIL, LOW, 1, 1.1902, NA, NA, NA, NA
PIN, STIM, HIGH, 1, 1.1035, 3.0889, -2.4919, -0.7024, 1.3510
DOLLAR, STIM, HIGH, 6, 0.8281, 1.5536, 1.5501, 0.0035, 0.9841
KEG, STIM, HIGH, 6, 1.2583, -0.8697, -0.1441, -0.7256, 1.1175
ZEAL, FOIL, LOW, 1, 0.9775, NA, NA, NA, NA
ROGUE, FOIL, LOW, 4, 3.4438, NA, NA, NA, NA
MISERY, FOIL, LOW, 1, 1.0561, NA, NA, NA, NA
SOIL, STIM, HIGH, 6, 0.6687, 2.9197, -3.0481, -0.3153, 1.7013
LEAL, STIM, LOW, 6, 1.3408, -1.1650, 2.6168, 2.5014, 1.9848
CAUCUS, FOIL, LOW, 1, 1.1435, NA, NA, NA, NA
FACE, STIM, HIGH, 6, 1.2056, 2.8826, 3.1364, -0.2538, 0.6005
ADAGE, STIM, LOW, 6, 2.1747, 2.3213, 2.7192, -0.3979, 1.4177
LIKEN, STIM, LOW, 6, 0.7288, -2.2880, -3.0703, 0.7823, 0.9007
TWANG, FOIL, LOW, 1, 4.2095, NA, NA, NA, NA
SAND, STIM, HIGH, 6, 1.3924, 0.6506, -0.8554, 1.5060, 1.4678
GRACE, FOIL, LOW, 1, 1.0756, NA, NA, NA, NA
STAR, FOIL, HIGH, 1, 1.2485, NA, NA, NA, NA
GOOF, FOIL, LOW, 1, 0.9696, NA, NA, NA, NA
DIRT, FOIL, HIGH, 1, 1.1069, NA, NA, NA, NA
ALIAS, FOIL, LOW, 1, 1.5797, NA, NA, NA, NA
LIZARD, STIM, HIGH, 6, 1.3349, -2.8027, -2.7678, -0.0349, 2.5353
RADIO, STIM, HIGH, 6, 0.8091, -2.7473, 2.9696, 0.5663, 0.6338
THINK, FOIL, LOW, 6, 3.6164, NA, NA, NA, NA
CUT, STIM, LOW, 6, 1.0138, 2.3162, 2.3815, -0.0652, 0.8006
PLAN, STIM, LOW, 6, 2.2704, -0.4011, -0.6974, 0.2963, 0.8840
OR, STIM, LOW, 6, 0.7955, 1.0263, 0.9383, 0.0880, 0.6672
GOD, FOIL, LOW, 3, 3.5235, NA, NA, NA, NA
DEAR, FOIL, LOW, 1, 3.4685, NA, NA, NA, NA
BOOT, FOIL, HIGH, 1, 3.4694, NA, NA, NA, NA
FENCE, STIM, HIGH, 6, 1.9561, 2.0049, -2.8966, -1.3816, 2.6687
BY, FOIL, LOW, 1, 1.7176, NA, NA, NA, NA
CORD, FOIL, HIGH, 1, 1.6471, NA, NA, NA, NA
NAPKIN, FOIL, HIGH, 1, 0.8987, NA, NA, NA, NA
SLAY, FOIL, LOW, 1, 1.2234, NA, NA, NA, NA
WINDOW, STIM, HIGH, 6, 1.3420, 2.6214, 2.7573, -0.1359, 1.0675
DOLL, STIM, HIGH, 6, 1.1343, -2.6082, -2.6414, 0.0332, 0.9340
LISP, STIM, LOW, 6, 1.0683, -0.2351, -0.8961, 0.6610, 1.2510
SNORT, STIM, LOW, 6, 1.4886, -0.7700, 0.5288, -1.2988, 1.9181
DESPOT, FOIL, LOW, 1, 1.9312, NA, NA, NA, NA
DOCK, STIM, HIGH, 6, 1.2129, 2.2009, 2.2828, -0.0819, 0.8340
FLUTE, STIM, HIGH, 6, 1.4859, 2.3124, 2.6315, -0.3190, 0.7506
WHALE, FOIL, HIGH, 1, 0.8673, NA, NA, NA, NA
POPE, STIM, HIGH, 6, 0.7955, 1.1070, 1.1282, -0.0211, 0.9340
MARKET, STIM, HIGH, 6, 0.7363, -1.3423, -1.3593, 0.0171, 1.2009
CASKET, STIM, HIGH, 6, 0.6810, -0.2376, -0.7419, 0.5044, 1.0008
DECAY, FOIL, LOW, 1, 2.1829, NA, NA, NA, NA
HOOF, FOIL, HIGH, 1, 1.9331, NA, NA, NA, NA
MOTH, FOIL, HIGH, 1, 1.1727, NA, NA, NA, NA
HEN, FOIL, HIGH, 1, 2.3470, NA, NA, NA, NA
EGO, STIM, LOW, 6, 1.1033, 1.2239, 1.2688, -0.0449, 1.2343
DRINK, STIM, HIGH, 6, 1.5789, 1.1545, 1.1855, -0.0310, 1.3677
GIVE, STIM, LOW, 6, 0.8367, -1.0662, -1.3018, 0.2356, 1.2009
PEON, FOIL, LOW, 1, 1.1158, NA, NA, NA, NA
SEND, STIM, LOW, 6, 0.7847, -0.8048, -0.8638, 0.0590, 0.9174
BALLOT, FOIL, LOW, 1, 0.9272, NA, NA, NA, NA
HEIGHT, STIM, LOW, 1, 3.3448, 2.8360, -0.2337, 3.0697, 3.3859
CHAIR, STIM, HIGH, 6, 0.8808, 0.9674, 0.4729, 0.4945, 3.2024
ZONE, FOIL, LOW, 1, 2.4448, NA, NA, NA, NA
TUBE, FOIL, HIGH, 1, 5.0313, NA, NA, NA, NA
NICKEL, STIM, HIGH, 6, 0.8469, 1.0217, -0.5010, 1.5228, 1.0675
PALM, FOIL, HIGH, 1, 0.9676, NA, NA, NA, NA
PERSON, STIM, HIGH, 6, 3.3332, 1.1272, 1.0913, 0.0359, 1.5178
