word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
PILLOW, STIM, HIGH, 6, 5.7295, 1.5524, -0.4706, 2.0230, 0.9841
GEM, STIM, HIGH, 6, 0.7367, -1.1954, -2.7945, 1.5992, 0.3669
THUD, STIM, LOW, 6, 0.7195, -2.7856, 1.6329, 1.8647, 0.5838
DAMAGE, FOIL, LOW, 1, 0.5977, NA, NA, NA, NA
AT, STIM, LOW, 6, 0.5935, -2.0534, 2.3598, 1.8701, 0.2502
CHEESE, STIM, HIGH, 6, 0.4009, -0.1964, -0.6239, 0.4274, 0.8173
WORN, FOIL, LOW, 1, 0.6652, NA, NA, NA, NA
TRASH, FOIL, HIGH, 1, 0.6257, NA, NA, NA, NA
KEY, FOIL, HIGH, 1, 0.6844, NA, NA, NA, NA
LEVEL, FOIL, LOW, 1, 0.5949, NA, NA, NA, NA
VELVET, FOIL, HIGH, 1, 0.5824, NA, NA, NA, NA
GENTRY, FOIL, LOW, 1, 0.6402, NA, NA, NA, NA
GRAFT, STIM, LOW, 1, 0.4674, -2.9395, 0.5640, 2.7797, 0.3169
HIS, STIM, LOW, 6, 0.6155, 3.0559, -3.0585, -0.1688, 1.1342
SIGH, STIM, LOW, 1, 0.6351, -0.8380, 1.6283, -2.4664, 2.0015
PURSE, FOIL, HIGH, 1, 0.6399, NA, NA, NA, NA
STATUE, FOIL, HIGH, 1, 0.5991, NA, NA, NA, NA
TANK, FOIL, HIGH, 1, 0.6139, NA, NA, NA, NA
FACE, STIM, HIGH, 1, 0.6479, 2.8558, -2.0253, -1.4021, 0.4170
QUAICH, STIM, LOW, 6, 0.6419, 2.5089, -1.5555, -2.2188, 0.5671
STINGY, FOIL, LOW, 1, 1.5480, NA, NA, NA, NA
FUTURE, STIM, LOW, 1, 1.3824, -1.2034, -0.8068, -0.3966, 0.5838
STARE, STIM, LOW, 1, 0.9200, 0.2350, -2.7025, 2.9376, 0.9674
AURORA, FOIL, LOW, 1, 0.5875, NA, NA, NA, NA
CHAPEL, STIM, HIGH, 6, 0.6178, 1.4459, 0.5270, 0.9188, 0.8006
NONE, FOIL, LOW, 1, 0.6565, NA, NA, NA, NA
MANNER, FOIL, LOW, 1, 0.6332, NA, NA, NA, NA
JACKET, STIM, HIGH, 6, 0.5600, -2.0409, -1.4433, -0.5977, 0.6672
HATE, FOIL, LOW, 1, 0.7151, NA, NA, NA, NA
DOUGH, STIM, HIGH, 6, 0.6058, 1.6973, 1.5863, 0.1110, 0.3169
KILT, FOIL, HIGH, 1, 0.5561, NA, NA, NA, NA
GIRDLE, STIM, HIGH, 6, 0.5543, -2.3364, -0.5663, -1.7701, 0.6005
HIVE, STIM, HIGH, 6, 0.5921, -2.9554, 3.1416, 0.1862, 1.7847
MALADY, FOIL, LOW, 1, 0.5575, NA, NA, NA, NA
HIGH, STIM, LOW, 6, 0.6063, -2.2667, 2.4346, 1.5818, 0.1835
THANE, FOIL, LOW, 1, 0.6510, NA, NA, NA, NA
VERY, STIM, LOW, 6, 0.6257, -1.4044, 0.9439, -2.3483, 0.5004
JAIL, FOIL, HIGH, 1, 1.0109, NA, NA, NA, NA
LIMB, FOIL, HIGH, 1, 0.6351, NA, NA, NA, NA
ZEAL, STIM, LOW, 6, 0.6362, -1.7952, -1.5136, -0.2816, 0.7172
LUNGE, STIM, LOW, 6, 2.3921, -1.9162, -0.8257, -1.0906, 0.4170
NAPKIN, STIM, HIGH, 6, 0.6521, 2.3161, 1.9398, 0.3763, 0.6505
LOAFER, FOIL, LOW, 1, 0.6186, NA, NA, NA, NA
WEED, FOIL, HIGH, 1, 0.6800, NA, NA, NA, NA
OUR, STIM, LOW, 1, 0.6539, 3.0576, 2.4429, 0.6147, 0.5171
HIDE, FOIL, LOW, 1, 0.7082, NA, NA, NA, NA
AGE, FOIL, LOW, 1, 0.9334, NA, NA, NA, NA
MORE, STIM, LOW, 1, 2.5658, 0.9487, 2.6893, -1.7406, 0.3336
EMPIRE, STIM, LOW, 6, 0.8221, 0.3314, -1.5237, 1.8551, 0.9340
CHOP, STIM, HIGH, 6, 0.6815, -0.7585, 2.6335, 2.8912, 0.4837
BRIBE, STIM, LOW, 6, 0.5750, -0.9607, 1.1874, -2.1481, 0.4503
RANCID, STIM, LOW, 6, 0.6950, 0.2783, -2.6756, 2.9540, 0.7839
CATTLE, STIM, HIGH, 6, 0.5707, -1.8286, -0.3995, -1.4291, 0.4670
HAT, FOIL, HIGH, 1, 0.7180, NA, NA, NA, NA
SMART, STIM, LOW, 6, 0.6095, 2.2197, -2.8877, -1.1757, 0.5838
SPARE, FOIL, LOW, 1, 1.1616, NA, NA, NA, NA
ROSE, FOIL, HIGH, 1, 0.7194, NA, NA, NA, NA
NURSE, FOIL, HIGH, 1, 0.6589, NA, NA, NA, NA
AGENCY, FOIL, LOW, 1, 0.5297, NA, NA, NA, NA
SHEEP, FOIL, HIGH, 1, 0.6660, NA, NA, NA, NA
KING, FOIL, HIGH, 1, 1.0552, NA, NA, NA, NA
DEVICE, STIM, LOW, 1, 2.8142, -2.9698, 2.8462, 0.4672, 0.3503
CART, STIM, HIGH, 6, 1.0055, 2.0205, 1.7215, 0.2991, 0.4837
