word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
TURTLE, STIM, HIGH, 6, 1.3072, -2.2070, -2.4475, 0.2405, 8.2896
WOLF, FOIL, HIGH, 1, 1.0661, NA, NA, NA, NA
TRUCE, STIM, LOW, 6, 0.6357, 2.2109, 1.9736, 0.2372, 2.0516
TIMBER, STIM, HIGH, 6, 0.5633, 0.5702, 0.6519, -0.0817, 6.6717
BIT, FOIL, LOW, 1, 0.5253, NA, NA, NA, NA
COIN, STIM, HIGH, 1, 0.5200, 1.6185, 1.6855, -0.0669, 4.2532
WIN, FOIL, LOW, 1, 0.4692, NA, NA, NA, NA
HOARSE, STIM, LOW, 6, 0.5472, 2.4784, 2.2174, 0.2610, 1.2009
SOIL, FOIL, HIGH, 1, 3.9806, NA, NA, NA, NA
JOCKEY, STIM, HIGH, 6, 0.7780, 2.8571, 2.7763, 0.0809, 2.9856
NOPE, FOIL, LOW, 1, 0.6509, NA, NA, NA, NA
AWEIGH, FOIL, LOW, 1, 0.5363, NA, NA, NA, NA
TUBE, STIM, HIGH, 6, 0.6151, -0.1166, 0.0052, -0.1218, 1.4845
VANITY, FOIL, LOW, 1, 0.6026, NA, NA, NA, NA
WHEEL, FOIL, HIGH, 1, 0.5956, NA, NA, NA, NA
PURSE, FOIL, HIGH, 1, 0.5392, NA, NA, NA, NA
AM, STIM, LOW, 6, 0.5706, 0.5821, 0.2840, 0.2981, 4.0864
VEIN, STIM, HIGH, 6, 0.9144, 2.5972, 2.5086, 0.0886, 5.2707
STUPID, FOIL, LOW, 1, 1.0595, NA, NA, NA, NA
PINE, STIM, HIGH, 6, 0.6207, -1.3859, -1.3521, -0.0338, 1.0174
HAT, FOIL, HIGH, 1, 1.2134, NA, NA, NA, NA
DRIVER, FOIL, HIGH, 1, 0.4913, NA, NA, NA, NA
LINEN, STIM, HIGH, 6, 0.6773, -2.9013, -2.9442, 0.0429, 1.1342
FIDDLE, FOIL, HIGH, 1, 0.6383, NA, NA, NA, NA
IF, FOIL, LOW, 1, 0.5379, NA, NA, NA, NA
VAIN, FOIL, LOW, 1, 0.6287, NA, NA, NA, NA
HOUND, FOIL, HIGH, 1, 3.1499, NA, NA, NA, NA
ROUTE, STIM, LOW, 6, 0.7100, 1.7598, 1.7631, -0.0033, 1.8514
