word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
VAN, FOIL, HIGH, 1, 1.8693, NA, NA, NA, NA
THANE, STIM, LOW, 6, 1.4135, 2.3602, -3.0198, -0.9032, 0.4837
PHONE, FOIL, HIGH, 1, 0.8249, NA, NA, NA, NA
TOMB, FOIL, HIGH, 1, 0.7497, NA, NA, NA, NA
MOAN, FOIL, LOW, 1, 0.9133, NA, NA, NA, NA
LOUD, FOIL, LOW, 1, 0.6038, NA, NA, NA, NA
PIANO, FOIL, HIGH, 1, 0.6113, NA, NA, NA, NA
TALUK, STIM, LOW, 6, 0.7621, -0.9284, 2.2440, 3.1108, 0.3503
BIT, STIM, LOW, 6, 0.7639, 0.8638, -0.7120, 1.5758, 0.3336
NUMB, FOIL, LOW, 1, 0.6698, NA, NA, NA, NA
GEESE, STIM, HIGH, 1, 1.0118, 2.5102, -1.2254, -2.5476, 0.4670
RESCUE, STIM, LOW, 6, 0.9018, 3.1270, -2.1904, -0.9657, 0.3669
FILM, FOIL, HIGH, 1, 0.7627, NA, NA, NA, NA
BUBAL, STIM, LOW, 1, 0.6596, 1.2147, 2.2675, -1.0529, 0.2669
GROCER, STIM, HIGH, 1, 2.4473, -1.0353, 1.9707, -3.0060, 0.3503
ENOUGH, STIM, LOW, 1, 0.5957, -1.4813, -2.4772, 0.9959, 0.3669
PALM, FOIL, HIGH, 1, 0.5734, NA, NA, NA, NA
CORPSE, STIM, HIGH, 6, 0.8451, 0.7954, -1.5446, 2.3400, 0.5004
MOSS, STIM, HIGH, 6, 0.5715, 1.2036, 1.0854, 0.1182, 0.4003
GAIN, FOIL, LOW, 1, 0.7350, NA, NA, NA, NA
ADAGE, FOIL, LOW, 1, 0.8203, NA, NA, NA, NA
LIQUOR, STIM, HIGH, 1, 0.6395, -0.4922, -0.4636, -0.0286, 0.4170
STATUE, FOIL, HIGH, 1, 0.6669, NA, NA, NA, NA
RARITY, STIM, LOW, 1, 0.7614, 0.6600, -2.1335, 2.7934, 0.4003
ROOM, STIM, HIGH, 1, 0.8349, -0.9527, 2.0992, -3.0519, 0.3336
HONEY, FOIL, HIGH, 1, 0.6390, NA, NA, NA, NA
BODY, STIM, HIGH, 1, 0.6621, 1.5729, 1.0229, 0.5500, 0.4503
AURAL, STIM, LOW, 1, 0.5954, -0.9788, 1.1506, -2.1294, 0.4337
IRIS, STIM, HIGH, 6, 1.1800, -2.3025, 2.3526, 1.6280, 0.4337
REMEDY, FOIL, LOW, 1, 0.9363, NA, NA, NA, NA
PULPIT, FOIL, HIGH, 6, 1.1600, NA, NA, NA, NA
BLEAK, STIM, LOW, 6, 0.6684, 3.0504, 3.1260, -0.0755, 1.4678
NIDUS, FOIL, LOW, 1, 0.5737, NA, NA, NA, NA
AUNT, FOIL, HIGH, 1, 0.8471, NA, NA, NA, NA
ROOF, STIM, HIGH, 6, 0.6661, -2.0236, -0.4080, -1.6156, 0.5671
JARGON, STIM, LOW, 1, 0.8211, 3.0139, -0.5116, -2.7577, 0.3836
DOOR, FOIL, HIGH, 1, 0.8260, NA, NA, NA, NA
CURB, FOIL, HIGH, 1, 0.8688, NA, NA, NA, NA
LAND, STIM, HIGH, 6, 0.8414, 0.7986, 3.0557, -2.2570, 0.4003
COST, FOIL, LOW, 1, 0.7371, NA, NA, NA, NA
GABLE, FOIL, LOW, 1, 0.9802, NA, NA, NA, NA
SEAT, STIM, HIGH, 1, 0.8293, -1.8894, -0.3564, -1.5330, 0.2502
BERRY, FOIL, HIGH, 6, 0.7033, NA, NA, NA, NA
CRYPT, FOIL, HIGH, 6, 0.5674, NA, NA, NA, NA
LIVER, FOIL, HIGH, 1, 0.5800, NA, NA, NA, NA
BLOUSE, STIM, HIGH, 6, 0.6461, 1.8902, 3.0568, -1.1665, 0.4170
KISS, STIM, HIGH, 6, 1.4194, -3.0492, -1.8563, -1.1930, 0.2168
FISH, STIM, HIGH, 1, 0.5063, 0.3601, -2.2400, 2.6001, 0.1835
SMUT, FOIL, LOW, 1, 0.5304, NA, NA, NA, NA
LAWYER, STIM, HIGH, 6, 0.7982, 1.9563, 2.4562, -0.4999, 0.9841
KINDLE, FOIL, LOW, 1, 0.6886, NA, NA, NA, NA
OAR, FOIL, HIGH, 1, 0.6667, NA, NA, NA, NA
ANIMAL, FOIL, HIGH, 1, 0.7059, NA, NA, NA, NA
PSALM, STIM, LOW, 6, 0.5895, 1.9735, 0.7378, 1.2357, 0.3169
VANE, FOIL, LOW, 1, 0.6530, NA, NA, NA, NA
EFFECT, STIM, LOW, 1, 0.7422, -2.1245, 0.6039, -2.7284, 0.4170
FIR, FOIL, LOW, 1, 0.5283, NA, NA, NA, NA
AWAY, STIM, LOW, 6, 0.6509, 2.2310, -0.1624, 2.3933, 1.2343
IGNORE, STIM, LOW, 6, 1.0987, -2.1990, -0.1463, -2.0527, 0.3002
BEAVER, STIM, HIGH, 6, 0.8170, 1.4351, 3.0167, -1.5816, 0.4670
NEXT, STIM, LOW, 1, 1.8536, -2.9631, -0.3992, -2.5638, 0.3669
POCKET, STIM, HIGH, 1, 1.4909, -1.8040, 2.9432, 1.5360, 0.3169
DAMSEL, STIM, HIGH, 6, 1.3701, 1.7957, 1.0772, 0.7185, 0.4503
LEAF, FOIL, HIGH, 1, 0.6757, NA, NA, NA, NA
BOTH, STIM, LOW, 6, 1.1024, 0.9822, 2.9207, -1.9385, 1.0008
THREAD, STIM, HIGH, 6, 0.9038, -1.7393, -0.7789, -0.9603, 0.3503
SPIDER, FOIL, HIGH, 1, 0.5312, NA, NA, NA, NA
FEE, STIM, LOW, 6, 0.8733, 0.7407, -2.1025, 2.8432, 0.1501
SEEK, FOIL, LOW, 1, 0.7959, NA, NA, NA, NA
LONE, FOIL, LOW, 1, 1.0303, NA, NA, NA, NA
ARROW, FOIL, HIGH, 1, 0.9062, NA, NA, NA, NA
SOIL, FOIL, HIGH, 2, 0.5712, NA, NA, NA, NA
PRIDE, FOIL, LOW, 2, 0.6433, NA, NA, NA, NA
BRIEF, FOIL, LOW, 2, 0.7130, NA, NA, NA, NA
HOTEL, STIM, HIGH, 2, 0.7065, 0.2703, 2.4324, -2.1621, 0.2502
WHY, STIM, LOW, 6, 0.9575, 0.2893, 1.1025, -0.8132, 0.6505
WANDER, STIM, LOW, 6, 1.0107, 1.0692, -2.1574, -3.0566, 0.2168
HAWK, FOIL, HIGH, 1, 0.5839, NA, NA, NA, NA
YARD, STIM, HIGH, 6, 1.0839, -1.1235, -2.1845, 1.0610, 0.4003
BUBBLE, FOIL, HIGH, 1, 0.8137, NA, NA, NA, NA
RECORD, FOIL, HIGH, 5, 1.5211, NA, NA, NA, NA
GOOD, FOIL, LOW, 1, 0.7657, NA, NA, NA, NA
KEPT, STIM, LOW, 1, 0.8543, 1.3022, -0.8520, 2.1542, 0.3336
POMMEL, STIM, LOW, 6, 0.8688, 2.7654, 1.2292, 1.5362, 0.4337
CRAB, STIM, HIGH, 1, 0.5702, -0.1034, -0.8858, 0.7824, 0.3503
AS, FOIL, LOW, 1, 0.5493, NA, NA, NA, NA
EXTRA, STIM, LOW, 6, 2.3174, 0.7550, -2.0541, 2.8091, 0.3503
RAID, FOIL, LOW, 1, 0.9195, NA, NA, NA, NA
TELL, FOIL, LOW, 1, 0.5816, NA, NA, NA, NA
HEART, STIM, HIGH, 1, 2.1499, -2.5579, 0.0000, -2.5579, 0.1501
ADDER, STIM, HIGH, 1, 0.5820, 1.7476, 1.0458, 0.7018, 0.3669
COAT, STIM, HIGH, 1, 1.3581, 2.8066, 0.5191, 2.2874, 0.5171
MISTER, STIM, LOW, 1, 1.2189, -0.3486, -2.1713, 1.8227, 0.2502
RIB, FOIL, HIGH, 1, 1.0729, NA, NA, NA, NA
TENT, STIM, HIGH, 6, 0.5262, -1.8716, -3.0518, 1.1802, 0.2836
PIECE, STIM, LOW, 6, 1.0168, 1.4691, 2.4684, -0.9993, 0.3002
CLANG, FOIL, LOW, 6, 0.8496, NA, NA, NA, NA
STREET, FOIL, HIGH, 1, 1.4863, NA, NA, NA, NA
AN, FOIL, LOW, 1, 0.5518, NA, NA, NA, NA
FUR, FOIL, HIGH, 1, 0.6140, NA, NA, NA, NA
STOOL, STIM, HIGH, 6, 2.1372, 0.7065, -2.4034, 3.1099, 0.4837
DIVING, FOIL, HIGH, 1, 2.4583, NA, NA, NA, NA
PURL, STIM, LOW, 6, 1.3490, -2.9591, 2.3232, 1.0008, 0.3836
FACTOR, STIM, LOW, 1, 1.2578, 0.9041, 0.6908, 0.2133, 0.2669
HERD, FOIL, HIGH, 1, 1.0508, NA, NA, NA, NA
GLASS, FOIL, HIGH, 1, 1.0265, NA, NA, NA, NA
QUEAN, STIM, LOW, 1, 0.9769, 1.5351, -0.7266, 2.2617, 0.5504
KNOWN, STIM, LOW, 1, 2.6489, -1.9966, 0.0435, -2.0400, 0.3503
TENSE, FOIL, LOW, 1, 0.8498, NA, NA, NA, NA
CHINA, STIM, HIGH, 6, 0.8150, -2.0820, -2.1574, 0.0753, 0.2835
CATTLE, STIM, HIGH, 1, 1.0540, 2.6662, -2.2617, -1.3552, 0.5004
SISTER, STIM, HIGH, 6, 1.1968, 2.0082, 0.0621, 1.9461, 0.4337
FANG, FOIL, HIGH, 1, 0.9644, NA, NA, NA, NA
SUCH, FOIL, LOW, 1, 1.2659, NA, NA, NA, NA
FEAT, FOIL, LOW, 1, 0.9239, NA, NA, NA, NA
LETTER, STIM, HIGH, 1, 2.1458, 2.9591, -2.5025, -0.8216, 0.3169
PLAN, FOIL, LOW, 6, 2.4076, NA, NA, NA, NA
BRIDGE, FOIL, HIGH, 1, 0.5411, NA, NA, NA, NA
ADVICE, FOIL, LOW, 1, 1.2411, NA, NA, NA, NA
WALL, STIM, HIGH, 1, 0.4039, 1.8113, 2.7526, -0.9414, 0.4003
SNAIL, STIM, HIGH, 1, 2.2891, 0.5319, -3.0130, -2.7383, 0.4337
POOL, STIM, HIGH, 1, 0.9080, -0.5303, 2.2190, -2.7493, 1.0174
TAX, FOIL, LOW, 1, 1.1567, NA, NA, NA, NA
WHERRY, FOIL, LOW, 1, 0.6108, NA, NA, NA, NA
