word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
TULIP, FOIL, HIGH, 1, 1.2230, NA, NA, NA, NA
KINDLE, FOIL, LOW, 1, 1.9696, NA, NA, NA, NA
CONE, STIM, HIGH, 6, 0.5249, 2.2033, 1.2264, 0.9769, 0.1835
TARN, FOIL, LOW, 1, 0.6614, NA, NA, NA, NA
RABBI, FOIL, HIGH, 1, 0.6034, NA, NA, NA, NA
THE, STIM, LOW, 6, 0.5241, -1.2330, 2.2839, 2.7663, 0.2168
SPIDER, STIM, HIGH, 6, 0.5583, 0.6150, 2.9912, -2.3762, 0.1334
SOCIAL, STIM, LOW, 1, 0.8547, 2.4065, 2.3137, 0.0928, 0.3002
FRIEZE, STIM, LOW, 6, 0.4770, 2.8064, -0.8654, -2.6114, 0.1668
SWIFT, STIM, LOW, 6, 0.6626, -2.2278, 0.8648, -3.0926, 0.2835
RURAL, STIM, LOW, 6, 0.4752, 0.8399, 0.5119, 0.3281, 0.2002
NABOB, STIM, LOW, 6, 0.5127, 3.0881, -2.6345, -0.5606, 0.0834
TILL, FOIL, LOW, 1, 0.6155, NA, NA, NA, NA
PIPE, FOIL, HIGH, 1, 0.5681, NA, NA, NA, NA
WAIT, STIM, LOW, 6, 0.5723, -1.0935, 2.2292, 2.9605, 0.1001
MONAD, FOIL, LOW, 1, 0.9483, NA, NA, NA, NA
PULPIT, FOIL, HIGH, 1, 0.5443, NA, NA, NA, NA
CRADLE, FOIL, HIGH, 1, 0.4992, NA, NA, NA, NA
FIORD, STIM, HIGH, 6, 0.5031, -1.1339, -0.9051, -0.2289, 0.1501
HUMOUR, FOIL, LOW, 1, 0.5417, NA, NA, NA, NA
A, FOIL, LOW, 1, 0.7868, NA, NA, NA, NA
BOX, STIM, HIGH, 6, 0.8164, 2.7603, 1.6679, 1.0924, 0.2502
EAR, STIM, HIGH, 1, 0.4686, -2.4616, 1.0045, 2.8171, 0.2335
HONEY, STIM, HIGH, 6, 0.6017, -0.4674, 2.3525, -2.8200, 0.2335
MIRROR, FOIL, HIGH, 1, 0.8028, NA, NA, NA, NA
MONEY, STIM, HIGH, 6, 9.6747, -2.4449, 2.6939, 1.1444, 0.7839
NEST, FOIL, HIGH, 1, 2.6268, NA, NA, NA, NA
ENTREE, FOIL, LOW, 1, 0.7076, NA, NA, NA, NA
JERSEY, FOIL, HIGH, 1, 1.4244, NA, NA, NA, NA
US, STIM, LOW, 1, 0.9674, 1.2635, -0.4847, 1.7482, 1.2009
UNITE, FOIL, LOW, 1, 0.8168, NA, NA, NA, NA
STERN, FOIL, LOW, 1, 0.5594, NA, NA, NA, NA
BANDIT, STIM, HIGH, 6, 0.6127, 1.2288, 0.1049, 1.1239, 0.5671
RODE, STIM, LOW, 6, 0.5083, 0.3967, 0.8912, -0.4945, 0.2335
VERY, STIM, LOW, 6, 0.5333, -2.1612, -3.1311, 0.9700, 0.4837
EASE, FOIL, LOW, 6, 0.6043, NA, NA, NA, NA
FASTER, FOIL, LOW, 1, 0.6092, NA, NA, NA, NA
HIVE, FOIL, HIGH, 6, 1.1683, NA, NA, NA, NA
THOSE, STIM, LOW, 6, 0.5535, 0.1097, 2.6345, -2.5248, 0.1001
SILVER, STIM, HIGH, 6, 0.6835, 0.6605, -1.2853, 1.9459, 0.3169
FILM, FOIL, HIGH, 6, 1.0833, NA, NA, NA, NA
PUMMEL, FOIL, LOW, 1, 0.7053, NA, NA, NA, NA
AXIOM, FOIL, LOW, 1, 0.4896, NA, NA, NA, NA
GOT, FOIL, LOW, 1, 0.6543, NA, NA, NA, NA
PAINT, STIM, HIGH, 6, 0.5169, 2.3114, 2.7391, -0.4277, 0.0500
OX, STIM, HIGH, 6, 0.5145, -2.8806, -2.4691, -0.4115, 0.4003
CITY, STIM, HIGH, 6, 0.4934, 2.7559, 2.4188, 0.3371, 0.1001
CLUE, STIM, LOW, 6, 0.5125, 2.3679, -0.6491, 3.0170, 0.1001
MOCKER, STIM, LOW, 6, 0.5245, -0.5892, 0.8254, -1.4146, 0.2502
MINK, STIM, HIGH, 6, 0.6922, -1.3376, 1.7209, -3.0585, 0.4170
DAD, FOIL, HIGH, 1, 0.5103, NA, NA, NA, NA
SCORN, FOIL, LOW, 1, 0.6111, NA, NA, NA, NA
APEX, STIM, LOW, 6, 0.4492, 3.1044, 0.1404, 2.9639, 0.4837
SNAKE, FOIL, HIGH, 1, 0.5779, NA, NA, NA, NA
PIANO, FOIL, HIGH, 1, 0.5699, NA, NA, NA, NA
FUR, STIM, HIGH, 6, 0.6192, -1.3784, -0.5852, -0.7932, 0.2669
BOAT, FOIL, HIGH, 6, 0.5690, NA, NA, NA, NA
LINEN, FOIL, HIGH, 1, 0.6252, NA, NA, NA, NA
THAW, STIM, LOW, 6, 0.5789, 2.7693, 3.0864, -0.3171, 0.2002
WEB, STIM, HIGH, 6, 0.8842, 1.9552, 1.3195, 0.6357, 0.2335
GYBE, STIM, LOW, 6, 0.7374, 0.1516, 0.1398, 0.0118, 0.3669
EEL, STIM, HIGH, 6, 0.5289, 2.9707, 2.2025, 0.7682, 0.1835
COACH, FOIL, HIGH, 1, 0.6197, NA, NA, NA, NA
URBAN, FOIL, LOW, 1, 0.6296, NA, NA, NA, NA
VODKA, FOIL, HIGH, 1, 0.5814, NA, NA, NA, NA
LABOUR, STIM, LOW, 6, 0.6056, 1.8478, -0.3032, 2.1510, 0.2669
PICKLE, FOIL, HIGH, 1, 0.6140, NA, NA, NA, NA
ORGAN, STIM, HIGH, 6, 0.4989, 2.8404, -2.7438, -0.6990, 0.2335
SHRUB, STIM, HIGH, 6, 0.5477, 2.0202, -2.8214, -1.4416, 0.2502
MINER, FOIL, HIGH, 6, 1.4125, NA, NA, NA, NA
CUTTLE, STIM, LOW, 6, 0.5965, -0.0989, 1.1584, -1.2573, 0.2502
BUBAL, FOIL, LOW, 1, 0.6254, NA, NA, NA, NA
HONOUR, STIM, LOW, 6, 0.6952, -0.2361, -2.5481, 2.3120, 0.4837
TOWN, FOIL, HIGH, 1, 0.7082, NA, NA, NA, NA
REAP, STIM, LOW, 6, 0.5555, 2.5013, 1.9173, 0.5839, 0.2669
CIDER, STIM, HIGH, 6, 0.5817, 1.7951, 0.5962, 1.1989, 0.2002
SKULL, STIM, HIGH, 6, 0.6043, -2.1293, 3.1004, 1.0535, 0.1168
HATE, FOIL, LOW, 1, 0.7325, NA, NA, NA, NA
BRA, FOIL, HIGH, 1, 0.6649, NA, NA, NA, NA
POND, FOIL, HIGH, 1, 2.0008, NA, NA, NA, NA
HUMANE, STIM, LOW, 6, 0.9279, 3.0755, 1.4064, 1.6691, 0.2669
IVY, FOIL, HIGH, 1, 0.6702, NA, NA, NA, NA
ABOUT, STIM, LOW, 6, 0.4891, 1.4475, 2.6491, -1.2017, 0.0834
MOTH, STIM, HIGH, 6, 0.5041, -1.5947, 0.6538, -2.2485, 0.1334
ENVY, FOIL, LOW, 6, 0.5573, NA, NA, NA, NA
GOBLET, STIM, HIGH, 6, 0.5633, -0.1243, 1.5665, -1.6909, 0.3002
DUST, FOIL, HIGH, 1, 0.6039, NA, NA, NA, NA
CHALK, FOIL, HIGH, 1, 0.7018, NA, NA, NA, NA
STINGY, FOIL, LOW, 1, 0.5170, NA, NA, NA, NA
ORDER, STIM, LOW, 6, 0.5208, -2.3393, -2.9715, 0.6323, 0.0500
PIT, FOIL, HIGH, 1, 0.6208, NA, NA, NA, NA
MARKET, FOIL, HIGH, 1, 0.7671, NA, NA, NA, NA
WASTE, STIM, LOW, 6, 0.5550, -1.9466, -1.2120, -0.7346, 0.1835
FANG, STIM, HIGH, 6, 0.5436, -2.9804, -0.2512, -2.7292, 0.4503
BOTANY, FOIL, LOW, 1, 0.5345, NA, NA, NA, NA
HARP, FOIL, HIGH, 1, 0.5765, NA, NA, NA, NA
TYPE, STIM, LOW, 6, 0.5301, 2.8258, 0.8222, 2.0037, 0.1001
TEA, FOIL, HIGH, 1, 0.7164, NA, NA, NA, NA
ASHEN, STIM, LOW, 6, 1.0748, 2.6454, -0.6382, -2.9996, 0.3336
PLANT, STIM, HIGH, 6, 0.6478, 0.4117, 1.8693, -1.4576, 0.5838
STOVE, FOIL, HIGH, 1, 0.7619, NA, NA, NA, NA
CHILLY, FOIL, LOW, 1, 0.6183, NA, NA, NA, NA
BEACH, STIM, HIGH, 1, 0.5480, 1.2490, -2.6710, -2.3631, 0.6338
MAN, FOIL, HIGH, 1, 2.2923, NA, NA, NA, NA
BRAIN, FOIL, HIGH, 1, 0.5911, NA, NA, NA, NA
GRASS, STIM, HIGH, 6, 0.8378, 2.7755, 1.8925, 0.8830, 0.3169
END, STIM, LOW, 6, 0.4636, 0.2241, -1.7359, 1.9601, 0.1668
STRUT, STIM, LOW, 6, 0.4989, -2.2554, -2.1866, -0.0688, 0.8173
MAIDEN, FOIL, HIGH, 6, 0.7706, NA, NA, NA, NA
CHAIN, FOIL, HIGH, 6, 0.4757, NA, NA, NA, NA
THAT, STIM, LOW, 6, 0.5985, -1.5882, 1.5553, 3.1397, 0.5004
HATRED, STIM, LOW, 6, 0.6016, 2.1989, 0.6993, 1.4996, 0.3002
