"","cue","n_resp","word","count","cos","V6"
"9577","rogue",24,"knave",1,0.391576393628039,0.294714732509955
"9578","rogue",24,"melee",1,0.333801266479448,0.294714732509955
"9581","rogue",24,"ninja",1,0.226639022518903,0.294714732509955
"9582","rogue",24,"Snape",1,0.255417375140065,0.294714732509955
"9583","rogue",24,"state",1,0.286511738086837,0.294714732509955
"9585","rogue",24,"tough",1,0.241465815400596,0.294714732509955
"9586","rogue",24,"trite",1,0.315418193660868,0.294714732509955
"9589","rogue",24,"X-Men",1,0.263575708884742,0.294714732509955
"9590","rogue",24,"x man",1,0.319050935570041,0.294714732509955
"12347","tango",21,"mango",7,0.20262970295842,0.232743037423481
"12349","tango",21,"Latin",5,0.211645035279289,0.232743037423481
"12351","tango",21,"drink",4,0.213553610564953,0.232743037423481
"12352","tango",21,"Paris",4,0.310492125795992,0.232743037423481
"12355","tango",21,"samba",2,0.264759262552453,0.232743037423481
"12357","tango",21,"Spain",2,0.150266371443425,0.232743037423481
"12358","tango",21,"1920s",1,0.213888077146233,0.232743037423481
"12359","tango",21,"alpha",1,0.244605793354603,0.232743037423481
"12360","tango",21,"apple",1,0.136948296179548,0.232743037423481
"12361","tango",21,"bravo",1,0.262936203919244,0.232743037423481
"12362","tango",21,"chuck",1,0.117876090832376,0.232743037423481
"12363","tango",21,"clash",1,0.267789222096854,0.232743037423481
"12365","tango",21,"fence",1,0.371084601140693,0.232743037423481
"12366","tango",21,"fizzy",1,0.228763193440751,0.232743037423481
"12367","tango",21,"flair",1,0.295848660074997,0.232743037423481
"12371","tango",21,"heels",1,0.197658427381095,0.232743037423481
"12373","tango",21,"mambo",1,0.242433945196715,0.232743037423481
"12374","tango",21,"manta",1,0.14845903084344,0.232743037423481
"12376","tango",21,"Omega",1,0.291470770683926,0.232743037423481
"12378","tango",21,"skirt",1,0.223058117036264,0.232743037423481
"12380","tango",21,"takes",1,0.291437247971822,0.232743037423481
"12987","swamp",28,"marsh",16,0.330269711263298,0.24948981993417
"12988","swamp",28,"thing",9,0.211579435015388,0.24948981993417
"12989","swamp",28,"green",7,0.129280104507825,0.24948981993417
"12990","swamp",28,"muddy",5,0.312600317085956,0.24948981993417
"12991","swamp",28,"humid",4,0.307260553107732,0.24948981993417
"12993","swamp",28,"murky",3,0.338441725181631,0.24948981993417
"12994","swamp",28,"brown",2,0.220689007366866,0.24948981993417
"12995","swamp",28,"gator",2,0.31038459910218,0.24948981993417
"12996","swamp",28,"mucky",2,0.231476805901523,0.24948981993417
"12997","swamp",28,"slimy",2,0.242471229581745,0.24948981993417
"12998","swamp",28,"Asian",1,0.279845191618661,0.24948981993417
"12999","swamp",28,"boggy",1,0.281775310863466,0.24948981993417
"13000","swamp",28,"boots",1,0.186619879304296,0.24948981993417
"13003","swamp",28,"ducks",1,0.214365868065528,0.24948981993417
"13005","swamp",28,"fetid",1,0.114545179360631,0.24948981993417
"13006","swamp",28,"flood",1,0.213381591849491,0.24948981993417
"13010","swamp",28,"hippo",1,0.290208548597732,0.24948981993417
"13011","swamp",28,"Jones",1,0.14667749856814,0.24948981993417
"13014","swamp",28,"mired",1,0.260929142665292,0.24948981993417
"13015","swamp",28,"moist",1,0.227040031288746,0.24948981993417
"13016","swamp",28,"music",1,0.375219070961382,0.24948981993417
"13017","swamp",28,"river",1,0.287873236410476,0.24948981993417
"13018","swamp",28,"roots",1,0.112553913402778,0.24948981993417
"13019","swamp",28,"slime",1,0.234974073399457,0.24948981993417
"13021","swamp",28,"south",1,0.276994643419212,0.24948981993417
"13022","swamp",28,"stone",1,0.322126728916639,0.24948981993417
"13024","swamp",28,"weeds",1,0.273320291692317,0.24948981993417
"13133","gully",33,"ditch",18,0.21358933227587,0.214549605467006
"13135","gully",33,"creek",4,0.218195783191872,0.214549605467006
"13136","gully",33,"river",4,0.282919778899365,0.214549605467006
"13137","gully",33,"Gulch",3,0.161064833312075,0.214549605467006
"13138","gully",33,"chasm",2,0.116145419407254,0.214549605467006
"13140","gully",33,"ferns",2,0.133308001532337,0.214549605467006
"13141","gully",33,"green",2,0.237507817960577,0.214549605467006
"13144","gully",33,"trees",2,0.151298303721023,0.214549605467006
"13145","gully",33,"beach",1,0.22664373654284,0.214549605467006
"13146","gully",33,"below",1,0.226499034133614,0.214549605467006
"13147","gully",33,"canal",1,0.302065332594283,0.214549605467006
"13148","gully",33,"crack",1,0.198506730972902,0.214549605467006
"13149","gully",33,"crass",1,0.116631029976149,0.214549605467006
"13150","gully",33,"Divot",1,0.298960059171321,0.214549605467006
"13151","gully",33,"erode",1,0.260763681201718,0.214549605467006
"13152","gully",33,"fairy",1,0.186591470653797,0.214549605467006
"13153","gully",33,"fjord",1,0.293985860800457,0.214549605467006
"13154","gully",33,"flood",1,0.19018160383535,0.214549605467006
"13156","gully",33,"golly",1,0.30303466913622,0.214549605467006
"13157","gully",33,"grate",1,0.114560118292203,0.214549605467006
"13158","gully",33,"gulch",1,0.243094254953101,0.214549605467006
"13162","gully",33,"muddy",1,0.217924902289049,0.214549605467006
"13163","gully",33,"naive",1,0.340804331067009,0.214549605467006
"13164","gully",33,"nymph",1,0.339077487775056,0.214549605467006
"13165","gully",33,"place",1,0.222286424206993,0.214549605467006
"13166","gully",33,"plant",1,0.165819374374587,0.214549605467006
"13167","gully",33,"reeds",1,0.197339213119177,0.214549605467006
"13168","gully",33,"sewer",1,0.194531635481643,0.214549605467006
"13170","gully",33,"sully",1,0.14612145546659,0.214549605467006
"13172","gully",33,"waste",1,0.170029037405443,0.214549605467006
"13173","gully",33,"weeds",1,0.190941226933734,0.214549605467006
"14922","saucy",31,"spicy",11,0.195097044772812,0.285184281738025
"14923","saucy",31,"sauce",9,0.215532069330039,0.285184281738025
"14924","saucy",31,"sassy",7,0.372710649054771,0.285184281738025
"14925","saucy",31,"pasta",4,0.120297656795544,0.285184281738025
"14926","saucy",31,"woman",4,0.233719280893503,0.285184281738025
"14927","saucy",31,"gravy",3,0.2614624690991,0.285184281738025
"14928","saucy",31,"perky",3,0.226409438039318,0.285184281738025
"14929","saucy",31,"spice",3,0.180499592755934,0.285184281738025
"14930","saucy",31,"tasty",3,0.202893475515779,0.285184281738025
"14931","saucy",31,"flirt",2,0.177354657957155,0.285184281738025
"14936","saucy",31,"silly",2,0.417860637901352,0.285184281738025
"14937","saucy",31,"smart",2,0.384434090012812,0.285184281738025
"14938","saucy",31,"bossy",1,0.360509881722043,0.285184281738025
"14940","saucy",31,"chick",1,0.453092041416081,0.285184281738025
"14941","saucy",31,"crazy",1,0.266199940870083,0.285184281738025
"14942","saucy",31,"curry",1,0.257779269671093,0.285184281738025
"14944","saucy",31,"juice",1,0.246948246134291,0.285184281738025
"14945","saucy",31,"kinky",1,0.434476750308332,0.285184281738025
"14946","saucy",31,"lippy",1,0.167797693522763,0.285184281738025
"14947","saucy",31,"Nancy",1,0.292396375434267,0.285184281738025
"14948","saucy",31,"overt",1,0.242015030757064,0.285184281738025
"14949","saucy",31,"pixie",1,0.381752686510046,0.285184281738025
"14950","saucy",31,"runny",1,0.306664163958445,0.285184281738025
"14951","saucy",31,"salty",1,0.440816201267798,0.285184281738025
"14952","saucy",31,"soupy",1,0.191347367228888,0.285184281738025
"14953","saucy",31,"tacky",1,0.521232801763536,0.285184281738025
"14954","saucy",31,"tangy",1,0.215905320072371,0.285184281738025
"14956","saucy",31,"vixen",1,0.28441754444731,0.285184281738025
"14957","saucy",31,"witty",1,0.352981296358459,0.285184281738025
"14959","saucy",31,"zesty",1,0.292736396972618,0.285184281738025
"15449","creep",27,"crawl",21,0.302216220885116,0.270121050366315
"15450","creep",27,"sneak",17,0.290257944513004,0.270121050366315
"15451","creep",27,"weird",10,0.364822747051524,0.270121050366315
"15452","creep",27,"scary",7,0.304041877258772,0.270121050366315
"15453","creep",27,"quiet",4,0.240977135060403,0.270121050366315
"15454","creep",27,"loser",3,0.220051876786134,0.270121050366315
"15456","creep",27,"freak",2,0.26434082658663,0.270121050366315
"15457","creep",27,"angst",1,0.236901409085311,0.270121050366315
"15459","creep",27,"bully",1,0.309201654952041,0.270121050366315
"15460","creep",27,"chill",1,0.241354497763664,0.270121050366315
"15461","creep",27,"clown",1,0.248470199480943,0.270121050366315
"15463","creep",27,"crepe",1,0.228063407905879,0.270121050366315
"15464","creep",27,"crime",1,0.27906818343925,0.270121050366315
"15465","creep",27,"crock",1,0.324356515317565,0.270121050366315
"15468","creep",27,"leech",1,0.309193414517232,0.270121050366315
"15471","creep",27,"phone",1,0.249073607580274,0.270121050366315
"15474","creep",27,"quite",1,0.300979289514146,0.270121050366315
"15475","creep",27,"radio",1,0.211977253031713,0.270121050366315
"15476","creep",27,"shady",1,0.29261487065524,0.270121050366315
"15478","creep",27,"slink",1,0.206394128702848,0.270121050366315
"15479","creep",27,"snoop",1,0.300682215710508,0.270121050366315
"15480","creep",27,"spook",1,0.28451467840632,0.270121050366315
"15481","creep",27,"stalk",1,0.302361716572789,0.270121050366315
"15482","creep",27,"surge",1,0.240367847971967,0.270121050366315
"15483","creep",27,"tread",1,0.329461586041979,0.270121050366315
"15484","creep",27,"twine",1,0.213056647118134,0.270121050366315
"15485","creep",27,"Uriah",1,0.198466607981119,0.270121050366315
"16064","swish",41,"broom",7,0.410529484373333,0.265553604405169
"16065","swish",41,"fancy",7,0.153979646603887,0.265553604405169
"16066","swish",41,"swirl",6,0.228013833479143,0.265553604405169
"16067","swish",41,"water",6,0.2732333275436,0.265553604405169
"16068","swish",41,"sound",5,0.177488515328424,0.265553604405169
"16069","swish",41,"swash",4,0.285768912568027,0.265553604405169
"16070","swish",41,"twirl",4,0.321148347246279,0.265553604405169
"16071","swish",41,"flick",3,0.27729030127667,0.265553604405169
"16072","swish",41,"sweep",3,0.273783878900051,0.265553604405169
"16073","swish",41,"sword",3,0.245767068334174,0.265553604405169
"16074","swish",41,"clean",2,0.420756671040256,0.265553604405169
"16076","swish",41,"dress",2,0.288616306365478,0.265553604405169
"16077","swish",41,"hoops",2,0.222280032507273,0.265553604405169
"16078","swish",41,"noise",2,0.152838045623068,0.265553604405169
"16079","swish",41,"blade",1,0.160120986782202,0.265553604405169
"16080","swish",41,"brush",1,0.234774354348175,0.265553604405169
"16081","swish",41,"cigar",1,0.326704785140135,0.265553604405169
"16082","swish",41,"drape",1,0.273339643694835,0.265553604405169
"16083","swish",41,"flash",1,0.136062335669558,0.265553604405169
"16084","swish",41,"froth",1,0.299168615385576,0.265553604405169
"16085","swish",41,"glide",1,0.309241417242175,0.265553604405169
"16086","swish",41,"grass",1,0.269559057436994,0.265553604405169
"16087","swish",41,"hasty",1,0.217416721403872,0.265553604405169
"16088","swish",41,"horse",1,0.223159481792542,0.265553604405169
"16089","swish",41,"hotel",1,0.217240152121235,0.265553604405169
"16090","swish",41,"mouth",1,0.208944199017415,0.265553604405169
"16091","swish",41,"quick",1,0.252269856062017,0.265553604405169
"16092","swish",41,"rinse",1,0.250875019370004,0.265553604405169
"16094","swish",41,"sharp",1,0.319488984549257,0.265553604405169
"16095","swish",41,"sleek",1,0.238596216561275,0.265553604405169
"16096","swish",41,"slick",1,0.255446006384999,0.265553604405169
"16097","swish",41,"slide",1,0.292142146205344,0.265553604405169
"16098","swish",41,"slosh",1,0.174541950296546,0.265553604405169
"16099","swish",41,"sport",1,0.242684814998015,0.265553604405169
"16100","swish",41,"style",1,0.367167899852032,0.265553604405169
"16101","swish",41,"sweet",1,0.360808169208962,0.265553604405169
"16102","swish",41,"swift",1,0.335629996875195,0.265553604405169
"16103","swish",41,"waves",1,0.283107486230467,0.265553604405169
"16104","swish",41,"wiper",1,0.287112372444194,0.265553604405169
"16105","swish",41,"wrist",1,0.326906815204623,0.265553604405169
"17654","rolls",22,"Royce",6,0.275802708058723,0.306815482016261
"17655","rolls",22,"moves",3,0.268089054499615,0.306815482016261
"17658","rolls",22,"dough",2,0.31899082196663,0.306815482016261
"17661","rolls",22,"jelly",2,0.235676460525397,0.306815482016261
"17662","rolls",22,"lists",2,0.28689956355371,0.306815482016261
"17664","rolls",22,"Swiss",2,0.386278993099288,0.306815482016261
"17666","rolls",22,"yeast",2,0.250174263758228,0.306815482016261
"17667","rolls",22,"baker",1,0.325641076132516,0.306815482016261
"17668","rolls",22,"balls",1,0.390667299005,0.306815482016261
"17669","rolls",22,"cakes",1,0.32794766610545,0.306815482016261
"17671","rolls",22,"curls",1,0.291580082727332,0.306815482016261
"17672","rolls",22,"falls",1,0.205945947612835,0.306815482016261
"17673","rolls",22,"flaky",1,0.299230747626797,0.306815482016261
"17674","rolls",22,"flips",1,0.395005033853447,0.306815482016261
"17676","rolls",22,"honor",1,0.394936088669972,0.306815482016261
"17678","rolls",22,"lunch",1,0.238306425932367,0.306815482016261
"17682","rolls",22,"spins",1,0.274126483352125,0.306815482016261
"17683","rolls",22,"sushi",1,0.256268385456037,0.306815482016261
"17685","rolls",22,"tubes",1,0.370130052171163,0.306815482016261
"17686","rolls",22,"turns",1,0.303366876226255,0.306815482016261
"17687","rolls",22,"under",1,0.370033391336304,0.306815482016261
"17688","rolls",22,"wheat",1,0.284843182688541,0.306815482016261
"17821","hater",28,"troll",7,0.261047955480165,0.294505886947402
"17822","hater",28,"bully",6,0.360645593867834,0.294505886947402
"17823","hater",28,"angry",5,0.257928170023058,0.294505886947402
"17824","hater",28,"bigot",5,0.307219364818043,0.294505886947402
"17825","hater",28,"anger",4,0.208427059755307,0.294505886947402
"17827","hater",28,"slang",4,0.387353938307416,0.294505886947402
"17828","hater",28,"trump",4,0.304542090371117,0.294505886947402
"17829","hater",28,"gonna",3,0.309041350715784,0.294505886947402
"17830","hater",28,"idiot",3,0.263003093937882,0.294505886947402
"17831","hater",28,"lover",3,0.212720796105273,0.294505886947402
"17832","hater",28,"bitch",2,0.247284889481836,0.294505886947402
"17833","hater",28,"poser",2,0.28758792877038,0.294505886947402
"17836","hater",28,"abhor",1,0.339998608799225,0.294505886947402
"17837","hater",28,"Bigot",1,0.442677522839662,0.294505886947402
"17839","hater",28,"cynic",1,0.312186863953683,0.294505886947402
"17840","hater",28,"faker",1,0.231667666202323,0.294505886947402
"17841","hater",28,"going",1,0.328607014280912,0.294505886947402
"17842","hater",28,"irate",1,0.37053218674006,0.294505886947402
"17843","hater",28,"liver",1,0.326343213366817,0.294505886947402
"17844","hater",28,"loser",1,0.206044788348634,0.294505886947402
"17847","hater",28,"pains",1,0.280649121203375,0.294505886947402
"17848","hater",28,"petty",1,0.267317023079168,0.294505886947402
"17849","hater",28,"shake",1,0.434560049193709,0.294505886947402
"17851","hater",28,"snobs",1,0.147387202517964,0.294505886947402
"17852","hater",28,"strut",1,0.279806517927491,0.294505886947402
"17853","hater",28,"teens",1,0.222241114752745,0.294505886947402
"17854","hater",28,"Terry",1,0.27863125427981,0.294505886947402
"17856","hater",28,"vapid",1,0.370712455407592,0.294505886947402
