cue,n_resp,resp,count
force,25,movie,1
force,25,pound,1
force,25,scary,1
force,25,seize,1
force,25,shove,1
force,25,storm,1
force,25,wield,1
stage,28,coach,11
stage,28,actor,10
stage,28,drama,7
stage,28,world,7
stage,28,music,5
stage,28,phase,5
stage,28,front,3
stage,28,opera,2
stage,28,place,2
stage,28,start,2
stage,28,amass,1
stage,28,arena,1
stage,28,black,1
stage,28,craft,1
stage,28,dance,1
stage,28,FALSE,1
stage,28,horse,1
stage,28,house,1
stage,28,level,1
stage,28,plays,1
stage,28,right,1
stage,28,round,1
stage,28,setup,1
stage,28,shout,1
stage,28,stand,1
stage,28,stare,1
stage,28,teach,1
stage,28,wagon,1
press,27,paper,10
press,27,media,6
press,27,enter,3
press,27,pants,3
press,27,print,3
press,27,smash,3
press,27,heavy,2
press,27,hurry,2
press,27,juice,2
press,27,steam,2
press,27,thumb,2
press,27,touch,2
press,27,words,2
press,27,again,1
press,27,apple,1
press,27,bench,1
press,27,board,1
press,27,click,1
press,27,corps,1
press,27,dress,1
press,27,flesh,1
press,27,force,1
press,27,frown,1
press,27,shift,1
press,27,shirt,1
press,27,shove,1
press,27,stomp,1
story,29,novel,8
story,29,floor,5
story,29,fable,4
story,29,board,2
story,29,child,2
story,29,glory,2
story,29,words,2
story,29,alibi,1
story,29,brave,1
story,29,fairy,1
story,29,FALSE,1
story,29,funny,1
story,29,group,1
story,29,happy,1
story,29,hoary,1
story,29,house,1
story,29,human,1
story,29,lines,1
story,29,lying,1
story,29,movie,1
story,29,multi,1
story,29,music,1
story,29,myths,1
story,29,quilt,1
story,29,recap,1
story,29,relax,1
story,29,short,1
story,29,study,1
story,29,write,1
paint,26,color,45
paint,26,brush,35
paint,26,house,13
paint,26,horse,5
paint,26,walls,5
paint,26,cover,4
paint,26,white,4
paint,26,latex,3
paint,26,fence,2
paint,26,shiny,2
paint,26,wagon,2
paint,26,board,1
paint,26,chalk,1
paint,26,child,1
paint,26,daily,1
paint,26,decor,1
paint,26,gloss,1
paint,26,messy,1
paint,26,Monet,1
paint,26,mural,1
paint,26,nails,1
paint,26,paper,1
paint,26,skill,1
paint,26,smell,1
paint,26,stain,1
paint,26,today,1
sense,25,smell,33
sense,25,touch,14
sense,25,taste,8
sense,25,sight,6
sense,25,smart,4
sense,25,sixth,3
sense,25,cents,2
sense,25,aware,1
sense,25,brain,1
sense,25,dense,1
sense,25,fifth,1
sense,25,horse,1
sense,25,humor,1
sense,25,karma,1
sense,25,logic,1
sense,25,maybe,1
sense,25,money,1
sense,25,nerve,1
sense,25,peace,1
sense,25,right,1
sense,25,Snell,1
sense,25,spoon,1
sense,25,stink,1
sense,25,sweet,1
sense,25,think,1
first,27,place,10
first,27,third,8
first,27,class,5
first,27,begin,3
first,27,front,3
first,27,prize,3
first,27,child,2
first,27,grade,2
first,27,prime,2
first,27,ahead,1
first,27,alpha,1
first,27,debut,1
first,27,early,1
first,27,every,1
first,27,happy,1
first,27,level,1
first,27,light,1
first,27,mover,1
first,27,never,1
first,27,order,1
first,27,outgo,1
first,27,sight,1
first,27,start,1
first,27,to be,1
first,27,watch,1
first,27,world,1
first,27,worst,1
cheap,27,money,6
cheap,27,skate,6
cheap,27,cheep,4
cheap,27,tacky,4
cheap,27,tight,4
cheap,27,nasty,3
cheap,27,trick,3
cheap,27,chick,2
cheap,27,China,2
cheap,27,goods,2
cheap,27,price,2
cheap,27,whore,2
cheap,27,bread,1
cheap,27,chips,1
cheap,27,cigar,1
cheap,27,coins,1
cheap,27,dirty,1
cheap,27,dodge,1
cheap,27,dress,1
cheap,27,frail,1
cheap,27,labor,1
cheap,27,miser,1
cheap,27,Spake,1
cheap,27,store,1
cheap,27,stuff,1
cheap,27,tatty,1
cheap,27,trash,1
large,28,small,28
large,28,barge,5
large,28,giant,5
large,28,grand,5
large,28,great,4
large,28,heavy,4
large,28,bulky,2
large,28,jumbo,2
large,28,loose,2
large,28,ocean,2
large,28,world,2
large,28,bosom,1
large,28,drink,1
large,28,fries,1
large,28,gross,1
large,28,group,1
large,28,hefty,1
large,28,house,1
large,28,label,1
large,28,Marge,1
large,28,obese,1
large,28,penis,1
large,28,pizza,1
large,28,purse,1
large,28,regal,1
large,28,roomy,1
large,28,space,1
large,28,table,1
party,29,music,5
party,29,hardy,4
party,29,group,3
party,29,happy,3
party,29,night,3
party,29,drink,2
party,29,enjoy,2
party,29,event,2
party,29,games,2
party,29,below,1
party,29,booze,1
party,29,cause,1
party,29,class,1
party,29,clock,1
party,29,clown,1
party,29,crowd,1
party,29,dance,1
party,29,Denis,1
party,29,dress,1
party,29,favor,1
party,29,feast,1
party,29,gifts,1
party,29,guest,1
party,29,house,1
party,29,noise,1
party,29,noisy,1
party,29,piece,1
party,29,posse,1
party,29,treat,1
worry,25,about,5
worry,25,upset,5
worry,25,frown,4
worry,25,don't,3
worry,25,money,3
worry,25,angst,2
worry,25,beads,2
worry,25,happy,2
worry,25,a lot,1
worry,25,child,1
worry,25,crime,1
worry,25,death,1
worry,25,dwell,1
worry,25,habit,1
worry,25,lines,1
worry,25,scary,1
worry,25,sorry,1
worry,25,sweat,1
worry,25,taxes,1
worry,25,tears,1
worry,25,tense,1
worry,25,tired,1
worry,25,trial,1
worry,25,wring,1
worry,25,yikes,1
order,26,chaos,9
order,26,court,4
order,26,place,4
order,26,first,2
order,26,array,1
order,26,class,1
order,26,clean,1
order,26,clear,1
order,26,fresh,1
order,26,fries,1
order,26,gavel,1
order,26,gifts,1
order,26,goods,1
order,26,legal,1
order,26,logic,1
order,26,maths,1
order,26,Nixon,1
order,26,peace,1
order,26,phone,1
order,26,pizza,1
order,26,plane,1
order,26,quiet,1
order,26,rules,1
order,26,still,1
order,26,total,1
order,26,world,1
horse,26,rider,6
horse,26,sense,6
horse,26,buggy,5
horse,26,power,4
horse,26,drawn,3
horse,26,zebra,3
horse,26,field,2
horse,26,neigh,2
horse,26,steed,2
horse,26,wagon,2
horse,26,alley,1
horse,26,breed,1
horse,26,brown,1
horse,26,carry,1
horse,26,draft,1
horse,26,equus,1
horse,26,fence,1
horse,26,great,1
horse,26,large,1
horse,26,llama,1
horse,26,logic,1
horse,26,proud,1
horse,26,sport,1
horse,26,spurs,1
horse,26,teeth,1
horse,26,trade,1
write,29,paper,16
write,29,words,7
write,29,essay,4
write,29,story,4
write,29,novel,3
write,29,books,2
write,29,print,2
write,29,right,2
write,29,spell,2
write,29,think,2
write,29,wrong,2
write,29,about,1
write,29,block,1
write,29,color,1
write,29,cramp,1
write,29,diary,1
write,29,draft,1
write,29,email,1
write,29,erase,1
write,29,exams,1
write,29,ideas,1
write,29,music,1
write,29,notes,1
write,29,proof,1
write,29,quiet,1
write,29,skill,1
write,29,songs,1
write,29,tweet,1
write,29,white,1
fight,30,argue,7
fight,30,brawl,7
fight,30,punch,6
fight,30,anger,3
fight,30,angry,3
fight,30,fists,3
fight,30,prize,2
fight,30,tears,2
fight,30,armor,1
fight,30,blood,1
fight,30,boxer,1
fight,30,bully,1
fight,30,cuffs,1
fight,30,drama,1
fight,30,gangs,1
fight,30,legal,1
fight,30,match,1
fight,30,melee,1
fight,30,night,1
fight,30,pride,1
fight,30,rebel,1
fight,30,right,1
fight,30,score,1
fight,30,scrap,1
fight,30,smack,1
fight,30,sword,1
fight,30,tiger,1
fight,30,tough,1
fight,30,words,1
fight,30,yanks,1
dress,27,skirt,20
dress,27,fancy,6
dress,27,pants,6
dress,27,woman,6
dress,27,frock,5
dress,27,shoes,5
dress,27,party,4
dress,27,style,4
dress,27,black,2
dress,27,heels,2
dress,27,maker,2
dress,27,white,2
dress,27,candy,1
dress,27,child,1
dress,27,clean,1
dress,27,dance,1
dress,27,dirty,1
dress,27,groom,1
dress,27,habit,1
dress,27,night,1
dress,27,nines,1
dress,27,right,1
dress,27,shirt,1
dress,27,smart,1
dress,27,twirl,1
dress,27,under,1
dress,27,women,1
stand,32,erect,6
stand,32,alone,5
stand,32,still,5
stand,32,table,5
stand,32,music,4
stand,32,by me,3
stand,32,tired,3
stand,32,aside,2
stand,32,fight,2
stand,32,fruit,2
stand,32,moral,2
stand,32,proud,2
stand,32,apart,1
stand,32,apple,1
stand,32,arise,1
stand,32,blind,1
stand,32,cause,1
stand,32,court,1
stand,32,death,1
stand,32,easel,1
stand,32,frame,1
stand,32,front,1
stand,32,judge,1
stand,32,kneel,1
stand,32,night,1
stand,32,place,1
stand,32,plant,1
stand,32,pride,1
stand,32,right,1
stand,32,spine,1
stand,32,study,1
stand,32,there,1
short,29,small,28
short,29,brief,11
short,29,story,8
short,29,bread,3
short,29,squat,3
short,29,dwarf,2
short,29,quick,2
short,29,skirt,2
short,29,stack,2
short,29,board,1
short,29,Casey,1
short,29,child,1
short,29,court,1
short,29,dress,1
short,29,ideas,1
short,29,later,1
short,29,money,1
short,29,pants,1
short,29,plank,1
short,29,pygmy,1
short,29,quote,1
short,29,reach,1
short,29,round,1
short,29,ruler,1
short,29,sassy,1
short,29,stick,1
short,29,stout,1
short,29,sweet,1
short,29,upset,1
heavy,30,light,21
heavy,30,metal,9
heavy,30,dense,8
heavy,30,large,8
heavy,30,heart,4
heavy,30,obese,4
heavy,30,carry,2
heavy,30,cream,2
heavy,30,tired,2
heavy,30,weary,2
heavy,30,black,1
heavy,30,books,1
heavy,30,build,1
heavy,30,bulky,1
heavy,30,docks,1
heavy,30,girth,1
heavy,30,gloom,1
heavy,30,grave,1
heavy,30,hairy,1
heavy,30,hefty,1
heavy,30,laden,1
heavy,30,rocks,1
heavy,30,scale,1
heavy,30,sleep,1
heavy,30,small,1
heavy,30,stone,1
heavy,30,thick,1
heavy,30,tough,1
heavy,30,truck,1
heavy,30,water,1
range,28,stove,21
range,28,rover,11
range,28,field,7
range,28,scope,4
range,28,broad,3
range,28,grass,3
range,28,group,2
range,28,rifle,2
range,28,shoot,2
range,28,array,1
range,28,arrow,1
range,28,basin,1
range,28,bison,1
range,28,bunch,1
range,28,graph,1
range,28,hills,1
range,28,horse,1
range,28,items,1
range,28,limit,1
range,28,plain,1
range,28,ranch,1
range,28,reach,1
range,28,realm,1
range,28,scale,1
range,28,shift,1
range,28,space,1
range,28,speck,1
range,28,voice,1
clear,30,water,20
clear,30,glass,18
clear,30,clean,7
clear,30,empty,4
clear,30,erase,4
clear,30,sunny,4
clear,30,sight,2
clear,30,white,2
clear,30,blows,1
clear,30,break,1
clear,30,chair,1
clear,30,cheer,1
clear,30,Clair,1
clear,30,Clare,1
clear,30,color,1
clear,30,crisp,1
clear,30,ether,1
clear,30,fluid,1
clear,30,foggy,1
clear,30,fresh,1
clear,30,image,1
clear,30,known,1
clear,30,lucid,1
clear,30,plain,1
clear,30,radio,1
clear,30,skies,1
clear,30,sweep,1
clear,30,swipe,1
clear,30,table,1
clear,30,terse,1
equal,27,sugar,8
equal,27,maths,4
equal,27,minus,4
equal,27,level,3
equal,27,alike,2
equal,27,total,2
equal,27,women,2
equal,27,along,1
equal,27,April,1
equal,27,black,1
equal,27,civil,1
equal,27,close,1
equal,27,enter,1
equal,27,exact,1
equal,27,final,1
equal,27,force,1
equal,27,happy,1
equal,27,horse,1
equal,27,ideal,1
equal,27,is to,1
equal,27,kings,1
equal,27,march,1
equal,27,means,1
equal,27,parts,1
equal,27,share,1
equal,27,small,1
equal,27,sweet,1
quick,26,rapid,12
quick,26,swift,5
quick,26,alive,3
quick,26,brown,3
quick,26,bunny,3
quick,26,hurry,3
quick,26,quack,3
quick,26,smart,3
quick,26,speed,3
quick,26,bread,2
quick,26,quiet,2
quick,26,think,2
quick,26,flash,1
quick,26,fleet,1
quick,26,light,1
quick,26,march,1
quick,26,never,1
quick,26,quirk,1
quick,26,quite,1
quick,26,shoes,1
quick,26,short,1
quick,26,slick,1
quick,26,smoke,1
quick,26,start,1
quick,26,study,1
quick,26,zippy,1
train,27,track,14
train,27,steam,8
train,27,teach,8
train,27,learn,4
train,27,wreck,4
train,27,noisy,2
train,27,speed,2
train,27,wagon,2
train,27,carry,1
train,27,chuff,1
train,27,coach,1
train,27,depot,1
train,27,diner,1
train,27,dirty,1
train,27,dress,1
train,27,exert,1
train,27,going,1
train,27,grain,1
train,27,hills,1
train,27,moves,1
train,27,noise,1
train,27,place,1
train,27,plane,1
train,27,seats,1
train,27,sleep,1
train,27,study,1
train,27,wheel,1
spell,28,check,16
spell,28,witch,16
spell,28,magic,13
spell,28,words,12
spell,28,write,8
spell,28,bound,4
spell,28,speak,4
spell,28,break,2
spell,28,paper,2
spell,28,abc's,1
spell,28,class,1
spell,28,dizzy,1
spell,28,error,1
spell,28,faint,1
spell,28,fairy,1
spell,28,later,1
spell,28,learn,1
spell,28,light,1
spell,28,right,1
spell,28,set a,1
spell,28,sleep,1
spell,28,smell,1
spell,28,spasm,1
spell,28,spiel,1
spell,28,stint,1
spell,28,vowel,1
spell,28,Wicca,1
spell,28,wrong,1
blood,25,fluid,3
blood,25,serum,3
blood,25,water,3
blood,25,donor,2
blood,25,veins,2
blood,25,alive,1
blood,25,black,1
blood,25,clots,1
blood,25,creep,1
blood,25,death,1
blood,25,drips,1
blood,25,faint,1
blood,25,guilt,1
blood,25,hands,1
blood,25,heart,1
blood,25,hound,1
blood,25,libel,1
blood,25,messy,1
blood,25,money,1
blood,25,sheet,1
blood,25,stain,1
blood,25,sweat,1
blood,25,taste,1
blood,25,tears,1
blood,25,young,1
under,30,below,38
under,30,water,9
under,30,above,5
under,30,table,5
under,30,neath,4
under,30,cover,3
under,30,lower,3
under,30,stand,3
under,30,taker,2
under,30,there,2
under,30,afoot,1
under,30,crawl,1
under,30,death,1
under,30,depth,1
under,30,drown,1
under,30,duvet,1
under,30,floor,1
under,30,going,1
under,30,Kieth,1
under,30,ledge,1
under,30,loser,1
under,30,ocean,1
under,30,pants,1
under,30,porch,1
under,30,stair,1
under,30,stars,1
under,30,today,1
under,30,udder,1
under,30,value,1
under,30,world,1
awful,29,nasty,6
awful,29,gross,4
awful,29,smell,3
awful,29,stink,2
awful,29,taste,2
awful,29,agony,1
awful,29,anger,1
awful,29,angry,1
awful,29,black,1
awful,29,blood,1
awful,29,brown,1
awful,29,event,1
awful,29,funny,1
awful,29,gauge,1
awful,29,grand,1
awful,29,hurts,1
awful,29,lousy,1
awful,29,movie,1
awful,29,penis,1
awful,29,scary,1
awful,29,scene,1
awful,29,sewer,1
awful,29,shame,1
awful,29,thing,1
awful,29,tired,1
awful,29,truth,1
awful,29,verse,1
awful,29,worse,1
awful,29,yucky,1
smoke,27,cough,7
smoke,27,cigar,6
smoke,27,smell,5
smoke,27,stack,4
smoke,27,water,4
smoke,27,dirty,3
smoke,27,plume,3
smoke,27,rings,3
smoke,27,alarm,2
smoke,27,black,2
smoke,27,kills,2
smoke,27,lungs,2
smoke,27,stink,2
smoke,27,acrid,1
smoke,27,ashes,1
smoke,27,belch,1
smoke,27,choke,1
smoke,27,death,1
smoke,27,don't,1
smoke,27,fumes,1
smoke,27,house,1
smoke,27,music,1
smoke,27,nasty,1
smoke,27,smoky,1
smoke,27,smote,1
smoke,27,taste,1
smoke,27,white,1
court,26,judge,35
court,26,house,5
court,26,legal,5
court,26,trial,4
court,26,gavel,2
court,26,kings,2
court,26,royal,2
court,26,spark,2
court,26,allow,1
court,26,civil,1
court,26,crime,1
court,26,curls,1
court,26,fancy,1
court,26,field,1
court,26,fines,1
court,26,force,1
court,26,games,1
court,26,grass,1
court,26,night,1
court,26,order,1
court,26,panel,1
court,26,place,1
court,26,plaza,1
court,26,queen,1
court,26,sport,1
court,26,tanks,1
floor,27,clean,6
floor,27,sweep,6
floor,27,level,4
floor,27,shiny,4
floor,27,amaze,3
floor,27,board,3
floor,27,house,3
floor,27,stand,3
floor,27,below,2
floor,27,dance,2
floor,27,first,2
floor,27,solid,2
floor,27,story,2
floor,27,tiles,2
floor,27,basic,1
floor,27,basis,1
floor,27,broom,1
floor,27,dirty,1
floor,27,dusty,1
floor,27,joist,1
floor,27,plank,1
floor,27,score,1
floor,27,scrub,1
floor,27,shock,1
floor,27,space,1
floor,27,under,1
floor,27,white,1
raise,27,money,19
raise,27,lower,8
raise,27,bread,3
raise,27,house,3
raise,27,child,2
raise,27,dough,2
raise,27,issue,2
raise,27,voice,2
raise,27,above,1
raise,27,award,1
raise,27,coach,1
raise,27,costs,1
raise,27,drama,1
raise,27,flags,1
raise,27,float,1
raise,27,funds,1
raise,27,hands,1
raise,27,hopes,1
raise,27,hover,1
raise,27,noise,1
raise,27,peace,1
raise,27,poker,1
raise,27,right,1
raise,27,shout,1
raise,27,stake,1
raise,27,wages,1
raise,27,water,1
round,27,table,14
round,27,about,12
round,27,earth,8
round,27,world,5
round,27,globe,4
round,27,wheel,4
round,27,robin,3
round,27,jolly,2
round,27,merry,2
round,27,obese,2
round,27,Santa,2
round,27,shape,2
round,27,apple,1
round,27,belly,1
round,27,canon,1
round,27,clock,1
round,27,dance,1
round,27,drink,1
round,27,large,1
round,27,music,1
round,27,ovoid,1
round,27,pizza,1
round,27,plump,1
round,27,roast,1
round,27,sport,1
round,27,tummy,1
round,27,whole,1
power,34,force,8
power,34,might,6
power,34,money,4
power,34,glory,3
power,34,greed,3
power,34,abuse,2
power,34,house,2
power,34,hydro,2
power,34,light,2
power,34,plant,2
power,34,tower,2
power,34,train,2
power,34,Watts,2
power,34,bower,1
power,34,comic,1
power,34,court,1
power,34,crazy,1
power,34,drink,1
power,34,drive,1
power,34,games,1
power,34,grace,1
power,34,horse,1
power,34,lower,1
power,34,pride,1
power,34,ruler,1
power,34,slide,1
power,34,solar,1
power,34,super,1
power,34,third,1
power,34,vigor,1
power,34,water,1
power,34,wheel,1
power,34,yield,1
power,34,youth,1
level,26,floor,10
level,26,plumb,6
level,26,stage,5
level,26,plane,4
level,26,field,3
level,26,equal,2
level,26,grade,2
level,26,three,2
level,26,upper,2
level,26,water,2
level,26,class,1
level,26,first,1
level,26,hight,1
level,26,layer,1
level,26,lower,1
level,26,never,1
level,26,plain,1
level,26,power,1
level,26,ruler,1
level,26,scale,1
level,26,score,1
level,26,skill,1
level,26,steps,1
level,26,train,1
level,26,truth,1
level,26,worst,1
black,28,white,58
black,28,night,24
black,28,color,12
black,28,ebony,4
black,28,Negro,4
black,28,berry,3
black,28,board,3
black,28,brown,2
black,28,dress,2
black,28,horse,2
black,28,adder,1
black,28,burnt,1
black,28,early,1
black,28,fence,1
black,28,gloom,1
black,28,green,1
black,28,Maria,1
black,28,pants,1
black,28,pearl,1
black,28,pitch,1
black,28,power,1
black,28,sable,1
black,28,sheep,1
black,28,smack,1
black,28,snack,1
black,28,stone,1
black,28,thick,1
black,28,world,1
seven,25,eight,28
seven,25,lucky,24
seven,25,movie,3
seven,25,prime,3
seven,25,count,2
seven,25,hills,2
seven,25,swans,2
seven,25,bells,1
seven,25,cards,1
seven,25,child,1
seven,25,drink,1
seven,25,equal,1
seven,25,event,1
seven,25,hands,1
seven,25,jeans,1
seven,25,Lucas,1
seven,25,magic,1
seven,25,ocean,1
seven,25,river,1
seven,25,slice,1
seven,25,stars,1
seven,25,store,1
seven,25,times,1
seven,25,veils,1
seven,25,whole,1
stick,25,stone,8
stick,25,brown,7
stick,25,fetch,4
stick,25,bones,3
stick,25,stuck,3
stick,25,baton,2
stick,25,match,2
stick,25,throw,2
stick,25,board,1
stick,25,break,1
stick,25,broom,1
stick,25,cling,1
stick,25,glued,1
stick,25,gooey,1
stick,25,hurts,1
stick,25,paste,1
stick,25,pokey,1
stick,25,ruler,1
stick,25,scale,1
stick,25,sharp,1
stick,25,shift,1
stick,25,snake,1
stick,25,stamp,1
stick,25,tacky,1
stick,25,tress,1
point,31,sharp,22
point,31,arrow,6
point,31,blank,6
point,31,shoot,5
point,31,click,3
point,31,guard,3
point,31,logic,3
point,31,place,2
point,31,argue,1
point,31,atlas,1
point,31,close,1
point,31,empty,1
point,31,focus,1
point,31,graph,1
point,31,heart,1
point,31,laser,1
point,31,lines,1
point,31,mouse,1
point,31,pixel,1
point,31,power,1
point,31,prove,1
point,31,sense,1
point,31,small,1
point,31,space,1
point,31,spear,1
point,31,stick,1
point,31,taken,1
point,31,topic,1
point,31,touch,1
point,31,trash,1
point,31,valid,1
break,34,smash,7
break,34,glass,6
break,34,crack,5
break,34,dance,5
break,34,lunch,4
break,34,split,4
break,34,pause,3
break,34,relax,3
break,34,a leg,2
break,34,bones,2
break,34,broke,2
break,34,crash,2
break,34,apart,1
break,34,apron,1
break,34,Benny,1
break,34,brick,1
break,34,bring,1
break,34,China,1
break,34,clean,1
break,34,clock,1
break,34,crime,1
break,34,enter,1
break,34,happy,1
break,34,heart,1
break,34,lucky,1
break,34,rules,1
break,34,smoke,1
break,34,stick,1
break,34,study,1
break,34,there,1
break,34,thing,1
break,34,whole,1
break,34,wreck,1
break,34,wrong,1
clean,29,dirty,25
clean,29,house,13
clean,29,fresh,8
clean,29,white,8
clean,29,scrub,4
clean,29,sweep,3
clean,29,clear,2
clean,29,green,2
clean,29,messy,2
clean,29,shiny,2
clean,29,smell,2
clean,29,sober,2
clean,29,broom,1
clean,29,brush,1
clean,29,chore,1
clean,29,cloth,1
clean,29,cover,1
clean,29,empty,1
clean,29,germs,1
clean,29,hands,1
clean,29,it up,1
clean,29,linen,1
clean,29,order,1
clean,29,relax,1
clean,29,rinse,1
clean,29,scour,1
clean,29,slate,1
clean,29,teeth,1
clean,29,water,1
share,25,stock,13
share,25,piece,4
share,25,candy,3
share,25,equal,3
share,25,alike,2
share,25,smile,2
share,25,bless,1
share,25,bring,1
share,25,enjoy,1
share,25,germs,1
share,25,hands,1
share,25,happy,1
share,25,heart,1
share,25,house,1
share,25,Maiga,1
share,25,money,1
share,25,other,1
share,25,party,1
share,25,peace,1
share,25,pizza,1
share,25,ratio,1
share,25,shear,1
share,25,shelf,1
share,25,split,1
share,25,trade,1
green,27,grass,40
green,27,color,22
green,27,money,13
green,27,field,7
green,27,trees,6
green,27,light,4
green,27,algae,2
green,27,apple,2
green,27,clean,2
green,27,fresh,2
green,27,olive,2
green,27,teeth,2
green,27,Verde,2
green,27,acres,1
green,27,black,1
green,27,earth,1
green,27,ferns,1
green,27,globe,1
green,27,gully,1
green,27,hills,1
green,27,peace,1
green,27,plant,1
green,27,shade,1
green,27,space,1
green,27,stalk,1
green,27,thumb,1
green,27,Verdi,1
white,42,black,45
white,42,clean,10
white,42,blank,9
white,42,color,9
white,42,sheet,7
white,42,light,5
white,42,paper,5
white,42,house,4
white,42,Blanc,3
white,42,clear,3
white,42,dress,3
white,42,space,3
white,42,board,2
white,42,cloud,2
white,42,fence,2
white,42,noise,2
white,42,plain,2
white,42,angel,1
white,42,bread,1
white,42,brown,1
white,42,cloth,1
white,42,daisy,1
white,42,erase,1
white,42,ghost,1
white,42,gloss,1
white,42,horse,1
white,42,ivory,1
white,42,linen,1
white,42,lines,1
white,42,milky,1
white,42,nurse,1
white,42,paint,1
white,42,place,1
white,42,satin,1
white,42,shirt,1
white,42,snowy,1
white,42,swell,1
white,42,teeth,1
white,42,trash,1
white,42,truth,1
white,42,walls,1
white,42,whale,1
piece,27,slice,14
piece,27,peace,12
piece,27,chunk,3
piece,27,music,3
piece,27,paper,3
piece,27,quilt,3
piece,27,cloth,2
piece,27,glass,2
piece,27,small,2
piece,27,thing,2
piece,27,whole,2
piece,27,alone,1
piece,27,apart,1
piece,27,bread,1
piece,27,candy,1
piece,27,chess,1
piece,27,cream,1
piece,27,crumb,1
piece,27,essay,1
piece,27,heart,1
piece,27,knife,1
piece,27,of me,1
piece,27,pizza,1
piece,27,quota,1
piece,27,scrap,1
piece,27,shard,1
piece,27,wedge,1
class,30,group,9
class,30,style,7
class,30,first,5
class,30,grade,5
class,30,study,5
class,30,upper,5
class,30,clown,4
class,30,caste,3
class,30,desks,2
class,30,grace,2
class,30,level,2
class,30,lower,2
class,30,apart,1
class,30,books,1
class,30,clock,1
class,30,Dubai,1
class,30,enemy,1
class,30,every,1
class,30,fancy,1
class,30,genre,1
class,30,glass,1
class,30,gravy,1
class,30,learn,1
class,30,metal,1
class,30,norms,1
class,30,notes,1
class,30,smart,1
class,30,start,1
class,30,suave,1
class,30,teach,1
group,29,bunch,9
group,29,study,6
group,29,class,5
