cue,n_resp,resp,count
slash,31,green,1
slash,31,harsh,1
slash,31,Jason,1
slash,31,movie,1
slash,31,music,1
slash,31,other,1
slash,31,queer,1
slash,31,razor,1
slash,31,scary,1
slash,31,slush,1
slash,31,swing,1
slash,31,swipe,1
lines,39,paper,16
lines,39,graph,3
lines,39,white,3
lines,39,curve,2
lines,39,ruler,2
lines,39,shape,2
lines,39,store,2
lines,39,train,2
lines,39,black,1
lines,39,brown,1
lines,39,chart,1
lines,39,color,1
lines,39,dines,1
lines,39,drawn,1
lines,39,earth,1
lines,39,edges,1
lines,39,exact,1
lines,39,fines,1
lines,39,guide,1
lines,39,image,1
lines,39,learn,1
lines,39,liner,1
lines,39,mines,1
lines,39,paint,1
lines,39,paths,1
lines,39,photo,1
lines,39,plane,1
lines,39,poems,1
lines,39,queue,1
lines,39,rails,1
lines,39,rules,1
lines,39,scene,1
lines,39,sharp,1
lines,39,sleep,1
lines,39,spots,1
lines,39,staff,1
lines,39,stage,1
lines,39,which,1
lines,39,words,1
upper,26,lower,39
upper,26,class,20
upper,26,above,11
upper,26,crust,10
upper,26,teeth,9
upper,26,level,8
upper,26,floor,6
upper,26,first,2
upper,26,shelf,2
upper,26,attic,1
upper,26,bound,1
upper,26,caste,1
upper,26,Craig,1
upper,26,drugs,1
upper,26,fancy,1
upper,26,layer,1
upper,26,limit,1
upper,26,perky,1
upper,26,place,1
upper,26,reach,1
upper,26,shoes,1
upper,26,sixth,1
upper,26,stall,1
upper,26,story,1
upper,26,torso,1
upper,26,world,1
smack,26,punch,10
smack,26,whack,8
smack,26,child,7
smack,26,drugs,5
smack,26,crack,4
smack,26,bitch,2
smack,26,noise,2
smack,26,sound,2
smack,26,sugar,2
smack,26,abuse,1
smack,26,cheek,1
smack,26,comic,1
smack,26,fight,1
smack,26,funny,1
smack,26,group,1
smack,26,hurts,1
smack,26,juicy,1
smack,26,mouth,1
smack,26,plant,1
smack,26,sleep,1
smack,26,small,1
smack,26,smock,1
smack,26,snack,1
smack,26,spoon,1
smack,26,stick,1
smack,26,voice,1
storm,27,cloud,15
storm,27,night,4
storm,27,windy,4
storm,27,anger,3
storm,27,front,3
storm,27,chase,2
storm,27,drain,2
storm,27,X-Men,2
storm,27,blitz,1
storm,27,clash,1
storm,27,could,1
storm,27,crock,1
storm,27,field,1
storm,27,heard,1
storm,27,light,1
storm,27,mason,1
storm,27,ocean,1
storm,27,opera,1
storm,27,peace,1
storm,27,rider,1
storm,27,rogue,1
storm,27,track,1
storm,27,trees,1
storm,27,watch,1
storm,27,wrath,1
storm,27,x-men,1
storm,27,Zelda,1
March,26,April,28
March,26,month,26
March,26,music,3
March,26,stomp,3
March,26,peace,2
March,26,along,1
March,26,boots,1
March,26,break,1
March,26,court,1
March,26,crowd,1
March,26,death,1
March,26,drums,1
March,26,flood,1
March,26,knees,1
March,26,large,1
March,26,marsh,1
March,26,order,1
March,26,queue,1
March,26,roars,1
March,26,route,1
March,26,sheep,1
March,26,stamp,1
March,26,storm,1
March,26,swamp,1
March,26,winds,1
March,26,windy,1
fresh,38,clean,22
fresh,38,fruit,19
fresh,38,smell,8
fresh,38,crisp,7
fresh,38,water,6
fresh,38,salad,3
fresh,38,bread,2
fresh,38,clear,2
fresh,38,daisy,2
fresh,38,green,2
fresh,38,lemon,2
fresh,38,start,2
fresh,38,young,2
fresh,38,alert,1
fresh,38,alive,1
fresh,38,awake,1
fresh,38,color,1
fresh,38,cream,1
fresh,38,drops,1
fresh,38,early,1
fresh,38,faces,1
fresh,38,funky,1
fresh,38,Greek,1
fresh,38,hands,1
fresh,38,ideas,1
fresh,38,juice,1
fresh,38,juicy,1
fresh,38,linen,1
fresh,38,lippy,1
fresh,38,mouth,1
fresh,38,nasty,1
fresh,38,peach,1
fresh,38,perky,1
fresh,38,scent,1
fresh,38,stale,1
fresh,38,tasty,1
fresh,38,teeth,1
fresh,38,white,1
moral,32,story,15
moral,32,right,11
moral,32,truth,6
moral,32,ethic,2
moral,32,fiber,2
moral,32,issue,2
moral,32,wrong,2
moral,32,alert,1
moral,32,beard,1
moral,32,brain,1
moral,32,fable,1
moral,32,feral,1
moral,32,field,1
moral,32,greed,1
moral,32,guilt,1
moral,32,happy,1
moral,32,honor,1
moral,32,ideal,1
moral,32,ideas,1
moral,32,Jesus,1
moral,32,karma,1
moral,32,major,1
moral,32,moron,1
moral,32,music,1
moral,32,Plato,1
moral,32,rules,1
moral,32,stiff,1
moral,32,theme,1
moral,32,think,1
moral,32,times,1
moral,32,tooth,1
moral,32,value,1
anger,25,frown,4
anger,25,upset,4
anger,25,black,2
anger,25,shout,2
anger,25,angry,1
anger,25,bitch,1
anger,25,cross,1
anger,25,cruel,1
anger,25,fight,1
anger,25,force,1
anger,25,forte,1
anger,25,growl,1
anger,25,happy,1
anger,25,harsh,1
anger,25,Homer,1
anger,25,nasty,1
anger,25,punch,1
anger,25,shake,1
anger,25,sorry,1
anger,25,spite,1
anger,25,steam,1
anger,25,stern,1
anger,25,sweet,1
anger,25,truth,1
anger,25,weird,1
girls,33,women,25
girls,33,young,10
girls,33,dolls,4
girls,33,boobs,3
girls,33,happy,2
girls,33,smart,2
girls,33,youth,2
girls,33,babes,1
girls,33,candy,1
girls,33,chick,1
girls,33,child,1
girls,33,color,1
girls,33,dance,1
girls,33,drama,1
girls,33,dress,1
girls,33,fancy,1
girls,33,group,1
girls,33,Lydia,1
girls,33,money,1
girls,33,other,1
girls,33,power,1
girls,33,shoes,1
girls,33,silly,1
girls,33,skirt,1
girls,33,small,1
girls,33,smile,1
girls,33,socks,1
girls,33,sweet,1
girls,33,teens,1
girls,33,tough,1
girls,33,woman,1
girls,33,world,1
girls,33,yucky,1
plain,26,white,14
plain,26,bland,11
plain,26,field,7
plain,26,empty,5
plain,26,bagel,4
plain,26,bread,4
plain,26,basic,2
plain,26,blank,2
plain,26,clean,2
plain,26,grass,2
plain,26,great,2
plain,26,paper,2
plain,26,sight,2
plain,26,Spain,2
plain,26,wheat,2
plain,26,Amish,1
plain,26,apron,1
plain,26,clear,1
plain,26,dress,1
plain,26,flour,1
plain,26,plane,1
plain,26,Poppy,1
plain,26,river,1
plain,26,ultra,1
plain,26,usual,1
plain,26,woman,1
mouth,26,teeth,35
mouth,26,taste,7
mouth,26,speak,4
mouth,26,words,4
mouth,26,river,3
mouth,26,smile,3
mouth,26,dirty,2
mouth,26,agape,1
mouth,26,anger,1
mouth,26,brush,1
mouth,26,candy,1
mouth,26,cheek,1
mouth,26,chest,1
mouth,26,dance,1
mouth,26,moist,1
mouth,26,motor,1
mouth,26,mouse,1
mouth,26,organ,1
mouth,26,pants,1
mouth,26,penis,1
mouth,26,smell,1
mouth,26,sweet,1
mouth,26,tooth,1
mouth,26,ulcer,1
mouth,26,vocal,1
mouth,26,water,1
tooth,28,fairy,21
tooth,28,decay,18
tooth,28,brush,15
tooth,28,white,14
tooth,28,mouth,13
tooth,28,paste,8
tooth,28,loose,4
tooth,28,molar,4
tooth,28,teeth,3
tooth,28,floss,2
tooth,28,sharp,2
tooth,28,shiny,2
tooth,28,sweet,2
tooth,28,booth,1
tooth,28,clean,1
tooth,28,cream,1
tooth,28,FALSE,1
tooth,28,fight,1
tooth,28,first,1
tooth,28,front,1
tooth,28,grill,1
tooth,28,ridge,1
tooth,28,saber,1
tooth,28,Sabra,1
tooth,28,smile,1
tooth,28,stain,1
tooth,28,tiger,1
tooth,28,truth,1
stock,27,money,16
stock,27,bonds,10
stock,27,store,4
stock,27,broth,3
stock,27,goods,3
stock,27,photo,2
stock,27,shelf,2
stock,27,stalk,2
stock,27,trade,2
stock,27,arrow,1
stock,27,basic,1
stock,27,check,1
stock,27,claim,1
stock,27,genus,1
stock,27,graph,1
stock,27,gravy,1
stock,27,hoard,1
stock,27,house,1
stock,27,items,1
stock,27,paper,1
stock,27,ranch,1
stock,27,rifle,1
stock,27,share,1
stock,27,sheet,1
stock,27,shock,1
stock,27,think,1
stock,27,value,1
socks,34,shoes,49
socks,34,white,8
socks,34,dirty,6
socks,34,black,4
socks,34,fuzzy,3
socks,34,pairs,3
socks,34,pants,3
socks,34,boots,2
socks,34,clean,2
socks,34,holes,2
socks,34,stink,2
socks,34,sweat,2
socks,34,ankle,1
socks,34,belts,1
socks,34,blows,1
socks,34,chair,1
socks,34,cloth,1
socks,34,cocks,1
socks,34,comfy,1
socks,34,floor,1
socks,34,green,1
socks,34,heels,1
socks,34,Hindu,1
socks,34,jocks,1
socks,34,laces,1
socks,34,maybe,1
socks,34,mocks,1
socks,34,plaid,1
socks,34,punch,1
socks,34,rocks,1
socks,34,smell,1
socks,34,sport,1
socks,34,thick,1
socks,34,weave,1
juice,25,apple,40
juice,25,fruit,22
juice,25,drink,18
juice,25,grape,8
juice,25,sweet,6
juice,25,glass,4
juice,25,juicy,4
juice,25,lemon,3
juice,25,water,3
juice,25,jambs,2
juice,25,loose,2
juice,25,mango,2
juice,25,sugar,2
juice,25,acids,1
juice,25,berry,1
juice,25,cheat,1
juice,25,child,1
juice,25,fresh,1
juice,25,mixer,1
juice,25,Samba,1
juice,25,semen,1
juice,25,straw,1
juice,25,tasty,1
juice,25,vital,1
juice,25,yummy,1
grain,31,wheat,49
grain,31,bread,18
grain,31,whole,9
grain,31,field,6
grain,31,fiber,4
grain,31,small,4
grain,31,truth,3
grain,31,amber,2
grain,31,flour,2
grain,31,grass,2
grain,31,pasta,2
grain,31,beige,1
grain,31,brain,1
grain,31,brown,1
grain,31,cloth,1
grain,31,deign,1
grain,31,donut,1
grain,31,grape,1
grain,31,green,1
grain,31,grind,1
grain,31,hf cs,1
grain,31,horse,1
grain,31,Maine,1
grain,31,metal,1
grain,31,multi,1
grain,31,plant,1
grain,31,Spain,1
grain,31,speck,1
grain,31,stain,1
grain,31,table,1
grain,31,white,1
waves,27,ocean,58
waves,27,water,25
waves,27,beach,15
waves,27,sound,13
waves,27,light,6
waves,27,hello,4
waves,27,radio,3
waves,27,froth,2
waves,27,shore,2
waves,27,tides,2
waves,27,amber,1
waves,27,boats,1
waves,27,catch,1
waves,27,clown,1
waves,27,crest,1
waves,27,curly,1
waves,27,gamma,1
waves,27,grain,1
waves,27,green,1
waves,27,hands,1
waves,27,happy,1
waves,27,micro,1
waves,27,noise,1
waves,27,pulse,1
waves,27,rolls,1
waves,27,rough,1
waves,27,whale,1
freak,33,weird,30
freak,33,alone,3
freak,33,crazy,3
freak,33,dance,2
freak,33,idiot,2
freak,33,black,1
freak,33,bully,1
freak,33,creep,1
freak,33,feral,1
freak,33,fluke,1
freak,33,gamer,1
freak,33,green,1
freak,33,gross,1
freak,33,happy,1
freak,33,Harry,1
freak,33,joker,1
freak,33,kinky,1
freak,33,leash,1
freak,33,loser,1
freak,33,panic,1
freak,33,queer,1
freak,33,scary,1
freak,33,smile,1
freak,33,snake,1
freak,33,spike,1
freak,33,stamp,1
freak,33,storm,1
freak,33,super,1
freak,33,treat,1
freak,33,trick,1
freak,33,wacko,1
freak,33,water,1
freak,33,woods,1
yummy,25,tasty,40
yummy,25,tummy,15
yummy,25,candy,8
yummy,25,taste,6
yummy,25,mummy,4
yummy,25,bacon,2
yummy,25,gummy,2
yummy,25,happy,2
yummy,25,sweet,2
yummy,25,treat,2
yummy,25,chewy,1
yummy,25,chips,1
yummy,25,court,1
yummy,25,cream,1
yummy,25,dicks,1
yummy,25,dummy,1
yummy,25,fresh,1
yummy,25,fruit,1
yummy,25,gooey,1
yummy,25,gross,1
yummy,25,juice,1
yummy,25,mouth,1
yummy,25,pizza,1
yummy,25,sugar,1
yummy,25,water,1
fraud,33,money,20
fraud,33,cheat,19
fraud,33,crime,9
fraud,33,steal,8
fraud,33,thief,6
fraud,33,court,4
fraud,33,theft,4
fraud,33,trick,4
fraud,33,banks,2
fraud,33,FALSE,2
fraud,33,lying,2
fraud,33,phony,2
fraud,33,Ponzi,2
fraud,33,shame,2
fraud,33,wrong,2
fraud,33,abuse,1
fraud,33,bogus,1
fraud,33,cheap,1
fraud,33,check,1
fraud,33,crook,1
fraud,33,faker,1
fraud,33,freud,1
fraud,33,Freud,1
fraud,33,greed,1
fraud,33,libel,1
fraud,33,maude,1
fraud,33,prank,1
fraud,33,shady,1
fraud,33,squad,1
fraud,33,stuff,1
fraud,33,taxes,1
fraud,33,trial,1
fraud,33,waste,1
bread,30,wheat,26
bread,30,toast,11
bread,30,white,11
bread,30,money,8
bread,30,flour,7
bread,30,yeast,7
bread,30,water,5
bread,30,crust,4
bread,30,dough,4
bread,30,grain,4
bread,30,slice,4
bread,30,brown,3
bread,30,knife,3
bread,30,board,2
bread,30,jelly,2
bread,30,apple,1
bread,30,baked,1
bread,30,basic,1
bread,30,break,1
bread,30,fresh,1
bread,30,Fresh,1
bread,30,happy,1
bread,30,lunch,1
bread,30,manna,1
bread,30,plain,1
bread,30,rolls,1
bread,30,smell,1
bread,30,staff,1
bread,30,store,1
bread,30,tasty,1
nasty,25,gross,22
nasty,25,dirty,19
nasty,25,smell,4
nasty,25,cruel,3
nasty,25,taste,2
nasty,25,awful,1
nasty,25,balls,1
nasty,25,candy,1
nasty,25,devil,1
nasty,25,girls,1
nasty,25,green,1
nasty,25,habit,1
nasty,25,pasty,1
nasty,25,petty,1
nasty,25,rough,1
nasty,25,small,1
nasty,25,Snook,1
nasty,25,sting,1
nasty,25,stink,1
nasty,25,tasty,1
nasty,25,whore,1
nasty,25,windy,1
nasty,25,women,1
nasty,25,wound,1
nasty,25,yucky,1
bully,30,fight,4
bully,30,horns,3
bully,30,anger,2
bully,30,angry,2
bully,30,child,2
bully,30,cruel,2
bully,30,cuber,2
bully,30,nasty,2
bully,30,power,2
bully,30,pushy,2
bully,30,shove,2
bully,30,abuse,1
bully,30,alone,1
bully,30,berry,1
bully,30,Billy,1
bully,30,bossy,1
bully,30,cheer,1
bully,30,curly,1
bully,30,devil,1
bully,30,don't,1
bully,30,fiend,1
bully,30,girls,1
bully,30,gully,1
bully,30,idiot,1
bully,30,punch,1
bully,30,swing,1
bully,30,tease,1
bully,30,thick,1
bully,30,tough,1
bully,30,wooly,1
cream,26,white,18
cream,26,sweet,5
cream,26,dairy,3
cream,26,wheat,3
cream,26,color,2
cream,26,heavy,2
cream,26,sugar,2
cream,26,thick,2
cream,26,beige,1
cream,26,blend,1
cream,26,crush,1
cream,26,crust,1
cream,26,dream,1
cream,26,fatty,1
cream,26,fight,1
cream,26,foamy,1
cream,26,gross,1
cream,26,jeans,1
cream,26,light,1
cream,26,sauce,1
cream,26,shave,1
cream,26,spoon,1
cream,26,swear,1
cream,26,taste,1
cream,26,walls,1
cream,26,water,1
rhyme,25,music,11
rhyme,25,words,7
rhyme,25,match,4
rhyme,25,meter,4
rhyme,25,thyme,4
rhyme,25,crime,3
rhyme,25,chime,2
rhyme,25,poems,2
rhyme,25,slang,2
rhyme,25,verse,2
rhyme,25,bears,1
rhyme,25,busts,1
rhyme,25,haiku,1
rhyme,25,lyric,1
rhyme,25,prime,1
rhyme,25,prose,1
rhyme,25,rhino,1
rhyme,25,shine,1
rhyme,25,slant,1
rhyme,25,slime,1
rhyme,25,songs,1
rhyme,25,sound,1
rhyme,25,steam,1
rhyme,25,think,1
rhyme,25,whine,1
vomit,28,gross,14
vomit,28,drunk,6
vomit,28,green,6
vomit,28,smell,6
vomit,28,chuck,3
vomit,28,comet,2
vomit,28,expel,2
vomit,28,Retch,2
vomit,28,stink,2
vomit,28,belch,1
vomit,28,brown,1
vomit,28,burgh,1
vomit,28,chunk,1
vomit,28,color,1
vomit,28,dirty,1
vomit,28,drink,1
vomit,28,floor,1
vomit,28,funny,1
vomit,28,hurts,1
vomit,28,mouth,1
vomit,28,purge,1
vomit,28,quest,1
vomit,28,tangy,1
vomit,28,thing,1
vomit,28,throw,1
vomit,28,under,1
vomit,28,virus,1
vomit,28,words,1
torso,26,chest,28
torso,26,trunk,9
torso,26,waist,5
torso,26,human,3
torso,26,limbs,3
torso,26,belly,2
torso,26,shirt,2
torso,26,armor,1
torso,26,biped,1
torso,26,blood,1
torso,26,boobs,1
torso,26,bride,1
torso,26,David,1
torso,26,death,1
torso,26,disco,1
torso,26,flesh,1
torso,26,Greek,1
torso,26,hairy,1
torso,26,heart,1
torso,26,lungs,1
torso,26,pants,1
torso,26,thing,1
torso,26,tonto,1
torso,26,tummy,1
torso,26,upper,1
torso,26,women,1
lives,36,alive,7
lives,36,death,6
lives,36,Elvis,3
lives,36,being,2
lives,36,daily,2
lives,36,happy,2
lives,36,heart,2
lives,36,house,2
lives,36,human,2
lives,36,souls,2
lives,36,wives,2
lives,36,alone,1
lives,36,apart,1
lives,36,aware,1
lives,36,child,1
lives,36,dance,1
lives,36,doing,1
lives,36,drama,1
lives,36,flies,1
lives,36,Frodo,1
lives,36,games,1
lives,36,homes,1
lives,36,Jesus,1
lives,36,large,1
lives,36,lived,1
lives,36,loves,1
lives,36,Mario,1
lives,36,saves,1
lives,36,score,1
lives,36,serve,1
lives,36,ships,1
lives,36,short,1
lives,36,spent,1
lives,36,stage,1
lives,36,stays,1
lives,36,vital,1
honor,29,pride,17
honor,29,valor,14
honor,29,medal,6
honor,29,badge,5
honor,29,glory,5
honor,29,award,4
honor,29,brave,3
honor,29,guard,3
honor,29,judge,3
honor,29,sword,3
honor,29,bound,2
honor,29,death,2
honor,29,proud,2
honor,29,Asian,1
honor,29,elite,1
honor,29,FALSE,1
honor,29,grace,1
honor,29,guild,1
honor,29,light,1
honor,29,loyal,1
honor,29,place,1
honor,29,prize,1
honor,29,royal,1
honor,29,sense,1
honor,29,serve,1
honor,29,skill,1
honor,29,steed,1
honor,29,white,1
honor,29,worth,1
fuzzy,26,furry,17
fuzzy,26,buzzy,8
fuzzy,26,logic,7
fuzzy,26,hairy,5
fuzzy,26,bunny,2
fuzzy,26,dizzy,2
fuzzy,26,funny,2
fuzzy,26,navel,2
fuzzy,26,peach,2
fuzzy,26,puppy,2
fuzzy,26,balls,1
fuzzy,26,belly,1
fuzzy,26,brain,1
fuzzy,26,Buzzy,1
fuzzy,26,Downs,1
fuzzy,26,eater,1
fuzzy,26,fluff,1
fuzzy,26,focus,1
fuzzy,26,green,1
fuzzy,26,noisy,1
fuzzy,26,sheep,1
fuzzy,26,shiny,1
fuzzy,26,socks,1
fuzzy,26,water,1
fuzzy,26,weird,1
fuzzy,26,wooly,1
event,25,party,33
event,25,dance,3
event,25,place,3
event,25,stage,3
event,25,thing,2
event,25,cause,1
event,25,crowd,1
event,25,disco,1
event,25,drink,1
event,25,group,1
event,25,happy,1
event,25,issue,1
event,25,large,1
event,25,major,1
event,25,money,1
event,25,movie,1
event,25,music,1
event,25,night,1
event,25,paper,1
event,25,sales,1
event,25,sated,1
event,25,space,1
event,25,stand,1
event,25,state,1
event,25,track,1
merit,27,badge,21
merit,27,award,18
merit,27,worth,18
merit,27,value,8
merit,27,honor,7
merit,27,medal,5
merit,27,piano,2
merit,27,point,2
merit,27,skill,2
merit,27,based,1
merit,27,bonus,1
merit,27,favor,1
merit,27,glory,1
merit,27,grace,1
merit,27,Honor,1
merit,27,level,1
merit,27,light,1
merit,27,noble,1
merit,27,order,1
merit,27,pride,1
merit,27,prize,1
merit,27,raise,1
merit,27,smart,1
merit,27,stars,1
merit,27,stick,1
merit,27,study,1
merit,27,valor,1
twist,26,dance,32
twist,26,shout,25
twist,26,lemon,7
twist,26,wring,5
twist,26,screw,3
twist,26,shake,3
twist,26,twirl,3
twist,26,ankle,2
twist,26,candy,2
twist,26,knife,2
twist,26,again,1
twist,26,angle,1
twist,26,braid,1
twist,26,bread,1
twist,26,chips,1
twist,26,drink,1
twist,26,first,1
twist,26,hands,1
twist,26,messy,1
twist,26,metal,1
twist,26,poker,1
twist,26,round,1
twist,26,storm,1
twist,26,swirl,1
twist,26,twine,1
twist,26,wrist,1
flood,27,water,77
flood,27,river,9
flood,27,plain,5
flood,27,death,4
flood,27,Bible,3
flood,27,drown,3
flood,27,ocean,3
flood,27,flash,2
flood,27,house,2
flood,27,levee,2
flood,27,surge,2
flood,27,tears,2
flood,27,banks,1
flood,27,break,1
flood,27,dirty,1
flood,27,flour,1
flood,27,gates,1
flood,27,ideas,1
flood,27,level,1
flood,27,plane,1
flood,27,plant,1
flood,27,ruins,1
flood,27,shore,1
flood,27,snake,1
flood,27,tidal,1
flood,27,trees,1
flood,27,whale,1
facts,26,truth,41
facts,26,proof,5
facts,26,logic,3
facts,26,right,3
facts,26,words,3
facts,26,ideas,2
facts,26,solid,2
facts,26,study,2
facts,26,basic,1
facts,26,books,1
facts,26,chart,1
facts,26,deeds,1
facts,26,FALSE,1
facts,26,graph,1
facts,26,hints,1
facts,26,honor,1
facts,26,known,1
facts,26,ma'am,1
facts,26,notes,1
facts,26,print,1
facts,26,prove,1
facts,26,sheet,1
facts,26,smart,1
facts,26,story,1
facts,26,value,1
facts,26,wrong,1
sober,28,drunk,49
sober,28,drink,11
sober,28,clean,6
sober,28,clear,5
sober,28,awake,4
sober,28,drugs,4
sober,28,alert,3
sober,28,quiet,3
sober,28,drive,2
sober,28,party,2
sober,28,alone,1
sober,28,aware,1
sober,28,drank,1
sober,28,facts,1
sober,28,fresh,1
sober,28,grave,1
sober,28,happy,1
sober,28,judge,1
sober,28,lucid,1
sober,28,plain,1
sober,28,smart,1
sober,28,space,1
sober,28,steps,1
sober,28,super,1
sober,28,tipsy,1
sober,28,tired,1
sober,28,vodka,1
sober,28,water,1
manor,30,house,57
manor,30,large,5
manor,30,villa,3
manor,30,baron,2
manor,30,brick,2
manor,30,fancy,2
manor,30,grand,2
manor,30,hotel,2
manor,30,style,2
manor,30,Wayne,2
manor,30,abbey,1
manor,30,black,1
manor,30,boots,1
manor,30,chaos,1
manor,30,class,1
manor,30,dress,1
manor,30,elite,1
manor,30,grace,1
manor,30,horse,1
manor,30,lords,1
manor,30,major,1
manor,30,minor,1
manor,30,money,1
manor,30,ranch,1
manor,30,slave,1
manor,30,small,1
manor,30,space,1
manor,30,state,1
manor,30,trait,1
manor,30,trees,1
purse,29,money,37
purse,29,woman,12
purse,29,women,5
purse,29,coins,4
purse,29,steal,3
purse,29,carry,2
purse,29,close,2
purse,29,coach,2
purse,29,nurse,2
purse,29,pouch,2
purse,29,angry,1
purse,29,black,1
purse,29,brown,1
purse,29,bulky,1
purse,29,cards,1
purse,29,color,1
purse,29,items,1
purse,29,jewel,1
purse,29,power,1
purse,29,press,1
purse,29,prize,1
purse,29,shiny,1
purse,29,shoes,1
purse,29,small,1
purse,29,store,1
purse,29,stuff,1
purse,29,thief,1
purse,29,tight,1
purse,29,Zelda,1
least,26,small,14
least,26,yeast,9
least,26,worst,8
least,26,fewer,4
least,26,beast,2
least,26,empty,2
least,26,lease,2
least,26,among,1
least,26,feast,1
least,26,final,1
least,26,Imgur,1
least,26,Jesus,1
least,26,leash,1
least,26,minor,1
least,26,minus,1
least,26,money,1
least,26,mouse,1
least,26,often,1
least,26,order,1
least,26,paper,1
least,26,photo,1
least,26,short,1
least,26,these,1
least,26,under,1
least,26,unfed,1
least,26,worth,1
blend,30,fruit,8
blend,30,juice,3
blend,30,color,2
blend,30,cream,2
blend,30,drink,2
blend,30,match,2
blend,30,mixer,2
blend,30,puree,2
blend,30,whisk,2
blend,30,words,2
blend,30,blade,1
blend,30,blind,1
blend,30,churn,1
blend,30,crowd,1
blend,30,fries,1
blend,30,grind,1
blend,30,mango,1
blend,30,metal,1
blend,30,mince,1
blend,30,mouse,1
blend,30,music,1
blend,30,noise,1
blend,30,races,1
blend,30,shake,1
blend,30,smear,1
blend,30,sound,1
blend,30,steal,1
blend,30,swirl,1
blend,30,unite,1
blend,30,Whisk,1
knife,31,sharp,46
knife,31,blade,12
knife,31,spoon,9
knife,31,slice,5
knife,31,steak,4
knife,31,blood,3
knife,31,metal,3
knife,31,steel,3
knife,31,board,2
knife,31,bread,2
knife,31,point,2
knife,31,shiny,2
knife,31,sword,2
knife,31,Bevel,1
knife,31,Bowie,1
knife,31,carve,1
knife,31,death,1
knife,31,elves,1
knife,31,facto,1
knife,31,fight,1
knife,31,heart,1
knife,31,knave,1
knife,31,light,1
knife,31,movie,1
knife,31,Parry,1
knife,31,plate,1
knife,31,scary,1
knife,31,shear,1
knife,31,shout,1
knife,31,table,1
knife,31,wound,1
theft,26,steal,39
theft,26,thief,20
theft,26,crime,15
theft,26,wrong,4
theft,26,black,3
theft,26,crook,3
theft,26,heist,3
theft,26,money,3
theft,26,taken,3
theft,26,grand,2
theft,26,stole,2
theft,26,anger,1
theft,26,armed,1
theft,26,arson,1
theft,26,brick,1
theft,26,cloth,1
theft,26,Filch,1
theft,26,graft,1
theft,26,house,1
theft,26,jewel,1
theft,26,night,1
theft,26,order,1
theft,26,rogue,1
theft,26,scary,1
theft,26,shirt,1
theft,26,sneak,1
glory,36,honor,11
glory,36,pride,8
glory,36,power,7
glory,36,blood,4
glory,36,light,4
glory,36,angel,2
glory,36,fight,2
glory,36,movie,2
glory,36,armor,1
glory,36,auger,1
glory,36,award,1
glory,36,Bible,1
glory,36,black,1
glory,36,boast,1
glory,36,Buffy,1
glory,36,Cesar,1
glory,36,cheer,1
glory,36,curse,1
glory,36,faded,1
glory,36,flame,1
glory,36,glass,1
glory,36,grace,1
glory,36,great,1
glory,36,happy,1
glory,36,Honor,1
glory,36,horde,1
glory,36,horse,1
glory,36,manly,1
glory,36,music,1
glory,36,proud,1
glory,36,shame,1
glory,36,shine,1
glory,36,shone,1
glory,36,stars,1
glory,36,valor,1
glory,36,worry,1
charm,33,lucky,13
charm,33,smile,12
charm,33,spell,6
charm,33,magic,5
charm,33,suave,5
charm,33,candy,3
charm,33,flirt,3
charm,33,happy,2
charm,33,heart,2
charm,33,shiny,2
charm,33,bling,1
charm,33,blush,1
charm,33,chasm,1
charm,33,dance,1
charm,33,fairy,1
charm,33,fancy,1
charm,33,Irish,1
charm,33,jewel,1
charm,33,jokes,1
charm,33,money,1
charm,33,piece,1
charm,33,poise,1
charm,33,rogue,1
charm,33,skill,1
charm,33,slick,1
charm,33,sweet,1
charm,33,timid,1
charm,33,trick,1
charm,33,witch,1
charm,33,witty,1
charm,33,woman,1
charm,33,women,1
charm,33,youth,1
noble,33,royal,13
noble,33,proud,10
noble,33,brave,7
noble,33,regal,7
noble,33,queen,4
noble,33,honor,3
noble,33,house,3
noble,33,prize,3
noble,33,steed,3
noble,33,count,2
noble,33,lofty,2
noble,33,armor,1
noble,33,birth,1
noble,33,blood,1
noble,33,breed,1
noble,33,cause,1
noble,33,giant,1
noble,33,grand,1
noble,33,heavy,1
noble,33,horse,1
noble,33,lions,1
noble,33,manly,1
noble,33,march,1
noble,33,metal,1
noble,33,moral,1
noble,33,Nobel,1
noble,33,pride,1
noble,33,right,1
noble,33,rogue,1
noble,33,Roman,1
noble,33,shine,1
noble,33,sword,1
noble,33,water,1
birds,26,wings,15
birds,26,flock,7
birds,26,trees,7
birds,26,avian,5
birds,26,crows,4
birds,26,beaks,3
birds,26,robin,3
birds,26,tweet,3
birds,26,chirp,2
birds,26,color,2
birds,26,eagle,2
birds,26,seeds,2
birds,26,songs,2
birds,26,angry,1
birds,26,brown,1
birds,26,girls,1
birds,26,happy,1
birds,26,hawks,1
birds,26,movie,1
birds,26,nests,1
birds,26,sauce,1
birds,26,small,1
birds,26,sweep,1
birds,26,turds,1
birds,26,women,1
birds,26,words,1
plaza,34,Italy,9
plaza,34,place,9
plaza,34,hotel,7
plaza,34,pizza,5
plaza,34,space,5
plaza,34,crowd,2
plaza,34,shops,2
plaza,34,store,2
plaza,34,trees,2
plaza,34,arena,1
plaza,34,birds,1
plaza,34,bread,1
plaza,34,brick,1
plaza,34,clean,1
plaza,34,color,1
plaza,34,court,1
plaza,34,delay,1
plaza,34,field,1
