0.14079,0.404,1.0761,1.112,0.0092164,1.3021,0.93231,0.1168,0.10473
3.0879,4.0146,4.6738,5.2751,0.50705,0.045627,3.7738,0.060833,0.023752
2.9307,3.0479,3.0982,3.4344,0.58849,0.020319,2.9024,-0.32894,0.13489
4.1751,4.1904,3.4967,3.8345,1.5905,0.020011,3.1147,-0.033517,0.15141
3.0706,3.1958,3.168,3.8376,0.82591,0.15393,4.0979,-0.32786,3.7477e-08
4.3862,4.3928,2.2734,1.9299,1.0064,0.036236,2.9746,-0.018464,0.027524
3.2914,3.5071,4.2965,3.1752,0.74163,0.11858,2.6114,-0.24258,0.040363
4.3686,4.6453,4.8814,5.158,1.1206,0.020004,4.5084,-0.22778,4.0516e-06
2.8064,2.9846,1.5571,0.10105,0.93395,0.020012,2.1992,-0.32491,0.13199
2.8523,2.8798,6.1236,5.7681,0.64316,0.065623,4.5167,-0.14364,1.2827e-07
3.7345,3.5375,2.4954,2.7086,0.7569,0.037369,2.9334,-0.29709,0.004906
4.4703,4.3138,4.1226,4.2761,0.5967,0.049126,4.5088,-0.24272,0.085014
0.14023,1.4347,7.7384,2.5473,1.1801,0.020001,0.81256,0.1168,0.038249
2.2014,2.2014,2.2111,0.36371,0.82597,0.059039,1.4175,-0.11376,0.105
2.1126,2.0998,3.6813,3.9401,1.1921e-05,0.020017,2.4662,-0.09066,0.0030234
2.3269,2.428,0.77251,1.078,0.4534,0.024267,3.0429,-0.29305,0.0065656
3.1843,3.2426,3.783,3.6351,0.6677,0.022837,4.3696,-0.27954,0.085
3.0857,3.1236,2.1867,2.3739,1.4884,0.027828,1.6796,-0.17601,0.11419
2.4266,2.6156,1.0862,1.3497,0.96479,0.3458,1.4781,-0.23671,0.094994
