participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 885.6585, 0.14002, 0, 0.27308, 1.0652, 0, 0, -0.068814, 0.018763, 0
1, Thresh, 884.1727, 3.8891, 0, 0, 5.0909, 0.95027, 0.030944, -0.10556, 0.23733, 0
1, Hybrid, 891.0629, 4.0734, 0, 0.24736, 5.5004, 1.0154, 0.028434, -0.055288, 0.033865, 0
2, Cont, 2212.5196, 1.1897, 0, 0.33702, 2.0127, 0, 0, 0.088662, 0.063203, 0
2, Thresh, 1977.1613, 3.08, 0, 0, 4.0661, 1.9601, 0.64745, -0.11259, 5.5738e-05, 0
2, Hybrid, 1960.926, 3.6678, 0, 0.70401, 5.5012, 2.0197, 0.69784, -0.29912, 0.080654, 0
3, Cont, 1865.8822, 0.8922, 0, 0.0011562, 1.2183, 0, 0, -0.032071, 0.15361, 0
3, Thresh, 1743.8584, 2.8243, 0, 0, 2.1337, 1.2537, 0.52194, -0.056289, 0.010661, 0
3, Hybrid, 1749.4982, 2.9822, 0, 0.40394, 2.21, 1.239, 0.52322, -0.049146, 0.014916, 0
4, Cont, 3720.3457, 1.7392, 0, 1.3103, 1.5867, 0, 0, 0.0914, 0.26915, 0
4, Thresh, 3155.1667, 5.6549, 0, 0, 4.1135, 1.4741, 0.49047, -0.044548, 0.11025, 0
4, Hybrid, 3165.3949, 5.5779, 0, 0.070872, 4.0607, 1.4738, 0.49071, -0.027461, 0.085363, 0
5, Cont, 2195.9905, 1.1542, 0, 0.60637, 1.7279, 0, 0, 0.0088306, 0.10243, 0
5, Thresh, 1985.5651, 2.9144, 0, 0, 3.0564, 1.6763, 0.60625, -0.11268, 0.022226, 0
5, Hybrid, 1991.832, 2.956, 0, 0.20208, 3.0837, 1.6744, 0.60996, -0.10791, 0.00053481, 0
6, Cont, 1546.3843, 0.63732, 0, 0.98809, 0.89449, 0, 0, 0.19094, 0.27957, 0
6, Thresh, 1502.0093, 4.7986, 0, 0, 1.5758, 0.8757, 0.22984, 0.19455, 0.20134, 0
6, Hybrid, 1512.0165, 4.4883, 0, 0.00046853, 1.6118, 0.90449, 0.24123, 0.20519, 0.14421, 0
7, Cont, 1402.9067, 1.6158, 0, 0.38106, 1.1922, 0, 0, -0.10223, 0.26263, 0
7, Thresh, 1279.4468, 3.7172, 0, 0, 2.1586, 1.2709, 0.65025, -0.12595, 0.068084, 0
7, Hybrid, 1273.4671, 3.8405, 0, 0.14195, 1.9393, 1.2231, 0.65486, -0.13047, 0.20011, 0
