participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 934.581, 0.52241, 0, 3, 2.9679, 0, 0, -0.22358, 6.2174e-06, 0
1, Thresh, 940.8769, 5.6673, 0, 0, 3.8936, 1.2405, 0.031747, -0.20815, 0.023441, 0
1, Hybrid, 946.2237, 5.8858, 0, 0.43788, 4.0582, 1.2409, 0.032227, -0.20817, 0.005278, 0
2, Cont, 2214.8189, 1.1876, 0, 0.33404, 2.038, 0, 0, 0.051827, 0.11266, 0
2, Thresh, 1974.0592, 3.1048, 0, 0, 4.4467, 2.0448, 0.65388, -0.23476, 0.046257, 0
2, Hybrid, 1963.2438, 3.5681, 0, 0.62569, 5.4983, 2.0521, 0.69435, -0.30282, 0.019856, 0
3, Cont, 1923.3119, 1.4517, 0, 1.6041, 1.9581, 0, 0, -0.17498, 0.22146, 0
3, Thresh, 1768.8139, 2.9472, 0, 0, 2.5221, 1.3905, 0.52881, -0.16421, 0.019318, 0
3, Hybrid, 1774.6095, 3.0132, 0, 0.21699, 2.3807, 1.3369, 0.5287, -0.20907, 0.22823, 0
4, Cont, 3813.1562, 1.7195, 0, 1.4171, 2.0849, 0, 0, -0.007027, 0.12708, 0
4, Thresh, 3150.1606, 6.002, 0, 0, 4.2135, 1.4509, 0.48664, -0.063326, 0.1989, 0
4, Hybrid, 3167.4539, 5.6852, 0, 0.1717, 4.1824, 1.4838, 0.49125, -0.044425, 0.10028, 0
5, Cont, 2220.6568, 1.2086, 0, 0.69912, 1.806, 0, 0, 0.0048518, 0.077047, 0
5, Thresh, 2016.1511, 2.8582, 0, 0, 2.8815, 1.6506, 0.60818, -0.070958, 0.011308, 0
5, Hybrid, 2022.1917, 2.9462, 0, 0.23872, 3.0114, 1.6641, 0.61057, -0.096345, 0.037058, 0
6, Cont, 1703.5909, 1.0335, 0, 2.999, 2.3521, 0, 0, 0.026123, 0.1272, 0
6, Thresh, 1676.1226, 4.674, 0, 0, 2.4248, 1.1475, 0.27042, 0.015788, 0.19481, 0
6, Hybrid, 1683.2771, 4.4855, 0, 0.080281, 2.3939, 1.1574, 0.27405, 0.023471, 0.15182, 0
7, Cont, 1472.3098, 2.5049, 0, 1.7551, 2.1826, 0, 0, -0.20839, 0.18956, 0
7, Thresh, 1296.4166, 3.6677, 0, 0, 2.428, 1.3809, 0.67705, -0.22598, 0.11064, 0
7, Hybrid, 1301.1445, 3.8319, 0, 5.6454e-06, 2.466, 1.3819, 0.66255, -0.22569, 0.13235, 0
8, Cont, 1246.2226, 2.087, 0, 0.034658, 2.2442, 0, 0, -0.14693, 0.14403, 0
8, Thresh, 591.6719, 4.6891, 0, 0, 5.5057, 1.8107, 0.84927, -0.36756, 0.010179, 0
8, Hybrid, 599.3506, 4.7734, 0, 0.27542, 5.5077, 1.7895, 0.85021, -0.34877, 0.0074404, 0
9, Cont, 2183.1769, 0.1065, 0, 0.32982, 1.2341, 0, 0, -0.20543, 5.0754e-05, 0
9, Thresh, 2190.4696, 1.6745, 0, 0, 1.5946, 1.2099, 0.11479, -0.20558, 0.0095026, 0
9, Hybrid, 2205.0346, 5.1322, 0, 0.61954, 3.4218, 1.2161, 0.023048, -0.20546, 0.003747, 0
10, Cont, 1977.8438, 1.3607, 0, 0.0011886, 3.5049, 0, 0, -0.34962, 0.057029, 0
10, Thresh, 1762.3118, 1.9104, 0, 0, 4.6848, 2.4423, 0.93114, -0.45514, 0.020531, 0
10, Hybrid, 1870.8091, 1.7528, 0, 1.6368e-06, 4.0104, 2.0652, 0.9275, -0.22851, 0.00044747, 0
11, Cont, 1907.2834, 2.5399, 0, 2.9433, 2.5405, 0, 0, -0.22112, 0.18695, 0
11, Thresh, 1744.2617, 4.4878, 0, 0, 3.1325, 1.2413, 0.36842, -0.2257, 0.066527, 0
11, Hybrid, 1749.548, 3.9075, 0, 4.0891e-06, 2.7071, 1.2212, 0.38806, -0.22501, 0.1098, 0
12, Cont, 1579.7214, 1.6263, 0, 0.52243, 1.5559, 0, 0, 0.010335, 0.29654, 0
12, Thresh, 1019.9685, 4.9629, 0, 0, 4.0268, 1.3658, 0.68579, -0.047385, 0.127, 0
12, Hybrid, 1025.0567, 5.1562, 0, 0.32493, 4.2066, 1.3709, 0.68802, -0.045821, 0.10569, 0
13, Cont, 1748.7418, 0.091652, 0, 0.052539, 1.1038, 0, 0, -0.22075, 0.0011646, 0
13, Thresh, 1745.8568, 1.8855, 0, 0, 1.3151, 1.1097, 0.087826, -0.22075, 0.026374, 0
13, Hybrid, 1739.2765, 5.3301, 0, 0.36633, 2.2156, 1.1133, 0.080177, -0.22075, 0.016021, 0
15, Cont, 2077.1309, 0.1494, 0, 0.21887, 1.2257, 0, 0, -0.19287, 0.056476, 0
15, Thresh, 2057.6939, 3.4934, 0, 0, 2.392, 1.2097, 0.11714, -0.19305, 0.052894, 0
15, Hybrid, 2064.0453, 3.5783, 0, 0.0075123, 2.4228, 1.2044, 0.11524, -0.20509, 0.083094, 0
