participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 886.0881, 0.13841, 0, 0.30204, 1.0645, 0, 0, -0.083979, 0.057876, 0
1, Thresh, 885.8233, 3.8161, 0, 0, 5.1964, 1.0107, 0.028617, -0.053186, 0.014115, 0
1, Hybrid, 890.8787, 4.0755, 0, 0.103, 5.5005, 1.0131, 0.028224, -0.054084, 0.018546, 0
2, Cont, 2210.5064, 1.173, 0, 0.29701, 1.9497, 0, 0, 0.073318, 0.16116, 0
2, Thresh, 1974.0118, 3.0994, 0, 0, 4.4384, 2.048, 0.65521, -0.21783, 0.011886, 0
2, Hybrid, 1971.9237, 3.2593, 0, 0.39103, 4.6443, 2.0181, 0.66724, -0.20016, 4.6846e-06, 0
3, Cont, 1859.5129, 0.95288, 0, 0.16682, 1.1912, 0, 0, -0.056479, 0.24908, 0
3, Thresh, 1743.859, 2.8295, 0, 0, 2.1367, 1.2543, 0.52144, -0.056154, 0.0099101, 0
3, Hybrid, 1749.4905, 2.9669, 0, 0.39173, 2.1842, 1.2309, 0.5216, -0.043754, 0.00095411, 0
4, Cont, 3720.8394, 1.8939, 0, 1.5082, 1.6747, 0, 0, 0.074944, 0.30442, 0
4, Thresh, 3142.0215, 5.9993, 0, 0, 4.101, 1.4284, 0.483, -0.04524, 0.19655, 0
4, Hybrid, 3159.3904, 5.7171, 0, 0.071205, 4.0215, 1.4478, 0.4841, -0.02772, 0.1284, 0
5, Cont, 2197.4395, 1.1639, 0, 0.62472, 1.7496, 0, 0, 0.0094219, 0.077497, 0
5, Thresh, 1985.5622, 2.9059, 0, 0, 3.0516, 1.6744, 0.60598, -0.11215, 0.027936, 0
5, Hybrid, 1991.8988, 2.9259, 0, 0.030221, 3.093, 1.6849, 0.60565, -0.12933, 0.037933, 0
6, Cont, 1544.3558, 0.8427, 0, 2.0194, 1.1194, 0, 0, 0.18879, 0.21191, 0
6, Thresh, 1511.5024, 5.8575, 0, 0, 1.8099, 0.88366, 0.21526, 0.17759, 0.24537, 0
6, Hybrid, 1515.1145, 4.6636, 0, 0.24557, 1.6259, 0.90213, 0.23657, 0.18641, 0.17792, 0
7, Cont, 1431.3933, 1.8807, 0, 0.94879, 1.4356, 0, 0, -0.060563, 0.05932, 0
7, Thresh, 1279.3705, 3.6835, 0, 0, 2.1475, 1.2647, 0.65484, -0.12572, 0.06221, 0
7, Hybrid, 1283.8833, 3.9895, 0, 0.58415, 2.3523, 1.2483, 0.65499, -0.1072, 6.0923e-06, 0
8, Cont, 1245.5873, 2.1143, 0, 0.20133, 2.1634, 0, 0, -0.046129, 0.025183, 0
8, Thresh, 592.3095, 4.7488, 0, 0, 5.5038, 1.7973, 0.84631, -0.35379, 0.00030651, 0
8, Hybrid, 599.6538, 4.8358, 0, 0.28906, 5.5037, 1.761, 0.85017, -0.33354, 0.0063773, 0
9, Cont, 2063.5153, 0.1412, 0, 1.2274, 1.2156, 0, 0, -0.085975, 0.026029, 0
9, Thresh, 2064.5373, 2.9066, 0, 0, 4.2262, 0.98101, 0.021344, -0.071426, 0.062786, 0
9, Hybrid, 2065.5072, 1.4976, 0, 0.16082, 1.6598, 0.96139, 0.093282, -0.053229, 0.03938, 0
10, Cont, 1976.5558, 1.3938, 0, 0.13643, 3.5927, 0, 0, -0.34832, 9.838e-06, 0
10, Thresh, 1767.8333, 1.8482, 0, 0, 4.5341, 2.1318, 0.93735, -0.44635, 0.018821, 0
10, Hybrid, 1825.7129, 1.8054, 0, 5.2531e-06, 4.2471, 2.2754, 0.92168, -0.33258, 0.0034284, 0
11, Cont, 1778.3581, 0.8438, 0, 0.58179, 1.1114, 0, 0, -0.059734, 0.076375, 0
11, Thresh, 1636.734, 4.3324, 0, 0, 2.3841, 1.0057, 0.35105, -0.074551, 0.093779, 0
11, Hybrid, 1630.5631, 4.7795, 0, 0.2033, 2.2933, 0.94373, 0.33923, -0.091274, 0.25233, 0
12, Cont, 1481.6256, 1.752, 0, 0.13929, 1.1903, 0, 0, 0.09408, 0.4998, 0
12, Thresh, 1018.6327, 4.9599, 0, 0, 3.9632, 1.3509, 0.68585, -0.034818, 0.11131, 0
12, Hybrid, 1025.9319, 4.9726, 0, 0.2108, 4.0837, 1.3717, 0.68946, -0.030078, 0.07614, 0
13, Cont, 1534.1695, 0.16838, 0, 2.9257, 1.3364, 0, 0, -0.086031, 0.0041519, 0
13, Thresh, 1548.2298, 3.3326, 0, 0, 5.475, 0.83091, 0.01562, -0.051659, 0.0058549, 0
13, Hybrid, 1571.2933, 1.995, 0, 0.59685, 0.76951, 0.8524, 0.038725, -0.051673, 0.033855, 0
15, Cont, 1849.6261, 0.23377, 0, 1.6479, 1.0446, 0, 0, -0.071574, 0.33039, 0
15, Thresh, 1890.0829, 3.5235, 0, 0, 1.9774, 0.97717, 0.082106, -0.041477, 0.076253, 0
15, Hybrid, 1881.8614, 0.30223, 0, 0.1804, 0.94656, 0.89064, 0.60603, -0.054719, 0.21895, 0
16, Cont, 1966.189, 0.99908, 0, 0.0087464, 1.4959, 0, 0, 0.093732, 0.075094, 0
16, Thresh, 1824.0853, 2.5432, 0, 0, 2.6717, 1.4842, 0.61799, -0.011478, 0.00076029, 0
16, Hybrid, 1822.6479, 3.1259, 0, 0.70135, 3.1815, 1.4447, 0.62249, -0.016466, 0.03845, 0
17, Cont, 2000.9882, 0.14391, 0, 0.69529, 1.4483, 0, 0, 0.033438, 0.11014, 0
17, Thresh, 2013.0905, 4.1021, 0, 0, 2.8605, 1.3737, 0.034689, -0.051928, 0.21184, 0
17, Hybrid, 2014.0689, 1.7387, 0, 3.4469e-05, 1.9523, 1.3786, 0.10293, 0.03652, 0.0099783, 0
18, Cont, 2057.1209, 1.1366, 0, 0.04949, 1.4306, 0, 0, 0.19171, 0.27961, 0
18, Thresh, 1832.0554, 2.8614, 0, 0, 2.9987, 1.4561, 0.64729, 0.10492, 0.038281, 0
18, Hybrid, 1836.2666, 3.7622, 0, 0.70261, 4.1911, 1.5652, 0.65353, -0.041782, 0.10133, 0
19, Cont, 1615.9193, 0.52514, 0, 0.17761, 0.92783, 0, 0, -0.03512, 0.0075063, 0
19, Thresh, 1535.8041, 4.1841, 0, 0, 2.6206, 0.86342, 0.20083, -0.034717, 0.011708, 0
19, Hybrid, 1541.9635, 4.2116, 0, 0.13829, 2.638, 0.86333, 0.20092, -0.034717, 0.0083532, 0
20, Cont, 1606.6212, 0.49896, 0, 0.16085, 0.8514, 0, 0, -0.072295, 0.033753, 0
20, Thresh, 1545.1399, 2.1767, 0, 0, 1.7404, 0.75573, 0.20598, -0.068019, 0.027924, 0
20, Hybrid, 1551.1932, 2.2972, 0, 0.34203, 1.7998, 0.75534, 0.20617, -0.068019, 0.03188, 0
