participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 894.7012, 0.14722, 0, 0.76291, 1.2268, 0, 0, -0.13599, 0.033952, 0
1, Thresh, 906.2297, 5.8586, 0, 0, 3.5393, 1.1351, 0.026287, -0.12429, 0.0010174, 0
1, Hybrid, 909.4553, 3.8738, 0, 0.21401, 5.4983, 1.1232, 0.022514, -0.12293, 3.38e-05, 0
2, Cont, 2209.4829, 1.1618, 0, 0.28859, 1.9312, 0, 0, 0.054275, 0.26077, 0
2, Thresh, 1974.0134, 3.0987, 0, 0, 4.4338, 2.0444, 0.65336, -0.21756, 0.027674, 0
2, Hybrid, 1980.0846, 3.1013, 0, 0.0494, 4.4447, 2.0459, 0.65475, -0.21779, 0.029078, 0
3, Cont, 1883.2787, 1.0423, 0, 0.72861, 1.4071, 0, 0, -0.090099, 0.16552, 0
3, Thresh, 1747.0416, 2.8716, 0, 0, 2.2439, 1.2959, 0.52295, -0.086006, 0.011758, 0
3, Hybrid, 1752.5183, 3.0108, 0, 0.361, 2.3304, 1.2922, 0.52499, -0.085881, 0.0002631, 0
4, Cont, 3731.7569, 1.7499, 0, 1.3559, 1.6898, 0, 0, 0.068668, 0.24658, 0
4, Thresh, 3160.2925, 5.4964, 0, 0, 4.0462, 1.4833, 0.49157, -0.026769, 0.059376, 0
4, Hybrid, 3162.2588, 5.6567, 0, 0.064327, 3.995, 1.4509, 0.48736, -0.024016, 0.11088, 0
5, Cont, 2205.2556, 1.1238, 0, 0.53415, 1.6083, 0, 0, 0.11046, 0.026503, 0
5, Thresh, 1985.6132, 2.9372, 0, 0, 3.0729, 1.6741, 0.60474, -0.1291, 0.044804, 0
5, Hybrid, 1991.7861, 2.9217, 0, 0.074966, 3.0683, 1.6745, 0.6052, -0.11271, 0.013452, 0
6, Cont, 1607.4823, 1.0133, 0, 2.9236, 1.7753, 0, 0, 0.10698, 0.1907, 0
6, Thresh, 1582.1925, 4.531, 0, 0, 1.9462, 1.0313, 0.26203, 0.10517, 0.19, 0
6, Hybrid, 1588.8529, 4.642, 0, 0.24535, 1.9609, 1.0262, 0.26177, 0.1014, 0.20328, 0
7, Cont, 1492.0824, 1.4453, 0, 0.01604, 1.392, 0, 0, -0.10829, 0.0322, 0
7, Thresh, 1281.2331, 3.6837, 0, 0, 2.2436, 1.2989, 0.65924, -0.14189, 0.055349, 0
7, Hybrid, 1277.9971, 3.8263, 0, 0.086072, 2.154, 1.2865, 0.65862, -0.17491, 0.18337, 0
8, Cont, 1238.8297, 2.2176, 0, 0.333, 2.1869, 0, 0, -0.078042, 0.11617, 0
8, Thresh, 591.6705, 4.6829, 0, 0, 5.5056, 1.8077, 0.84824, -0.36805, 0.0022771, 0
8, Hybrid, 598.4532, 4.7535, 0, 0.15452, 5.5057, 1.8001, 0.84736, -0.35204, 0.01322, 0
9, Cont, 2101.5001, 0.068626, 0, 2.2278e-06, 1.0961, 0, 0, -0.12207, 0.038615, 0
9, Thresh, 2109.4646, 4.3291, 0, 0, 2.6016, 1.1081, 0.015884, -0.12119, 0.022737, 0
9, Hybrid, 2132.6704, 5.9956, 0, 0.14778, 5.5001, 1.1097, 0.0012892, -0.16239, 0.10593, 0
10, Cont, 1973.9241, 1.5923, 0, 0.35953, 3.9431, 0, 0, -0.34986, 0.016688, 0
10, Thresh, 1762.307, 1.9082, 0, 0, 4.6846, 2.4453, 0.93039, -0.45651, 0.031121, 0
10, Hybrid, 1764.3305, 2.1821, 0, 0.31482, 5.1789, 2.4474, 0.92963, -0.45987, 0.015539, 0
11, Cont, 1858.3632, 0.83721, 0, 0.96874, 1.3253, 0, 0, -0.11258, 0.04236, 0
11, Thresh, 1687.3008, 4.2181, 0, 0, 2.7382, 1.1605, 0.37449, -0.13862, 0.030103, 0
11, Hybrid, 1680.5098, 4.2771, 0, 0.026163, 2.3539, 1.0697, 0.37419, -0.16118, 0.24017, 0
12, Cont, 1536.6726, 1.5435, 0, 0.045785, 1.4442, 0, 0, 0.093318, 0.16101, 0
