"condition","recog_rating","recog_RT","target_angle","response_angle","response_error","response_RT","participant"
2,"1",1.9517,NA,NA,NA,NA,11
1,"1",0.6508,NA,NA,NA,NA,11
2,"3",1.4546,NA,NA,NA,NA,11
1,"1",0.8133,NA,NA,NA,NA,11
2,"1",1.2695,NA,NA,NA,NA,11
2,"1",0.8474,NA,NA,NA,NA,11
1,"1",1.008,NA,NA,NA,NA,11
1,"1",0.8642,NA,NA,NA,NA,11
1,"1",0.8184,NA,NA,NA,NA,11
1,"1",0.8427,NA,NA,NA,NA,11
1,"1",0.8543,NA,NA,NA,NA,11
2,"1",0.8173,NA,NA,NA,NA,11
1,"1",0.828,NA,NA,NA,NA,11
1,"1",1.5052,NA,NA,NA,NA,11
1,"1",0.6829,NA,NA,NA,NA,11
2,"1",1.7425,NA,NA,NA,NA,11
1,"1",0.7309,NA,NA,NA,NA,11
2,"2",1.4275,NA,NA,NA,NA,11
2,"1",0.8546,NA,NA,NA,NA,11
1,"1",0.7476,NA,NA,NA,NA,11
2,"1",0.8489,NA,NA,NA,NA,11
2,"1",0.7435,NA,NA,NA,NA,11
1,"1",0.7502,NA,NA,NA,NA,11
1,"2",1.0086,NA,NA,NA,NA,11
2,"1",1.0377,NA,NA,NA,NA,11
1,"1",1.2909,NA,NA,NA,NA,11
2,"1",0.6584,NA,NA,NA,NA,11
2,"1",0.7987,NA,NA,NA,NA,11
1,"2",0.8705,NA,NA,NA,NA,11
1,"1",1.0059,NA,NA,NA,NA,11
1,"1",0.7116,NA,NA,NA,NA,11
2,"1",0.8218,NA,NA,NA,NA,11
1,"2",2.0657,NA,NA,NA,NA,11
2,"1",6.3232,NA,NA,NA,NA,11
2,"1",0.7172,NA,NA,NA,NA,11
2,"1",0.5931,NA,NA,NA,NA,11
1,"1",0.6323,NA,NA,NA,NA,11
1,"2",0.876,NA,NA,NA,NA,11
2,"1",0.6594,NA,NA,NA,NA,11
2,"1",0.9291,NA,NA,NA,NA,11
1,"2",1.0382,NA,NA,NA,NA,11
2,"1",0.7012,NA,NA,NA,NA,11
1,"1",0.942,NA,NA,NA,NA,11
1,"1",0.8578,NA,NA,NA,NA,11
2,"1",0.7464,NA,NA,NA,NA,11
2,"1",1.3068,NA,NA,NA,NA,11
1,"1",0.6545,NA,NA,NA,NA,11
1,"1",1.6072,NA,NA,NA,NA,11
2,"1",0.7581,NA,NA,NA,NA,11
2,"1",0.7814,NA,NA,NA,NA,11
1,"2",1.0487,NA,NA,NA,NA,11
2,"5",2.7245,NA,NA,NA,NA,11
1,"1",0.7146,NA,NA,NA,NA,11
1,"1",0.7065,NA,NA,NA,NA,11
1,"1",0.5742,NA,NA,NA,NA,11
1,"1",0.7338,NA,NA,NA,NA,11
2,"1",0.6449,NA,NA,NA,NA,11
2,"1",0.6187,NA,NA,NA,NA,11
1,"1",0.6997,NA,NA,NA,NA,11
2,"1",0.6244,NA,NA,NA,NA,11
2,"1",0.7084,NA,NA,NA,NA,11
1,"1",0.7248,NA,NA,NA,NA,11
1,"1",0.8753,NA,NA,NA,NA,11
1,"1",0.6335,NA,NA,NA,NA,11
2,"1",1.3833,NA,NA,NA,NA,11
1,"2",1.9695,NA,NA,NA,NA,11
1,"1",0.8934,NA,NA,NA,NA,11
1,"1",2.1183,NA,NA,NA,NA,11
1,"1",0.8255,NA,NA,NA,NA,11
2,"1",0.7249,NA,NA,NA,NA,11
2,"1",0.666,NA,NA,NA,NA,11
1,"1",0.7064,NA,NA,NA,NA,11
1,"2",1.1378,NA,NA,NA,NA,11
2,"1",1.6929,NA,NA,NA,NA,11
1,"1",0.7807,NA,NA,NA,NA,11
2,"1",1.5945,NA,NA,NA,NA,11
1,"2",1.1208,NA,NA,NA,NA,11
2,"1",1.5922,NA,NA,NA,NA,11
1,"1",0.6823,NA,NA,NA,NA,11
2,"1",0.7642,NA,NA,NA,NA,11
1,"2",1.0317,NA,NA,NA,NA,11
2,"1",0.7754,NA,NA,NA,NA,11
1,"2",1.2349,NA,NA,NA,NA,11
2,"2",1.4002,NA,NA,NA,NA,11
1,"1",1.1145,NA,NA,NA,NA,11
2,"1",2.0642,NA,NA,NA,NA,11
1,"2",1.6878,NA,NA,NA,NA,11
2,"1",1.0243,NA,NA,NA,NA,11
2,"2",1.0865,NA,NA,NA,NA,11
1,"1",0.7421,NA,NA,NA,NA,11
1,"3",1.7649,NA,NA,NA,NA,11
1,"1",3.3899,NA,NA,NA,NA,11
1,"2",1.7984,NA,NA,NA,NA,11
2,"1",1.2401,NA,NA,NA,NA,11
2,"1",0.7484,NA,NA,NA,NA,11
2,"1",2.0823,NA,NA,NA,NA,11
2,"1",0.7245,NA,NA,NA,NA,11
1,"1",0.823,NA,NA,NA,NA,11
2,"2",1.4223,NA,NA,NA,NA,11
1,"1",0.7347,NA,NA,NA,NA,11
1,"2",1.2967,NA,NA,NA,NA,11
1,"2",1.9309,NA,NA,NA,NA,11
2,"2",2.145,NA,NA,NA,NA,11
1,"1",2.1022,NA,NA,NA,NA,11
2,"1",1.2579,NA,NA,NA,NA,11
2,"1",0.8827,NA,NA,NA,NA,11
2,"1",0.7538,NA,NA,NA,NA,11
1,"1",0.9325,NA,NA,NA,NA,11
1,"1",0.7843,NA,NA,NA,NA,11
2,"1",0.7024,NA,NA,NA,NA,11
1,"1",1.1087,NA,NA,NA,NA,11
2,"1",0.8191,NA,NA,NA,NA,11
2,"2",1.3571,NA,NA,NA,NA,11
2,"1",1.1143,NA,NA,NA,NA,11
1,"1",1.2196,NA,NA,NA,NA,11
1,"1",1.4725,NA,NA,NA,NA,11
2,"1",0.7173,NA,NA,NA,NA,11
1,"2",0.9468,NA,NA,NA,NA,11
1,"1",1.115,NA,NA,NA,NA,11
1,"1",1.3101,NA,NA,NA,NA,11
1,"2",1.0178,NA,NA,NA,NA,11
1,"1",1.2445,NA,NA,NA,NA,11
1,"1",1.0674,NA,NA,NA,NA,11
2,"2",1.6297,NA,NA,NA,NA,11
1,"2",1.8684,NA,NA,NA,NA,11
2,"1",0.6135,NA,NA,NA,NA,11
2,"1",0.8943,NA,NA,NA,NA,11
2,"1",0.663,NA,NA,NA,NA,11
1,"1",0.7911,NA,NA,NA,NA,11
1,"1",0.6053,NA,NA,NA,NA,11
2,"1",0.7896,NA,NA,NA,NA,11
1,"1",0.6602,NA,NA,NA,NA,11
2,"1",0.7573,NA,NA,NA,NA,11
2,"2",1.1679,NA,NA,NA,NA,11
2,"4",2.0973,NA,NA,NA,NA,11
1,"1",0.6567,NA,NA,NA,NA,11
2,"1",1.0223,NA,NA,NA,NA,11
1,"1",0.9161,NA,NA,NA,NA,11
1,"1",0.6583,NA,NA,NA,NA,11
2,"1",0.9193,NA,NA,NA,NA,11
1,"1",1.2111,NA,NA,NA,NA,11
2,"4",2.4954,NA,NA,NA,NA,11
1,"1",1.0284,NA,NA,NA,NA,11
2,"1",0.8438,NA,NA,NA,NA,11
2,"1",1.0706,NA,NA,NA,NA,11
1,"1",1.8754,NA,NA,NA,NA,11
2,"5",1.1032,NA,NA,NA,NA,11
1,"2",1.3654,NA,NA,NA,NA,11
2,"1",1.2386,NA,NA,NA,NA,11
1,"1",1.5671,NA,NA,NA,NA,11
1,"1",1.3701,NA,NA,NA,NA,11
2,"2",1.2219,NA,NA,NA,NA,11
2,"1",1.4404,NA,NA,NA,NA,11
1,"5",1.2236,NA,NA,NA,NA,11
1,"1",1.0199,NA,NA,NA,NA,11
1,"1",11.8138,NA,NA,NA,NA,11
2,"1",0.873,NA,NA,NA,NA,11
2,"1",0.629,NA,NA,NA,NA,11
1,"1",8.5029,NA,NA,NA,NA,11
1,"1",1.9722,NA,NA,NA,NA,11
1,"2",4.2106,NA,NA,NA,NA,11
2,"1",2.482,NA,NA,NA,NA,11
2,"2",2.2027,NA,NA,NA,NA,11
1,"1",1.0043,NA,NA,NA,NA,11
2,"4",1.3344,NA,NA,NA,NA,11
1,"1",0.7801,NA,NA,NA,NA,11
2,"1",0.8667,NA,NA,NA,NA,11
1,"2",0.8114,NA,NA,NA,NA,11
2,"1",0.5352,NA,NA,NA,NA,11
2,"2",1.5491,NA,NA,NA,NA,11
2,"5",0.8406,NA,NA,NA,NA,11
1,"2",1.0202,NA,NA,NA,NA,11
2,"2",0.8977,NA,NA,NA,NA,11
2,"4",2.084,NA,NA,NA,NA,11
2,"3",1.3725,NA,NA,NA,NA,11
2,"1",1.2837,NA,NA,NA,NA,11
1,"1",0.6531,NA,NA,NA,NA,11
2,"6",0.4785,NA,NA,NA,NA,11
1,"1",0.9933,NA,NA,NA,NA,11
1,"1",2.0036,NA,NA,NA,NA,11
1,"1",1.8466,NA,NA,NA,NA,11
2,"3",2.5965,NA,NA,NA,NA,11
2,"1",2.5965,NA,NA,NA,NA,11
2,"1",3.2972,NA,NA,NA,NA,11
1,"1",2.6338,NA,NA,NA,NA,11
2,"5",1.0167,NA,NA,NA,NA,11
1,"1",0.7528,NA,NA,NA,NA,11
2,"1",1.0358,NA,NA,NA,NA,11
2,"1",0.6166,NA,NA,NA,NA,11
1,"1",1.0837,NA,NA,NA,NA,11
2,"4",1.3692,NA,NA,NA,NA,11
2,"1",0.8811,NA,NA,NA,NA,11
1,"1",1.0059,NA,NA,NA,NA,11
1,"1",0.8031,NA,NA,NA,NA,11
2,"3",1.8203,NA,NA,NA,NA,11
1,"1",1.4242,NA,NA,NA,NA,11
1,"1",0.7252,NA,NA,NA,NA,11
2,"1",2.1796,NA,NA,NA,NA,11
1,"1",1.0449,NA,NA,NA,NA,11
1,"1",0.6509,NA,NA,NA,NA,11
1,"1",0.6563,NA,NA,NA,NA,11
2,"1",0.676,NA,NA,NA,NA,11
2,"1",0.7597,NA,NA,NA,NA,11
1,"1",0.6043,NA,NA,NA,NA,11
2,"1",0.8242,NA,NA,NA,NA,11
1,"1",0.6328,NA,NA,NA,NA,11
2,"1",0.6045,NA,NA,NA,NA,11
1,"1",0.7428,NA,NA,NA,NA,11
2,"1",0.7552,NA,NA,NA,NA,11
2,"1",0.7048,NA,NA,NA,NA,11
1,"1",0.6518,NA,NA,NA,NA,11
2,"1",1.778,NA,NA,NA,NA,11
2,"1",0.9968,NA,NA,NA,NA,11
2,"1",1.0883,NA,NA,NA,NA,11
1,"2",5.6353,NA,NA,NA,NA,11
1,"1",0.7326,NA,NA,NA,NA,11
1,"2",1.2454,NA,NA,NA,NA,11
2,"1",1.7351,NA,NA,NA,NA,11
2,"6",0.5359,NA,NA,NA,NA,11
2,"1",0.6767,NA,NA,NA,NA,11
1,"5",1.084,NA,NA,NA,NA,11
2,"1",1.1754,NA,NA,NA,NA,11
1,"1",0.6674,NA,NA,NA,NA,11
2,"1",0.6035,NA,NA,NA,NA,11
2,"1",0.8341,NA,NA,NA,NA,11
2,"1",1.1032,NA,NA,NA,NA,11
1,"1",0.6816,NA,NA,NA,NA,11
1,"1",0.7586,NA,NA,NA,NA,11
2,"1",0.646,NA,NA,NA,NA,11
1,"1",0.7693,NA,NA,NA,NA,11
2,"1",0.5711,NA,NA,NA,NA,11
1,"1",0.6357,NA,NA,NA,NA,11
2,"1",0.5889,NA,NA,NA,NA,11
1,"1",0.673,NA,NA,NA,NA,11
1,"1",0.7705,NA,NA,NA,NA,11
2,"1",0.6316,NA,NA,NA,NA,11
1,"1",0.5665,NA,NA,NA,NA,11
2,"1",0.6897,NA,NA,NA,NA,11
2,"1",0.5805,NA,NA,NA,NA,11
1,"1",0.8954,NA,NA,NA,NA,11
2,"1",0.6327,NA,NA,NA,NA,11
2,"1",0.927,NA,NA,NA,NA,11
2,"1",0.5946,NA,NA,NA,NA,11
1,"1",0.793,NA,NA,NA,NA,11
2,"1",0.5561,NA,NA,NA,NA,11
2,"1",0.7805,NA,NA,NA,NA,11
2,"1",0.6379,NA,NA,NA,NA,11
1,"1",0.7985,NA,NA,NA,NA,11
2,"1",0.9846,NA,NA,NA,NA,11
2,"1",0.7098,NA,NA,NA,NA,11
1,"1",0.6677,NA,NA,NA,NA,11
2,"1",0.6213,NA,NA,NA,NA,11
2,"1",0.6051,NA,NA,NA,NA,11
1,"1",0.6459,NA,NA,NA,NA,11
2,"2",1.0415,NA,NA,NA,NA,11
2,"1",0.6244,NA,NA,NA,NA,11
1,"1",0.542,NA,NA,NA,NA,11
1,"1",0.7048,NA,NA,NA,NA,11
1,"1",0.7689,NA,NA,NA,NA,11
2,"1",0.6868,NA,NA,NA,NA,11
1,"1",0.8271,NA,NA,NA,NA,11
2,"1",0.7216,NA,NA,NA,NA,11
1,"1",0.8909,NA,NA,NA,NA,11
2,"2",1.1761,NA,NA,NA,NA,11
1,"1",1.797,NA,NA,NA,NA,11
1,"1",0.8772,NA,NA,NA,NA,11
2,"1",1.1308,NA,NA,NA,NA,11
1,"1",0.8272,NA,NA,NA,NA,11
1,"2",1.0525,NA,NA,NA,NA,11
2,"1",0.6323,NA,NA,NA,NA,11
2,"1",0.9722,NA,NA,NA,NA,11
1,"2",1.1633,NA,NA,NA,NA,11
2,"1",1.0548,NA,NA,NA,NA,11
1,"1",1.1177,NA,NA,NA,NA,11
1,"1",0.6787,NA,NA,NA,NA,11
1,"1",1.0501,NA,NA,NA,NA,11
2,"1",1.2974,NA,NA,NA,NA,11
2,"1",0.7566,NA,NA,NA,NA,11
2,"2",1.0802,NA,NA,NA,NA,11
2,"2",0.8034,NA,NA,NA,NA,11
1,"1",0.8161,NA,NA,NA,NA,11
2,"1",0.96,NA,NA,NA,NA,11
2,"2",1.0309,NA,NA,NA,NA,11
2,"1",1.1904,NA,NA,NA,NA,11
1,"1",0.8637,NA,NA,NA,NA,11
1,"1",1.0439,NA,NA,NA,NA,11
1,"1",0.6826,NA,NA,NA,NA,11
1,"1",0.6208,NA,NA,NA,NA,11
2,"1",0.9014,NA,NA,NA,NA,11
2,"1",0.67,NA,NA,NA,NA,11
2,"1",0.6743,NA,NA,NA,NA,11
1,"1",0.604,NA,NA,NA,NA,11
1,"1",1.0484,NA,NA,NA,NA,11
2,"2",2.484,NA,NA,NA,NA,11
1,"1",0.7017,NA,NA,NA,NA,11
2,"1",1.1158,NA,NA,NA,NA,11
1,"1",0.693,NA,NA,NA,NA,11
2,"1",0.592,NA,NA,NA,NA,11
1,"1",0.6978,NA,NA,NA,NA,11
2,"1",0.6771,NA,NA,NA,NA,11
1,"1",2.3227,NA,NA,NA,NA,11
1,"1",0.6996,NA,NA,NA,NA,11
1,"1",3.5202,NA,NA,NA,NA,11
2,"1",0.93,NA,NA,NA,NA,11
1,"1",0.8792,NA,NA,NA,NA,11
2,"1",2.3004,NA,NA,NA,NA,11
1,"1",0.6332,NA,NA,NA,NA,11
1,"2",3.6387,NA,NA,NA,NA,11
1,"1",0.8941,NA,NA,NA,NA,11
2,"2",1.1372,NA,NA,NA,NA,11
1,"1",0.7592,NA,NA,NA,NA,11
1,"2",0.984,NA,NA,NA,NA,11
1,"6",1.0838,NA,NA,NA,NA,11
1,"1",0.7089,NA,NA,NA,NA,11
2,"2",0.8927,NA,NA,NA,NA,11
2,"1",0.6033,NA,NA,NA,NA,11
2,"1",0.742,NA,NA,NA,NA,11
2,"1",0.7234,NA,NA,NA,NA,11
2,"1",0.6343,NA,NA,NA,NA,11
1,"2",1.2692,NA,NA,NA,NA,11
1,"1",0.6764,NA,NA,NA,NA,11
1,"1",0.7122,NA,NA,NA,NA,11
2,"1",0.8137,NA,NA,NA,NA,11
1,"1",0.6026,NA,NA,NA,NA,11
2,"1",0.7877,NA,NA,NA,NA,11
2,"1",0.8898,NA,NA,NA,NA,11
1,"1",0.6252,NA,NA,NA,NA,11
2,"1",0.8405,NA,NA,NA,NA,11
1,"3",2.9769,NA,NA,NA,NA,11
1,"1",2.0794,NA,NA,NA,NA,11
1,"1",0.9636,NA,NA,NA,NA,11
2,"1",0.9871,NA,NA,NA,NA,11
2,"2",1.3158,NA,NA,NA,NA,11
1,"1",1.1178,NA,NA,NA,NA,11
1,"1",0.8022,NA,NA,NA,NA,11
2,"2",2.1906,NA,NA,NA,NA,12
2,"1",5.0272,NA,NA,NA,NA,12
1,"3",3.2374,NA,NA,NA,NA,12
2,"3",2.5201,NA,NA,NA,NA,12
2,"4",3.6404,NA,NA,NA,NA,12
1,"3",1.9318,NA,NA,NA,NA,12
2,"2",2.4643,NA,NA,NA,NA,12
2,"2",2.4344,NA,NA,NA,NA,12
2,"2",1.3556,NA,NA,NA,NA,12
2,"2",2.3191,NA,NA,NA,NA,12
2,"2",2.9731,NA,NA,NA,NA,12
2,"2",1.0334,NA,NA,NA,NA,12
1,"2",1.4835,NA,NA,NA,NA,12
1,"2",1.394,NA,NA,NA,NA,12
1,"2",1.4576,NA,NA,NA,NA,12
2,"2",0.8965,NA,NA,NA,NA,12
1,"1",1.3736,NA,NA,NA,NA,12
2,"1",1.4233,NA,NA,NA,NA,12
2,"2",1.4123,NA,NA,NA,NA,12
1,"2",1.4827,NA,NA,NA,NA,12
2,"4",2.1414,NA,NA,NA,NA,12
2,"3",0.9833,NA,NA,NA,NA,12
1,"1",1.8713,NA,NA,NA,NA,12
2,"2",1.7388,NA,NA,NA,NA,12
1,"2",1.1227,NA,NA,NA,NA,12
2,"4",2.5961,NA,NA,NA,NA,12
1,"3",1.9645,NA,NA,NA,NA,12
1,"4",2.8642,NA,NA,NA,NA,12
1,"2",2.0889,NA,NA,NA,NA,12
2,"4",2.6276,NA,NA,NA,NA,12
1,"2",2.2111,NA,NA,NA,NA,12
2,"3",2.3021,NA,NA,NA,NA,12
1,"1",1.2691,NA,NA,NA,NA,12
2,"3",2.0063,NA,NA,NA,NA,12
1,"3",1.222,NA,NA,NA,NA,12
2,"2",1.8016,NA,NA,NA,NA,12
2,"2",1.2393,NA,NA,NA,NA,12
2,"1",1.8323,NA,NA,NA,NA,12
1,"1",1.3677,NA,NA,NA,NA,12
2,"2",2.0707,NA,NA,NA,NA,12
1,"1",1.159,NA,NA,NA,NA,12
1,"2",1.2166,NA,NA,NA,NA,12
2,"2",1.1471,NA,NA,NA,NA,12
1,"2",1.693,NA,NA,NA,NA,12
2,"3",1.5631,NA,NA,NA,NA,12
2,"2",1.1061,NA,NA,NA,NA,12
2,"2",1.454,NA,NA,NA,NA,12
1,"2",2.6177,NA,NA,NA,NA,12
1,"2",1.5817,NA,NA,NA,NA,12
1,"2",1.2936,NA,NA,NA,NA,12
2,"2",1.5862,NA,NA,NA,NA,12
1,"2",1.2375,NA,NA,NA,NA,12
1,"2",1.1946,NA,NA,NA,NA,12
2,"2",1.1999,NA,NA,NA,NA,12
1,"2",0.8986,NA,NA,NA,NA,12
1,"2",0.9749,NA,NA,NA,NA,12
2,"2",1.1294,NA,NA,NA,NA,12
1,"2",1.1904,NA,NA,NA,NA,12
2,"1",1.3463,NA,NA,NA,NA,12
1,"2",2.4801,NA,NA,NA,NA,12
1,"1",1.6122,NA,NA,NA,NA,12
1,"1",1.3121,NA,NA,NA,NA,12
2,"1",1.7064,NA,NA,NA,NA,12
2,"2",1.18,NA,NA,NA,NA,12
2,"2",1.6094,NA,NA,NA,NA,12
1,"2",1.3813,NA,NA,NA,NA,12
1,"2",1.3119,NA,NA,NA,NA,12
2,"2",2.2561,NA,NA,NA,NA,12
1,"2",0.8703,NA,NA,NA,NA,12
2,"2",0.7467,NA,NA,NA,NA,12
2,"2",2.4949,NA,NA,NA,NA,12
2,"2",0.9005,NA,NA,NA,NA,12
2,"2",1.2905,NA,NA,NA,NA,12
2,"3",1.6412,NA,NA,NA,NA,12
1,"3",1.1588,NA,NA,NA,NA,12
1,"3",2.0256,NA,NA,NA,NA,12
1,"2",1.857,NA,NA,NA,NA,12
1,"2",1.3838,NA,NA,NA,NA,12
1,"3",1.5926,NA,NA,NA,NA,12
1,"3",1.0852,NA,NA,NA,NA,12
1,"4",1.6202,NA,NA,NA,NA,12
2,"4",1.4969,NA,NA,NA,NA,12
2,"1",1.1513,NA,NA,NA,NA,12
1,"2",1.6813,NA,NA,NA,NA,12
2,"4",2.655,NA,NA,NA,NA,12
1,"4",3.1775,NA,NA,NA,NA,12
1,"6",2.5835,NA,NA,NA,NA,12
1,"3",2.377,NA,NA,NA,NA,12
1,"4",1.1556,NA,NA,NA,NA,12
1,"4",1.3615,NA,NA,NA,NA,12
2,"4",2.8007,NA,NA,NA,NA,12
1,"2",1.417,NA,NA,NA,NA,12
2,"2",1.6258,NA,NA,NA,NA,12
1,"2",1.4489,NA,NA,NA,NA,12
1,"3",1.7313,NA,NA,NA,NA,12
2,"2",2.0069,NA,NA,NA,NA,12
2,"2",1.4398,NA,NA,NA,NA,12
1,"2",1.5027,NA,NA,NA,NA,12
1,"2",0.9627,NA,NA,NA,NA,12
1,"2",1.2185,NA,NA,NA,NA,12
2,"2",1.1958,NA,NA,NA,NA,12
1,"2",1.3791,NA,NA,NA,NA,12
2,"2",2.5302,NA,NA,NA,NA,12
1,"2",0.7709,NA,NA,NA,NA,12
1,"2",0.7099,NA,NA,NA,NA,12
1,"2",0.7561,NA,NA,NA,NA,12
1,"2",0.6335,NA,NA,NA,NA,12
1,"2",0.9621,NA,NA,NA,NA,12
2,"3",3.0434,NA,NA,NA,NA,12
2,"4",1.6354,NA,NA,NA,NA,12
2,"2",2.4737,NA,NA,NA,NA,12
2,"6",2.7165,NA,NA,NA,NA,12
2,"3",2.0572,NA,NA,NA,NA,12
2,"2",1.2703,NA,NA,NA,NA,12
2,"2",1.3647,NA,NA,NA,NA,12
1,"2",1.0191,NA,NA,NA,NA,12
2,"1",1.1234,NA,NA,NA,NA,12
2,"2",1.0826,NA,NA,NA,NA,12
1,"6",1.234,NA,NA,NA,NA,12
2,"4",1.2633,NA,NA,NA,NA,12
2,"1",1.2002,NA,NA,NA,NA,12
2,"4",1.4631,NA,NA,NA,NA,12
2,"4",1.3583,NA,NA,NA,NA,12
2,"4",1.5323,NA,NA,NA,NA,12
2,"2",1.5248,NA,NA,NA,NA,12
1,"2",1.1178,NA,NA,NA,NA,12
1,"6",1.6805,NA,NA,NA,NA,12
1,"4",1.3126,NA,NA,NA,NA,12
1,"3",1.1156,NA,NA,NA,NA,12
1,"2",1.7867,NA,NA,NA,NA,12
1,"2",1.1793,NA,NA,NA,NA,12
1,"2",0.7369,NA,NA,NA,NA,12
2,"2",1.7847,NA,NA,NA,NA,12
2,"2",1.6522,NA,NA,NA,NA,12
1,"4",3.4929,NA,NA,NA,NA,12
1,"2",1.6134,NA,NA,NA,NA,12
1,"2",1.2504,NA,NA,NA,NA,12
2,"2",1.262,NA,NA,NA,NA,12
2,"2",1.0266,NA,NA,NA,NA,12
2,"6",1.5625,NA,NA,NA,NA,12
2,"2",2.6814,NA,NA,NA,NA,12
1,"2",1.8582,NA,NA,NA,NA,12
1,"2",1.353,NA,NA,NA,NA,12
2,"3",3.0013,NA,NA,NA,NA,12
1,"3",1.1647,NA,NA,NA,NA,12
1,"3",1.6229,NA,NA,NA,NA,12
2,"3",2.4373,NA,NA,NA,NA,12
1,"2",1.8573,NA,NA,NA,NA,12
2,"2",0.9755,NA,NA,NA,NA,12
1,"3",1.1998,NA,NA,NA,NA,12
2,"1",0.9274,NA,NA,NA,NA,12
1,"2",0.9418,NA,NA,NA,NA,12
1,"1",1.2399,NA,NA,NA,NA,12
1,"3",1.7789,NA,NA,NA,NA,12
2,"6",1.0417,NA,NA,NA,NA,12
2,"1",0.8456,NA,NA,NA,NA,12
1,"2",1.0739,NA,NA,NA,NA,12
2,"3",1.1447,NA,NA,NA,NA,12
2,"2",0.7916,NA,NA,NA,NA,12
1,"2",1.1814,NA,NA,NA,NA,12
1,"1",1.3661,NA,NA,NA,NA,12
1,"3",1.5635,NA,NA,NA,NA,12
1,"1",0.9229,NA,NA,NA,NA,12
2,"3",1.3739,NA,NA,NA,NA,12
2,"1",1.6317,NA,NA,NA,NA,12
2,"1",0.9869,NA,NA,NA,NA,12
2,"3",0.9967,NA,NA,NA,NA,12
2,"1",0.8386,NA,NA,NA,NA,12
2,"3",1.2424,NA,NA,NA,NA,12
2,"2",1.431,NA,NA,NA,NA,12
2,"2",2.8215,NA,NA,NA,NA,12
2,"2",1.3156,NA,NA,NA,NA,12
1,"3",3.0002,NA,NA,NA,NA,12
2,"2",1.3308,NA,NA,NA,NA,12
2,"2",1.1011,NA,NA,NA,NA,12
2,"6",0.9983,NA,NA,NA,NA,12
2,"2",1.2025,NA,NA,NA,NA,12
1,"2",1.1232,NA,NA,NA,NA,12
1,"2",1.3361,NA,NA,NA,NA,12
2,"2",1.2401,NA,NA,NA,NA,12
2,"2",1.2768,NA,NA,NA,NA,12
1,"2",1.3243,NA,NA,NA,NA,12
1,"2",1.2588,NA,NA,NA,NA,12
2,"2",0.7689,NA,NA,NA,NA,12
1,"1",0.86,NA,NA,NA,NA,12
1,"2",0.7593,NA,NA,NA,NA,12
1,"2",0.9511,NA,NA,NA,NA,12
1,"3",1.4423,NA,NA,NA,NA,12
2,"2",1.0001,NA,NA,NA,NA,12
2,"2",1.7189,NA,NA,NA,NA,12
2,"3",2.2172,NA,NA,NA,NA,12
2,"3",1.3303,NA,NA,NA,NA,12
1,"2",0.8562,NA,NA,NA,NA,12
2,"2",1.0017,NA,NA,NA,NA,12
2,"2",1.065,NA,NA,NA,NA,12
2,"2",0.9333,NA,NA,NA,NA,12
2,"1",1.0241,NA,NA,NA,NA,12
2,"2",0.8153,NA,NA,NA,NA,12
1,"3",1.1328,NA,NA,NA,NA,12
2,"2",0.6804,NA,NA,NA,NA,12
1,"3",2.2182,NA,NA,NA,NA,12
1,"3",1.3124,NA,NA,NA,NA,12
1,"3",1.0693,NA,NA,NA,NA,12
1,"6",1.1206,NA,NA,NA,NA,12
1,"1",1.3731,NA,NA,NA,NA,12
1,"1",1.2463,NA,NA,NA,NA,12
1,"2",1.3328,NA,NA,NA,NA,12
1,"3",1.3694,NA,NA,NA,NA,12
1,"3",2.7217,NA,NA,NA,NA,12
1,"3",1.3766,NA,NA,NA,NA,12
1,"3",3.4414,NA,NA,NA,NA,12
2,"3",3.4238,NA,NA,NA,NA,12
1,"3",0.7238,NA,NA,NA,NA,12
1,"2",0.6809,NA,NA,NA,NA,12
1,"3",2.2366,NA,NA,NA,NA,12
1,"3",1.6643,NA,NA,NA,NA,12
2,"3",1.2536,NA,NA,NA,NA,12
2,"3",0.8592,NA,NA,NA,NA,12
1,"2",1.0935,NA,NA,NA,NA,12
2,"2",0.8543,NA,NA,NA,NA,12
1,"2",2.0817,NA,NA,NA,NA,12
1,"6",3.5011,NA,NA,NA,NA,12
1,"3",0.8303,NA,NA,NA,NA,12
1,"3",1.2272,NA,NA,NA,NA,12
1,"3",1.6423,NA,NA,NA,NA,12
2,"3",1.1786,NA,NA,NA,NA,12
2,"3",0.9327,NA,NA,NA,NA,12
2,"3",1.1624,NA,NA,NA,NA,12
2,"3",1.0242,NA,NA,NA,NA,12
2,"3",0.9224,NA,NA,NA,NA,12
2,"1",2.1782,NA,NA,NA,NA,12
1,"3",0.8007,NA,NA,NA,NA,12
2,"2",0.6384,NA,NA,NA,NA,12
1,"2",0.9648,NA,NA,NA,NA,12
1,"2",0.6593,NA,NA,NA,NA,12
2,"2",0.795,NA,NA,NA,NA,12
1,"2",0.7392,NA,NA,NA,NA,12
2,"2",0.9181,NA,NA,NA,NA,12
2,"2",0.8312,NA,NA,NA,NA,12
2,"2",0.7299,NA,NA,NA,NA,12
1,"3",2.146,NA,NA,NA,NA,12
2,"3",1.8754,NA,NA,NA,NA,12
1,"3",1.8584,NA,NA,NA,NA,12
2,"3",1.2111,NA,NA,NA,NA,12
1,"4",1.8892,NA,NA,NA,NA,12
1,"3",1.6566,NA,NA,NA,NA,12
1,"3",1.184,NA,NA,NA,NA,12
2,"3",1.2023,NA,NA,NA,NA,12
