"condition","recog_rating","recog_RT","target_angle","response_angle","response_error","response_RT","participant"
1,"1",1.5579,NA,NA,NA,NA,1
1,"1",1.088,NA,NA,NA,NA,1
2,"1",2.01,NA,NA,NA,NA,1
2,"1",3.1362,NA,NA,NA,NA,1
2,"1",1.1898,NA,NA,NA,NA,1
1,"1",2.2089,NA,NA,NA,NA,1
1,"4",4.3774,NA,NA,NA,NA,1
1,"1",1.2644,NA,NA,NA,NA,1
2,"1",1.8396,NA,NA,NA,NA,1
1,"1",1.9012,NA,NA,NA,NA,1
1,"2",4.9447,NA,NA,NA,NA,1
1,"1",8.254,NA,NA,NA,NA,1
2,"1",0.9557,NA,NA,NA,NA,1
1,"1",0.5776,NA,NA,NA,NA,1
2,"6",1.9877,NA,NA,NA,NA,1
2,"1",1.051,NA,NA,NA,NA,1
1,"1",0.96,NA,NA,NA,NA,1
1,"1",2.829,NA,NA,NA,NA,1
2,"1",0.7344,NA,NA,NA,NA,1
1,"1",0.6914,NA,NA,NA,NA,1
1,"1",0.8955,NA,NA,NA,NA,1
2,"1",0.7096,NA,NA,NA,NA,1
1,"1",0.5587,NA,NA,NA,NA,1
2,"1",3.874,NA,NA,NA,NA,1
2,"1",1.1365,NA,NA,NA,NA,1
1,"1",1.726,NA,NA,NA,NA,1
2,"1",3.36,NA,NA,NA,NA,1
2,"1",2.9594,NA,NA,NA,NA,1
1,"1",1.1519,NA,NA,NA,NA,1
1,"1",0.6698,NA,NA,NA,NA,1
1,"1",1.9394,NA,NA,NA,NA,1
2,"1",0.6324,NA,NA,NA,NA,1
1,"3",2.0672,NA,NA,NA,NA,1
1,"1",1.7115,NA,NA,NA,NA,1
1,"1",0.5923,NA,NA,NA,NA,1
2,"1",1.2564,NA,NA,NA,NA,1
1,"1",4.5518,NA,NA,NA,NA,1
1,"1",1.0308,NA,NA,NA,NA,1
2,"1",1.1721,NA,NA,NA,NA,1
2,"1",1.4927,NA,NA,NA,NA,1
1,"1",0.8454,NA,NA,NA,NA,1
1,"1",3.5437,NA,NA,NA,NA,1
1,"1",0.5854,NA,NA,NA,NA,1
1,"1",0.9916,NA,NA,NA,NA,1
2,"1",8.9764,NA,NA,NA,NA,1
1,"1",1.2125,NA,NA,NA,NA,1
2,"1",0.7233,NA,NA,NA,NA,1
2,"1",1.9677,NA,NA,NA,NA,1
2,"1",1.7875,NA,NA,NA,NA,1
2,"1",0.6121,NA,NA,NA,NA,1
2,"1",1.7081,NA,NA,NA,NA,1
2,"1",1.3179,NA,NA,NA,NA,1
2,"1",7.8807,NA,NA,NA,NA,1
2,"1",0.65,NA,NA,NA,NA,1
2,"1",0.6146,NA,NA,NA,NA,1
2,"1",0.6785,NA,NA,NA,NA,1
2,"1",0.6148,NA,NA,NA,NA,1
1,"1",0.5335,NA,NA,NA,NA,1
2,"1",3.7087,NA,NA,NA,NA,1
1,"1",0.6146,NA,NA,NA,NA,1
2,"1",1.5193,NA,NA,NA,NA,1
1,"1",0.5845,NA,NA,NA,NA,1
2,"1",0.6659,NA,NA,NA,NA,1
1,"1",0.8793,NA,NA,NA,NA,1
2,"1",1.4525,NA,NA,NA,NA,1
2,"1",1.2925,NA,NA,NA,NA,1
1,"1",4.5628,NA,NA,NA,NA,1
1,"1",2.7889,NA,NA,NA,NA,1
1,"1",1.3884,NA,NA,NA,NA,1
1,"1",0.8636,NA,NA,NA,NA,1
2,"1",1.2774,NA,NA,NA,NA,1
1,"1",0.6935,NA,NA,NA,NA,1
1,"1",1.2247,NA,NA,NA,NA,1
2,"1",0.6344,NA,NA,NA,NA,1
1,"1",0.6511,NA,NA,NA,NA,1
1,"6",0.9485,NA,NA,NA,NA,1
1,"3",1.0432,NA,NA,NA,NA,1
1,"6",1.5659,NA,NA,NA,NA,1
1,"6",1.751,NA,NA,NA,NA,1
2,"2",1.628,NA,NA,NA,NA,1
1,"1",0.6814,NA,NA,NA,NA,1
2,"1",0.4987,NA,NA,NA,NA,1
1,"1",0.5941,NA,NA,NA,NA,1
2,"1",0.5533,NA,NA,NA,NA,1
2,"1",0.6492,NA,NA,NA,NA,1
2,"1",0.7254,NA,NA,NA,NA,1
1,"1",0.8357,NA,NA,NA,NA,1
2,"1",0.6751,NA,NA,NA,NA,1
1,"1",0.7636,NA,NA,NA,NA,1
2,"1",1.0427,NA,NA,NA,NA,1
1,"1",0.5646,NA,NA,NA,NA,1
2,"1",0.6922,NA,NA,NA,NA,1
1,"1",0.7601,NA,NA,NA,NA,1
2,"1",0.6671,NA,NA,NA,NA,1
1,"6",0.8582,NA,NA,NA,NA,1
2,"1",1.1059,NA,NA,NA,NA,1
2,"3",1.0412,NA,NA,NA,NA,1
1,"1",1.5588,NA,NA,NA,NA,1
1,"1",0.7261,NA,NA,NA,NA,1
1,"1",0.7952,NA,NA,NA,NA,1
1,"1",0.7602,NA,NA,NA,NA,1
1,"1",1.0024,NA,NA,NA,NA,1
2,"6",1.0025,NA,NA,NA,NA,1
1,"1",0.6189,NA,NA,NA,NA,1
1,"1",0.8707,NA,NA,NA,NA,1
2,"1",0.6339,NA,NA,NA,NA,1
2,"1",0.5017,NA,NA,NA,NA,1
1,"1",4.1927,NA,NA,NA,NA,1
2,"1",0.5272,NA,NA,NA,NA,1
1,"1",0.624,NA,NA,NA,NA,1
2,"1",1.0921,NA,NA,NA,NA,1
2,"1",0.8408,NA,NA,NA,NA,1
1,"1",1.4592,NA,NA,NA,NA,1
1,"1",1.1047,NA,NA,NA,NA,1
2,"1",0.5791,NA,NA,NA,NA,1
2,"1",1.3602,NA,NA,NA,NA,1
2,"1",0.6505,NA,NA,NA,NA,1
2,"1",0.7826,NA,NA,NA,NA,1
2,"1",0.5481,NA,NA,NA,NA,1
2,"1",0.6256,NA,NA,NA,NA,1
2,"1",1.2253,NA,NA,NA,NA,1
2,"1",0.8655,NA,NA,NA,NA,1
2,"1",0.6418,NA,NA,NA,NA,1
2,"1",0.8063,NA,NA,NA,NA,1
2,"6",1.7552,NA,NA,NA,NA,1
1,"1",0.6195,NA,NA,NA,NA,1
1,"1",0.6447,NA,NA,NA,NA,1
1,"1",0.6866,NA,NA,NA,NA,1
2,"1",0.6177,NA,NA,NA,NA,1
2,"1",1.119,NA,NA,NA,NA,1
1,"1",0.6352,NA,NA,NA,NA,1
1,"1",0.7265,NA,NA,NA,NA,1
1,"1",0.599,NA,NA,NA,NA,1
2,"1",1.768,NA,NA,NA,NA,1
1,"1",0.8269,NA,NA,NA,NA,1
2,"1",0.7516,NA,NA,NA,NA,1
1,"1",0.8659,NA,NA,NA,NA,1
2,"2",0.8899,NA,NA,NA,NA,1
2,"1",0.6609,NA,NA,NA,NA,1
1,"1",0.7113,NA,NA,NA,NA,1
2,"1",1.8693,NA,NA,NA,NA,1
2,"1",0.8249,NA,NA,NA,NA,1
2,"1",0.7497,NA,NA,NA,NA,1
1,"1",0.9133,NA,NA,NA,NA,1
1,"1",0.6038,NA,NA,NA,NA,1
2,"1",0.6113,NA,NA,NA,NA,1
1,"1",0.6698,NA,NA,NA,NA,1
2,"1",0.7627,NA,NA,NA,NA,1
2,"1",0.5734,NA,NA,NA,NA,1
1,"1",0.735,NA,NA,NA,NA,1
1,"1",0.8203,NA,NA,NA,NA,1
2,"1",0.6669,NA,NA,NA,NA,1
2,"1",0.639,NA,NA,NA,NA,1
1,"1",0.9363,NA,NA,NA,NA,1
2,"6",1.16,NA,NA,NA,NA,1
1,"1",0.5737,NA,NA,NA,NA,1
2,"1",0.8471,NA,NA,NA,NA,1
2,"1",0.826,NA,NA,NA,NA,1
2,"1",0.8688,NA,NA,NA,NA,1
1,"1",0.7371,NA,NA,NA,NA,1
1,"1",0.9802,NA,NA,NA,NA,1
2,"6",0.7033,NA,NA,NA,NA,1
2,"6",0.5674,NA,NA,NA,NA,1
2,"1",0.58,NA,NA,NA,NA,1
1,"1",0.5304,NA,NA,NA,NA,1
1,"1",0.6886,NA,NA,NA,NA,1
2,"1",0.6667,NA,NA,NA,NA,1
2,"1",0.7059,NA,NA,NA,NA,1
1,"1",0.653,NA,NA,NA,NA,1
1,"1",0.5283,NA,NA,NA,NA,1
2,"1",0.6757,NA,NA,NA,NA,1
2,"1",0.5312,NA,NA,NA,NA,1
1,"1",0.7959,NA,NA,NA,NA,1
1,"1",1.0303,NA,NA,NA,NA,1
2,"1",0.9062,NA,NA,NA,NA,1
2,"2",0.5712,NA,NA,NA,NA,1
1,"2",0.6433,NA,NA,NA,NA,1
1,"2",0.713,NA,NA,NA,NA,1
2,"1",0.5839,NA,NA,NA,NA,1
2,"1",0.8137,NA,NA,NA,NA,1
2,"5",1.5211,NA,NA,NA,NA,1
1,"1",0.7657,NA,NA,NA,NA,1
1,"1",0.5493,NA,NA,NA,NA,1
1,"1",0.9195,NA,NA,NA,NA,1
1,"1",0.5816,NA,NA,NA,NA,1
2,"1",1.0729,NA,NA,NA,NA,1
1,"6",0.8496,NA,NA,NA,NA,1
2,"1",1.4863,NA,NA,NA,NA,1
1,"1",0.5518,NA,NA,NA,NA,1
2,"1",0.614,NA,NA,NA,NA,1
2,"1",2.4583,NA,NA,NA,NA,1
2,"1",1.0508,NA,NA,NA,NA,1
2,"1",1.0265,NA,NA,NA,NA,1
1,"1",0.8498,NA,NA,NA,NA,1
2,"1",0.9644,NA,NA,NA,NA,1
1,"1",1.2659,NA,NA,NA,NA,1
1,"1",0.9239,NA,NA,NA,NA,1
1,"6",2.4076,NA,NA,NA,NA,1
2,"1",0.5411,NA,NA,NA,NA,1
1,"1",1.2411,NA,NA,NA,NA,1
1,"1",1.1567,NA,NA,NA,NA,1
1,"1",0.6108,NA,NA,NA,NA,1
1,"1",0.7552,NA,NA,NA,NA,1
2,"1",0.7949,NA,NA,NA,NA,1
1,"1",1.1512,NA,NA,NA,NA,1
2,"1",0.5554,NA,NA,NA,NA,1
1,"1",0.7401,NA,NA,NA,NA,1
2,"1",0.7851,NA,NA,NA,NA,1
1,"1",0.9117,NA,NA,NA,NA,1
2,"1",0.9169,NA,NA,NA,NA,1
2,"1",0.6466,NA,NA,NA,NA,1
1,"1",0.6137,NA,NA,NA,NA,1
1,"1",0.5465,NA,NA,NA,NA,1
1,"1",0.7468,NA,NA,NA,NA,1
2,"1",0.6922,NA,NA,NA,NA,1
1,"1",0.6369,NA,NA,NA,NA,1
1,"1",3.139,NA,NA,NA,NA,1
2,"1",0.7029,NA,NA,NA,NA,1
1,"1",0.6985,NA,NA,NA,NA,1
2,"1",0.7953,NA,NA,NA,NA,1
1,"1",0.8821,NA,NA,NA,NA,1
2,"1",0.8105,NA,NA,NA,NA,1
1,"1",0.6103,NA,NA,NA,NA,1
2,"1",2.6491,NA,NA,NA,NA,1
1,"1",2.9711,NA,NA,NA,NA,1
2,"1",1.8851,NA,NA,NA,NA,1
2,"1",3.1435,NA,NA,NA,NA,1
2,"1",2.4807,NA,NA,NA,NA,1
1,"1",0.6611,NA,NA,NA,NA,1
2,"1",1.406,NA,NA,NA,NA,1
1,"1",0.8679,NA,NA,NA,NA,1
2,"1",1.077,NA,NA,NA,NA,1
2,"6",0.6216,NA,NA,NA,NA,1
1,"1",0.9861,NA,NA,NA,NA,1
2,"1",1.3464,NA,NA,NA,NA,1
2,"6",0.4871,NA,NA,NA,NA,1
2,"1",0.4826,NA,NA,NA,NA,1
2,"1",0.7474,NA,NA,NA,NA,1
1,"1",0.6389,NA,NA,NA,NA,1
2,"3",0.8211,NA,NA,NA,NA,1
1,"1",1.0812,NA,NA,NA,NA,1
1,"1",0.8084,NA,NA,NA,NA,1
1,"1",0.5983,NA,NA,NA,NA,1
1,"1",0.7783,NA,NA,NA,NA,1
1,"1",0.7997,NA,NA,NA,NA,1
1,"1",0.7833,NA,NA,NA,NA,1
1,"1",0.8683,NA,NA,NA,NA,1
1,"1",1.2534,NA,NA,NA,NA,1
2,"1",0.5774,NA,NA,NA,NA,1
2,"1",0.8473,NA,NA,NA,NA,1
1,"1",0.7959,NA,NA,NA,NA,1
1,"1",0.9405,NA,NA,NA,NA,1
1,"1",0.5823,NA,NA,NA,NA,1
1,"1",0.5462,NA,NA,NA,NA,1
2,"3",0.9097,NA,NA,NA,NA,1
2,"2",1.0965,NA,NA,NA,NA,1
2,"6",0.9798,NA,NA,NA,NA,1
2,"1",0.7736,NA,NA,NA,NA,1
1,"1",0.7841,NA,NA,NA,NA,1
1,"4",1.275,NA,NA,NA,NA,1
2,"1",1.6386,NA,NA,NA,NA,1
1,"6",0.5271,NA,NA,NA,NA,1
1,"6",0.9212,NA,NA,NA,NA,1
1,"1",0.7542,NA,NA,NA,NA,1
1,"1",0.7884,NA,NA,NA,NA,1
2,"1",0.7728,NA,NA,NA,NA,1
1,"1",0.7198,NA,NA,NA,NA,1
1,"1",0.6516,NA,NA,NA,NA,1
2,"1",0.9288,NA,NA,NA,NA,1
2,"1",0.5384,NA,NA,NA,NA,1
2,"1",2.9892,NA,NA,NA,NA,1
1,"1",1.0319,NA,NA,NA,NA,1
1,"1",0.7549,NA,NA,NA,NA,1
2,"1",0.8141,NA,NA,NA,NA,1
2,"1",0.5887,NA,NA,NA,NA,1
2,"1",0.8295,NA,NA,NA,NA,1
1,"1",1.9519,NA,NA,NA,NA,1
2,"1",11.9213,NA,NA,NA,NA,1
2,"1",0.6646,NA,NA,NA,NA,1
2,"1",4.6342,NA,NA,NA,NA,1
2,"1",0.725,NA,NA,NA,NA,1
2,"1",0.5596,NA,NA,NA,NA,1
2,"1",0.5727,NA,NA,NA,NA,1
1,"1",0.5304,NA,NA,NA,NA,1
2,"1",0.6584,NA,NA,NA,NA,1
2,"1",0.8022,NA,NA,NA,NA,1
1,"1",0.8914,NA,NA,NA,NA,1
1,"1",0.7199,NA,NA,NA,NA,1
2,"1",0.7216,NA,NA,NA,NA,1
1,"1",0.6477,NA,NA,NA,NA,1
2,"1",0.9023,NA,NA,NA,NA,1
1,"6",0.7095,NA,NA,NA,NA,1
2,"1",0.6558,NA,NA,NA,NA,1
1,"1",3.6563,NA,NA,NA,NA,1
1,"1",0.5333,NA,NA,NA,NA,1
2,"1",0.6267,NA,NA,NA,NA,1
1,"1",1.3938,NA,NA,NA,NA,1
1,"1",2.1666,NA,NA,NA,NA,1
1,"1",0.7453,NA,NA,NA,NA,1
2,"6",0.6045,NA,NA,NA,NA,1
1,"1",1.535,NA,NA,NA,NA,1
2,"1",1.8056,NA,NA,NA,NA,1
2,"1",0.7133,NA,NA,NA,NA,1
2,"1",0.6237,NA,NA,NA,NA,1
2,"1",0.638,NA,NA,NA,NA,1
1,"1",0.9323,NA,NA,NA,NA,1
2,"1",1.1287,NA,NA,NA,NA,1
2,"1",0.4913,NA,NA,NA,NA,1
2,"1",1.0563,NA,NA,NA,NA,1
2,"1",0.9378,NA,NA,NA,NA,1
2,"1",0.7961,NA,NA,NA,NA,1
1,"1",0.7164,NA,NA,NA,NA,1
1,"1",0.9852,NA,NA,NA,NA,1
2,"1",1.61,NA,NA,NA,NA,1
2,"1",0.5049,NA,NA,NA,NA,1
2,"1",0.5623,NA,NA,NA,NA,1
2,"1",1.863,NA,NA,NA,NA,1
2,"1",0.6419,NA,NA,NA,NA,1
2,"1",0.6152,NA,NA,NA,NA,1
2,"1",1.022,NA,NA,NA,NA,1
1,"1",5.5157,NA,NA,NA,NA,1
1,"4",3.8637,NA,NA,NA,NA,1
2,"2",1.8716,NA,NA,NA,NA,1
2,"3",4.3853,NA,NA,NA,NA,1
2,"2",1.0934,NA,NA,NA,NA,1
1,"1",0.4634,NA,NA,NA,NA,1
2,"1",0.8649,NA,NA,NA,NA,1
1,"1",0.7073,NA,NA,NA,NA,1
2,"1",0.6007,NA,NA,NA,NA,1
2,"1",1.021,NA,NA,NA,NA,1
1,"1",1.4018,NA,NA,NA,NA,1
2,"1",0.7324,NA,NA,NA,NA,1
1,"1",1.1764,NA,NA,NA,NA,1
1,"1",1.2849,NA,NA,NA,NA,1
1,"1",0.6537,NA,NA,NA,NA,1
2,"1",0.5351,NA,NA,NA,NA,1
1,"6",1.3292,NA,NA,NA,NA,1
2,"1",0.998,NA,NA,NA,NA,1
2,"1",0.7726,NA,NA,NA,NA,1
2,"1",0.6384,NA,NA,NA,NA,1
1,"1",1.1249,NA,NA,NA,NA,1
1,"1",0.5527,NA,NA,NA,NA,1
2,"1",0.694,NA,NA,NA,NA,1
1,"1",0.823,NA,NA,NA,NA,1
1,"1",3.363,NA,NA,NA,NA,1
1,"1",0.837,NA,NA,NA,NA,1
2,"1",0.6774,NA,NA,NA,NA,1
1,"1",1.5132,NA,NA,NA,NA,1
1,"1",1.3928,NA,NA,NA,NA,1
2,"1",1.0832,NA,NA,NA,NA,1
1,"6",1.3733,NA,NA,NA,NA,1
1,"1",0.5885,NA,NA,NA,NA,1
1,"1",0.7955,NA,NA,NA,NA,1
1,"1",0.9443,NA,NA,NA,NA,1
1,"1",0.7088,NA,NA,NA,NA,1
2,"1",0.6006,NA,NA,NA,NA,1
1,"1",0.7777,NA,NA,NA,NA,1
2,"1",0.649,NA,NA,NA,NA,1
1,"1",0.7268,NA,NA,NA,NA,1
1,"1",0.6035,NA,NA,NA,NA,1
2,"1",0.6471,NA,NA,NA,NA,1
1,"6",0.893,NA,NA,NA,NA,1
2,"6",0.9439,NA,NA,NA,NA,1
1,"6",0.5644,NA,NA,NA,NA,1
1,"1",0.7278,NA,NA,NA,NA,1
1,"1",0.6364,NA,NA,NA,NA,1
1,"1",0.5446,NA,NA,NA,NA,1
1,"1",0.6664,NA,NA,NA,NA,1
1,"1",6e-04,NA,NA,NA,NA,1
1,"1",0.922,NA,NA,NA,NA,1
1,"1",0.8768,NA,NA,NA,NA,1
2,"2",1.3066,NA,NA,NA,NA,1
2,"1",0.7073,NA,NA,NA,NA,1
2,"1",0.5432,NA,NA,NA,NA,1
2,"1",0.5146,NA,NA,NA,NA,1
2,"1",0.7162,NA,NA,NA,NA,1
2,"1",0.3682,NA,NA,NA,NA,1
1,"1",0.4635,NA,NA,NA,NA,1
1,"1",0.7546,NA,NA,NA,NA,1
1,"1",0.6349,NA,NA,NA,NA,1
1,"1",0.797,NA,NA,NA,NA,1
2,"1",1.9343,NA,NA,NA,NA,1
2,"1",0.9063,NA,NA,NA,NA,1
1,"1",0.9148,NA,NA,NA,NA,1
1,"1",0.5074,NA,NA,NA,NA,1
2,"1",0.7087,NA,NA,NA,NA,1
2,"1",0.5268,NA,NA,NA,NA,1
1,"1",0.5075,NA,NA,NA,NA,1
1,"1",0.5987,NA,NA,NA,NA,1
1,"1",0.4941,NA,NA,NA,NA,1
1,"1",0.5383,NA,NA,NA,NA,1
1,"1",0.4317,NA,NA,NA,NA,1
2,"4",0.2888,NA,NA,NA,NA,1
1,"1",0.5724,NA,NA,NA,NA,1
1,"1",0.6786,NA,NA,NA,NA,1
2,"1",0.6959,NA,NA,NA,NA,1
2,"4",0.8286,NA,NA,NA,NA,1
2,"1",0.5432,NA,NA,NA,NA,1
1,"1",0.4071,NA,NA,NA,NA,1
2,"5",0.7468,NA,NA,NA,NA,1
1,"1",0.5299,NA,NA,NA,NA,1
2,"1",0.5973,NA,NA,NA,NA,1
2,"1",0.555,NA,NA,NA,NA,1
1,"1",0.5179,NA,NA,NA,NA,1
2,"1",0.4679,NA,NA,NA,NA,1
2,"1",0.8933,NA,NA,NA,NA,1
2,"1",0.4934,NA,NA,NA,NA,1
1,"4",0.2279,NA,NA,NA,NA,1
2,"1",0.8129,NA,NA,NA,NA,1
2,"1",0.4917,NA,NA,NA,NA,1
2,"1",0.4635,NA,NA,NA,NA,1
2,"1",0.4846,NA,NA,NA,NA,1
1,"1",0.9403,NA,NA,NA,NA,1
2,"6",0.6072,NA,NA,NA,NA,1
1,"1",0.5568,NA,NA,NA,NA,1
1,"1",2.1529,NA,NA,NA,NA,1
1,"1",0.4696,NA,NA,NA,NA,1
2,"1",0.4669,NA,NA,NA,NA,1
1,"1",1.1112,NA,NA,NA,NA,1
1,"1",0.5983,NA,NA,NA,NA,1
2,"1",0.6353,NA,NA,NA,NA,1
1,"1",0.8913,NA,NA,NA,NA,1
1,"1",0.6551,NA,NA,NA,NA,1
1,"1",0.6351,NA,NA,NA,NA,1
1,"1",0.6408,NA,NA,NA,NA,1
2,"1",0.7681,NA,NA,NA,NA,1
2,"6",0.7054,NA,NA,NA,NA,1
1,"1",0.5161,NA,NA,NA,NA,1
1,"1",0.4681,NA,NA,NA,NA,1
1,"6",0.7431,NA,NA,NA,NA,1
1,"1",4.264,NA,NA,NA,NA,1
2,"1",0.5958,NA,NA,NA,NA,1
1,"1",0.6441,NA,NA,NA,NA,1
2,"1",1.1064,NA,NA,NA,NA,1
1,"1",0.7276,NA,NA,NA,NA,1
2,"1",0.723,NA,NA,NA,NA,1
2,"1",0.6881,NA,NA,NA,NA,1
1,"1",0.9371,NA,NA,NA,NA,1
2,"1",1.5853,NA,NA,NA,NA,1
2,"1",1.6146,NA,NA,NA,NA,1
2,"1",1.6459,NA,NA,NA,NA,1
1,"1",0.6945,NA,NA,NA,NA,1
1,"1",0.7208,NA,NA,NA,NA,1
1,"1",0.6435,NA,NA,NA,NA,1
1,"1",0.5952,NA,NA,NA,NA,1
2,"1",1.1006,NA,NA,NA,NA,1
2,"1",2.4854,NA,NA,NA,NA,1
1,"1",1.4845,NA,NA,NA,NA,1
1,"1",4.4205,NA,NA,NA,NA,1
2,"1",2.1859,NA,NA,NA,NA,1
2,"1",1.021,NA,NA,NA,NA,1
2,"1",0.8567,NA,NA,NA,NA,1
2,"1",0.5742,NA,NA,NA,NA,1
1,"1",0.6235,NA,NA,NA,NA,1
1,"1",0.866,NA,NA,NA,NA,1
1,"1",0.8576,NA,NA,NA,NA,1
1,"1",1.3492,NA,NA,NA,NA,1
1,"1",0.8554,NA,NA,NA,NA,1
1,"1",0.5592,NA,NA,NA,NA,1
1,"1",0.7138,NA,NA,NA,NA,1
1,"1",0.7651,NA,NA,NA,NA,1
2,"1",0.6553,NA,NA,NA,NA,1
2,"1",0.4797,NA,NA,NA,NA,1
1,"1",0.5484,NA,NA,NA,NA,1
1,"1",0.5023,NA,NA,NA,NA,1
2,"1",0.9348,NA,NA,NA,NA,1
2,"1",0.6023,NA,NA,NA,NA,1
1,"1",0.5319,NA,NA,NA,NA,1
1,"1",0.5511,NA,NA,NA,NA,1
2,"1",0.4902,NA,NA,NA,NA,1
1,"1",1.365,NA,NA,NA,NA,1
1,"1",2.4943,NA,NA,NA,NA,1
2,"1",3.5708,NA,NA,NA,NA,1
2,"1",2.1248,NA,NA,NA,NA,1
2,"1",1.0652,NA,NA,NA,NA,1
1,"1",0.7603,NA,NA,NA,NA,1
1,"2",7e-04,NA,NA,NA,NA,1
1,"2",1.7125,NA,NA,NA,NA,1
1,"4",0.6201,NA,NA,NA,NA,1
1,"3",8.2161,NA,NA,NA,NA,1
2,"1",14.0725,NA,NA,NA,NA,1
2,"1",1.6421,NA,NA,NA,NA,1
2,"4",0.7376,NA,NA,NA,NA,1
1,"1",3.2435,NA,NA,NA,NA,1
2,"1",14.5076,NA,NA,NA,NA,1
2,"2",4.7615,NA,NA,NA,NA,1
1,"2",0.4721,NA,NA,NA,NA,1
1,"1",3.1824,NA,NA,NA,NA,1
2,"1",1.3647,NA,NA,NA,NA,1
2,"1",1.9325,NA,NA,NA,NA,1
1,"6",1.1453,NA,NA,NA,NA,1
1,"2",0.6424,NA,NA,NA,NA,1
2,"4",0.2287,NA,NA,NA,NA,1
2,"4",0.3939,NA,NA,NA,NA,1
1,"1",0.46,NA,NA,NA,NA,1
2,"2",0.2573,NA,NA,NA,NA,1
1,"2",0.7679,NA,NA,NA,NA,1
2,"3",0.7554,NA,NA,NA,NA,1
1,"1",0.471,NA,NA,NA,NA,1
1,"2",0.6019,NA,NA,NA,NA,1
1,"1",2.3081,NA,NA,NA,NA,1
2,"1",0.5125,NA,NA,NA,NA,1
1,"3",0.6585,NA,NA,NA,NA,1
2,"3",0.6503,NA,NA,NA,NA,1
2,"2",0.6146,NA,NA,NA,NA,1
2,"2",1.8178,NA,NA,NA,NA,1
1,"2",1.3553,NA,NA,NA,NA,1
1,"4",1.8442,NA,NA,NA,NA,1
2,"2",0.3766,NA,NA,NA,NA,1
2,"2",2.0116,NA,NA,NA,NA,1
2,"1",0.8856,NA,NA,NA,NA,1
2,"2",0.7499,NA,NA,NA,NA,1
1,"2",1.0468,NA,NA,NA,NA,1
2,"2",0.4773,NA,NA,NA,NA,1
2,"6",0.7289,NA,NA,NA,NA,1
2,"2",0.7539,NA,NA,NA,NA,1
1,"2",0.6121,NA,NA,NA,NA,1
1,"2",1.179,NA,NA,NA,NA,1
2,"2",0.6492,NA,NA,NA,NA,1
1,"3",0.8697,NA,NA,NA,NA,1
1,"1",0.1777,NA,NA,NA,NA,1
1,"1",0.5666,NA,NA,NA,NA,1
2,"1",1.3317,NA,NA,NA,NA,1
1,"1",0.6464,NA,NA,NA,NA,1
1,"1",0.9867,NA,NA,NA,NA,1
2,"1",0.5902,NA,NA,NA,NA,1
2,"1",1.0645,NA,NA,NA,NA,1
1,"1",0.6194,NA,NA,NA,NA,1
2,"1",1.626,NA,NA,NA,NA,1
2,"3",1.4874,NA,NA,NA,NA,1
2,"1",0.6146,NA,NA,NA,NA,1
2,"1",0.5498,NA,NA,NA,NA,1
1,"1",0.487,NA,NA,NA,NA,1
2,"1",0.7726,NA,NA,NA,NA,1
1,"1",0.5201,NA,NA,NA,NA,1
2,"6",2.1434,NA,NA,NA,NA,1
1,"1",0.627,NA,NA,NA,NA,1
2,"1",1.7339,NA,NA,NA,NA,1
2,"1",0.7905,NA,NA,NA,NA,1
1,"1",0.7591,NA,NA,NA,NA,1
1,"1",2.2412,NA,NA,NA,NA,1
2,"1",0.5479,NA,NA,NA,NA,1
2,"6",1.8733,NA,NA,NA,NA,1
1,"1",0.7998,NA,NA,NA,NA,1
2,"1",1.1535,NA,NA,NA,NA,1
2,"1",4.1688,NA,NA,NA,NA,1
2,"1",1.0258,NA,NA,NA,NA,1
1,"1",0.5676,NA,NA,NA,NA,1
1,"1",0.6166,NA,NA,NA,NA,1
2,"1",0.4083,NA,NA,NA,NA,1
1,"6",1.8705,NA,NA,NA,NA,1
2,"1",1.4915,NA,NA,NA,NA,1
2,"1",0.4473,NA,NA,NA,NA,1
1,"1",0.4125,NA,NA,NA,NA,1
2,"1",0.6416,NA,NA,NA,NA,1
2,"1",0.4242,NA,NA,NA,NA,1
1,"1",0.5791,NA,NA,NA,NA,1
2,"1",0.4681,NA,NA,NA,NA,1
2,"1",0.629,NA,NA,NA,NA,1
1,"1",0.6155,NA,NA,NA,NA,1
2,"1",8.6598,NA,NA,NA,NA,2
1,"1",1.1086,NA,NA,NA,NA,2
1,"1",1.3661,NA,NA,NA,NA,2
2,"1",1.483,NA,NA,NA,NA,2
2,"2",2.6243,NA,NA,NA,NA,2
1,"1",1.6758,NA,NA,NA,NA,2
2,"6",3.166,NA,NA,NA,NA,2
1,"2",2.1828,NA,NA,NA,NA,2
2,"1",1.9624,NA,NA,NA,NA,2
1,"1",1.3087,NA,NA,NA,NA,2
1,"1",1.2949,NA,NA,NA,NA,2
1,"1",3.67,NA,NA,NA,NA,2
2,"1",2.5256,NA,NA,NA,NA,2
1,"4",8.268,NA,NA,NA,NA,2
1,"1",2.1081,NA,NA,NA,NA,2
2,"2",4.9601,NA,NA,NA,NA,2
1,"1",1.5849,NA,NA,NA,NA,2
2,"1",1.1789,NA,NA,NA,NA,2
1,"2",5.7231,NA,NA,NA,NA,2
1,"1",3.1299,NA,NA,NA,NA,2
1,"1",3.4945,NA,NA,NA,NA,2
2,"1",1.4851,NA,NA,NA,NA,2
1,"1",1.8564,NA,NA,NA,NA,2
2,"1",1.4809,NA,NA,NA,NA,2
