word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
SINGER, STIM, HIGH, 6, 5.0452, -0.2684, 0.0051, -0.2735, 0.3669
SEQUEL, STIM, LOW, 6, 1.6401, 0.8026, 0.5996, 0.2030, 1.5178
LAST, FOIL, LOW, 1, 3.3515, NA, NA, NA, NA
RULE, FOIL, LOW, 1, 1.1507, NA, NA, NA, NA
GUILT, STIM, LOW, 6, 1.2555, -2.9508, 0.9940, 2.3384, 2.5519
REGION, FOIL, LOW, 1, 1.3795, NA, NA, NA, NA
LEFT, FOIL, LOW, 1, 1.3493, NA, NA, NA, NA
FEAR, STIM, LOW, 1, 1.0222, 1.3305, 1.1315, 0.1990, 0.6505
RAW, STIM, LOW, 6, 1.0772, -2.5678, -3.0788, 0.5110, 0.6338
MULE, FOIL, HIGH, 1, 1.1881, NA, NA, NA, NA
GOT, STIM, LOW, 1, 1.2403, -3.0848, 2.1747, 1.0237, 1.5679
LISP, FOIL, LOW, 1, 0.9179, NA, NA, NA, NA
HOLD, STIM, LOW, 6, 1.3129, -2.0030, -2.8477, 0.8446, 0.7172
CHANCE, FOIL, LOW, 1, 1.8553, NA, NA, NA, NA
STEW, FOIL, HIGH, 1, 0.8047, NA, NA, NA, NA
NOSE, FOIL, HIGH, 1, 0.7898, NA, NA, NA, NA
POWER, FOIL, LOW, 1, 1.4838, NA, NA, NA, NA
LOAD, STIM, LOW, 6, 1.4345, -3.0218, -2.0555, -0.9662, 0.8173
PRIME, STIM, LOW, 1, 1.2645, 1.6994, 0.2370, 1.4624, 2.4185
THREW, STIM, LOW, 6, 1.2796, 1.4439, -1.8388, -3.0005, 1.8848
PIG, STIM, HIGH, 6, 2.4878, 1.0033, 0.2762, 0.7271, 1.2843
DOCTOR, FOIL, HIGH, 1, 2.0257, NA, NA, NA, NA
VIGIL, STIM, LOW, 6, 1.7683, -2.9752, 3.0019, 0.3061, 0.5671
BIBLE, STIM, HIGH, 6, 1.1278, -1.6468, -3.0338, 1.3869, 0.9507
VISE, FOIL, LOW, 6, 1.1458, NA, NA, NA, NA
AIL, STIM, LOW, 6, 2.2210, -0.3077, 1.0535, -1.3612, 0.5838
FURY, STIM, LOW, 6, 1.1037, 3.1380, -0.0308, -3.1144, 0.6672
TUBE, STIM, HIGH, 6, 1.1899, -2.7405, 0.9985, 2.5442, 0.7673
ALIEN, FOIL, LOW, 1, 1.2873, NA, NA, NA, NA
CALIX, FOIL, LOW, 1, 1.6217, NA, NA, NA, NA
JUPON, FOIL, LOW, 1, 1.5541, NA, NA, NA, NA
HOUSE, STIM, HIGH, 6, 3.7369, -3.0815, -2.1387, -0.9428, 1.2176
SLEAVE, FOIL, LOW, 1, 1.5982, NA, NA, NA, NA
REVIEW, STIM, LOW, 3, 2.3067, 1.6234, -0.8787, 2.5020, 1.2343
DOOR, FOIL, HIGH, 2, 2.5002, NA, NA, NA, NA
ROPE, FOIL, HIGH, 5, 3.3531, NA, NA, NA, NA
BANNER, STIM, HIGH, 6, 1.6029, 1.8278, 1.5970, 0.2308, 2.1350
SMUT, FOIL, LOW, 1, 1.4475, NA, NA, NA, NA
COAST, FOIL, HIGH, 5, 2.9347, NA, NA, NA, NA
SNOW, STIM, HIGH, 6, 1.5207, -3.0359, -1.4573, -1.5786, 1.0174
AWAY, STIM, LOW, 5, 4.2144, 2.8541, 0.7748, 2.0793, 0.5504
SAIL, FOIL, HIGH, 1, 3.4043, NA, NA, NA, NA
CLOUD, FOIL, HIGH, 6, 1.2664, NA, NA, NA, NA
FREE, FOIL, LOW, 1, 1.2573, NA, NA, NA, NA
SAFETY, FOIL, LOW, 6, 1.6427, NA, NA, NA, NA
MOAN, FOIL, LOW, 1, 1.2019, NA, NA, NA, NA
FAN, FOIL, HIGH, 6, 1.7453, NA, NA, NA, NA
BOY, STIM, HIGH, 6, 1.5549, -2.7809, -1.5860, -1.1948, 1.4511
LIME, STIM, HIGH, 6, 1.0669, 0.3973, 0.4936, -0.0963, 1.2009
PIE, STIM, HIGH, 6, 1.0346, -3.0181, 1.0089, 2.2562, 1.3677
BERRY, FOIL, HIGH, 4, 1.9274, NA, NA, NA, NA
THING, FOIL, LOW, 6, 5.1795, NA, NA, NA, NA
ZIPPER, STIM, HIGH, 6, 1.1449, 2.8871, 2.1757, 0.7114, 0.4670
EAGLE, STIM, HIGH, 6, 1.2014, 0.8158, -2.2278, 3.0435, 1.1509
ALLEY, FOIL, HIGH, 5, 1.3645, NA, NA, NA, NA
TRUCK, STIM, HIGH, 5, 2.2933, -1.5785, -2.6990, 1.1205, 1.1842
CIDER, STIM, HIGH, 6, 1.1138, 2.4451, 3.1157, -0.6706, 1.7680
DUST, FOIL, HIGH, 1, 1.1555, NA, NA, NA, NA
GLOOM, STIM, LOW, 6, 1.1800, 0.0275, -0.1550, 0.1825, 0.7839
MINK, STIM, HIGH, 6, 0.9556, 0.2936, 3.1416, -2.8480, 0.6839
DEBATE, FOIL, LOW, 1, 2.5679, NA, NA, NA, NA
PUP, STIM, HIGH, 6, 1.4000, 1.7315, -1.9302, -2.6215, 1.1175
FORTH, FOIL, LOW, 1, 1.5010, NA, NA, NA, NA
DEW, FOIL, HIGH, 1, 1.3504, NA, NA, NA, NA
EVENT, STIM, LOW, 6, 1.0924, -2.4617, -0.8549, -1.6068, 0.8840
MERCY, STIM, LOW, 6, 0.9245, -0.1846, 2.0230, -2.2076, 0.8340
SHEEP, FOIL, HIGH, 5, 3.1881, NA, NA, NA, NA
