,condition,recog_rating,recog_RT,target_angle,response_angle,response_error,response_RT,participant
9132,2,6,0.6489,-1.2427,-1.3471,0.1044,0.6338,6
9222,1,5,1.1725,1.0157,-2.3635,-2.9039,0.9007,6
9416,2,6,0.733,-2.9761,0.8272,2.4799,0.4337,6
9622,2,6,0.7184,-0.5503,-0.7633,0.2131,0.4837,6
9724,1,3,1.556,2.6151,-0.292,2.907,0.8173,6
9921,1,5,1.9339,1.7688,1.7401,0.0287,0.6005,6
10114,1,4,1.548,-2.0444,-1.6569,-0.3875,0.5504,6
10222,1,6,0.7897,-2.0801,-2.2715,0.1914,0.5004,6
10615,1,6,0.6432,-0.2895,-0.4457,0.1562,0.9174,6
10721,2,6,0.7069,-2.7428,1.3409,2.1995,0.417,6
11041,1,6,0.7209,-0.8377,-0.7103,-0.1274,0.5337,6
11521,2,5,2.1426,2.2491,0.5081,1.741,0.3336,6
11732,1,6,0.7206,-2.4603,3.1004,0.7225,0.4337,6
1188,1,5,2.3452,1.5004,-1.8031,-2.9797,0.4837,6
1208,1,6,0.8444,1.5978,1.7368,-0.139,0.3503,6
12213,1,6,1.2087,-0.8029,-1.929,1.126,0.5004,6
1246,2,4,1.1346,-2.3719,-2.6081,0.2361,0.4003,6
12723,1,6,1.0294,0.2763,2.0368,-1.7605,0.6672,6
12811,1,6,0.6805,-1.2663,-0.8544,-0.4119,0.4837,6
13021,2,6,0.6671,1.1202,1.3346,-0.2144,0.5504,6
13121,1,3,1.3221,1.9184,0.005,1.9135,0.6839,6
13422,2,6,0.5929,-0.116,0.1857,-0.3016,0.4503,6
13731,2,6,0.6678,-2.635,0.9057,2.7425,0.5171,6
13913,2,5,1.4487,1.0161,0.7854,0.2307,0.4837,6
14012,2,6,0.7175,-2.5824,2.8668,0.834,0.9174,6
14115,2,5,1.2892,-1.1872,1.051,-2.2383,0.467,6
14223,2,2,0.6006,0.6619,2.5536,-1.8917,0.4337,6
14732,2,4,1.011,1.7039,-0.5908,2.2948,0.4337,6
14915,2,6,0.6823,1.8435,1.1489,0.6946,0.8506,6
15141,1,6,0.8873,2.9458,0.4429,2.503,0.467,6
15412,2,6,0.7664,-1.0887,2.6431,2.5514,0.7005,6
15524,1,2,1.0566,0.9654,-0.7343,1.6998,0.4503,6
15616,2,6,0.8737,-1.999,-2.0322,0.0331,0.7005,6
15721,1,4,1.2254,3.1267,-2.6237,-0.5328,0.5838,6
15923,1,2,0.6279,-0.0032,-2.7834,2.7803,1.6513,6
16322,2,5,1.076,-2.9658,2.4991,0.8183,0.5337,6
16521,1,6,0.6813,-0.8119,1.3854,-2.1973,0.6505,6
16823,1,6,0.6175,-0.7257,0.5493,-1.275,0.7172,6
16923,2,6,0.6784,-1.8803,-2.6644,0.7841,0.4837,6
17015,1,6,0.575,-0.6195,-0.4473,-0.1722,0.4503,6
17126,2,3,1.1839,2.6708,-0.2539,2.9247,0.5671,6
17321,2,6,0.7141,-0.3687,-0.1954,-0.1733,0.6505,6
17521,2,3,0.5145,2.6441,-1.1932,-2.4459,1.1175,6
1777,1,6,1.3448,2.5409,1.9448,0.5961,0.5004,6
17831,1,2,1.8819,-2.1798,-2.0849,-0.0949,1.1008,6
18224,2,4,0.9891,-0.1812,0.6597,-0.8409,0.4003,6
18315,2,6,0.7243,-0.5537,-0.2208,-0.3328,0.3836,6
18512,2,6,0.9091,0.7829,-0.0209,0.8039,1.3343,6
18713,2,6,0.6879,2.5474,-2.7414,-0.9944,0.3669,6
18916,1,6,1.9873,3.0376,2.3818,0.6557,0.467,6
19131,2,6,0.5924,-1.264,-0.2698,-0.9942,0.3836,6
19631,2,6,0.7751,-0.4837,-0.6857,0.202,0.417,6
19721,2,6,0.6045,2.1175,0.7086,1.4089,0.9674,6
19814,1,6,0.5783,1.8272,1.842,-0.0148,1.3677,6
20015,2,6,0.6064,1.1332,1.3612,-0.228,0.4337,6
20132,1,6,1.2077,-2.0303,-2.1631,0.1328,0.6005,6
2037,2,6,0.6416,-2.4067,-3.0084,0.6016,0.5004,6
20531,2,4,1.1192,1.3843,2.671,-1.2867,0.5671,6
20712,1,2,0.5643,-0.6998,0.1863,-0.8861,0.5504,6
21422,1,6,0.6434,2.5626,1.2066,1.356,0.4503,6
21521,1,6,0.6308,2.8073,1.2047,1.6025,0.467,6
21624,1,6,0.6006,1.4268,-1.5708,2.9976,1.2343,6
2184,1,6,0.5848,-2.1475,-2.5709,0.4234,0.7172,6
21915,2,6,0.5644,0.699,-1.0446,1.7436,0.3669,6
2207,2,6,0.5404,2.2082,2.0017,0.2065,0.3836,6
22131,2,4,1.4658,-2.5359,0.3097,-2.8456,0.417,6
22231,1,6,0.6845,-1.4794,-2.1403,0.6609,0.5671,6
22414,2,6,0.6368,2.4486,-3.0757,-0.7589,0.417,6
22515,1,2,0.7781,-1.9689,-3.1207,1.1517,1.2343,6
22624,2,2,0.8592,-0.9995,-1.3045,0.305,0.7339,6
22814,2,6,0.6356,0.3139,1.4806,-1.1667,0.4503,6
22912,1,3,0.7125,-0.2665,1.576,-1.8425,0.5337,6
23222,1,2,0.8151,2.4504,-0.8496,-2.9832,0.3503,6
2347,1,6,0.9196,-2.738,2.5124,1.0327,0.4503,6
23612,2,1,0.7778,2.4655,1.0861,1.3795,0.3669,6
24231,2,5,1.0646,-1.6822,-1.6274,-0.0548,0.4003,6
2438,2,6,0.6295,-2.9545,-2.8215,-0.1331,0.417,6
24814,1,2,0.665,2.3315,0.3185,2.013,0.5838,6
24921,1,5,1.2463,0.5536,-2.2102,2.7638,0.4837,6
25012,1,6,0.6093,-1.1694,-1.886,0.7166,0.5004,6
25216,2,3,0.9961,1.8844,-0.5051,2.3894,0.4503,6
25324,1,2,0.856,1.9816,-0.0669,2.0485,0.5004,6
25515,1,4,1.0086,2.1808,2.9053,-0.7245,0.417,6
25923,2,5,1.0877,-2.7776,0.8446,2.6609,0.4337,6
26022,2,1,0.6105,-1.5813,1.6074,3.0944,0.5171,6
26321,2,6,0.7726,-2.8127,-3.0367,0.224,0.5671,6
26722,2,6,0.7959,2.7872,2.3634,0.4237,0.6338,6
26821,2,6,0.5026,-2.0609,-2.5325,0.4716,0.4003,6
27132,1,6,0.6517,1.3715,1.4382,-0.0667,0.417,6
27216,1,6,0.6228,0.5897,-1.9656,2.5553,0.9674,6
27322,1,6,0.5378,0.1976,-0.0618,0.2593,0.2669,6
2747,2,4,1.1853,-0.9753,-0.5413,-0.434,0.5838,6
27614,1,6,0.5838,-1.4254,-1.0863,-0.339,0.5171,6
27715,1,6,0.6038,-0.4361,-0.2734,-0.1627,0.5004,6
28021,1,2,0.6149,-1.7781,2.5933,1.9118,0.4503,6
427,2,6,1.2259,-1.4589,2.3767,2.4476,0.5004,7
630,2,6,1.1955,1.0231,2.3017,-1.2786,0.9174,7
829,2,6,0.9138,1.4044,2.3932,-0.9888,1.2009,7
1328,1,6,1.0904,0.9727,0.7676,0.2051,0.8006,7
1429,1,6,0.7529,2.4239,-0.6425,3.0664,0.9174,7
1528,1,6,0.85,-2.604,-1.5081,-1.0959,0.8173,7
1920,2,4,1.2986,2.3925,0.8476,1.5449,0.8673,7
2128,2,2,3.8019,2.9828,1.0698,1.913,0.5171,7
2730,2,6,1.4941,2.1354,0.6336,1.5019,0.417,7
2815,1,6,0.8497,-0.3598,-0.5707,0.2109,0.5337,7
2910,2,3,2.0962,-0.3786,1.0321,-1.4107,0.5504,7
3116,2,6,0.9771,1.2156,-2.4511,-2.6164,0.6672,7
339,1,6,0.8432,-0.884,-0.8216,-0.0623,0.467,7
345,2,2,1.8391,-1.0819,2.4062,2.7951,0.5671,7
369,2,6,1.3053,-1.1956,0.9294,-2.1249,0.7839,7
385,1,6,0.7078,1.2864,-0.7125,1.999,0.6672,7
4117,1,4,3.0963,1.4762,1.4877,-0.0114,0.7005,7
428,1,5,1.5782,-2.8235,0.4382,3.0215,0.9841,7
457,1,6,1.4629,0.8753,0.9596,-0.0844,0.6505,7
489,1,1,1.0964,2.211,0.5422,1.6688,0.884,7
5110,1,4,2.5544,1.042,2.1343,-1.0924,0.8173,7
529,1,6,1.6582,1.9753,2.1588,-0.1834,0.7172,7
546,2,6,1.1778,0.6265,0.5766,0.0499,0.8173,7
557,1,2,2.2999,-0.2256,-0.7963,0.5707,0.417,7
567,2,6,1.2277,2.9054,1.9532,0.9522,0.5504,7
589,1,6,0.8806,0.961,0.6875,0.2735,1.2343,7
6410,1,6,1.2512,-2.9686,-2.6593,-0.3093,0.8173,7
667,2,6,1.2241,2.3148,2.5002,-0.1854,0.884,7
679,2,1,1.5329,1.6783,-2.5913,-2.0136,0.5171,7
688,1,1,1.2385,-2.0483,2.5648,1.6701,0.5504,7
708,2,4,2.9386,-0.1443,0.4915,-0.6358,1.0508,7
734,2,4,2.0606,0.3275,0.3722,-0.0446,0.5171,7
769,2,2,1.8443,-1.7321,-0.9283,-0.8037,0.5838,7
779,2,5,1.5671,-1.864,-0.7034,-1.1606,0.3836,7
798,2,6,1.0379,-0.2627,0.4636,-0.7264,0.8006,7
8117,1,1,1.4612,0.0868,-2.5808,2.6676,0.4504,7
837,2,6,1.1661,-0.4924,-0.7598,0.2674,0.5337,7
858,1,6,1.3212,-1.8399,-0.6445,-1.1953,0.4837,7
879,2,5,1.0329,-1.7247,2.5347,2.0238,0.6171,7
928,1,1,0.5093,-0.5065,0.8217,-1.3281,0.6005,7
948,1,6,1.1439,1.9457,-0.6904,2.6362,0.3169,7
969,1,6,0.6953,3.0789,0.75,2.329,0.7172,7
985,1,6,0.8692,2.6968,3.0633,-0.3665,0.417,7
998,2,6,0.6995,1.2473,-2.0411,-2.9948,0.4003,7
1007,1,3,2.0381,0.051,2.4219,-2.3709,0.417,7
1029,2,1,0.9863,1.1271,-2.4887,-2.6673,0.5171,7
1038,1,1,0.947,2.1842,-0.5172,2.7014,0.6839,7
10610,1,4,1.841,-2.1318,0.6637,-2.7955,0.6005,7
1077,1,2,2.1203,-0.447,2.2562,-2.7031,1.2176,7
1085,1,3,2.4495,0.7368,-0.5148,1.2517,0.467,7
11016,1,6,1.3246,-2.5944,2.2486,1.4402,0.5004,7
11116,1,6,0.7587,-0.769,-2.4684,1.6995,1.0675,7
1138,2,4,1.2082,0.2915,-2.699,2.9904,0.7005,7
1147,1,6,1.3994,2.6926,2.3159,0.3767,0.7172,7
1198,1,6,0.833,1.5672,-0.5438,2.1111,0.4337,7
1278,1,5,1.5694,1.3146,-0.3232,1.6378,0.417,7
1284,1,5,0.8463,0.906,-0.4725,1.3785,0.2836,7
1306,2,6,0.9735,1.6613,0.7708,0.8905,0.5004,7
13117,2,3,1.7491,-1.8978,-2.4716,0.5738,0.3503,7
1329,1,4,1.3342,1.6025,0.7925,0.81,0.417,7
1338,1,2,1.7101,2.9387,2.3454,0.5932,0.4503,7
1357,1,6,1.2887,-0.3848,-0.7432,0.3584,0.4837,7
1367,1,6,0.7527,-1.3112,-2.4493,1.1382,0.417,7
1379,1,6,0.6016,2.6818,-0.8148,-2.7866,0.5504,7
1407,2,5,1.6629,2.5646,2.1777,0.387,0.6005,7
14210,2,5,1.4256,2.827,-0.552,-2.9042,0.6171,7
1457,2,1,1.0477,-2.2376,-0.67,-1.5676,0.1835,7
1508,2,6,1.2993,1.8934,0.6755,1.2179,1.1676,7
15113,1,6,0.7734,-2.3463,-2.5911,0.2448,0.3336,7
1529,2,6,0.6548,1.818,2.3272,-0.5092,1.2843,7
1569,2,2,1.3295,1.4278,0.6191,0.8088,0.4837,7
1579,2,6,0.7337,-1.7583,-2.6224,0.8641,0.2835,7
1589,2,6,0.7016,2.6531,2.2153,0.4377,0.1835,7
1608,1,6,0.9758,2.1411,-2.559,-1.5831,0.4503,7
1627,1,6,1.3846,-2.7901,0.2025,-2.9926,0.8507,7
1648,2,5,1.2583,-1.9497,-0.696,-1.2537,0.5838,7
1657,2,6,0.7755,2.1301,2.3239,-0.1938,0.1668,7
1699,1,6,1.1571,-2.6872,2.3013,1.2946,0.7005,7
1709,1,6,0.6676,0.7187,2.5867,-1.868,0.3836,7
1728,2,2,0.8914,-2.1035,-2.1208,0.0173,0.3002,7
1748,2,3,1.3643,-1.8171,0.833,-2.6501,0.9841,7
1758,1,6,1.2197,0.2937,-2.5208,2.8145,0.8006,7
1778,1,1,0.9637,1.1761,-2.3202,-2.7869,0.3169,7
1797,1,4,1.4821,-0.2794,-0.8179,0.5384,0.4503,7
1829,1,6,1.3497,2.9089,-2.4629,-0.9114,0.934,7
1846,2,6,0.746,1.4435,0.7633,0.6802,0.6005,7
1867,2,6,0.5502,0.3327,2.3854,-2.0527,0.7839,7
1879,2,6,0.4937,-0.9741,-0.4915,-0.4827,0.6672,7
1908,1,6,1.2922,-0.1995,-1.1025,0.903,0.7839,7
19117,2,6,0.5883,-2.3798,2.0414,1.862,0.8673,7
1938,1,6,0.9178,2.2709,2.6826,-0.4116,1.0508,7
1967,2,6,0.7537,1.9816,-0.6381,2.6197,0.6338,7
1999,2,6,0.7672,0.835,0.5101,0.3249,0.5004,7
2008,1,6,0.7912,-1.7742,-2.1181,0.344,0.3836,7
2058,1,6,1.4629,1.9566,2.0134,-0.0568,0.6505,7
2069,1,6,0.6742,1.4435,1.0116,0.4319,0.5838,7
2088,2,6,0.6857,0.5422,0.7928,-0.2506,1.1509,7
2099,2,3,2.1909,-0.3527,0.0392,-0.3919,0.5171,7
2107,1,6,1.0431,-1.2694,-1.0322,-0.2372,0.4337,7
2146,2,6,0.6579,-0.7687,-0.7047,-0.064,0.5337,7
2158,1,6,0.8789,-2.0541,-2.1675,0.1133,0.3836,7
2168,1,6,0.5525,2.1691,2.1272,0.0419,0.5004,7
2185,1,6,0.6844,2.4241,2.5725,-0.1484,0.5337,7
2208,2,2,2.1341,-1.5454,2.6639,2.0739,0.7005,7
2239,2,6,1.168,0.712,2.0344,-1.3224,0.934,7
2268,2,6,1.0045,0.085,-0.4219,0.5069,0.5838,7
2296,2,5,1.3215,1.8152,-0.4767,2.2919,0.417,7
2329,2,2,1.1338,-0.5221,2.8035,2.9577,0.6005,7
2338,1,6,0.8448,2.0343,1.9962,0.0382,0.7172,7
2357,2,6,0.6581,0.9767,0.7854,0.1913,0.6672,7
2388,2,6,0.8846,3.1334,2.4003,0.7331,0.934,7
2398,1,6,0.6769,-3.0684,-3.058,-0.0104,0.3836,7
2409,2,6,0.6878,-1.5102,-2.2682,0.758,0.6338,7
2439,2,1,1.4021,-1.107,-2.8427,1.7357,0.6338,7
2449,2,6,1.0675,-2.9838,-2.3121,-0.6717,0.3336,7
2458,2,6,0.6975,-2.7913,-0.9212,-1.8701,0.5838,7
2468,1,6,0.6848,-0.1946,1.7112,-1.9059,0.5838,7
2497,1,5,1.3875,2.7248,-1.0769,-2.4816,0.3002,7
2505,1,6,0.8584,-1.9413,0.6894,-2.6307,0.5671,7
25110,2,1,1.1461,-0.9776,-0.3374,-0.6403,0.417,7
2539,1,3,1.029,-1.7025,2.5154,2.0653,0.1668,7
2559,2,5,1.4519,-0.5247,2.2011,-2.7258,0.4337,7
2577,2,6,0.9721,-0.4339,-2.399,1.9651,0.3669,7
2629,1,6,1.1471,-0.3977,-0.577,0.1793,0.2835,7
2639,2,6,0.7115,-0.1659,-2.5321,2.3662,0.3503,7
2647,1,6,0.6212,2.6755,0.5476,2.1279,0.6839,7
2659,2,6,0.5076,-2.7677,0.5735,2.9419,0.4837,7
2668,1,6,0.8068,0.0408,-0.5611,0.6019,0.3002,7
27210,1,6,0.725,-1.1613,-2.0298,0.8686,0.3169,7
2748,1,6,1.0016,1.844,2.2309,-0.3869,0.8006,7
2758,1,6,0.7033,-1.9259,-0.396,-1.53,0.4837,7
2766,1,3,1.5214,1.3234,-1.0259,2.3493,0.4337,7
2779,2,6,1.114,-2.3508,-0.0935,-2.2574,1.301,7
2100,2,6,1.3685,1.4888,1.8861,-0.3973,0.4003,7
520,2,5,1.5978,-0.9937,2.594,2.6954,0.5004,7
929,2,3,1.4909,1.7638,-0.8073,2.5711,0.6338,7
1139,2,5,1.6694,2.9469,0.7454,2.2015,0.5004,7
1238,1,5,0.8928,1.5746,-0.3664,1.941,0.2669,7
1628,1,6,0.8074,-2.7888,-2.3093,-0.4795,1.0842,7
1729,1,2,1.1755,0.6913,3.095,-2.4037,0.8006,7
1830,1,4,1.1367,0.0168,-1.9135,1.9303,0.5671,7
2029,2,6,0.6084,2.2484,1.9764,0.272,0.7172,7
21106,1,6,2.3642,-1.6785,-0.0848,-1.5937,0.4003,7
2229,2,6,0.6695,-2.2569,-1.1163,-1.1406,0.4003,7
2330,2,6,0.8111,0.9626,1.5342,-0.5716,0.6005,7
2529,1,6,0.9531,-2.4316,-0.8357,-1.5959,0.5004,7
2630,2,5,1.4605,-0.2408,2.2562,-2.497,0.6171,7
2914,2,6,1.0901,0.3082,-2.0764,2.3846,0.6005,7
3411,2,1,0.6803,-2.0833,-2.4508,0.3675,0.7172,7
3813,2,6,1.1612,0.3841,2.9042,-2.5201,1.2343,7
4815,1,2,1.03,0.1787,-2.3635,2.5423,0.6338,7
509,2,6,1.3518,-2.1342,2.2642,1.8848,0.8173,7
5112,1,5,1.4101,-2.8731,1.7772,1.6329,0.7339,7
5216,2,6,0.6931,-0.497,-1.4406,0.9437,0.6505,7
539,2,2,1.3659,0.842,3.1366,-2.2945,0.5671,7
5516,1,6,1.0771,2.4442,-0.0827,2.5269,0.6171,7
5612,1,4,1.1917,0.5146,0.6628,-0.1482,0.6171,7
5814,2,6,2.5268,-0.5971,1.597,-2.1941,0.9007,7
6114,1,1,3.1779,1.9699,-2.4335,-1.8798,0.417,7
638,1,6,1.2132,-0.2021,0.7497,-0.9518,0.3669,7
659,2,6,1.2013,2.1236,2.9897,-0.8662,0.4837,7
6615,1,6,0.7817,-2.9182,-0.6497,-2.2685,0.4837,7
7116,2,6,1.4058,-1.2072,-0.4793,-0.7279,0.6338,7
7214,1,6,0.9867,1.649,2.6248,-0.9758,0.4003,7
7312,1,6,0.7584,-2.082,-2.2958,0.2138,0.5171,7
757,1,4,1.7155,0.9039,0.7164,0.1875,0.7172,7
7617,2,4,4.2332,-0.9759,-0.9254,-0.0506,0.3669,7
786,1,6,1.3307,-2.9072,2.4285,0.9474,0.3669,7
8715,1,6,1.3909,0.5366,1.0215,-0.4849,0.5838,7
889,2,6,0.5985,-2.5841,-3.0473,0.4633,0.467,7
898,2,6,0.5462,-2.7185,-2.4516,-0.2669,0.4003,7
909,2,3,1.1571,-0.0105,2.0779,-2.0884,0.417,7
938,1,6,0.8193,-0.8452,-2.1033,1.2581,0.6672,7
9417,1,6,0.652,-2.5788,0.4385,-3.0173,0.4503,7
9614,1,6,1.6979,-2.6049,-2.4933,-0.1116,0.3503,7
9914,1,6,0.9713,1.6741,2.6003,-0.9262,0.4337,7
10014,1,6,0.6522,-1.0088,-0.8471,-0.1617,0.5838,7
10213,2,6,1.3174,1.1294,0.9179,0.2115,0.467,7
10312,1,3,1.3283,1.3401,3.1267,-1.7866,0.2835,7
10616,2,6,0.6402,1.8756,0.0526,1.823,0.4337,7
10814,2,2,0.9534,-0.3489,-0.9233,0.5744,1.1175,7
11316,1,6,0.7608,-1.8993,0.2606,-2.1599,0.8006,7
11415,2,6,0.7219,-1.6936,2.4402,2.1493,0.5171,7
1178,2,6,0.7076,-1.9609,-2.1617,0.2008,0.5671,7
11913,2,6,0.7304,-1.6629,-1.8462,0.1833,0.9507,7
1209,2,6,0.6642,0.5143,0.9191,-0.4048,0.3836,7
12210,1,3,1.1787,-0.7113,-0.4737,-0.2375,0.3836,7
1259,2,5,0.9103,-1.7698,-2.2635,0.4938,0.3002,7
13118,1,1,0.8522,2.7557,0.6184,2.1373,1.2176,7
13214,1,6,1.0177,-2.0187,2.4691,1.7954,0.4337,7
13315,1,6,0.5818,1.8145,0.6363,1.1782,0.3836,7
1348,2,6,0.6175,2.4076,-2.4555,-1.4201,0.5671,7
13616,2,4,1.2807,-0.6362,2.153,-2.7892,0.3503,7
13717,2,6,1.3557,-2.1457,-0.5234,-1.6222,0.3669,7
1398,1,6,0.8331,-2.4255,0.4838,-2.9093,0.3669,7
1436,2,6,1.141,0.9307,0.8354,0.0954,0.6505,7
1448,1,6,1.1904,0.3155,0.3611,-0.0456,0.4503,7
14514,2,6,0.5453,1.8061,2.1887,-0.3826,0.5004,7
1478,1,6,0.9215,1.6288,2.1688,-0.54,0.5504,7
1487,2,6,0.5602,-2.1024,-2.0115,-0.091,0.7506,7
1499,1,1,0.6479,-3.0261,-3.023,-0.0031,1.301,7
15114,1,6,0.6863,1.4102,1.1326,0.2776,0.6505,7
15213,1,6,0.5594,0.7802,1.0111,-0.2309,0.467,7
15617,2,6,3.1965,-1.6449,-2.9393,1.2944,0.6505,7
15816,1,6,0.5976,-1.3744,-0.8221,-0.5522,0.3336,7
1635,1,6,1.4485,2.1783,1.975,0.2032,0.4003,7
16515,2,6,0.7799,1.4314,0.8395,0.5919,0.5838,7
1668,2,6,0.4834,2.7696,2.9016,-0.132,0.4837,7
1688,1,6,0.9893,0.9662,0.614,0.3522,0.4003,7
17016,2,6,0.6063,0.4416,0.2033,0.2383,0.4337,7
17118,2,6,0.5555,-1.7925,-2.1181,0.3256,0.2168,7
17212,1,6,0.499,0.4365,-0.209,0.6455,0.4003,7
17415,2,6,0.7131,2.5805,2.7183,-0.1378,0.4837,7
17713,2,6,0.8582,1.1201,0.8364,0.2837,0.3669,7
1789,1,6,1.2393,-1.8323,-1.9022,0.0698,0.3669,7
18114,1,1,1.7221,0.845,0.9685,-0.1235,0.4837,7
18412,1,6,0.6842,1.4197,1.1275,0.2923,0.4503,7
1899,2,6,2.0345,-1.402,-1.6933,0.2913,0.2669,7
19118,2,6,0.5768,0.9803,0.7457,0.2347,0.4003,7
1928,1,6,0.6279,-1.1839,-0.9453,-0.2385,0.3836,7
1949,1,6,3.9783,2.365,2.4805,-0.1156,0.3503,7
19615,1,6,0.657,-1.7923,-1.9165,0.1242,0.2669,7
19710,1,6,1.4264,0.371,0.3364,0.0346,0.2669,7
20016,1,6,0.597,1.7976,2.1337,-0.336,0.3169,7
20116,1,6,2.0202,2.2876,2.2623,0.0253,0.3669,7
2038,1,6,1.275,-0.0042,0.383,-0.3872,0.2835,7
2048,2,6,1.3326,-1.3592,-1.1095,-0.2498,0.417,7
20516,2,6,0.6334,2.7012,2.3918,0.3094,0.5171,7
20916,2,6,0.9757,2.3777,2.2488,0.1289,0.4337,7
21013,2,6,0.751,0.464,0.1507,0.3133,0.1501,7
21117,1,6,1.1413,-2.2425,-2.3048,0.0623,0.6839,7
2138,1,6,0.7887,-2.3332,-2.3635,0.0303,0.5337,7
21413,2,6,0.6331,0.1748,0.0497,0.1251,0.9507,7
2178,1,6,1.0635,0.1819,0.5127,-0.3308,0.3836,7
22314,1,6,0.8913,0.1179,0.2425,-0.1246,0.2835,7
2247,2,6,0.7173,-1.3566,-1.0198,-0.3368,0.3002,7
2257,2,6,0.4796,2.4957,2.3015,0.1942,0.3669,7
22615,1,6,0.6406,-2.4705,-2.5265,0.056,0.2335,7
2307,1,6,0.6012,2.1642,2.4363,-0.2721,1.2509,7
23117,2,6,0.5699,0.0223,0.2192,-0.1969,0.3336,7
23314,2,6,0.5101,-2.5486,-2.2123,-0.3362,0.2502,7
23516,2,6,0.8728,-2.1539,-2.4541,0.3001,0.6505,7
2366,1,6,0.6148,1.0887,0.6333,0.4554,0.467,7
24014,1,6,0.6705,-0.3547,-0.8038,0.4492,0.8173,7
24514,2,6,0.9782,1.3528,2.0368,-0.6839,0.9507,7
24615,1,6,0.8902,2.32,2.0496,0.2704,0.1835,7
2478,2,6,0.5278,1.4287,2.0414,-0.6127,0.3336,7
24914,2,6,0.6195,-2.4104,-0.9613,-1.4491,0.5504,7
25317,2,6,0.8231,0.0245,-0.0262,0.0507,0.2835,7
2568,2,6,0.8197,0.6497,0.6908,-0.0411,0.1334,7
2599,2,6,1.1931,-2.2664,-2.0764,-0.19,0.5171,7
2607,1,6,1.185,-0.1907,0.1454,-0.3362,0.1835,7
26313,2,6,1.1347,-1.9417,-1.451,-0.4907,0.2168,7
26413,1,6,0.6094,-0.4757,-0.5797,0.104,0.3169,7
26515,2,6,0.4263,-1.7384,-1.6228,-0.1156,0.2835,7
26614,2,6,0.5459,2.6021,1.2376,1.3645,1.0842,7
26710,2,6,0.5497,0.0189,-0.413,0.4319,0.6005,7
27217,2,6,0.5784,0.5034,0.7891,-0.2856,0.5504,7
27615,1,6,2.2864,1.8354,-2.7674,-1.6804,0.4337,7
2799,1,6,0.7884,-0.6211,-0.8781,0.257,0.9674,7
28010,1,1,1.3975,1.3763,-2.8699,-2.037,0.8673,7
1140,2,6,1.4221,-0.3885,-0.9758,0.5873,0.5171,7
5104,2,6,0.6342,-0.8948,-1.0868,0.192,0.3836,7
720,1,6,0.6424,-2.4063,-2.1398,-0.2666,0.3836,7
9104,1,6,1.0512,3.038,3.0012,0.0369,0.4837,7
1030,2,6,0.6734,-0.8522,-1.0727,0.2205,0.6672,7
12106,2,6,1.2866,-1.8206,-2.1671,0.3466,0.3669,7
14104,1,6,0.603,-2.8864,-3.116,0.2296,0.884,7
16106,1,6,0.7951,1.3888,0.7781,0.6107,0.4337,7
17105,1,6,1.8784,-0.3235,-0.7103,0.3868,0.467,7
25106,1,6,0.5734,0.2044,0.8589,-0.6545,0.3669,7
27106,2,6,0.5747,-1.2506,-0.7925,-0.4582,0.3336,7
2833,1,6,2.7102,2.4488,2.0275,0.4213,0.3002,7
2923,2,6,0.7622,2.1644,2.1459,0.0186,0.5004,7
308,1,6,0.5491,1.3577,0.9541,0.4035,0.9174,7
3316,1,6,0.6102,-0.1403,-0.5395,0.3992,0.4503,7
358,2,6,0.684,-1.1391,-1.198,0.0589,0.3836,7
3710,1,6,0.7004,-1.0101,-1.1279,0.1178,0.7506,7
3821,1,6,0.6479,-0.7842,-0.8333,0.0492,0.5671,7
4016,2,6,0.5671,1.584,1.4039,0.1801,0.6338,7
4213,1,6,2.2137,1.1601,1.0769,0.0833,1.1842,7
439,2,6,1.4294,-1.5081,-1.854,0.3458,0.2502,7
4515,2,6,0.8128,-0.8735,-1.0259,0.1524,0.8673,7
4821,1,6,0.5471,1.7409,1.01,0.7308,0.5171,7
5013,1,6,0.4964,-0.342,-0.3492,0.0072,0.3836,7
5121,2,6,0.6745,-2.8226,-2.7044,-0.1182,0.417,7
5223,1,6,0.5532,0.7142,1.0598,-0.3456,0.3503,7
5411,2,6,0.676,-0.4333,-0.6166,0.1834,0.3169,7
598,1,6,0.6049,-2.6712,-2.5177,-0.1534,0.4337,7
6312,2,6,1.5535,1.9947,0.7457,1.2489,0.4337,7
6624,2,6,0.7129,-1.6643,-1.6926,0.0283,0.5171,7
6714,2,6,0.6635,2.2702,1.8632,0.407,0.4503,7
7013,1,6,0.6185,2.3555,2.3309,0.0245,0.3503,7
7117,1,6,0.4876,-2.3774,-1.8652,-0.5123,0.6171,7
726,2,6,0.5514,2.4745,2.2551,0.2194,0.417,7
7321,1,6,0.4389,0.7478,1.9369,-1.1891,0.4837,7
7623,2,6,0.6878,2.0385,1.9302,0.1083,0.3836,7
808,1,6,0.5802,-0.7261,-0.6435,-0.0826,0.3669,7
8210,2,6,0.6389,2.954,2.9997,-0.0457,0.2835,7
849,2,6,0.77,2.7753,3.1136,-0.3382,0.467,7
868,2,6,0.5238,-0.0875,0.2314,-0.3189,0.3669,7
8722,2,6,0.6064,-2.217,-2.3011,0.0841,0.3503,7
9114,1,6,0.6265,-1.6861,-1.8878,0.2017,0.2836,7
9421,2,6,0.6697,2.1563,2.2642,-0.1079,0.5337,7
954,1,6,0.8608,-2.068,-2.2041,0.1361,0.2335,7
