word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
SCAR, FOIL, HIGH, 6, 4.5550, NA, NA, NA, NA
GLAD, STIM, LOW, 6, 3.4270, 1.6384, -3.0861, -1.5587, 0.7339
CHAOS, STIM, LOW, 6, 1.4273, -1.0846, -0.1613, -0.9233, 0.8840
WORK, STIM, LOW, 4, 3.9597, 2.0958, 1.3169, 0.7789, 0.8006
RITUAL, STIM, LOW, 6, 1.3527, -3.0295, -0.7997, -2.2298, 1.1676
HALL, STIM, HIGH, 6, 1.2529, -1.2335, 0.0324, -1.2659, 6.9553
TAIL, FOIL, HIGH, 1, 1.6957, NA, NA, NA, NA
SCARCE, STIM, LOW, 6, 1.1220, 3.0252, -1.1118, -2.1461, 1.7347
HIM, STIM, LOW, 4, 2.1570, -1.2168, 2.2030, 2.8634, 101.3437
MEAT, FOIL, HIGH, 1, 1.4907, NA, NA, NA, NA
SHED, STIM, HIGH, 6, 1.2718, 1.7020, 2.1832, -0.4812, 1.9348
BASE, FOIL, LOW, 1, 1.4284, NA, NA, NA, NA
PIQUE, FOIL, LOW, 1, 1.3790, NA, NA, NA, NA
CIDER, FOIL, HIGH, 1, 1.6205, NA, NA, NA, NA
RADIO, FOIL, HIGH, 1, 1.9150, NA, NA, NA, NA
JARGON, STIM, LOW, 6, 1.2780, 1.2002, -3.0945, -1.9885, 0.6505
PIDGIN, FOIL, LOW, 4, 2.2276, NA, NA, NA, NA
FENCE, STIM, HIGH, 2, 2.2965, -3.0633, -0.5601, -2.5031, 20.0486
ESCAPE, FOIL, LOW, 1, 1.4547, NA, NA, NA, NA
NOUN, FOIL, LOW, 1, 1.4452, NA, NA, NA, NA
US, FOIL, LOW, 1, 4.3782, NA, NA, NA, NA
FOREST, FOIL, HIGH, 1, 1.0554, NA, NA, NA, NA
HAY, STIM, HIGH, 6, 1.2510, -0.3279, -1.2523, 0.9244, 2.2184
REASON, FOIL, LOW, 5, 3.1752, NA, NA, NA, NA
LISP, STIM, LOW, 5, 0.7528, -0.5882, -0.1171, -0.4711, 0.6839
CALIX, FOIL, LOW, 1, 1.4574, NA, NA, NA, NA
JOIN, STIM, LOW, 4, 3.7635, -1.2504, -1.8941, 0.6436, 0.8340
MONEY, STIM, HIGH, 6, 1.3718, 2.6007, 2.1777, 0.4231, 1.1842
BOARD, FOIL, HIGH, 1, 4.2191, NA, NA, NA, NA
LUCK, FOIL, LOW, 1, 1.2989, NA, NA, NA, NA
DEFACE, STIM, LOW, 6, 1.1841, -2.7291, -0.9785, -1.7506, 4.4033
BASKET, STIM, HIGH, 6, 1.0931, 0.2642, 3.1259, -2.8616, 1.4344
INFANT, STIM, HIGH, 6, 1.2683, -2.6230, -0.9303, -1.6927, 2.5353
DARE, FOIL, LOW, 1, 1.5709, NA, NA, NA, NA
SAFETY, FOIL, LOW, 1, 1.6842, NA, NA, NA, NA
WHEAT, FOIL, HIGH, 1, 1.3673, NA, NA, NA, NA
RETARD, STIM, LOW, 6, 1.8485, 1.8539, 1.9107, -0.0568, 1.3510
BOW, FOIL, HIGH, 1, 1.1721, NA, NA, NA, NA
LUST, STIM, LOW, 6, 1.1242, 0.7993, -0.2136, 1.0129, 1.2676
STAIR, STIM, HIGH, 6, 1.1354, 1.6240, 1.8712, -0.2472, 1.3177
MONKEY, STIM, HIGH, 6, 2.0635, 2.3400, 2.9850, -0.6450, 2.0349
REAP, STIM, LOW, 6, 1.2786, 2.0950, -2.1157, -2.0725, 1.4011
MEAL, STIM, HIGH, 6, 1.0278, 0.5299, 0.9031, -0.3733, 0.8840
VACUUM, STIM, LOW, 6, 1.0784, 2.1821, -1.7621, -2.3390, 2.4018
DOCK, FOIL, HIGH, 1, 1.2303, NA, NA, NA, NA
CHOP, FOIL, HIGH, 1, 1.2893, NA, NA, NA, NA
