word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
QUICK, FOIL, LOW, 1, 2.5195, NA, NA, NA, NA
FANE, FOIL, LOW, 1, 1.0902, NA, NA, NA, NA
CLIFF, FOIL, HIGH, 6, 0.8934, NA, NA, NA, NA
RANCID, STIM, LOW, 6, 0.7947, -1.0936, 2.5913, 2.5982, 1.0341
PICKLE, FOIL, HIGH, 1, 1.6610, NA, NA, NA, NA
CHILLY, FOIL, LOW, 1, 1.1037, NA, NA, NA, NA
OCEAN, FOIL, HIGH, 1, 1.1627, NA, NA, NA, NA
HILL, STIM, HIGH, 6, 1.1171, -2.7288, 2.6335, 0.9209, 2.3685
JAR, STIM, HIGH, 6, 0.7670, 2.5681, 2.4301, 0.1380, 0.7339
HEEL, STIM, HIGH, 6, 0.5752, -2.0440, -1.9648, -0.0792, 0.6672
VACATE, STIM, LOW, 6, 0.6581, 2.1617, 2.2000, -0.0383, 0.9174
BOSOM, STIM, HIGH, 6, 1.6177, -1.3901, -1.2457, -0.1443, 0.8840
HATRED, FOIL, LOW, 1, 1.5089, NA, NA, NA, NA
APE, STIM, HIGH, 6, 0.7036, -0.8666, -2.2049, 1.3383, 0.8673
ELSE, STIM, LOW, 6, 0.7706, 0.9063, 0.9656, -0.0593, 0.5838
BARREL, FOIL, HIGH, 1, 1.1489, NA, NA, NA, NA
NOSE, FOIL, HIGH, 1, 0.8248, NA, NA, NA, NA
RARITY, STIM, LOW, 6, 1.0209, -1.1970, -0.9929, -0.2041, 1.4011
GOSPEL, STIM, LOW, 6, 0.6688, -0.8183, -0.6828, -0.1355, 1.1342
VACUUM, FOIL, LOW, 3, 2.9415, NA, NA, NA, NA
SEE, FOIL, LOW, 1, 2.3749, NA, NA, NA, NA
CEMENT, STIM, HIGH, 6, 0.5879, -0.0632, -0.1669, 0.1037, 0.6672
NURSE, STIM, HIGH, 6, 0.7429, 1.3787, 1.0686, 0.3101, 1.3010
TRY, STIM, LOW, 6, 0.6203, 2.2799, 2.2415, 0.0384, 0.4837
THUMB, FOIL, HIGH, 1, 1.4049, NA, NA, NA, NA
OMEN, FOIL, LOW, 1, 1.2867, NA, NA, NA, NA
KITTEN, FOIL, HIGH, 1, 0.8595, NA, NA, NA, NA
SPEAR, STIM, HIGH, 6, 0.9776, -0.6790, -0.7672, 0.0882, 1.2676
WHIFF, FOIL, LOW, 1, 1.6054, NA, NA, NA, NA
TIGER, STIM, HIGH, 6, 0.7569, -0.5887, -1.0347, 0.4460, 0.4837
YOU, STIM, LOW, 6, 0.5786, -0.0974, 0.0520, -0.1494, 0.7005
FUTURE, FOIL, LOW, 1, 0.9297, NA, NA, NA, NA
WOMAN, FOIL, HIGH, 2, 2.0752, NA, NA, NA, NA
CARRY, FOIL, LOW, 2, 2.6884, NA, NA, NA, NA
CRY, FOIL, LOW, 6, 1.0364, NA, NA, NA, NA
DAD, FOIL, HIGH, 1, 1.1442, NA, NA, NA, NA
THAW, STIM, LOW, 6, 0.6435, -2.7631, -2.8991, 0.1360, 0.7672
PLIERS, STIM, HIGH, 6, 0.6975, 0.5406, 0.7780, -0.2375, 0.9507
AXE, STIM, HIGH, 6, 0.5623, -1.2897, -1.2605, -0.0292, 0.7672
BEET, STIM, HIGH, 6, 0.5015, -2.8382, -2.7737, -0.0646, 0.9007
QUAKE, FOIL, LOW, 1, 1.1319, NA, NA, NA, NA
GO, STIM, LOW, 6, 0.5979, 2.4413, 2.3162, 0.1251, 0.7839
BLOOD, FOIL, HIGH, 1, 0.6897, NA, NA, NA, NA
SINCE, FOIL, LOW, 1, 1.0144, NA, NA, NA, NA
POT, STIM, HIGH, 6, 0.6063, 1.4568, 1.3664, 0.0904, 0.6672
FACE, FOIL, HIGH, 2, 1.4489, NA, NA, NA, NA
THING, STIM, LOW, 6, 0.7601, 2.9806, -3.0788, -0.2237, 0.9841
MAD, FOIL, LOW, 1, 1.2661, NA, NA, NA, NA
SALARY, STIM, LOW, 6, 0.5732, -0.2311, -0.0052, -0.2259, 0.7672
UNDER, FOIL, LOW, 1, 0.6338, NA, NA, NA, NA
EAR, FOIL, HIGH, 1, 0.7525, NA, NA, NA, NA
CAMEL, STIM, HIGH, 6, 0.9086, 3.1032, 3.0945, 0.0087, 0.5171
