"","word","type","condition","recog_rating","recog_RT","target_angle","response_angle","response_error","response_RT","participant"
"12239","DAISY"," FOIL"," HIGH",1,0.587," NA"," NA"," NA"," NA","p10"
"12240","OX"," FOIL"," HIGH",1,0.7565," NA"," NA"," NA"," NA","p10"
"12241","FAST"," FOIL"," LOW",6,1.5466," NA"," NA"," NA"," NA","p10"
"12242","MISUSE"," FOIL"," LOW",1,1.2048," NA"," NA"," NA"," NA","p10"
"12243","PICKLE"," STIM"," HIGH",6,0.6111," 1.0845"," 1.1563"," -0.0717"," 3.6027","p10"
"12244","HATRED"," STIM"," LOW",6,0.6772," -2.0971"," -2.0391"," -0.0580"," 6.9386","p10"
"12245","CHOP"," FOIL"," HIGH",1,1.8374," NA"," NA"," NA"," NA","p10"
"12246","QUILT"," STIM"," HIGH",6,0.5594," 0.3634"," 0.5619"," -0.1985"," 2.9689","p10"
"12247","SIGHT"," STIM"," LOW",6,1.5487," 0.7663"," 1.2897"," -0.5234"," 2.1683","p10"
"12248","JELLY"," STIM"," HIGH",6,0.8256," 2.9366"," 2.9309"," 0.0057"," 4.5201","p10"
"12249","COFFEE"," FOIL"," HIGH",1,0.8276," NA"," NA"," NA"," NA","p10"
"12250","BEAST"," FOIL"," HIGH",1,0.5619," NA"," NA"," NA"," NA","p10"
"12251","DOLT"," STIM"," LOW",6,0.5001," -1.3124"," -1.1748"," -0.1376"," 2.7688","p10"
"12252","WIG"," FOIL"," HIGH",1,0.5159," NA"," NA"," NA"," NA","p10"
"12253","NAME"," FOIL"," LOW",1,0.5261," NA"," NA"," NA"," NA","p10"
"12254","VALOR"," STIM"," LOW",6,0.5974," 3.1329"," -3.1364"," -0.0139"," 1.3677","p10"
"12255","PRISON"," STIM"," HIGH",6,1.7417," -0.9976"," -1.2457"," 0.2481"," 2.4685","p10"
"12256","PLAIN"," STIM"," LOW",6,0.6307," -0.0474"," 0.0419"," -0.0893"," 1.6179","p10"
"12257","DIRGE"," FOIL"," LOW",1,0.5331," NA"," NA"," NA"," NA","p10"
"12258","PIDGIN"," FOIL"," LOW",1,0.5705," NA"," NA"," NA"," NA","p10"
"12259","DRESS"," FOIL"," HIGH",1,0.5222," NA"," NA"," NA"," NA","p10"
"12260","MUSCLE"," STIM"," HIGH",1,0.3823," -2.9090"," -3.0114"," 0.1025"," 2.6687","p10"
"12261","LIKEN"," STIM"," LOW",6,0.7774," -0.3093"," -0.5096"," 0.2003"," 2.0849","p10"
"12262","KNIFE"," FOIL"," HIGH",1,0.5667," NA"," NA"," NA"," NA","p10"
"12263","RAKE"," STIM"," HIGH",6,0.7083," -1.9225"," -1.8183"," -0.1042"," 1.1008","p10"
"12264","FACE"," FOIL"," HIGH",3,2.4141," NA"," NA"," NA"," NA","p10"
"12265","CHERRY"," STIM"," HIGH",6,0.8384," -1.8748"," -1.7866"," -0.0881"," 1.4845","p10"
"12266","APPEAR"," STIM"," LOW",3,1.6903," -0.0827"," 2.2551"," -2.3378"," 2.6854","p10"
"12267","SOLD"," FOIL"," LOW",1,1.0064," NA"," NA"," NA"," NA","p10"
"12268","FLOWER"," FOIL"," HIGH",1,0.7641," NA"," NA"," NA"," NA","p10"
"12269","WOUND"," STIM"," HIGH",6,0.6539," 1.0334"," 1.1836"," -0.1501"," 2.4519","p10"
"12270","WRATH"," FOIL"," LOW",6,2.6446," NA"," NA"," NA"," NA","p10"
"12271","TENSE"," STIM"," LOW",6,2.3259," 2.7336"," 2.3453"," 0.3883"," 1.5845","p10"
"12272","BANDIT"," FOIL"," HIGH",1,0.9076," NA"," NA"," NA"," NA","p10"
"12273","BRANDY"," FOIL"," HIGH",1,0.6502," NA"," NA"," NA"," NA","p10"
"12274","FRIEZE"," FOIL"," LOW",1,0.5349," NA"," NA"," NA"," NA","p10"
"12275","QUAKE"," FOIL"," LOW",1,0.6985," NA"," NA"," NA"," NA","p10"
"12276","IRON"," STIM"," HIGH",6,1.2631," -1.8026"," -2.1094"," 0.3068"," 1.6346","p10"
"12277","CAUSE"," STIM"," LOW",6,1.2894," 1.6770"," 1.6072"," 0.0697"," 0.9841","p10"
"12278","HEAL"," FOIL"," LOW",3,4.0877," NA"," NA"," NA"," NA","p10"
"12279","BREAD"," STIM"," HIGH",6,0.5847," 2.4329"," 2.3562"," 0.0767"," 0.9340","p10"
"12280","SINGER"," STIM"," HIGH",6,1.1369," -1.2717"," -1.0931"," -0.1786"," 2.7187","p10"
"12281","THAW"," STIM"," LOW",6,1.3417," -0.4280"," -0.4636"," 0.0357"," 3.6194","p10"
"12282","MENAD"," FOIL"," LOW",1,0.5859," NA"," NA"," NA"," NA","p10"
"12283","AMITY"," FOIL"," LOW",1,0.9567," NA"," NA"," NA"," NA","p10"
"12284","NAVE"," STIM"," LOW",6,1.006," -0.8130"," -0.7598"," -0.0532"," 0.7506","p10"
"12285","CAUCUS"," STIM"," LOW",6,0.7136," 1.9125"," 1.7479"," 0.1647"," 0.8340","p10"
"12286","AURAL"," STIM"," LOW",6,0.6448," -1.6753"," -1.9008"," 0.2255"," 1.4344","p10"
"12287","CURFEW"," STIM"," LOW",6,1.0755," 2.2298"," 2.5406"," -0.3109"," 1.6179","p10"
"12288","WHICH"," FOIL"," LOW",1,4.0012," NA"," NA"," NA"," NA","p10"
"12289","SEE"," STIM"," LOW",6,0.7163," -2.8906"," -2.8767"," -0.0139"," 2.6187","p10"
"12290","DOOR"," FOIL"," HIGH",1,0.6588," NA"," NA"," NA"," NA","p10"
"12291","SEEM"," STIM"," LOW",3,1.4744," 0.1519"," 1.8942"," -1.7423"," 0.8840","p10"
"12292","AIL"," FOIL"," LOW",1,0.7859," NA"," NA"," NA"," NA","p10"
"12293","EQUITY"," STIM"," LOW",6,0.5888," -0.4199"," -0.4682"," 0.0483"," 2.6520","p10"
"12294","HOTEL"," FOIL"," HIGH",1,1.0804," NA"," NA"," NA"," NA","p10"
"12295","SHEET"," STIM"," HIGH",6,2.6522," 0.2339"," 0.4706"," -0.2368"," 2.7854","p10"
"12296","HEALTH"," STIM"," LOW",3,2.7346," -2.4653"," 2.3562"," 1.4617"," 0.7839","p10"
"12297","VOW"," FOIL"," LOW",1,0.7197," NA"," NA"," NA"," NA","p10"
"12298","GRAFT"," FOIL"," LOW",1,0.9954," NA"," NA"," NA"," NA","p10"
"12299","LEMON"," FOIL"," HIGH",1,0.5247," NA"," NA"," NA"," NA","p10"
"12300","HINT"," FOIL"," LOW",1,0.7469," NA"," NA"," NA"," NA","p10"
"12301","TOO"," FOIL"," LOW",1,0.727," NA"," NA"," NA"," NA","p10"
"12302","TEETH"," STIM"," HIGH",6,0.621," -1.3399"," 2.0368"," 2.9065"," 1.3010","p10"
"12303","DO"," FOIL"," LOW",1,4.2092," NA"," NA"," NA"," NA","p10"
"12304","SOP"," STIM"," LOW",6,0.5312," -2.6138"," -2.6315"," 0.0177"," 1.4511","p10"
"12305","POOL"," FOIL"," HIGH",1,0.7075," NA"," NA"," NA"," NA","p10"
"12306","DEER"," FOIL"," HIGH",1,0.6259," NA"," NA"," NA"," NA","p10"
"12307","FLESH"," FOIL"," HIGH",1,0.535," NA"," NA"," NA"," NA","p10"
"12308","TALES"," STIM"," LOW",6,0.7248," 1.5775"," 1.1796"," 0.3979"," 1.6679","p10"
"12309","SWAMP"," FOIL"," HIGH",1,0.6539," NA"," NA"," NA"," NA","p10"
"12310","PILL"," STIM"," HIGH",6,0.5727," 0.8082"," 0.7598"," 0.0484"," 0.7506","p10"
"12311","DAGGER"," STIM"," HIGH",6,0.8623," -2.9887"," -3.0546"," 0.0660"," 1.1008","p10"
"12312","JIBE"," FOIL"," LOW",1,0.7149," NA"," NA"," NA"," NA","p10"
"12313","MOUTH"," FOIL"," HIGH",4,2.6131," NA"," NA"," NA"," NA","p10"
"12314","PALM"," STIM"," HIGH",6,0.6149," 1.7040"," 1.5450"," 0.1590"," 0.7172","p10"
"12315","PUT"," STIM"," LOW",1,0.9004," 1.2712"," 1.0861"," 0.1851"," 0.9007","p10"
"12316","CROW"," STIM"," HIGH",6,0.7421," -1.6690"," -1.7164"," 0.0473"," 0.9841","p10"
"12317","SANDAL"," FOIL"," HIGH",1,0.5612," NA"," NA"," NA"," NA","p10"
"12318","TRASH"," STIM"," HIGH",6,0.5898," 1.9933"," 1.7702"," 0.2231"," 1.4344","p10"
"12319","SCROLL"," FOIL"," HIGH",1,1.0742," NA"," NA"," NA"," NA","p10"
"12320","MOTHER"," STIM"," HIGH",6,0.5366," 1.9420"," 2.2246"," -0.2826"," 1.3010","p10"
"12321","RABBI"," STIM"," HIGH",6,4.4509," -1.6403"," 2.8662"," 1.7767"," 2.5853","p11"
"12322","ANKLE"," FOIL"," HIGH",1,2.1981," NA"," NA"," NA"," NA","p11"
"12323","PIN"," FOIL"," HIGH",2,3.7619," NA"," NA"," NA"," NA","p11"
"12324","GRAVY"," FOIL"," HIGH",5,2.3865," NA"," NA"," NA"," NA","p11"
"12325","HABIT"," STIM"," LOW",6,2.7563," 1.7855"," -1.7334"," -2.7643"," 1.0008","p11"
"12326","WIFE"," STIM"," HIGH",6,1.8172," -1.1695"," -2.5637"," 1.3942"," 0.7506","p11"
"12327","BAIL"," STIM"," LOW",3,2.2066," 1.7226"," -0.1231"," 1.8457"," 0.6839","p11"
"12328","TRICK"," STIM"," LOW",6,1.8123," -1.4215"," 2.8442"," 2.0175"," 1.4511","p11"
"12329","COW"," FOIL"," HIGH",1,1.4283," NA"," NA"," NA"," NA","p11"
"12330","YACHT"," FOIL"," HIGH",1,1.1949," NA"," NA"," NA"," NA","p11"
"12331","MASH"," FOIL"," LOW",2,4.8458," NA"," NA"," NA"," NA","p11"
"12332","HAS"," FOIL"," LOW",1,1.0574," NA"," NA"," NA"," NA","p11"
"12333","POOL"," FOIL"," HIGH",3,1.8466," NA"," NA"," NA"," NA","p11"
"12334","SHIP"," FOIL"," HIGH",2,2.4901," NA"," NA"," NA"," NA","p11"
"12335","GOSPEL"," FOIL"," LOW",3,1.5352," NA"," NA"," NA"," NA","p11"
"12336","MEANT"," STIM"," LOW",6,1.3587," 2.5388"," 2.0919"," 0.4470"," 2.7354","p11"
"12337","ASSENT"," STIM"," LOW",6,1.0638," -0.5138"," 2.2431"," -2.7569"," 0.6171","p11"
"12338","CLOVER"," STIM"," HIGH",6,0.9036," 2.6979"," -1.5967"," -1.9885"," 1.0508","p11"
"12339","DEED"," STIM"," LOW",6,0.8915," -3.0632"," -2.0951"," -0.9680"," 1.0008","p11"
"12340","BOOT"," STIM"," HIGH",6,1.1092," -2.2571"," -1.8120"," -0.4451"," 0.9507","p11"
"12341","PUPPY"," STIM"," HIGH",6,2.1577," 1.5891"," -1.6220"," -3.0720"," 1.3010","p11"
"12342","SEVER"," STIM"," LOW",6,0.6861," 1.2645"," -2.3029"," -2.7158"," 0.5337","p11"
"12343","TO"," STIM"," LOW",6,1.0024," -0.6149"," -0.9089"," 0.2941"," 0.3836","p11"
"12344","SEEN"," STIM"," LOW",4,2.2745," -1.1315"," 1.8484"," -2.9799"," 1.2343","p11"
"12345","PEON"," STIM"," LOW",2,1.6485," -1.7264"," -2.5048"," 0.7784"," 0.4670","p11"
"12346","CHOP"," FOIL"," HIGH",3,1.6822," NA"," NA"," NA"," NA","p11"
"12347","VAIN"," FOIL"," LOW",2,1.0348," NA"," NA"," NA"," NA","p11"
"12348","BOSS"," FOIL"," HIGH",1,2.1806," NA"," NA"," NA"," NA","p11"
"12349","CRISIS"," STIM"," LOW",6,1.0803," -2.9868"," -0.5457"," -2.4412"," 0.4337","p11"
"12350","ELM"," STIM"," HIGH",6,1.0215," -0.7698"," -0.4071"," -0.3627"," 0.3503","p11"
"12351","SKULL"," FOIL"," HIGH",1,1.4377," NA"," NA"," NA"," NA","p11"
"12352","HAWK"," FOIL"," HIGH",2,1.2948," NA"," NA"," NA"," NA","p11"
"12353","MIEN"," FOIL"," LOW",3,1.0951," NA"," NA"," NA"," NA","p11"
"12354","SUN"," STIM"," HIGH",6,1.6577," 0.2512"," -1.7437"," 1.9948"," 1.3343","p11"
"12355","YARD"," STIM"," HIGH",5,2.0721," -1.1225"," 2.6609"," 2.4998"," 0.3503","p11"
"12356","HAZARD"," FOIL"," LOW",4,1.1019," NA"," NA"," NA"," NA","p11"
"12357","ELBOW"," FOIL"," HIGH",2,1.336," NA"," NA"," NA"," NA","p11"
"12358","LISP"," STIM"," LOW",6,1.3279," 0.7194"," 2.2728"," -1.5534"," 0.5504","p11"
"12359","PEAR"," FOIL"," HIGH",4,1.6096," NA"," NA"," NA"," NA","p11"
"12360","CLOTH"," FOIL"," HIGH",3,1.3139," NA"," NA"," NA"," NA","p11"
"12361","WAIVE"," FOIL"," LOW",3,4.8437," NA"," NA"," NA"," NA","p11"
"12362","SCROLL"," STIM"," HIGH",6,1.8546," 0.7956"," -1.7600"," 2.5556"," 0.2002","p11"
"12363","GROUP"," STIM"," LOW",2,1.2116," -0.0822"," -1.6085"," 1.5263"," 0.5004","p11"
"12364","CORAL"," STIM"," HIGH",6,0.7894," -2.8965"," -1.0742"," -1.8223"," 0.3336","p11"
"12365","DESK"," FOIL"," HIGH",1,1.2829," NA"," NA"," NA"," NA","p11"
"12366","NECK"," FOIL"," HIGH",1,0.7637," NA"," NA"," NA"," NA","p11"
"12367","VAGUE"," FOIL"," LOW",1,0.9711," NA"," NA"," NA"," NA","p11"
"12368","FORK"," STIM"," HIGH",6,0.9414," 0.6240"," -1.5284"," 2.1524"," 0.4503","p11"
"12369","HAVE"," STIM"," LOW",6,0.7493," 0.9760"," -1.6705"," 2.6464"," 0.3169","p11"
"12370","BOTHER"," STIM"," LOW",6,0.8137," -1.4047"," -1.6815"," 0.2768"," 0.3169","p11"
"12371","OUR"," FOIL"," LOW",2,1.3243," NA"," NA"," NA"," NA","p11"
"12372","DOLLAR"," STIM"," HIGH",6,1.0086," 2.5737"," -1.7061"," -2.0034"," 0.4003","p11"
"12373","MUTINY"," FOIL"," LOW",1,0.9659," NA"," NA"," NA"," NA","p11"
"12374","SPIDER"," STIM"," HIGH",6,0.8165," -2.5947"," -1.5560"," -1.0387"," 0.3002","p11"
"12375","MEET"," FOIL"," LOW",3,1.6912," NA"," NA"," NA"," NA","p11"
"12376","LOAFER"," FOIL"," LOW",1,0.8507," NA"," NA"," NA"," NA","p11"
"12377","RUBY"," FOIL"," HIGH",2,1.37," NA"," NA"," NA"," NA","p11"
"12378","BOSOM"," FOIL"," HIGH",1,0.9245," NA"," NA"," NA"," NA","p11"
"12379","SAIL"," STIM"," HIGH",6,0.8791," 3.1360"," -2.2045"," -0.9427"," 0.3336","p11"
"12380","PILL"," STIM"," HIGH",6,1.0644," 1.7359"," -1.5605"," -2.9868"," 0.9174","p11"
"12381","BORDER"," FOIL"," LOW",2,4.7966," NA"," NA"," NA"," NA","p11"
"12382","LUNG"," FOIL"," HIGH",1,1.098," NA"," NA"," NA"," NA","p11"
"12383","FOX"," STIM"," HIGH",6,0.779," 1.4836"," -1.6859"," -3.1137"," 0.3836","p11"
"12384","THROW"," STIM"," LOW",6,1.2756," 1.8420"," 2.4981"," -0.6561"," 0.7672","p11"
"12385","FENCE"," FOIL"," HIGH",1,1.0291," NA"," NA"," NA"," NA","p11"
"12386","RAKE"," FOIL"," HIGH",1,0.7503," NA"," NA"," NA"," NA","p11"
"12387","VINE"," FOIL"," HIGH",3,1.6932," NA"," NA"," NA"," NA","p11"
"12388","SWEAT"," FOIL"," HIGH",1,0.7945," NA"," NA"," NA"," NA","p11"
"12389","QUIRE"," STIM"," LOW",6,0.9389," 0.8223"," 0.1683"," 0.6540"," 0.3836","p11"
"12390","CROWD"," STIM"," HIGH",6,0.6676," -2.4542"," 2.3598"," 1.4693"," 0.4837","p11"
"12391","OX"," STIM"," HIGH",6,0.7171," -1.1902"," -0.6802"," -0.5100"," 0.3669","p11"
"12392","FLESH"," FOIL"," HIGH",1,0.8326," NA"," NA"," NA"," NA","p11"
"12393","DOTAGE"," STIM"," LOW",6,0.8517," -3.0979"," -1.0832"," -2.0147"," 0.3169","p11"
"12394","AXE"," FOIL"," HIGH",1,1.0325," NA"," NA"," NA"," NA","p11"
"12395","DOG"," STIM"," HIGH",6,0.6562," -0.5186"," 1.0765"," -1.5951"," 0.5004","p11"
"12396","ROUTE"," STIM"," LOW",6,0.6702," 1.2637"," 0.0104"," 1.2533"," 0.4670","p11"
"12397","TRAWL"," FOIL"," LOW",1,2.1741," NA"," NA"," NA"," NA","p11"
"12398","MENU"," STIM"," HIGH",6,0.6687," 0.5224"," 0.6690"," -0.1466"," 0.4670","p11"
"12399","CROW"," STIM"," HIGH",5,4.4399," 1.9128"," 0.9757"," 0.9371"," 0.4337","p11"
"12400","FAST"," FOIL"," LOW",2,1.1087," NA"," NA"," NA"," NA","p11"
"12401","ENOUGH"," FOIL"," LOW",1,1.4101," NA"," NA"," NA"," NA","p11"
"12402","WHERE"," STIM"," LOW",6,0.7167," 2.6305"," 2.3956"," 0.2349"," 0.5171","p11"
"12403","LAMP"," FOIL"," HIGH",2,2.5326," NA"," NA"," NA"," NA","p11"
"12404","HINT"," STIM"," LOW",6,0.8879," -2.2230"," 2.4823"," 1.5779"," 0.7005","p11"
"12405","FEEL"," STIM"," LOW",5,3.1471," -2.3538"," 2.4541"," 1.4753"," 0.5838","p11"
"12406","PANTS"," FOIL"," HIGH",1,1.0649," NA"," NA"," NA"," NA","p11"
"12407","MOTIVE"," FOIL"," LOW",1,0.7163," NA"," NA"," NA"," NA","p11"
"12408","TUN"," STIM"," LOW",6,0.9342," 0.3682"," 0.3105"," 0.0577"," 0.3002","p11"
"12409","SHORT"," FOIL"," LOW",2,2.407," NA"," NA"," NA"," NA","p11"
"12410","NO"," STIM"," LOW",6,1.266," -1.7164"," 2.4129"," 2.1540"," 0.4337","p11"
"12411","EEL"," FOIL"," HIGH",2,2.1631," NA"," NA"," NA"," NA","p11"
"12412","LEG"," FOIL"," HIGH",1,0.9082," NA"," NA"," NA"," NA","p11"
"12413","WHEN"," STIM"," LOW",5,1.5598," 1.7231"," -2.1840"," -2.3761"," 0.7005","p11"
"12414","AWAY"," STIM"," LOW",5,1.3923," -1.9256"," 2.7223"," 1.6352"," 0.6171","p11"
"12415","HURT"," FOIL"," LOW",1,1.5188," NA"," NA"," NA"," NA","p11"
"12416","NOW"," STIM"," LOW",5,1.1455," 2.7841"," -2.4628"," -1.0363"," 0.8506","p11"
"12417","DRUG"," STIM"," HIGH",6,1.3909," 2.2461"," 2.9850"," -0.7389"," 0.8006","p11"
"12418","POLIO"," FOIL"," HIGH",2,1.9569," NA"," NA"," NA"," NA","p11"
"12419","BANANA"," STIM"," HIGH",6,0.877," -2.5057"," 2.2300"," 1.5475"," 0.5504","p11"
"12420","YOUR"," FOIL"," LOW",2,1.6909," NA"," NA"," NA"," NA","p11"
"12421","PHONE"," STIM"," HIGH",6,1.6079," -2.6751"," -2.2195"," -0.4556"," 0.6672","p11"
"12422","CITE"," FOIL"," LOW",1,2.0921," NA"," NA"," NA"," NA","p11"
"12423","BULLET"," STIM"," HIGH",6,1.0563," -2.6187"," 2.4725"," 1.1920"," 0.6338","p11"
"12424","STRIDE"," FOIL"," LOW",2,1.9996," NA"," NA"," NA"," NA","p11"
"12425","MONK"," FOIL"," HIGH",1,0.6804," NA"," NA"," NA"," NA","p11"
"12426","VANITY"," STIM"," LOW",6,0.9059," 0.0693"," 2.6029"," -2.5336"," 0.5504","p11"
"12427","RIB"," STIM"," HIGH",6,0.5845," -0.2944"," 0.0493"," -0.3437"," 0.5171","p11"
"12428","BATH"," FOIL"," HIGH",1,1.033," NA"," NA"," NA"," NA","p11"
"12429","FROM"," FOIL"," LOW",2,1.4877," NA"," NA"," NA"," NA","p11"
"12430","GRAFT"," STIM"," LOW",6,0.6676," 2.3710"," 2.5994"," -0.2284"," 0.5838","p11"
"12431","THUS"," FOIL"," LOW",3,1.5529," NA"," NA"," NA"," NA","p11"
"12432","PHRASE"," FOIL"," LOW",3,1.5538," NA"," NA"," NA"," NA","p11"
"12433","SHOW"," FOIL"," LOW",4,1.9955," NA"," NA"," NA"," NA","p11"
"12434","SAUCE"," STIM"," HIGH",6,0.844," 2.4703"," 2.5753"," -0.1049"," 0.5504","p11"
"12435","RENT"," STIM"," LOW",6,0.5631," -1.1182"," -0.8854"," -0.2327"," 0.7172","p11"
"12436","TWO"," FOIL"," LOW",2,1.4243," NA"," NA"," NA"," NA","p11"
"12437","JERSEY"," STIM"," HIGH",6,0.9836," -2.2425"," 0.3730"," -2.6155"," 0.4837","p11"
"12438","LEES"," FOIL"," LOW",2,1.2567," NA"," NA"," NA"," NA","p11"
"12439","TRAIN"," STIM"," HIGH",2,2.0096," 1.4388"," 1.4988"," -0.0600"," 0.4837","p11"
"12440","PLAICE"," STIM"," LOW",6,0.7727," -0.3789"," -0.0049"," -0.3740"," 0.7839","p11"
"12441","SHOULD"," FOIL"," LOW",1,1.6396," NA"," NA"," NA"," NA","p11"
"12442","DESPOT"," FOIL"," LOW",1,1.1499," NA"," NA"," NA"," NA","p11"
"12443","APEX"," STIM"," LOW",6,0.7257," 1.6000"," -0.4028"," 2.0028"," 0.5504","p11"
"12444","SPOOL"," FOIL"," HIGH",1,0.9506," NA"," NA"," NA"," NA","p11"
"12445","CHEESE"," FOIL"," HIGH",1,0.9066," NA"," NA"," NA"," NA","p11"
"12446","REFLEX"," FOIL"," LOW",2,1.0322," NA"," NA"," NA"," NA","p11"
"12447","THANE"," STIM"," LOW",6,1.0199," 0.9805"," -0.5537"," 1.5342"," 0.5171","p11"
"12448","THORN"," STIM"," HIGH",6,0.588," 2.1155"," 2.3815"," -0.2659"," 0.6171","p11"
"12449","CINQUE"," STIM"," LOW",6,0.5833," -2.6214"," 1.0181"," 2.6437"," 0.8340","p11"
"12450","BLOOD"," FOIL"," HIGH",2,3.3852," NA"," NA"," NA"," NA","p11"
"12451","OIL"," FOIL"," HIGH",1,1.1567," NA"," NA"," NA"," NA","p11"
"12452","SERIES"," STIM"," LOW",6,0.6166," -2.5395"," -2.8362"," 0.2967"," 0.5004","p11"
"12453","PARK"," STIM"," HIGH",6,0.5294," -0.1916"," 0.3251"," -0.5166"," 0.5004","p11"
"12454","SLEEVE"," STIM"," HIGH",6,0.5859," -1.7715"," 2.5635"," 1.9482"," 0.4837","p11"
"12455","VACATE"," STIM"," LOW",6,0.6139," 1.5978"," 0.5017"," 1.0960"," 0.4503","p11"
"12456","BAG"," STIM"," HIGH",6,0.6828," 0.6504"," -2.7034"," -2.9294"," 1.1175","p11"
"12457","CLAIM"," FOIL"," LOW",4,2.2678," NA"," NA"," NA"," NA","p11"
"12458","NEST"," FOIL"," HIGH",1,1.3811," NA"," NA"," NA"," NA","p11"
"12459","TARN"," STIM"," LOW",6,0.7653," 0.3970"," -2.1294"," 2.5264"," 0.5337","p11"
"12460","MAN"," FOIL"," HIGH",1,0.7417," NA"," NA"," NA"," NA","p11"
"12461","ISLAND"," STIM"," HIGH",6,1.2497," -1.7982"," -2.6335"," 0.8353"," 0.8006","p11"
"12462","COACH"," STIM"," HIGH",6,0.581," 2.1934"," -2.2728"," -1.8171"," 0.4170","p11"
"12463","MUST"," STIM"," LOW",6,0.562," 3.0292"," 0.9160"," 2.1132"," 0.3002","p11"
"12464","SIMPER"," STIM"," LOW",6,0.6672," 0.9501"," -0.9182"," 1.8683"," 0.4170","p11"
"12465","DITCH"," FOIL"," HIGH",1,0.9528," NA"," NA"," NA"," NA","p11"
"12466","MOTHER"," FOIL"," HIGH",1,0.7367," NA"," NA"," NA"," NA","p11"
"12467","LABOUR"," FOIL"," LOW",1,0.8279," NA"," NA"," NA"," NA","p11"
"12468","LATTER"," FOIL"," LOW",2,1.4092," NA"," NA"," NA"," NA","p11"
"12469","AIL"," FOIL"," LOW",1,0.8598," NA"," NA"," NA"," NA","p11"
"12470","DAD"," FOIL"," HIGH",1,0.6862," NA"," NA"," NA"," NA","p11"
"12471","PALACE"," STIM"," HIGH",6,0.95," 0.9826"," 0.6615"," 0.3212"," 0.3836","p11"
"12472","HORSE"," STIM"," HIGH",6,0.5802," -2.6000"," 0.8316"," 2.8516"," 0.3836","p11"
"12473","LIVER"," FOIL"," HIGH",2,1.589," NA"," NA"," NA"," NA","p11"
"12474","DAMAN"," FOIL"," LOW",1,0.8148," NA"," NA"," NA"," NA","p11"
"12475","TOPIC"," FOIL"," LOW",1,0.7098," NA"," NA"," NA"," NA","p11"
"12476","GREED"," FOIL"," LOW",3,1.4908," NA"," NA"," NA"," NA","p11"
"12477","HAIR"," STIM"," HIGH",3,1.7816," 0.4117"," 2.3597"," -1.9480"," 0.3669","p11"
"12478","FLEA"," STIM"," HIGH",6,0.7334," 3.0894"," -0.7136"," -2.4802"," 0.8006","p11"
"12479","CHANCE"," STIM"," LOW",6,0.827," -0.0998"," -0.0920"," -0.0078"," 0.6672","p11"
"12480","FOREST"," STIM"," HIGH",6,0.5222," -1.2774"," 2.4501"," 2.5557"," 0.3669","p11"
"12481","BEG"," FOIL"," LOW",1,1.2356," NA"," NA"," NA"," NA","p11"
"12482","PYTHON"," FOIL"," HIGH",1,0.6953," NA"," NA"," NA"," NA","p11"
"12483","TREAT"," FOIL"," LOW",5,1.3767," NA"," NA"," NA"," NA","p11"
"12484","BOND"," STIM"," LOW",6,0.7893," 1.1786"," -2.3032"," -2.8013"," 0.6839","p11"
"12485","COIF"," FOIL"," LOW",1,0.8525," NA"," NA"," NA"," NA","p11"
"12486","SISTER"," FOIL"," HIGH",1,1.389," NA"," NA"," NA"," NA","p11"
"12487","CALL"," STIM"," LOW",5,1.55," 0.3873"," -0.0359"," 0.4232"," 0.7339","p11"
"12488","THREAD"," FOIL"," HIGH",1,1.2232," NA"," NA"," NA"," NA","p11"
"12489","ROPE"," STIM"," HIGH",6,0.8531," 1.0037"," -0.0815"," 1.0851"," 0.3503","p11"
"12490","GORAL"," STIM"," LOW",6,0.525," 2.8016"," -1.0657"," -2.4159"," 0.8173","p11"
"12491","DEAL"," FOIL"," LOW",2,1.3144," NA"," NA"," NA"," NA","p11"
"12492","PAPER"," FOIL"," HIGH",2,1.0965," NA"," NA"," NA"," NA","p11"
"12493","GUILT"," FOIL"," LOW",2,0.8435," NA"," NA"," NA"," NA","p11"
"12494","PENNY"," STIM"," HIGH",6,1.6026," 1.2563"," -2.8853"," -2.1416"," 1.3677","p11"
"12495","HASTY"," STIM"," LOW",6,0.6325," -3.0747"," 2.8731"," 0.3354"," 0.6005","p11"
"12496","SEEK"," STIM"," LOW",6,0.5773," 0.2764"," 0.3379"," -0.0615"," 0.8173","p11"
"12497","FOG"," STIM"," HIGH",6,0.5329," -2.0460"," -1.9380"," -0.1080"," 0.6505","p11"
"12498","JOB"," FOIL"," LOW",2,1.2244," NA"," NA"," NA"," NA","p11"
"12499","SALOON"," STIM"," HIGH",6,0.7744," 0.9632"," 1.0427"," -0.0795"," 0.5838","p11"
"12500","OFF"," STIM"," LOW",6,0.7483," -0.1266"," -1.9970"," 1.8704"," 0.6672","p11"
"12501","FAZE"," FOIL"," LOW",1,0.8259," NA"," NA"," NA"," NA","p11"
"12502","WANT"," FOIL"," LOW",2,1.6113," NA"," NA"," NA"," NA","p11"
"12503","SO"," FOIL"," LOW",1,0.9858," NA"," NA"," NA"," NA","p11"
"12504","PLUM"," FOIL"," HIGH",1,1.1536," NA"," NA"," NA"," NA","p11"
"12505","BOMB"," FOIL"," HIGH",1,0.6497," NA"," NA"," NA"," NA","p11"
"12506","SPONGE"," STIM"," HIGH",6,0.6885," -2.1438"," -2.7476"," 0.6038"," 0.3002","p11"
"12507","JAIL"," STIM"," HIGH",6,0.5183," 1.0679"," 0.6039"," 0.4641"," 0.5337","p11"
