"","word","type","condition","recog_rating","recog_RT","target_angle","response_angle","response_error","response_RT","participant"
"3558","LEFT"," STIM"," LOW",6,1.0205," -1.8220"," -0.9712"," -0.8508"," 0.5504","4"
"3559","DITCH"," FOIL"," HIGH",1,0.8277," NA"," NA"," NA"," NA","4"
"3560","MAGIC"," FOIL"," LOW",1,0.8739," NA"," NA"," NA"," NA","4"
"3561","ENTREE"," FOIL"," LOW",1,0.6467," NA"," NA"," NA"," NA","4"
"3562","DIRT"," STIM"," HIGH",6,1.3208," 1.6439"," 1.5159"," 0.1280"," 1.8514","4"
"3563","NO"," STIM"," LOW",6,0.9145," -2.3323"," -1.5503"," -0.7820"," 2.7021","4"
"3564","GRUDGE"," FOIL"," LOW",1,0.67," NA"," NA"," NA"," NA","4"
"3565","SOAP"," FOIL"," HIGH",1,0.6842," NA"," NA"," NA"," NA","4"
"3566","STOIC"," FOIL"," LOW",1,0.52," NA"," NA"," NA"," NA","4"
"3567","SACK"," FOIL"," HIGH",1,1.3422," NA"," NA"," NA"," NA","4"
"3568","REPAIR"," STIM"," LOW",6,0.9844," 2.6432"," 2.4429"," 0.2003"," 0.5504","4"
"3569","PALACE"," STIM"," HIGH",6,0.7855," -1.2804"," -1.8019"," 0.5215"," 1.0842","4"
"3570","MOST"," STIM"," LOW",6,1.2108," -0.1254"," -0.3588"," 0.2334"," 0.4670","4"
"3571","BEAVER"," STIM"," HIGH",6,0.72," -1.1176"," -0.5217"," -0.5959"," 0.5171","4"
"3572","ROBIN"," FOIL"," HIGH",1,0.657," NA"," NA"," NA"," NA","4"
"3573","BUY"," FOIL"," LOW",1,0.7501," NA"," NA"," NA"," NA","4"
"3574","BRIDGE"," FOIL"," HIGH",1,0.6287," NA"," NA"," NA"," NA","4"
"3575","SCROLL"," FOIL"," HIGH",1,1.2523," NA"," NA"," NA"," NA","4"
"3576","SINGER"," STIM"," HIGH",1,0.5977," -1.9120"," 0.0103"," -1.9223"," 0.4337","4"
"3577","WRATH"," STIM"," LOW",6,0.631," 1.3478"," -0.4035"," 1.7513"," 0.5337","4"
"3578","HEAR"," FOIL"," LOW",1,0.9818," NA"," NA"," NA"," NA","4"
"3579","THIS"," STIM"," LOW",6,0.7107," 0.6874"," 1.2077"," -0.5204"," 1.5679","4"
"3580","SUCH"," STIM"," LOW",6,0.6588," 1.4743"," 0.5635"," 0.9107"," 0.6005","4"
"3581","LIME"," STIM"," HIGH",6,1.2979," -1.4211"," -1.3059"," -0.1152"," 1.3010","4"
"3582","PICKLE"," STIM"," HIGH",6,1.7172," 2.3972"," 2.5903"," -0.1931"," 0.7172","4"
"3583","GILT"," STIM"," LOW",6,0.8205," 2.5413"," 1.1135"," 1.4279"," 0.6672","4"
"3584","TUN"," STIM"," LOW",6,0.7609," 1.6031"," 1.5448"," 0.0584"," 0.7172","4"
"3585","RISK"," FOIL"," LOW",1,0.6362," NA"," NA"," NA"," NA","4"
"3586","VASE"," STIM"," HIGH",6,1.4628," 0.8654"," 1.0542"," -0.1888"," 0.4837","4"
"3587","TEA"," FOIL"," HIGH",1,1.2796," NA"," NA"," NA"," NA","4"
"3588","SPOOK"," STIM"," LOW",6,0.7658," 0.9624"," 0.8033"," 0.1591"," 0.7172","4"
"3589","GOWN"," FOIL"," HIGH",1,0.644," NA"," NA"," NA"," NA","4"
"3590","TOAD"," STIM"," HIGH",6,0.9332," -0.3938"," 0.3492"," -0.7430"," 1.1509","4"
"3591","DEER"," FOIL"," HIGH",1,0.6162," NA"," NA"," NA"," NA","4"
"3592","BUBBLE"," STIM"," HIGH",6,0.6604," 0.7993"," -0.0304"," 0.8298"," 0.5838","4"
"3593","CONE"," FOIL"," HIGH",1,1.298," NA"," NA"," NA"," NA","4"
"3594","VILE"," STIM"," LOW",6,0.9674," 3.0423"," 1.0446"," 1.9977"," 0.7005","4"
"3595","HARP"," FOIL"," HIGH",1,1.8212," NA"," NA"," NA"," NA","4"
"3596","BLOW"," FOIL"," LOW",1,1.0865," NA"," NA"," NA"," NA","4"
"3597","RIVER"," FOIL"," HIGH",1,1.0762," NA"," NA"," NA"," NA","4"
"3598","LAUD"," FOIL"," LOW",1,0.6607," NA"," NA"," NA"," NA","4"
"3599","EAGLE"," STIM"," HIGH",6,0.7788," -0.7725"," -1.9398"," 1.1673"," 2.8855","4"
"3600","WOOL"," FOIL"," HIGH",1,0.7391," NA"," NA"," NA"," NA","4"
"3601","WHEEL"," STIM"," HIGH",6,2.1794," -3.0877"," -3.1262"," 0.0385"," 0.7339","4"
"3602","VELVET"," STIM"," HIGH",6,0.7873," -1.8430"," 1.0839"," -2.9269"," 0.5171","4"
"3603","SHAWL"," FOIL"," HIGH",1,0.6708," NA"," NA"," NA"," NA","4"
"3604","FLAG"," STIM"," HIGH",6,0.7159," -3.0975"," -0.3926"," -2.7049"," 0.5004","4"
"3605","ONCE"," FOIL"," LOW",1,0.7709," NA"," NA"," NA"," NA","4"
"3606","REIGN"," STIM"," LOW",6,0.7632," -0.4432"," 0.8429"," -1.2861"," 3.4526","4"
"3607","LIVER"," FOIL"," HIGH",1,0.6301," NA"," NA"," NA"," NA","4"
"3608","AXLE"," STIM"," HIGH",6,0.6424," -1.6997"," -0.5894"," -1.1103"," 0.6005","4"
"3609","ZOO"," STIM"," HIGH",6,1.6375," 2.8302"," 2.6320"," 0.1982"," 0.9674","4"
"3610","TOMB"," STIM"," HIGH",6,0.6997," -2.6653"," -0.3881"," -2.2772"," 2.6854","4"
"3611","WHIP"," FOIL"," HIGH",1,0.743," NA"," NA"," NA"," NA","4"
"3612","COKE"," FOIL"," HIGH",1,0.67," NA"," NA"," NA"," NA","4"
"3613","WAIT"," STIM"," LOW",4,2.6228," -1.7672"," -2.0390"," 0.2718"," 1.3510","4"
"3614","ZIPPER"," STIM"," HIGH",6,1.3944," 1.5458"," 1.1210"," 0.4248"," 0.7339","4"
"3615","LAGAN"," FOIL"," LOW",1,1.022," NA"," NA"," NA"," NA","4"
"3616","HUZZA"," FOIL"," LOW",1,0.6892," NA"," NA"," NA"," NA","4"
"3617","CLOWN"," FOIL"," HIGH",1,0.7985," NA"," NA"," NA"," NA","4"
"3618","GADID"," STIM"," LOW",6,0.7756," -0.6402"," -0.5066"," -0.1336"," 0.3669","4"
"3619","CHAPEL"," FOIL"," HIGH",1,0.9307," NA"," NA"," NA"," NA","4"
"3620","EAGER"," FOIL"," LOW",5,2.133," NA"," NA"," NA"," NA","4"
"3621","GOAT"," STIM"," HIGH",6,1.2176," -0.8447"," -0.5325"," -0.3122"," 0.5504","4"
"3622","ROOT"," STIM"," HIGH",6,0.6995," 1.9892"," -2.7074"," -1.5865"," 1.2343","4"
"3623","SEAR"," FOIL"," LOW",1,0.6415," NA"," NA"," NA"," NA","4"
"3624","MISERY"," FOIL"," LOW",1,0.7829," NA"," NA"," NA"," NA","4"
"3625","LIMN"," FOIL"," LOW",1,2.4345," NA"," NA"," NA"," NA","4"
"3626","RATAL"," STIM"," LOW",6,0.7986," 2.2854"," 1.0434"," 1.2420"," 1.1676","4"
"3627","STRAND"," FOIL"," LOW",1,0.6348," NA"," NA"," NA"," NA","4"
"3628","SICK"," FOIL"," LOW",1,0.5976," NA"," NA"," NA"," NA","4"
"3629","POOR"," FOIL"," LOW",1,0.8448," NA"," NA"," NA"," NA","4"
"3630","JEWEL"," STIM"," HIGH",6,0.6067," -0.7622"," -0.4321"," -0.3301"," 0.5671","4"
"3631","AURAL"," STIM"," LOW",6,0.9407," 1.2465"," 1.1884"," 0.0581"," 0.6005","4"
"3632","AREA"," FOIL"," LOW",1,0.7249," NA"," NA"," NA"," NA","4"
"3633","UNITE"," STIM"," LOW",6,3.531," 1.9372"," 2.1112"," -0.1740"," 0.8506","4"
"3634","BOAT"," STIM"," HIGH",6,1.2422," 2.4147"," -2.4252"," -1.4433"," 0.7339","4"
"3635","APEX"," STIM"," LOW",6,0.9443," -2.8013"," -1.9332"," -0.8681"," 1.4845","4"
"3636","BID"," FOIL"," LOW",1,1.3901," NA"," NA"," NA"," NA","4"
"3637","KENNEL"," STIM"," HIGH",6,0.7315," -2.6390"," 2.6385"," 1.0056"," 1.9014","4"
"3638","KITE"," STIM"," HIGH",6,0.6788," 0.5220"," -0.3786"," 0.9006"," 0.7506","4"
"3639","FRONT"," FOIL"," LOW",1,0.805," NA"," NA"," NA"," NA","4"
"3640","BRONZE"," FOIL"," HIGH",1,0.6455," NA"," NA"," NA"," NA","4"
"3641","CURE"," STIM"," LOW",6,4.1956," 0.4567"," 0.3701"," 0.0866"," 0.7172","4"
"3642","TWO"," FOIL"," LOW",1,0.9554," NA"," NA"," NA"," NA","4"
"3643","DROVE"," STIM"," LOW",6,1.3456," 1.1341"," -1.1412"," 2.2753"," 3.1691","4"
"3644","ROBBER"," FOIL"," HIGH",1,0.7581," NA"," NA"," NA"," NA","4"
"3645","NAVE"," FOIL"," LOW",1,0.5731," NA"," NA"," NA"," NA","4"
"3646","CHILD"," FOIL"," HIGH",1,0.6332," NA"," NA"," NA"," NA","4"
"3647","LEMON"," FOIL"," HIGH",1,0.5519," NA"," NA"," NA"," NA","4"
"3648","COWL"," STIM"," LOW",6,1.0508," -1.0483"," -1.1740"," 0.1257"," 0.4837","4"
"3649","TAPE"," FOIL"," HIGH",1,5.5498," NA"," NA"," NA"," NA","4"
"3650","NOEL"," FOIL"," LOW",1,0.6996," NA"," NA"," NA"," NA","4"
"3651","PEACE"," FOIL"," LOW",1,0.6347," NA"," NA"," NA"," NA","4"
"3652","PIGEON"," FOIL"," HIGH",1,0.5743," NA"," NA"," NA"," NA","4"
"3653","ATTEND"," STIM"," LOW",6,0.922," 0.8072"," 0.9084"," -0.1013"," 0.8173","4"
"3654","CHISEL"," STIM"," HIGH",6,1.1917," 0.6253"," 0.3399"," 0.2854"," 0.6672","4"
"3655","OUT"," FOIL"," LOW",1,0.6948," NA"," NA"," NA"," NA","4"
"3656","APE"," STIM"," HIGH",1,0.8153," 0.3512"," 2.3875"," -2.0364"," 0.5337","4"
"3657","BAG"," STIM"," HIGH",1,2.2958," 2.4018"," 2.1688"," 0.2330"," 2.0349","4"
"3658","CHINA"," STIM"," HIGH",6,0.6868," -2.8668"," -2.8281"," -0.0387"," 0.5838","4"
"3659","BAR"," STIM"," HIGH",6,1.4709," 0.1953"," 1.0479"," -0.8525"," 0.7839","4"
"3660","APART"," STIM"," LOW",6,0.7211," 2.1585"," 0.6507"," 1.5078"," 0.7339","4"
"3661","BRICK"," FOIL"," HIGH",1,1.0275," NA"," NA"," NA"," NA","4"
"3662","GROW"," STIM"," LOW",6,1.1924," 1.7571"," -0.4213"," 2.1784"," 1.8014","4"
"3663","JEWEL"," STIM"," HIGH",6,0.9051," -2.9426"," -2.7951"," -0.1475"," 0.7172","4"
"3664","FIORD"," FOIL"," HIGH",1,1.3525," NA"," NA"," NA"," NA","4"
"3665","BEER"," FOIL"," HIGH",2,2.5718," NA"," NA"," NA"," NA","4"
"3666","LADY"," FOIL"," HIGH",1,1.1709," NA"," NA"," NA"," NA","4"
"3667","NECK"," STIM"," HIGH",6,1.1614," 0.3332"," 0.3720"," -0.0388"," 0.6171","4"
"3668","RATION"," FOIL"," LOW",1,0.8707," NA"," NA"," NA"," NA","4"
"3669","BANNER"," STIM"," HIGH",6,1.1886," 1.2210"," 0.8606"," 0.3604"," 0.3669","4"
"3670","TAKE"," STIM"," LOW",5,1.9833," -2.1696"," -1.2077"," -0.9618"," 0.7339","4"
"3671","SPEECH"," STIM"," LOW",6,0.9268," 0.9534"," 1.0383"," -0.0849"," 0.7339","4"
"3672","MOTIVE"," STIM"," LOW",6,0.6869," -2.1549"," -0.0717"," -2.0833"," 0.5004","4"
"3673","UNREST"," STIM"," LOW",6,1.1038," -0.1048"," 0.3234"," -0.4282"," 0.6839","4"
"3674","PROOF"," FOIL"," LOW",1,0.8456," NA"," NA"," NA"," NA","4"
"3675","PAEAN"," FOIL"," LOW",1,0.769," NA"," NA"," NA"," NA","4"
"3676","DUST"," FOIL"," HIGH",2,1.492," NA"," NA"," NA"," NA","4"
"3677","HERD"," STIM"," HIGH",6,1.053," -1.5546"," -1.6019"," 0.0473"," 0.6005","4"
"3678","WORSE"," FOIL"," LOW",1,0.8293," NA"," NA"," NA"," NA","4"
"3679","STIFLE"," STIM"," LOW",6,0.8486," 1.9027"," 1.8484"," 0.0543"," 0.7506","4"
"3680","GRAZE"," FOIL"," LOW",1,3.6811," NA"," NA"," NA"," NA","4"
"3681","PART"," FOIL"," LOW",6,2.1872," NA"," NA"," NA"," NA","4"
"3682","SPREE"," FOIL"," LOW",4,3.6372," NA"," NA"," NA"," NA","4"
"3683","JARGON"," STIM"," LOW",6,1.1629," 0.8225"," 2.6109"," -1.7884"," 2.4185","4"
"3684","SHEER"," STIM"," LOW",6,2.0373," 2.9780"," 0.4977"," 2.4803"," 1.4177","4"
"3685","BUSH"," STIM"," HIGH",6,0.7786," 2.7671"," 2.7858"," -0.0187"," 0.5504","4"
"3686","BEET"," FOIL"," HIGH",1,0.6895," NA"," NA"," NA"," NA","4"
"3687","SOP"," STIM"," LOW",6,0.9237," 1.8558"," 2.6218"," -0.7660"," 0.6505","4"
"3688","MALE"," FOIL"," HIGH",1,0.759," NA"," NA"," NA"," NA","4"
"3689","TURN"," STIM"," LOW",6,0.8758," -1.4250"," 2.0068"," 2.8513"," 2.4185","4"
"3690","MERCY"," FOIL"," LOW",4,2.9424," NA"," NA"," NA"," NA","4"
"3691","EYE"," STIM"," HIGH",6,1.2621," 0.7764"," 1.1412"," -0.3648"," 4.4867","4"
"3692","PEWIT"," STIM"," LOW",6,0.8751," 2.4886"," 1.9213"," 0.5673"," 0.5004","4"
"3693","SKIRT"," STIM"," HIGH",6,1.7915," -1.9089"," -1.9970"," 0.0881"," 0.4503","4"
"3694","ARMY"," FOIL"," HIGH",1,0.6545," NA"," NA"," NA"," NA","4"
"3695","MIMIC"," STIM"," LOW",6,0.6923," -1.4836"," -1.2114"," -0.2722"," 0.6005","4"
"3696","WOUND"," FOIL"," HIGH",1,0.6644," NA"," NA"," NA"," NA","4"
"3697","LIME"," FOIL"," HIGH",1,0.7825," NA"," NA"," NA"," NA","4"
"3698","POMMEL"," STIM"," LOW",6,1.1935," -0.3386"," -2.0388"," 1.7002"," 0.5004","4"
"3699","MONEY"," FOIL"," HIGH",2,2.5546," NA"," NA"," NA"," NA","4"
"3700","FLEA"," FOIL"," HIGH",1,1.0327," NA"," NA"," NA"," NA","4"
"3701","ABOUT"," FOIL"," LOW",1,0.7589," NA"," NA"," NA"," NA","4"
"3702","DOLLAR"," STIM"," HIGH",6,1.4156," 2.9103"," -1.2077"," -2.1652"," 0.9174","4"
"3703","PIECE"," FOIL"," LOW",5,3.0232," NA"," NA"," NA"," NA","4"
"3704","SCARCE"," FOIL"," LOW",6,1.1851," NA"," NA"," NA"," NA","4"
"3705","MOLE"," STIM"," HIGH",6,0.7789," 0.5789"," 2.0663"," -1.4874"," 4.6869","4"
"3706","SEVERE"," STIM"," LOW",6,0.743," -2.0704"," -2.4363"," 0.3659"," 0.4670","4"
"3707","AMOUNT"," FOIL"," LOW",1,0.985," NA"," NA"," NA"," NA","4"
"3708","CORN"," STIM"," HIGH",5,1.7937," 0.5673"," -0.3064"," 0.8737"," 0.7506","4"
"3709","CAR"," STIM"," HIGH",6,1.5013," 0.9660"," 0.6330"," 0.3330"," 0.7005","4"
"3710","BODY"," STIM"," HIGH",5,1.4811," 0.8198"," 2.4291"," -1.6093"," 0.5004","4"
"3711","LESSON"," FOIL"," LOW",1,0.7193," NA"," NA"," NA"," NA","4"
"3712","ERROR"," STIM"," LOW",5,1.6131," -2.4681"," -0.9529"," -1.5152"," 2.7021","4"
"3713","BIRCH"," FOIL"," HIGH",1,1.2045," NA"," NA"," NA"," NA","4"
"3714","KEEN"," STIM"," LOW",6,0.6648," -0.6242"," -0.4404"," -0.1838"," 0.4670","4"
"3715","BIER"," FOIL"," LOW",1,1.4695," NA"," NA"," NA"," NA","4"
"3716","LENS"," STIM"," HIGH",6,0.8741," -1.6360"," 0.6372"," -2.2732"," 0.6505","4"
"3717","DRYAD"," STIM"," LOW",6,0.714," 0.0140"," 0.0636"," -0.0497"," 0.7005","4"
"3718","WITH"," FOIL"," LOW",1,0.6416," NA"," NA"," NA"," NA","4"
"3719","PLANK"," FOIL"," HIGH",1,0.7643," NA"," NA"," NA"," NA","4"
"3720","GARLIC"," FOIL"," HIGH",1,0.6766," NA"," NA"," NA"," NA","4"
"3721","ROOM"," FOIL"," HIGH",1,0.6553," NA"," NA"," NA"," NA","4"
"3722","CALM"," STIM"," LOW",6,1.3091," 0.7162"," -2.6736"," -2.8934"," 1.4845","4"
"3723","INNATE"," STIM"," LOW",3,4.3154," -2.8760"," -3.0966"," 0.2206"," 1.0842","4"
"3724","MIRROR"," STIM"," HIGH",6,1.1287," 0.1964"," 0.3448"," -0.1484"," 0.9174","4"
"3725","TOPIC"," STIM"," LOW",6,0.7178," -2.6504"," -0.0202"," -2.6302"," 0.5838","4"
"3726","SEA"," STIM"," HIGH",6,9.3867," 1.0961"," 0.8298"," 0.2663"," 0.8840","4"
"3727","VICE"," FOIL"," LOW",1,0.6947," NA"," NA"," NA"," NA","4"
"3728","BOLE"," FOIL"," LOW",1,0.7172," NA"," NA"," NA"," NA","4"
"3729","MARVEL"," FOIL"," LOW",1,0.8514," NA"," NA"," NA"," NA","4"
"3730","FILL"," STIM"," LOW",6,0.7784," -0.2212"," -0.1984"," -0.0228"," 0.9507","4"
"3731","SPADE"," FOIL"," HIGH",1,0.6916," NA"," NA"," NA"," NA","4"
"3732","SKULL"," STIM"," HIGH",6,0.7204," 2.1363"," -2.6522"," -1.4947"," 4.3366","4"
"3733","RUFF"," STIM"," LOW",6,1.5791," -1.5038"," -1.5081"," 0.0042"," 0.7506","4"
"3734","BUTYL"," FOIL"," LOW",1,0.6127," NA"," NA"," NA"," NA","4"
"3735","FRENZY"," STIM"," LOW",3,2.4028," 3.0742"," 0.3675"," 2.7067"," 4.9204","4"
"3736","MOUTH"," FOIL"," HIGH",1,1.8807," NA"," NA"," NA"," NA","4"
"3737","BEING"," FOIL"," LOW",1,0.8454," NA"," NA"," NA"," NA","4"
"3738","PERSON"," FOIL"," HIGH",1,0.6374," NA"," NA"," NA"," NA","4"
"3739","THIS"," FOIL"," LOW",1,0.5753," NA"," NA"," NA"," NA","4"
"3740","LIVER"," STIM"," HIGH",6,1.3886," 1.3833"," 1.1980"," 0.1853"," 1.9014","4"
"3741","PARK"," STIM"," HIGH",6,1.2147," 0.8028"," 0.0000"," 0.8028"," 0.5171","4"
"3742","ZOO"," STIM"," HIGH",6,0.6854," 2.0103"," 2.2602"," -0.2499"," 0.5671","4"
"3743","HELMET"," FOIL"," HIGH",1,0.7781," NA"," NA"," NA"," NA","4"
"3744","BEFORE"," STIM"," LOW",6,0.8054," 2.3664"," 2.1316"," 0.2348"," 0.6005","4"
"3745","BLADE"," STIM"," HIGH",6,0.7807," -0.7234"," -0.6082"," -0.1152"," 0.6672","4"
"3746","DONOR"," STIM"," LOW",6,0.7405," -1.2730"," -1.2652"," -0.0079"," 1.0008","4"
"3747","LIQUID"," FOIL"," HIGH",1,0.5587," NA"," NA"," NA"," NA","4"
"3748","POLYP"," STIM"," LOW",6,0.6453," -2.6731"," -2.7741"," 0.1009"," 2.1183","4"
"3749","BITTER"," FOIL"," LOW",1,0.6313," NA"," NA"," NA"," NA","4"
"3750","LIVE"," FOIL"," LOW",2,1.8453," NA"," NA"," NA"," NA","4"
"3751","WINDOW"," FOIL"," HIGH",1,0.9956," NA"," NA"," NA"," NA","4"
"3752","APPEAL"," FOIL"," LOW",1,0.8368," NA"," NA"," NA"," NA","4"
"3753","HUSH"," STIM"," LOW",6,0.6378," -2.9169"," -1.4197"," -1.4972"," 4.4367","4"
"3754","HARE"," STIM"," HIGH",6,1.3427," 1.5014"," 1.4659"," 0.0355"," 0.6338","4"
"3755","BOSOM"," FOIL"," HIGH",1,0.6388," NA"," NA"," NA"," NA","4"
"3756","AXE"," FOIL"," HIGH",1,0.521," NA"," NA"," NA"," NA","4"
"3757","DANCER"," STIM"," HIGH",6,0.66," 2.6786"," 2.6180"," 0.0606"," 0.5504","4"
"3758","GOBLET"," STIM"," HIGH",6,0.9354," 2.7668"," 2.6143"," 0.1525"," 0.5337","4"
"3759","TURTLE"," FOIL"," HIGH",1,0.667," NA"," NA"," NA"," NA","4"
"3760","JUST"," FOIL"," LOW",1,1.0623," NA"," NA"," NA"," NA","4"
"3761","VISION"," STIM"," LOW",6,1.464," 1.2122"," -0.0052"," 1.2174"," 0.5337","4"
"3762","WHIP"," STIM"," HIGH",6,0.7177," 0.4441"," 0.5710"," -0.1269"," 0.6338","4"
"3763","WOE"," STIM"," LOW",6,0.5678," 0.4326"," 0.6755"," -0.2429"," 0.8340","4"
"3764","RAPID"," FOIL"," LOW",1,0.7373," NA"," NA"," NA"," NA","4"
"3765","RHUMB"," STIM"," LOW",6,1.8052," 1.7949"," 1.8307"," -0.0359"," 0.6505","4"
"3766","ZEAL"," FOIL"," LOW",1,0.6929," NA"," NA"," NA"," NA","4"
"3767","AM"," FOIL"," LOW",1,0.5383," NA"," NA"," NA"," NA","4"
"3768","ELBOW"," FOIL"," HIGH",2,3.3541," NA"," NA"," NA"," NA","4"
"3769","SHORT"," FOIL"," LOW",1,0.9549," NA"," NA"," NA"," NA","4"
"3770","FORE"," FOIL"," LOW",1,0.9569," NA"," NA"," NA"," NA","4"
"3771","ANNEAL"," FOIL"," LOW",1,0.8448," NA"," NA"," NA"," NA","4"
"3772","TRAY"," STIM"," HIGH",6,0.7484," -1.4961"," -1.5203"," 0.0243"," 0.7339","4"
"3773","HOUSE"," STIM"," HIGH",6,0.8382," -1.1940"," -0.3588"," -0.8352"," 0.7506","4"
"3774","BLEAK"," FOIL"," LOW",1,0.8015," NA"," NA"," NA"," NA","4"
"3775","MOCKER"," FOIL"," LOW",1,0.6548," NA"," NA"," NA"," NA","4"
"3776","INFANT"," STIM"," HIGH",6,0.724," 2.7393"," 2.2085"," 0.5308"," 0.7673","4"
"3777","CYLIX"," STIM"," LOW",6,0.7904," 0.8421"," 1.2298"," -0.3877"," 0.8840","4"
"3778","DROP"," FOIL"," LOW",1,0.5769," NA"," NA"," NA"," NA","4"
"3779","CHOOSE"," STIM"," LOW",4,1.9876," 0.6738"," 2.1431"," -1.4693"," 5.1706","4"
"3780","RAT"," STIM"," HIGH",6,1.4147," 3.1303"," 3.1416"," -0.0113"," 0.9841","4"
"3781","DESIGN"," STIM"," LOW",6,1.2743," 1.4047"," 3.1416"," -1.7369"," 1.0508","4"
"3782","EFFECT"," STIM"," LOW",4,1.9888," -2.4637"," 1.8357"," 1.9837"," 1.7180","4"
"3783","SILVER"," FOIL"," HIGH",1,0.8841," NA"," NA"," NA"," NA","4"
"3784","KNIGHT"," FOIL"," HIGH",1,0.7397," NA"," NA"," NA"," NA","4"
"3785","JAW"," FOIL"," HIGH",1,0.6115," NA"," NA"," NA"," NA","4"
"3786","ODE"," FOIL"," LOW",1,0.6773," NA"," NA"," NA"," NA","4"
"3787","DART"," STIM"," HIGH",4,2.8808," 0.6368"," 1.4099"," -0.7731"," 2.5686","4"
"3788","TANK"," STIM"," HIGH",6,1.0995," 2.9171"," 2.6459"," 0.2712"," 0.8340","4"
"3789","PEEK"," STIM"," LOW",3,2.1267," 1.7091"," 0.4095"," 1.2995"," 0.6839","4"
"3790","CANOE"," FOIL"," HIGH",1,1.1388," NA"," NA"," NA"," NA","4"
"3791","SOAR"," FOIL"," LOW",1,0.7884," NA"," NA"," NA"," NA","4"
"3792","UPON"," FOIL"," LOW",1,0.4926," NA"," NA"," NA"," NA","4"
"3793","WINE"," FOIL"," HIGH",6,0.8292," NA"," NA"," NA"," NA","4"
"3794","THORN"," FOIL"," HIGH",1,0.5728," NA"," NA"," NA"," NA","4"
"3795","WALLET"," STIM"," HIGH",6,0.9033," -1.9225"," -1.9703"," 0.0478"," 0.7839","4"
"3796","DUMMY"," FOIL"," HIGH",1,1.7331," NA"," NA"," NA"," NA","4"
"3797","COAL"," STIM"," HIGH",6,0.9008," 1.5787"," 0.4385"," 1.1403"," 0.3002","4"
"3798","VAULT"," STIM"," HIGH",6,0.719," 1.0505"," 1.2521"," -0.2017"," 1.5011","4"
"3799","CHALK"," STIM"," HIGH",6,0.9014," 1.6376"," -2.0577"," -2.5879"," 2.0849","4"
"3800","PULL"," STIM"," LOW",6,0.8576," -2.2080"," 2.8134"," 1.2618"," 1.2676","4"
"3801","GENIUS"," FOIL"," LOW",1,0.5617," NA"," NA"," NA"," NA","4"
"3802","BERRY"," STIM"," HIGH",6,1.1198," 2.7906"," 1.6544"," 1.1362"," 3.6194","4"
"3803","SKIN"," FOIL"," HIGH",1,0.5303," NA"," NA"," NA"," NA","4"
"3804","GO"," STIM"," LOW",6,0.6135," 0.0211"," 0.0252"," -0.0041"," 0.6839","4"
"3805","RESCUE"," STIM"," LOW",6,5.9622," -2.2285"," 0.6179"," -2.8464"," 0.6171","4"
"3806","TUCK"," STIM"," LOW",6,1.9929," 0.7255"," 2.1988"," -1.4734"," 2.3017","4"
"3807","AWL"," FOIL"," LOW",1,0.5697," NA"," NA"," NA"," NA","4"
"3808","THESE"," STIM"," LOW",6,4.6265," 2.1243"," 1.9853"," 0.1390"," 0.7172","4"
"3809","STRAIN"," FOIL"," LOW",1,0.9757," NA"," NA"," NA"," NA","4"
"3810","CRADLE"," STIM"," HIGH",6,2.1528," 1.7083"," 1.7016"," 0.0067"," 1.0174","4"
"3811","DOLL"," STIM"," HIGH",6,3.313," -1.2973"," -1.2573"," -0.0400"," 0.8673","4"
"3812","FUTURE"," FOIL"," LOW",1,0.7432," NA"," NA"," NA"," NA","4"
"3813","KETTLE"," FOIL"," HIGH",1,0.8577," NA"," NA"," NA"," NA","4"
"3814","LODE"," STIM"," LOW",6,0.765," 3.0454"," 3.1416"," -0.0962"," 0.9340","4"
"3815","NEST"," FOIL"," HIGH",6,0.9743," NA"," NA"," NA"," NA","4"
"3816","WAX"," FOIL"," HIGH",1,0.9306," NA"," NA"," NA"," NA","4"
"3817","BASKET"," FOIL"," HIGH",1,0.7246," NA"," NA"," NA"," NA","4"
"3818","NARES"," STIM"," LOW",6,1.0321," 2.3018"," -2.2318"," -1.7495"," 0.6839","4"
"3819","IMPORT"," STIM"," LOW",6,2.9105," 1.6078"," -2.6710"," -2.0044"," 0.7673","4"
"3820","PLAICE"," FOIL"," LOW",1,0.9198," NA"," NA"," NA"," NA","4"
"3821","TOMB"," STIM"," HIGH",6,4.6105," -2.6539"," -2.6985"," 0.0446"," 0.7005","4"
"3822","BLOOD"," STIM"," HIGH",6,3.602," 3.0332"," 3.1364"," -0.1032"," 1.0842","4"
"3823","MORE"," FOIL"," LOW",1,0.6991," NA"," NA"," NA"," NA","4"
"3824","PEAR"," STIM"," HIGH",6,1.0995," -0.9608"," -0.3920"," -0.5688"," 1.7180","4"
"3825","DAD"," FOIL"," HIGH",1,0.8637," NA"," NA"," NA"," NA","4"
"3826","COCK"," STIM"," HIGH",6,1.0935," 1.7913"," 1.8498"," -0.0585"," 0.8506","4"
"3827","BRIDGE"," STIM"," HIGH",6,2.3153," -2.0585"," -2.3017"," 0.2432"," 1.3844","4"
"3828","ITEM"," FOIL"," LOW",1,0.7159," NA"," NA"," NA"," NA","4"
"3829","BET"," STIM"," LOW",6,1.3068," 0.3917"," 0.4182"," -0.0265"," 0.8173","4"
"3830","SPIKE"," FOIL"," HIGH",1,0.7647," NA"," NA"," NA"," NA","4"
"3831","MEADOW"," FOIL"," HIGH",1,0.669," NA"," NA"," NA"," NA","4"
