word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
OMEN, STIM, LOW, 6, 5.8818, 1.3599, -2.4981, -2.4252, 1.9849
QUEST, STIM, LOW, 1, 3.6316, 0.2500, -0.3567, 0.6067, 2.4352
SHIELD, STIM, HIGH, 1, 1.6266, -2.4778, -2.9847, 0.5069, 1.0341
AMPERE, STIM, LOW, 6, 2.0705, -0.5276, -0.3249, -0.2027, 1.2676
MANTLE, FOIL, HIGH, 1, 2.2150, NA, NA, NA, NA
STRAW, FOIL, HIGH, 1, 0.9474, NA, NA, NA, NA
TRUTH, STIM, LOW, 6, 1.4550, -1.2704, 2.6547, 2.3581, 1.0675
RAISE, STIM, LOW, 6, 1.2341, 2.5408, 0.4056, 2.1352, 1.4344
MIRROR, STIM, HIGH, 5, 3.1759, 2.5236, -0.4659, 2.9895, 0.9007
SNAP, FOIL, LOW, 1, 1.6172, NA, NA, NA, NA
POPE, FOIL, HIGH, 1, 0.8860, NA, NA, NA, NA
NURSE, FOIL, HIGH, 1, 0.8368, NA, NA, NA, NA
GOT, STIM, LOW, 6, 1.0903, 0.0935, 0.0000, 0.0935, 1.6012
CIDER, FOIL, HIGH, 1, 1.9047, NA, NA, NA, NA
WRUNG, FOIL, LOW, 1, 0.9358, NA, NA, NA, NA
GRASS, FOIL, HIGH, 1, 0.7749, NA, NA, NA, NA
FISH, FOIL, HIGH, 1, 1.6196, NA, NA, NA, NA
ABYSS, STIM, LOW, 6, 1.2340, -0.1090, 2.4878, -2.5967, 0.8840
TOAST, STIM, HIGH, 6, 1.0608, -3.0938, 0.6232, 2.5662, 1.0174
BECAME, FOIL, LOW, 1, 2.1335, NA, NA, NA, NA
TYPE, STIM, LOW, 1, 4.3690, -0.0929, -1.7033, 1.6105, 0.5504
WORK, FOIL, LOW, 1, 0.8130, NA, NA, NA, NA
SANDAL, STIM, HIGH, 6, 1.3234, -1.8330, -0.5808, -1.2522, 0.7673
CEMENT, STIM, HIGH, 6, 0.7822, 2.7650, -2.2586, -1.2596, 0.5838
QUAKE, STIM, LOW, 6, 0.9704, 0.9745, 0.7782, 0.1964, 1.0508
RADIO, STIM, HIGH, 6, 1.0036, 2.9413, -0.3234, -3.0185, 1.2510
ALLEY, STIM, HIGH, 6, 1.0361, -0.8219, -0.8463, 0.0244, 1.0174
OVEN, STIM, HIGH, 6, 0.7844, 2.0689, 2.4868, -0.4179, 0.9674
INTO, FOIL, LOW, 1, 1.4331, NA, NA, NA, NA
DRUG, STIM, HIGH, 6, 0.8753, -0.5605, -0.6642, 0.1037, 1.1509
ONCE, FOIL, LOW, 6, 1.7513, NA, NA, NA, NA
YEAR, FOIL, LOW, 1, 0.7454, NA, NA, NA, NA
LOAN, STIM, LOW, 6, 2.8858, 1.7044, -2.7834, -1.7953, 0.6839
REACH, FOIL, LOW, 4, 1.3328, NA, NA, NA, NA
SEEL, FOIL, LOW, 2, 1.9063, NA, NA, NA, NA
FORK, FOIL, HIGH, 1, 1.3302, NA, NA, NA, NA
PINE, FOIL, HIGH, 1, 0.6237, NA, NA, NA, NA
CUTTLE, FOIL, LOW, 1, 0.6491, NA, NA, NA, NA
MARKET, STIM, HIGH, 6, 1.2028, -2.8105, -0.3563, -2.4542, 2.2851
CRADLE, FOIL, HIGH, 1, 1.8785, NA, NA, NA, NA
NIDUS, STIM, LOW, 6, 2.5225, -0.0213, -0.5951, 0.5738, 0.8506
BRAIN, FOIL, HIGH, 4, 2.6018, NA, NA, NA, NA
BOMB, STIM, HIGH, 6, 1.5822, -1.8911, 2.4257, 1.9664, 1.0174
DEPICT, STIM, LOW, 1, 1.3386, 2.6017, 0.8368, 1.7649, 1.1008
TREAT, STIM, LOW, 6, 1.2290, -1.2972, -0.7266, -0.5705, 0.9841
PIMPLE, FOIL, HIGH, 5, 1.8958, NA, NA, NA, NA
LIKE, STIM, LOW, 6, 1.0345, -2.5432, 0.6579, 3.0821, 0.8340
ALIAS, STIM, LOW, 6, 0.9731, 2.6476, -3.0469, -0.5887, 1.9014
FAST, FOIL, LOW, 1, 1.2800, NA, NA, NA, NA
IDEA, STIM, LOW, 6, 1.0910, 3.0672, -2.5851, -0.6309, 0.7506
WHERRY, FOIL, LOW, 1, 1.0514, NA, NA, NA, NA
HEEL, FOIL, HIGH, 1, 1.3492, NA, NA, NA, NA
DRAB, STIM, LOW, 6, 1.2183, -0.2852, -0.7340, 0.4488, 0.7172
FROST, STIM, HIGH, 1, 0.9836, 2.5172, -2.3818, -1.3842, 0.9507
WATER, FOIL, HIGH, 1, 1.3673, NA, NA, NA, NA
WHY, FOIL, LOW, 1, 0.6659, NA, NA, NA, NA
CANDY, STIM, HIGH, 5, 1.8314, 0.3145, -0.6244, 0.9389, 0.8006
OUT, FOIL, LOW, 1, 0.8804, NA, NA, NA, NA
FLAME, FOIL, HIGH, 1, 0.9575, NA, NA, NA, NA
TOY, FOIL, HIGH, 1, 0.5960, NA, NA, NA, NA
AM, FOIL, LOW, 1, 3.2252, NA, NA, NA, NA
BOX, STIM, HIGH, 6, 1.1276, 1.1855, 1.1279, 0.0576, 0.7172
BEDEL, FOIL, LOW, 1, 0.7183, NA, NA, NA, NA
STRUT, FOIL, LOW, 1, 0.8541, NA, NA, NA, NA
LOGOS, FOIL, LOW, 1, 0.9244, NA, NA, NA, NA
WIDE, STIM, LOW, 6, 1.4460, -2.2901, -2.5074, 0.2174, 2.7187
FENCE, STIM, HIGH, 6, 0.8204, -2.8940, -2.3495, -0.5445, 0.8840
VACUUM, FOIL, LOW, 1, 0.7312, NA, NA, NA, NA
DUMMY, STIM, HIGH, 6, 0.6424, 0.2463, -0.4145, 0.6608, 2.1850
HOTEL, STIM, HIGH, 6, 0.5719, -2.1583, -0.4960, -1.6622, 1.3844
TRUCE, FOIL, LOW, 1, 0.8977, NA, NA, NA, NA
TRAIN, FOIL, HIGH, 3, 2.2196, NA, NA, NA, NA
BREAD, STIM, HIGH, 6, 1.0169, 1.4589, 1.0286, 0.4303, 1.7680
SLOE, STIM, LOW, 4, 2.0661, -2.8284, 2.7621, 0.6927, 0.4670
PAID, FOIL, LOW, 1, 1.6056, NA, NA, NA, NA
CAUSE, FOIL, LOW, 1, 1.1002, NA, NA, NA, NA
MOUTH, STIM, HIGH, 6, 0.6316, 0.3580, 0.8034, -0.4455, 0.9340
LEARN, STIM, LOW, 6, 0.6746, 2.5359, -3.0047, -0.7426, 0.6839
POT, STIM, HIGH, 6, 0.7082, -3.0125, -1.5286, -1.4840, 2.9522
SCOTCH, FOIL, HIGH, 2, 1.4404, NA, NA, NA, NA
VIGIL, FOIL, LOW, 3, 3.8991, NA, NA, NA, NA
OCEAN, FOIL, HIGH, 1, 1.4943, NA, NA, NA, NA
YET, FOIL, LOW, 4, 2.4837, NA, NA, NA, NA
RIDDLE, STIM, LOW, 6, 1.2147, -1.1712, -1.9522, 0.7810, 0.3669
NADIR, FOIL, LOW, 2, 3.5345, NA, NA, NA, NA
WAGE, STIM, LOW, 6, 1.1436, -0.5228, -0.6280, 0.1052, 2.4352
EYE, STIM, HIGH, 6, 0.5884, 3.0064, -3.0114, -0.2653, 0.5004
BARREL, FOIL, HIGH, 5, 1.5060, NA, NA, NA, NA
WORM, STIM, HIGH, 4, 1.7365, -2.4272, -2.2305, -0.1967, 0.7339
PLAIT, STIM, LOW, 6, 1.0866, 2.7558, 2.4351, 0.3207, 0.5171
CORN, FOIL, HIGH, 1, 1.8236, NA, NA, NA, NA
SOUTH, STIM, LOW, 6, 0.9636, -0.7509, -1.7040, 0.9531, 0.6005
TURN, STIM, LOW, 5, 1.2082, -0.7174, -0.4382, -0.2792, 0.5337
LIMB, FOIL, HIGH, 1, 1.8305, NA, NA, NA, NA
