word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
GENTLE, STIM, LOW, 2, 6.4777, -2.3996, -3.1207, 0.7211, 0.5004
FISH, STIM, HIGH, 6, 2.7577, 0.0573, 0.4035, -0.3462, 0.9507
DITCH, FOIL, HIGH, 2, 2.1906, NA, NA, NA, NA
ABRUPT, STIM, LOW, 6, 1.6616, -2.1038, -0.0102, -2.0936, 0.5504
KNIGHT, FOIL, HIGH, 1, 5.0272, NA, NA, NA, NA
EXTENT, FOIL, LOW, 3, 3.2374, NA, NA, NA, NA
MOON, FOIL, HIGH, 3, 2.5201, NA, NA, NA, NA
PIER, STIM, HIGH, 5, 3.4037, 1.1663, 2.2038, -1.0375, 0.6171
NAVEL, FOIL, HIGH, 4, 3.6404, NA, NA, NA, NA
NAME, FOIL, LOW, 3, 1.9318, NA, NA, NA, NA
LUNCH, FOIL, HIGH, 2, 2.4643, NA, NA, NA, NA
CASH, FOIL, HIGH, 2, 2.4344, NA, NA, NA, NA
HALL, STIM, HIGH, 2, 1.4924, 1.6745, 2.1840, -0.5096, 0.7672
SEAT, STIM, HIGH, 5, 2.1814, -0.0569, 1.0365, -1.0934, 0.5337
TALUK, STIM, LOW, 6, 1.4847, -2.4599, -2.5536, 0.0937, 0.6338
LEAST, STIM, LOW, 2, 1.4835, -2.5961, -1.4150, -1.1811, 2.6520
BOW, FOIL, HIGH, 2, 1.3556, NA, NA, NA, NA
SHRUB, FOIL, HIGH, 2, 2.3191, NA, NA, NA, NA
POLE, STIM, HIGH, 4, 1.8352, -0.7482, 1.5863, -2.3345, 0.9340
SADDLE, STIM, HIGH, 6, 1.2239, 2.8538, -0.7854, -2.6440, 0.5004
DANCER, FOIL, HIGH, 2, 2.9731, NA, NA, NA, NA
HORSE, FOIL, HIGH, 2, 1.0334, NA, NA, NA, NA
CORN, STIM, HIGH, 6, 1.4923, 0.0674, 0.0575, 0.0099, 0.6171
PEER, FOIL, LOW, 2, 1.4835, NA, NA, NA, NA
WOLF, STIM, HIGH, 4, 2.5549, 0.6477, -3.1110, -2.5245, 0.5004
DAMAN, FOIL, LOW, 2, 1.3940, NA, NA, NA, NA
SITE, STIM, LOW, 6, 1.5673, -1.4442, -1.2474, -0.1968, 1.1008
MEMBER, FOIL, LOW, 2, 1.4576, NA, NA, NA, NA
LAMB, FOIL, HIGH, 2, 0.8965, NA, NA, NA, NA
WAX, STIM, HIGH, 6, 1.1704, -0.3062, 3.1055, 2.8715, 0.7172
GRAPE, STIM, HIGH, 6, 2.9647, 1.1646, 1.2833, -0.1187, 0.9674
FORT, STIM, HIGH, 6, 2.3666, -2.9331, -3.1314, 0.1983, 0.7005
