word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
PILL, STIM, HIGH, 3, 4.4251, -2.8098, -0.3630, -2.4468, 0.7005
SEAL, FOIL, HIGH, 3, 2.5292, NA, NA, NA, NA
VALLEY, STIM, HIGH, 6, 0.9620, -2.5774, 1.0536, 2.6522, 0.6839
SPLIT, STIM, LOW, 6, 0.7808, -1.7686, -0.7527, -1.0159, 0.6672
NEAR, FOIL, LOW, 2, 1.4595, NA, NA, NA, NA
MISUSE, FOIL, LOW, 3, 1.8461, NA, NA, NA, NA
MOTIVE, STIM, LOW, 6, 1.0453, -1.6663, -2.2940, 0.6277, 0.6338
SPICE, STIM, HIGH, 6, 0.7800, -0.1504, 0.1964, -0.3468, 0.6839
LAMP, STIM, HIGH, 6, 0.9172, -2.1468, 2.2080, 1.9284, 0.4170
PRIME, FOIL, LOW, 2, 1.0841, NA, NA, NA, NA
SUDS, FOIL, HIGH, 1, 1.4425, NA, NA, NA, NA
DESPOT, STIM, LOW, 6, 0.7802, 0.5308, 0.4124, 0.1184, 0.8340
ORNATE, FOIL, LOW, 2, 1.2878, NA, NA, NA, NA
ROCK, FOIL, HIGH, 4, 1.1906, NA, NA, NA, NA
ALIEN, STIM, LOW, 2, 1.1043, -2.9674, -0.9814, -1.9860, 0.6171
STRAND, FOIL, LOW, 1, 1.0784, NA, NA, NA, NA
WEAPON, FOIL, HIGH, 2, 1.0911, NA, NA, NA, NA
FORK, STIM, HIGH, 1, 0.9120, 0.6557, -2.1617, 2.8174, 0.6171
NUN, FOIL, HIGH, 2, 0.6926, NA, NA, NA, NA
EXCUSE, STIM, LOW, 4, 1.1435, 0.4280, 1.3835, -0.9555, 0.4837
MANTLE, STIM, HIGH, 6, 1.5804, -0.2080, -1.4039, 1.1960, 0.7339
ORGAN, STIM, HIGH, 6, 0.7651, 2.1971, 1.6843, 0.5128, 0.8006
ANIMAL, FOIL, HIGH, 2, 1.6534, NA, NA, NA, NA
SEEM, FOIL, LOW, 2, 1.7119, NA, NA, NA, NA
EAR, STIM, HIGH, 3, 1.8633, 1.2929, 0.6854, 0.6076, 1.3510
WOULD, FOIL, LOW, 1, 1.0215, NA, NA, NA, NA
COLLAR, STIM, HIGH, 6, 0.8661, 2.1767, 0.6227, 1.5540, 0.3002
WOOD, STIM, HIGH, 6, 0.9294, 1.5839, -0.2424, 1.8263, 0.6672
VARY, FOIL, LOW, 2, 1.2206, NA, NA, NA, NA
DERAY, FOIL, LOW, 2, 1.1330, NA, NA, NA, NA
HONEY, FOIL, HIGH, 2, 1.1016, NA, NA, NA, NA
SWEAT, FOIL, HIGH, 1, 0.9531, NA, NA, NA, NA
FIDDLE, FOIL, HIGH, 3, 1.5013, NA, NA, NA, NA
CLANG, FOIL, LOW, 2, 0.8001, NA, NA, NA, NA
PEACH, STIM, HIGH, 5, 1.1102, -2.0519, 1.3233, 2.9080, 0.9174
FEAT, STIM, LOW, 6, 0.9216, -1.2941, -1.5968, 0.3027, 0.7005
WAIL, STIM, LOW, 6, 0.6968, 2.3544, -0.7193, 3.0737, 2.6687
DRIVER, STIM, HIGH, 2, 1.1336, -1.5127, -1.1257, -0.3870, 0.5838
ENTREE, STIM, LOW, 6, 1.0543, -1.9358, 0.8701, -2.8059, 0.5004
CRAB, FOIL, HIGH, 4, 1.1145, NA, NA, NA, NA
CLINK, STIM, LOW, 3, 2.4699, 1.2448, -0.6854, 1.9302, 0.8673
MUSCLE, FOIL, HIGH, 3, 0.8536, NA, NA, NA, NA
NARES, FOIL, LOW, 2, 0.7771, NA, NA, NA, NA
SCOTCH, FOIL, HIGH, 1, 0.7135, NA, NA, NA, NA
