word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
SAFE, STIM, LOW, 6, 4.1104, 2.4252, 2.2415, 0.1837, 1.2343
APPEAL, FOIL, LOW, 1, 1.1555, NA, NA, NA, NA
OVER, FOIL, LOW, 1, 0.8944, NA, NA, NA, NA
NICKEL, STIM, HIGH, 6, 0.7647, -2.9699, -0.4799, -2.4900, 0.9507
CUT, FOIL, LOW, 4, 1.9072, NA, NA, NA, NA
DOLT, STIM, LOW, 6, 0.7251, 1.5121, -0.5051, 2.0172, 0.6505
FREE, STIM, LOW, 6, 0.7241, 0.7523, 0.5307, 0.2216, 0.8006
TAX, STIM, LOW, 6, 0.6861, 0.5717, -2.3730, 2.9448, 1.3844
CAMEL, STIM, HIGH, 3, 1.5491, 3.0211, -1.2705, -1.9916, 1.4845
DREARY, FOIL, LOW, 1, 0.9144, NA, NA, NA, NA
TOAD, FOIL, HIGH, 1, 0.9326, NA, NA, NA, NA
STRING, FOIL, HIGH, 1, 1.6764, NA, NA, NA, NA
MYTH, STIM, LOW, 6, 0.6713, -0.6444, 1.8793, -2.5237, 0.9507
YUCCA, STIM, LOW, 6, 0.6544, 1.4197, -0.6120, 2.0316, 1.9181
CUSTOM, FOIL, LOW, 1, 1.8359, NA, NA, NA, NA
BEE, STIM, HIGH, 6, 0.8575, -0.7044, -2.7468, 2.0424, 0.3836
LOGIC, FOIL, LOW, 4, 3.0437, NA, NA, NA, NA
TAR, FOIL, HIGH, 1, 1.3245, NA, NA, NA, NA
FLASK, FOIL, HIGH, 4, 2.0606, NA, NA, NA, NA
BUTTER, STIM, HIGH, 6, 1.1512, -0.1215, -1.0357, 0.9142, 0.6171
MEMORY, STIM, LOW, 6, 14.5930, 2.6162, 2.0658, 0.5504, 1.2009
PULL, STIM, LOW, 6, 0.6480, 2.5502, 0.5413, 2.0089, 1.3343
YOU, FOIL, LOW, 6, 1.0293, NA, NA, NA, NA
CURB, FOIL, HIGH, 1, 1.2636, NA, NA, NA, NA
DISC, STIM, HIGH, 6, 1.2618, 1.3105, -1.4355, 2.7460, 1.0008
MUST, STIM, LOW, 6, 1.4944, -1.4029, -2.0750, 0.6721, 1.5512
SOME, STIM, LOW, 6, 1.2297, 1.5894, 2.0854, -0.4960, 2.5019
AMOUNT, FOIL, LOW, 1, 1.2928, NA, NA, NA, NA
